areacd,hh_family_composition_4a-001,hh_family_composition_4a-002,hh_family_composition_4a-003
E00087758,3.3,25.2,71.5
E00087759,4.7,22.9,72.4
E00087760,4.4,36.7,58.9
E00087761,5.9,29.1,65
E00087762,5.3,29.6,65.1
E00087763,1.5,42.6,55.9
E00087764,3.5,31.9,64.5
E00087765,3.2,23.7,73.1
E00087767,5.5,22,72.4
E00087768,2.1,19.3,78.6
E00087769,2.8,35.8,61.4
E00087770,6.8,25.6,67.7
E00087771,2.4,42.4,55.2
E00087772,1.8,28.1,70.1
E00087773,1.2,40.1,58.6
E00087833,2.1,45.7,52.1
E00087834,3.5,19.4,77.1
E00087835,0.7,32,67.3
E00087836,5.5,15.5,79
E00087837,4.5,23,72.5
E00087838,5.2,18,76.7
E00087839,6.2,34.1,59.7
E00087840,0,25,75
E00087841,2.2,25.9,71.9
E00087842,3.7,21.6,74.7
E00087843,5.5,18.7,75.8
E00087844,3.3,27.3,69.3
E00087845,2.6,17.9,79.5
E00087846,3.4,19.8,76.7
E00087934,5.2,27.5,67.4
E00087935,2.8,25.5,71.7
E00087936,1.2,28.6,70.2
E00087937,6.4,25,68.6
E00087938,4.3,30.8,64.9
E00087939,5.6,19.9,74.5
E00087940,3.9,18.8,77.3
E00087942,3.1,29.5,67.4
E00087948,4.1,22.8,73.1
E00088059,3.3,27,69.7
E00088060,3,42.5,54.5
E00088063,6.3,16.1,77.7
E00088065,8.6,22.3,69.1
E00088066,4.2,27.8,68.1
E00088067,2.1,53.5,44.4
E00088068,4.8,36.5,58.7
E00088069,3.1,23.4,73.4
E00088070,2.9,32,65
E00088071,0,56.6,43.4
E00088072,1.6,42.9,55.6
E00088074,5.7,25.4,68.9
E00088076,1.4,41,57.6
E00088077,4.5,32.4,63.1
E00088084,3.8,29.5,66.7
E00088086,6,22.2,71.8
E00088087,3.1,17.7,79.2
E00088088,3.6,21.8,74.6
E00088089,1.6,52.7,45.7
E00088095,0,33,67
E00088096,3.4,22.7,73.9
E00088097,3.5,20.7,75.8
E00088099,3.1,21.4,75.5
E00088100,3.1,29.1,67.7
E00088101,4.2,18.3,77.5
E00088102,3.7,33.8,62.5
E00088103,3.5,23.9,72.6
E00088104,2,27.7,70.3
E00088105,4.7,32.6,62.8
E00088107,1.6,19.8,78.6
E00088108,3.3,41.5,55.3
E00088109,2.3,22.2,75.6
E00088110,4.7,26.4,69
E00088111,0,21.4,78.6
E00088115,6.8,22.7,70.5
E00088116,4.5,24.2,71.3
E00119175,8.3,25.7,66.1
E00119176,1.5,43.6,54.9
E00119177,0.7,26.5,72.8
E00119178,3.7,17.2,79.1
E00119180,3.8,16.2,80
E00119181,1.5,24.4,74
E00119182,2.5,29.5,68
E00119183,10.5,15.7,73.8
E00119185,1.9,42.8,55.3
E00119186,4.4,24.8,70.9
E00119187,3.3,47.1,49.6
E00119188,4.2,20,75.8
E00119189,1.5,27.3,71.2
E00119190,4.7,24.8,70.5
E00119191,10.5,26.3,63.2
E00119192,5.3,20.2,74.6
E00119193,8,23.2,68.8
E00119194,5.1,22.2,72.6
E00119195,4.2,21,74.8
E00119196,3.3,20,76.7
E00119197,6.3,21.4,72.2
E00119198,2.3,34.4,63.4
E00119282,3.6,22.1,74.3
E00119285,4.4,17.6,77.9
E00119286,2.5,23.1,74.4
E00119334,4.3,26.6,69.1
E00119335,7.9,20.8,71.3
E00119336,1.4,26,72.6
E00119338,5.1,19.5,75.4
E00119339,2.4,19.2,78.4
E00119340,4.9,30.1,65
E00119341,6.4,18.4,75.2
E00119342,4.7,25,70.3
E00119394,4.4,16.9,78.7
E00119399,2.1,20.8,77.1
E00119401,3.2,23.4,73.4
E00119402,4.3,23.1,72.6
E00119403,4.4,10.6,85
E00119404,2.5,17.4,80.2
E00119405,9.7,23.1,67.2
E00119406,1.6,20.5,78
E00119407,6,21.2,72.8
E00119409,0.9,39.4,59.6
E00119410,5.2,20.2,74.6
E00119411,5.4,24,70.5
E00119469,0.8,21.4,77.8
E00119471,4.2,17.5,78.3
E00119472,3.8,36.5,59.6
E00119473,2.3,31.1,66.7
E00119474,2.7,30.7,66.7
E00119475,5,22,73
E00119782,0.8,24.6,74.6
E00119783,2.2,26.5,71.3
E00119784,0.8,23.4,75.8
E00119785,2.6,41.8,55.6
E00119786,4.9,30.1,65
E00119787,6.7,31.9,61.5
E00119788,8,14,78
E00119789,8.7,15.7,75.6
E00119790,11.5,15.6,72.9
E00119791,1.3,40.9,57.8
E00119792,2.3,25.6,72.2
E00119793,0,32.1,67.9
E00119794,7.7,29.1,63.2
E00119795,1.6,39.1,59.4
E00119796,2.8,20.4,76.8
E00119797,0,39.4,60.6
E00119798,2.4,33.6,64
E00119799,0.7,34.9,64.5
E00119800,5.5,22.7,71.8
E00119801,4.7,20.7,74.6
E00119802,3.1,29,67.9
E00119803,3.7,29.9,66.4
E00119804,3.4,24.6,72
E00119805,4.5,34.2,61.3
E00119806,7.9,14,78.1
E00119807,1.2,65.9,32.9
E00119808,0,38.9,61.1
E00119809,10.3,21.6,68.1
E00119810,6.7,16,77.3
E00119811,0,27,73
E00119812,1.6,42.2,56.1
E00119813,3.2,28.2,68.5
E00119814,3.6,18.8,77.7
E00119815,4,22,74
E00119816,3.8,40.8,55.4
E00119817,3.2,39,57.8
E00119818,5.5,47.6,46.9
E00119819,4.9,33.6,61.5
E00119820,3.5,34.5,62
E00119821,6.1,50.3,43.7
E00119822,0.8,52.6,46.6
E00119823,3.1,61.1,35.9
E00119824,5.8,16.5,77.7
E00119825,5.8,22.1,72.1
E00119826,3.3,56.7,40
E00119827,5.1,23.9,71
E00119828,5.1,12.5,82.4
E00119829,4.3,18,77.6
E00119830,0.7,33.6,65.8
E00119831,4.7,37.8,57.5
E00119832,2.7,32.9,64.4
E00119833,0,41.4,58.6
E00119834,3.8,19.1,77.1
E00119835,4.2,46.5,49.3
E00119836,2.4,37.1,60.5
E00119837,6.5,18.8,74.7
E00119838,4.4,32.5,63.2
E00119839,0,43,57
E00119840,0.8,38.6,60.6
E00119845,6,19.4,74.6
E00119847,6.1,25.7,68.2
E00119848,4.3,17.2,78.4
E00119849,3.4,15.5,81
E00119850,5.9,25.5,68.6
E00119853,5.5,16.4,78.1
E00119854,5.7,34.3,60
E00119855,7.5,34.6,57.9
E00119857,2.6,14.7,82.8
E00119858,4.7,20.8,74.5
E00119859,2.8,36.1,61.1
E00119860,4.3,21.4,74.3
E00119861,1.4,54.3,44.3
E00119862,4.6,30.5,64.9
E00119864,3,46.2,50.8
E00119865,4.5,48.8,46.7
E00119866,4.7,20.5,74.8
E00119867,4.9,38.2,56.9
E00119868,21,27.7,51.3
E00119869,3.4,25.6,70.9
E00119870,3.6,44.8,51.6
E00119871,8.1,16.9,75
E00119872,1.5,9.7,88.8
E00119873,1.8,23.4,74.8
E00119874,1.4,59.9,38.8
E00119875,6.4,22.7,70.9
E00119876,5.3,25.8,68.9
E00119877,5.7,18.7,75.6
E00119878,2.4,23.6,74
E00119879,9.8,24.5,65.7
E00119880,5.6,23.2,71.2
E00119881,5.7,28.7,65.6
E00119882,2.9,53.6,43.5
E00119883,5.3,30.5,64.1
E00119884,9,39,52
E00119885,7.5,35.8,56.6
E00119886,4.8,28.8,66.4
E00119887,3,38.8,58.2
E00119888,4.2,33.1,62.7
E00119889,4.3,25,70.7
E00119890,5.9,40.7,53.4
E00119891,3.3,22,74.8
E00119892,4.4,18.5,77
E00119893,3.8,22.6,73.7
E00119894,3,21.1,75.9
E00119895,3,42.2,54.8
E00119896,2.6,36.8,60.6
E00119897,5.6,21.8,72.6
E00119898,0.8,32.5,66.7
E00119899,1.7,19.2,79.2
E00119900,5.7,54.7,39.6
E00119901,3.8,34.4,61.8
E00119902,5.6,24.6,69.8
E00119903,4.2,27.5,68.3
E00119904,2.1,11.6,86.3
E00119905,8,22.4,69.6
E00119906,2,41.6,56.3
E00119907,2.6,23.3,74.1
E00119908,4.1,25.2,70.7
E00119909,1.4,21.7,76.8
E00119910,4.4,19,76.6
E00119911,4.2,30.1,65.7
E00119912,1.9,33.3,64.8
E00119913,3.8,32.7,63.5
E00119914,2.5,26.4,71.1
E00119915,6.2,17.8,76
E00119916,2.6,29.2,68.2
E00119917,4.2,36.1,59.7
E00119918,6.6,20.6,72.8
E00119919,6.2,24.6,69.2
E00119920,0.9,58.7,40.4
E00119921,4.2,25,70.8
E00119922,5.4,31,63.6
E00119923,0.9,70.8,28.3
E00119924,0,48.4,51.6
E00119925,4.6,40,55.4
E00119926,8.9,17.8,73.3
E00119927,5.6,33.7,60.7
E00119928,0.8,26.4,72.9
E00119930,4.4,22.1,73.5
E00119931,3.7,34.2,62.1
E00119933,1.5,26.5,72.1
E00119934,0.7,70.4,28.9
E00119935,0.8,35.5,63.7
E00119936,5.2,17,77.8
E00119937,0.7,12.9,86.4
E00119938,3.5,34,62.4
E00119939,2.4,22.2,75.4
E00119940,0,57.4,42.6
E00119941,4.2,21.1,74.7
E00119942,2.6,12.2,85.2
E00119943,3.9,14,82.2
E00119944,6.4,19.2,74.4
E00119945,2.5,29.2,68.3
E00119946,10.1,36.1,53.8
E00119947,0,37.8,62.2
E00119948,2.8,37.6,59.6
E00119949,3.8,20.2,76
E00119950,9.6,24,66.3
E00119951,1.8,22.3,75.9
E00119952,3.3,19.2,77.5
E00119953,3.8,30.8,65.4
E00119954,3.8,30.8,65.4
E00119955,2.4,44.7,52.8
E00119956,5.3,12.1,82.6
E00119957,3.5,28.3,68.1
E00119958,3.2,20.7,76.1
E00119959,2.2,31.3,66.4
E00119961,6.3,13.4,80.3
E00119962,4.7,17.3,78
E00119963,3.9,23.4,72.7
E00119964,3.5,49.1,47.4
E00119965,5,16.3,78.7
E00119966,2.8,28.9,68.3
E00119967,6.5,27.5,65.9
E00119968,4.3,21.7,73.9
E00119969,2.9,20,77.1
E00119970,4.8,20.4,74.9
E00119971,3.5,23.4,73
E00119972,7.5,31.3,61.3
E00119973,0.7,33.6,65.8
E00119974,3.6,25.9,70.5
E00119975,6.8,19.5,73.7
E00119976,4.5,24.5,71
E00119978,3.1,19.5,77.3
E00119979,10.2,18.2,71.5
E00119980,4.6,28.2,67.2
E00119983,4.7,20.1,75.1
E00119984,7.1,19.2,73.7
E00119985,3,8.9,88.2
E00119986,6.9,24.1,69
E00119987,0.8,19.8,79.3
E00119988,4.7,21.3,74
E00119989,1.5,25.6,72.9
E00119990,3.6,27.7,68.6
E00119991,8.4,18.9,72.7
E00119992,6.2,25.8,68
E00119993,6.2,19.3,74.5
E00119994,2.4,28.2,69.4
E00119995,3.1,18.1,78.7
E00119996,3.6,52.6,43.9
E00119997,2.1,26.8,71.1
E00119998,7.5,20.8,71.7
E00119999,5.5,28.8,65.8
E00120000,0,25.8,74.2
E00120001,1.7,19.7,78.6
E00120002,0.9,53.9,45.2
E00120003,3.3,23,73.8
E00120004,1.6,40.3,58.1
E00120005,2.3,31.1,66.7
E00120006,0.8,23.6,75.6
E00120007,8.6,23.6,67.9
E00120008,3.7,45.4,50.9
E00120009,7.4,34.7,57.9
E00120011,7.3,27,65.7
E00120012,4.4,31.6,64
E00120013,3.2,52.2,44.6
E00120015,2.5,20.7,76.9
E00120016,7.3,21.9,70.8
E00120017,4.3,20.1,75.5
E00120018,5.3,24.2,70.5
E00120019,7.8,19.1,73
E00120020,4.6,23.1,72.3
E00120021,0,17.9,82.1
E00120022,1.6,35.4,63
E00120023,0.8,53.8,45.4
E00120024,2.3,41.5,56.2
E00120025,1.6,50,48.4
E00120026,4.7,39.8,55.5
E00120027,5.5,32.8,61.7
E00120028,7.8,19.5,72.7
E00120029,2.4,22.8,74.8
E00120030,5.2,54.1,40.7
