areacd,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00087758,5.3,40.7,40.7,13.3
E00087759,7.2,37.3,43.4,12
E00087760,8.3,46.5,36.9,8.3
E00087761,4.5,48.6,32,14.9
E00087762,4.5,42.2,39.6,13.6
E00087763,13.8,44.2,32.6,9.4
E00087764,25.7,34.3,27.9,12.1
E00087765,12,27.2,42.4,18.5
E00087767,8.5,36.4,38.8,16.3
E00087768,6.3,33.3,45.8,14.6
E00087769,16.5,50.6,27.8,5.1
E00087770,11.9,36.6,31.3,20.1
E00087771,31.7,33.3,23.8,11.1
E00087772,7.7,38.3,39.6,14.4
E00087773,8.5,53.9,29.7,7.9
E00087833,14,63.4,17.2,5.4
E00087834,5.4,28.6,51.8,14.3
E00087835,7.9,40.8,34.9,16.4
E00087836,3.2,25.8,52.5,18.4
E00087837,7.2,31.1,41.7,20
E00087838,7.1,34.3,40.2,18.3
E00087839,21.4,38.9,27.5,12.2
E00087840,5.8,25.8,49.2,19.2
E00087841,10.8,44.3,29.7,15.1
E00087842,4.2,36.8,46.4,12.6
E00087843,4.9,24.6,41.5,29
E00087844,6.8,21.8,48.3,23.1
E00087845,6.7,31.1,41.2,21
E00087846,4.3,24.8,53,17.9
E00087934,7.3,40.4,38.3,14
E00087935,8.2,36.1,43.5,12.2
E00087936,13.1,45.2,30.4,11.3
E00087937,6.4,42.3,34.6,16.7
E00087938,13,38.4,30.8,17.8
E00087939,8.6,27,39.3,25.2
E00087940,7.5,27.8,39.8,24.8
E00087942,6.8,34.1,46.2,12.9
E00087948,2.6,35.6,41.2,20.6
E00088059,9.3,39.1,36.4,15.2
E00088060,27.1,48.1,18,6.8
E00088063,0,21.6,50.5,27.9
E00088065,15.7,35.7,34.3,14.3
E00088066,6.2,46.2,31.7,15.9
E00088067,11.9,60.8,25.2,2.1
E00088068,18.8,39.8,35.9,5.5
E00088069,0.8,32.6,38,28.7
E00088070,9.2,38.8,37.9,14.1
E00088071,24.4,56.9,15.4,3.3
E00088072,2.4,50.4,36.8,10.4
E00088074,5.8,38,38,18.2
E00088076,6.8,47.6,32,13.6
E00088077,4.5,39.1,50,6.4
E00088084,5.3,37.6,37.6,19.5
E00088086,4.2,32.8,41.2,21.8
E00088087,7.6,33.6,45,13.7
E00088088,6.3,30.7,45.8,17.2
E00088089,16.2,58.9,21.6,3.2
E00088095,17.3,46.2,27.9,8.7
E00088096,9.5,40.5,26.7,23.3
E00088097,6,40.3,42.8,10.9
E00088099,13.5,31.9,39.9,14.7
E00088100,12.5,35.9,35.9,15.6
E00088101,9.3,42.9,35,12.9
E00088102,14,41.9,33.8,10.3
E00088103,7.9,33.3,39.5,19.3
E00088104,10.1,36.9,36.2,16.8
E00088105,10.9,32.6,31.8,24.8
E00088107,5.4,33.1,47.7,13.8
E00088108,15.4,48,27.6,8.9
E00088109,6.3,43.4,37.1,13.1
E00088110,7,33.3,45.7,14
E00088111,10,34.6,39.2,16.2
E00088115,8.3,29.2,45.8,16.7
E00088116,12.6,34,37.7,15.7
E00119175,6.4,29.1,32.7,31.8
E00119176,14.8,51.1,25.9,8.1
E00119177,5.1,34.6,41.2,19.1
E00119178,4.9,34.8,43.3,17.1
E00119180,10.8,26.2,46.9,16.2
E00119181,7.5,31.6,45.9,15
E00119182,9.1,38.8,38.8,13.2
E00119183,9.4,32.2,35.1,23.4
E00119185,12.5,53.1,27.5,6.9
E00119186,13.2,28.8,45.4,12.7
E00119187,30.9,39.8,18.7,10.6
E00119188,5.4,30.7,42.2,21.7
E00119189,12.3,40.8,28.5,18.5
E00119190,4.6,35.4,45.4,14.6
