areacd,legal_partnership_status_3a-001,legal_partnership_status_3a-002
E00087758,51.8,48.2
E00087759,45.8,54.2
E00087760,36.3,63.7
E00087761,46.8,53.2
E00087762,44.2,55.8
E00087763,44.7,55.3
E00087764,41.8,58.2
E00087765,56.8,43.2
E00087767,45.8,54.2
E00087768,59.2,40.8
E00087769,28.5,71.5
E00087770,44.2,55.8
E00087771,36.5,63.5
E00087772,46.4,53.6
E00087773,35.9,64.1
E00087833,56.4,43.6
E00087834,63.5,36.5
E00087835,44.4,55.6
E00087836,56.3,43.7
E00087837,61.8,38.2
E00087838,51.9,48.1
E00087839,40.1,59.9
E00087840,69,31
E00087841,40.5,59.5
E00087842,51.6,48.4
E00087843,54,46
E00087844,56.1,43.9
E00087845,61.2,38.8
E00087846,56,44
E00087934,52.6,47.4
E00087935,59.6,40.4
E00087936,48.1,51.9
E00087937,51,49
E00087938,44.1,55.9
E00087939,56,44
E00087940,56.5,43.5
E00087942,54.6,45.4
E00087948,53.9,46.1
E00088059,53.7,46.3
E00088060,33.3,66.7
E00088063,59.7,40.3
E00088065,38.7,61.3
E00088066,50,50
E00088067,19.2,80.8
E00088068,41.9,58.1
E00088069,62.6,37.4
E00088070,49.2,50.8
E00088071,33.3,66.7
E00088072,40.4,59.6
E00088074,54.3,45.7
E00088076,34,66
E00088077,27.8,72.2
E00088084,61.7,38.3
E00088086,62,38
E00088087,45.5,54.5
E00088088,52.3,47.7
E00088089,50.4,49.6
E00088095,49.7,50.3
E00088096,46.6,53.4
E00088097,50.8,49.2
E00088099,57,43
E00088100,53,47
E00088101,48.6,51.4
E00088102,46.2,53.8
E00088103,55.7,44.3
E00088104,56.1,43.9
E00088105,57.7,42.3
E00088107,65.2,34.8
E00088108,32.8,67.2
E00088109,49.2,50.8
E00088110,57.5,42.5
E00088111,56.7,43.3
E00088115,61.9,38.1
E00088116,52,48
E00119175,48.7,51.3
E00119176,32.3,67.7
E00119177,60.9,39.1
E00119178,58.4,41.6
E00119180,57.1,42.9
E00119181,51.7,48.3
E00119182,54.8,45.2
E00119183,48.8,51.2
E00119185,46.2,53.8
E00119186,50.6,49.4
E00119187,43.8,56.3
E00119188,59.1,40.9
E00119189,50.6,49.4
E00119190,52.9,47.1
E00119191,41.1,58.9
E00119192,62.2,37.8
E00119193,54.3,45.7
E00119194,53.5,46.5
E00119195,69.1,30.9
E00119196,59.5,40.5
E00119197,58.1,41.9
E00119198,42.9,57.1
E00119282,52.8,47.2
E00119285,58.9,41.1
E00119286,57.8,42.2
E00119334,58.3,41.7
E00119335,60,40
E00119336,42.1,57.9
E00119338,49.3,50.7
E00119339,60.8,39.2
E00119340,50.8,49.2
E00119341,63.5,36.5
E00119342,61.1,38.9
E00119394,54.8,45.2
E00119399,54.2,45.8
E00119401,61.7,38.3
E00119402,58.2,41.8
E00119403,59.6,40.4
E00119404,44.3,55.7
E00119405,56.7,43.3
E00119406,63.6,36.4
E00119407,53.8,46.2
E00119409,26.2,73.8
E00119410,58.2,41.8
E00119411,55.8,44.2
E00119469,45.8,54.2
E00119471,63.8,36.2
E00119472,43.1,56.9
E00119473,49.6,50.4
E00119474,60.5,39.5
E00119475,55.6,44.4
E00119782,61,39
E00119783,51.4,48.6
E00119784,64.8,35.2
E00119785,45.4,54.6
E00119786,54.5,45.5
E00119787,50,50
E00119788,64.2,35.8
E00119789,63.7,36.3
E00119790,51.8,48.2
E00119791,45.6,54.4
E00119792,53.3,46.7
E00119793,48.8,51.2
E00119794,53.7,46.3
E00119795,43.2,56.8
E00119796,59.7,40.3
E00119797,45,55
E00119798,43.6,56.4
E00119799,43,57
E00119800,51.3,48.7
E00119801,60.7,39.3
E00119802,49.4,50.6
E00119803,47.2,52.8
E00119804,49.4,50.6
E00119805,43.7,56.3
E00119806,48.1,51.9
E00119807,36.1,63.9
E00119808,26.1,73.9
E00119809,37,63
E00119810,40.2,59.8
E00119811,46.3,53.7
E00119812,35,65
E00119813,43.8,56.2
E00119814,41.9,58.1
E00119815,50.4,49.6
E00119816,38.5,61.5
E00119817,35.9,64.1
E00119818,41.4,58.6
E00119819,49.2,50.8
E00119820,38.4,61.6
E00119821,25.6,74.4
E00119822,39.4,60.6
E00119823,28.6,71.4
E00119824,41.3,58.7
E00119825,50,50
E00119826,36.1,63.9
E00119827,57.8,42.2
E00119828,45.6,54.4
E00119829,64.4,35.6
E00119830,52.7,47.3
E00119831,44.2,55.8
E00119832,51.3,48.7
E00119833,44.1,55.9
E00119834,51.9,48.1
E00119835,44.9,55.1
E00119836,42.1,57.9
E00119837,61.7,38.3
E00119838,49.5,50.5
E00119839,55,45
E00119840,52.7,47.3
E00119845,64.7,35.3
E00119847,55.7,44.3
E00119848,63,37
E00119849,34.2,65.8
E00119850,52.4,47.6
E00119853,52.8,47.2
E00119854,47.8,52.2
E00119855,42.2,57.8
E00119857,43.8,56.3
E00119858,52.8,47.2
