areacd,hours_per_week_worked_3a-001,hours_per_week_worked_3a-002
E00015203,24.4,75.6
E00015207,18,82
E00015208,15.2,84.8
E00015209,12.9,87.1
E00015210,23.8,76.2
E00015211,18.5,81.5
E00015212,16.9,83.1
E00015213,21.5,78.5
E00015214,30.7,69.3
E00015215,20.6,79.4
E00015216,25.2,74.8
E00015217,15.9,84.1
E00015218,14.1,85.9
E00015219,9.2,90.8
E00015220,19,81
E00015221,6.8,93.2
E00015222,13.8,86.2
E00015223,9.6,90.4
E00015224,24.6,75.4
E00015225,34.6,65.4
E00015226,22.4,77.6
E00015227,24,76
E00015228,20.7,79.3
E00015283,10.9,89.1
E00015285,13,87
E00015288,10.8,89.2
E00015291,13.2,86.8
E00015341,26.4,73.6
E00015343,16.5,83.5
E00015344,31,69
E00015345,18.1,81.9
E00015346,18.9,81.1
E00015347,20.2,79.8
E00015348,19,81
E00015349,15.6,84.4
E00015350,29.7,70.3
E00015351,18.9,81.1
E00015352,14.7,85.3
E00015354,23.8,76.2
E00015355,36.6,63.4
E00015356,28,72
E00015357,35.7,64.3
E00015358,40.3,59.7
E00015359,47.7,52.3
E00015360,30,70
E00015361,42.4,57.6
E00015362,35.6,64.4
E00015363,21.9,78.1
E00015364,40.7,59.3
E00015366,39.9,60.1
E00015367,31.1,68.9
E00015368,30.1,69.9
E00015369,35.2,64.8
E00015370,28.5,71.5
E00015371,36.7,63.3
E00015372,31.3,68.8
E00015373,23.4,76.6
E00015374,14.7,85.3
E00015375,40.1,59.9
E00015376,35.1,64.9
E00015378,43.3,56.7
E00015379,24.8,75.2
E00015380,26.7,73.3
E00015381,35.2,64.8
E00015382,19.4,80.6
E00015383,22.6,77.4
E00015384,16.4,83.6
E00015385,25,75
E00015386,14.7,85.3
E00015387,18.8,81.2
E00015388,20.7,79.3
E00015389,28.3,71.7
E00015390,15.2,84.8
E00015391,9,91
E00015392,16.7,83.3
E00015393,26.3,73.7
E00015394,15.1,84.9
E00015395,23.6,76.4
E00015397,12.1,87.9
E00015398,24.6,75.4
E00015400,17.6,82.4
E00015401,33.5,66.5
E00015402,26.7,73.3
E00015403,32,68
E00015404,34.7,65.3
E00015405,32.6,67.4
E00015406,29.1,70.9
E00015407,22.2,77.8
E00015408,18.8,81.2
E00015409,44.8,55.2
E00015410,19.6,80.4
E00015411,18.2,81.8
E00015412,21.7,78.3
E00015413,17.8,82.2
E00015414,24,76
E00015416,9.9,90.1
E00015417,20.4,79.6
E00015419,9.9,90.1
E00015421,19.1,80.9
E00015422,20.8,79.2
E00015423,11.2,88.8
E00015424,11.5,88.5
E00015425,14,86
E00015426,14.2,85.8
E00015427,28.4,71.6
E00015428,6.5,93.5
E00015429,19.3,80.7
E00015430,13.4,86.6
E00015431,8.7,91.3
E00015432,24.5,75.5
E00015433,18.8,81.2
E00015434,16.1,83.9
E00015484,24.8,75.2
E00015485,25,75
E00015486,33.7,66.3
E00015487,19.4,80.6
E00015488,23,77
E00015489,20.6,79.4
E00015491,18.2,81.8
E00015492,31.6,68.4
E00015493,27,73
E00015494,39.1,60.9
E00015495,25.7,74.3
E00015496,32.8,67.2
E00015497,32,68
E00015498,34.6,65.4
E00015499,41.7,58.3
E00015501,11.8,88.2
E00015502,36.4,63.6
E00015503,23,77
E00015504,20.1,79.9
E00015505,18.6,81.4
E00015506,22.7,77.3
E00015507,29.7,70.3
E00015508,22.6,77.4
E00015509,20.4,79.6
E00015510,15.8,84.2
E00015511,20.3,79.7
E00015512,21.6,78.4
E00015513,26.5,73.5
E00015514,20.2,79.8
E00015515,25,75
E00015516,30.1,69.9
E00015517,23.9,76.1
E00015518,22.4,77.6
E00015519,20.1,79.9
E00015520,16.8,83.2
E00015522,22.6,77.4
E00015523,20.6,79.4
E00015524,21.3,78.7
E00015525,22.9,77.1
E00015574,12.9,87.1
E00015575,12.2,87.8
E00015576,16.7,83.3
E00015577,14.6,85.4
E00015578,29.3,70.7
E00015579,13,87
E00015580,17.1,82.9
E00015581,30.2,69.8
E00015582,23.4,76.6
E00015583,39.3,60.7
E00015592,21.9,78.1
E00015593,33.7,66.3
E00015596,31.2,68.8
E00015597,36.7,63.3
E00015598,27.3,72.7
E00015602,16.8,83.2
E00015605,28.4,71.6
E00015606,26.3,73.8
E00015607,16.3,83.7
E00015609,14.7,85.3
E00015611,21,79
E00015612,14.1,85.9
E00015613,12.9,87.1
E00015614,14.2,85.8
E00015615,12.9,87.1
E00015616,20.8,79.2
E00015617,23.7,76.3
E00015618,13.4,86.6
E00015619,20.6,79.4
E00015621,16.2,83.8
E00015631,25.4,74.6
E00015633,12.2,87.8
E00015639,31.1,68.9
E00015640,10.7,89.3
E00015641,22.8,77.2
E00015642,32.8,67.2
E00015643,25.2,74.8
E00015644,10.8,89.2
E00015645,6.2,93.8
E00015646,21.5,78.5
E00015647,22.2,77.8
E00015648,17.4,82.6
E00015649,29.4,70.6
E00015650,19.6,80.4
E00015651,29.1,70.9
E00015652,15,85
E00015653,13.9,86.1
E00015654,23.4,76.6
E00015655,26.6,73.4
E00015656,20.9,79.1
E00015657,18.2,81.8
E00015658,22.3,77.7
E00015659,22,78
E00015754,28.9,71.1
E00015755,31.1,68.9
E00015756,25.3,74.7
E00015757,31.6,68.4
E00015758,33.7,66.3
E00015759,28.1,71.9
E00015760,29.2,70.8
E00015761,28.9,71.1
E00015763,34.8,65.2
E00015764,29.4,70.6
E00015765,25.1,74.9
E00015766,29.2,70.8
E00015767,37.7,62.3
E00015768,31,69
E00015769,16,84
E00015770,39.1,60.9
E00015771,29.6,70.4
E00015772,24.7,75.3
E00015773,21.1,78.9
E00015774,27.5,72.5
E00015775,20.2,79.8
E00015776,17.7,82.3
E00015777,27.9,72.1
E00015778,38.3,61.7
E00015779,39.2,60.8
E00015781,27.6,72.4
E00015782,18.5,81.5
E00015783,25.4,74.6
E00015784,22.3,77.7
E00015785,30.9,69.1
E00015786,17.3,82.7
E00015787,21.7,78.3
E00015788,27.9,72.1
E00015789,16.9,83.1
E00015790,21.2,78.8
E00015791,34.3,65.7
E00015792,23.3,76.7
E00015794,36.3,63.7
E00015795,19,81
E00015796,17.5,82.5
E00015798,32.7,67.3
E00015799,20.5,79.5
E00016021,23.8,76.2
E00016043,28.2,71.8
E00016044,44,56
E00016045,37.3,62.7
E00016046,27.9,72.1
E00016047,22.6,77.4
E00016048,24.4,75.6
E00016049,21.9,78.1
E00016050,24.1,75.9
E00016051,15.3,84.7
E00016066,8.6,91.4
E00016067,20,80
E00016068,38.2,61.8
E00016069,22.3,77.7
E00016070,35.9,64.1
E00016071,25.1,74.9
E00016072,21.7,78.3
E00016073,16.4,83.6
E00016074,36.7,63.3
E00016075,24.4,75.6
E00016076,30.6,69.4
E00016077,15.7,84.3
E00016078,20.5,79.5
E00016079,14,86
E00016080,35.4,64.6
E00016083,32.9,67.1
E00016084,30,70
E00016086,14.5,85.5
E00016087,23.5,76.5
E00016088,22.1,77.9
E00016089,27.1,72.9
E00016090,8.4,91.6
E00016091,22.7,77.3
E00016092,20.8,79.2
E00016093,22.2,77.8
E00016094,30.4,69.6
E00016096,20,80
E00016097,11.2,88.8
E00016098,32.4,67.6
E00016100,23.4,76.6
E00016101,16.9,83.1
E00016102,23.2,76.8
E00016103,30.4,69.6
E00016104,28.8,71.2
E00016105,28.8,71.2
E00016106,21.8,78.2
E00016107,30.6,69.4
E00016108,25.7,74.3
E00016109,21.8,78.2
E00016110,37.3,62.7
E00016111,30.8,69.2
E00019687,31,69
E00019694,26.4,73.6
E00019695,24.7,75.3
E00019703,24.4,75.6
E00019711,25.8,74.2
E00019718,27.4,72.6
E00019723,30.9,69.1
E00019724,32.8,67.2
E00019725,28.6,71.4
E00019726,37,63
E00019727,26.3,73.7
E00019728,37.3,62.7
E00019729,40.9,59.1
E00019731,33.6,66.4
E00019732,33.9,66.1
E00019733,40.5,59.5
E00019734,28.4,71.6
E00019735,36.6,63.4
E00019736,17.2,82.8
E00019737,26.7,73.3
E00019739,32.4,67.6
E00019741,34.2,65.8
E00019742,25.2,74.8
E00019743,30.9,69.1
E00019744,30.4,69.6
E00019745,22.5,77.5
E00019746,37.3,62.7
E00019747,39.7,60.3
E00019748,26.9,73.1
E00019749,37.3,62.7
E00019750,31.2,68.8
E00019751,39.2,60.8
E00019753,25.2,74.8
E00019755,24.3,75.7
E00019756,31.1,68.9
E00019757,37.3,62.7
E00019758,20.9,79.1
E00019759,42.7,57.3
E00019760,41.6,58.4
E00019761,32.7,67.3
E00019762,22.4,77.6
E00019763,31.7,68.3
E00019764,33.4,66.6
E00019765,35.2,64.8
E00019995,31.9,68.1
E00019997,26.4,73.6
E00020133,22.9,77.1
E00020134,34,66
E00020383,23.7,76.3
E00020387,12.1,87.9
E00020396,24.4,75.6
E00020401,31.6,68.4
E00020405,28.3,71.7
E00020409,27.7,72.3
E00020410,24.3,75.7
E00020411,31.7,68.3
E00020412,31.5,68.5
E00020413,30.5,69.5
E00020505,29.7,70.3
E00020507,28.2,71.8
E00020510,26.1,73.9
E00020513,21.9,78.1
E00020514,19,81
E00020515,17.3,82.7
E00020516,20.4,79.6
E00020517,25.1,74.9
E00020518,22.5,77.5
E00171519,11,89
E00171524,21.3,78.7
E00171525,16.1,83.9
E00171531,47.1,52.9
E00171532,27,73
E00171551,7.3,92.7
E00177482,36.1,63.9
E00177485,15.4,84.6
E00177486,29.9,70.1
E00177509,16.9,83.1
E00177514,9.8,90.2
E00177525,50,50
E00177530,30.4,69.6
E00177533,31.4,68.6
E00177534,23.5,76.5
E00177536,7.3,92.7
E00177541,23.9,76.1
E00177552,13.2,86.8
E00177554,10.3,89.7
E00177557,25.8,74.2
E00177564,38.5,61.5
E00177585,32.9,67.1
E00177596,19.4,80.6
E00177609,11.9,88.1
E00177611,6.4,93.6
E00177612,16.9,83.1
E00177621,9.7,90.3
E00177625,29.3,70.7
E00177627,8.4,91.6
E00177628,20,80
E00177629,38.7,61.3
E00177631,13.6,86.4
E00177635,27.2,72.8
E00177638,31.2,68.8
E00177642,8.5,91.5
E00177650,51.6,48.4
E00177654,18.5,81.5
E00177655,8.7,91.3
E00177657,23.3,76.7
E00177663,35,65
E00177668,10.2,89.8
E00177669,38.6,61.4
E00177673,20.4,79.6
E00177682,27.1,72.9
E00177685,18,82
E00177692,22.6,77.4
