areacd,residence_length_6b-001,residence_length_6b-002,residence_length_6b-003,residence_length_6b-004,residence_length_6b-005
E00015203,57.5,32.3,3,4,3.3
E00015207,69,18.2,7.2,3.3,2.3
E00015208,67.1,19.7,4.5,4.2,4.5
E00015209,73.3,15.5,5.3,3.7,2.1
E00015210,69.1,21.8,5,3.4,0.7
E00015211,65.3,16.8,7.3,6.1,4.6
E00015212,74.2,12.3,6.4,5.1,2.1
E00015213,66.3,22.5,5.9,2.8,2.5
E00015214,68.9,24.6,3.8,2.1,0.6
E00015215,66.9,23.5,2.8,5.3,1.5
E00015216,58.7,19.6,8.9,8.9,3.9
E00015217,63,16.2,9.9,7.3,3.6
E00015218,76.4,16,4.4,1.6,1.6
E00015219,68.4,17,5.3,4.9,4.4
E00015220,64.3,20.2,5.7,4.9,4.9
E00015221,76.4,13.9,2.1,4,3.5
E00015222,66.9,17.6,6,6.7,2.8
E00015223,65.5,16.1,8.4,7.2,2.8
E00015224,61.3,28,5.3,1.6,3.7
E00015225,65,23.9,1.8,4.4,4.9
E00015226,60.7,29.5,3.2,3.5,3.2
E00015227,61.8,22.6,8.1,3.4,4.2
E00015228,60.2,16.3,7.8,8.9,6.8
E00015283,67.5,10.7,12.1,6.2,3.6
E00015285,65.9,17,7,5.2,4.8
E00015288,65.3,19.5,6.1,7.1,2
E00015291,63.4,18.6,7.1,6.8,4.1
E00015341,56.7,16,9.3,11.6,6.3
E00015343,65.3,24,3.3,4.1,3.3
E00015344,60.5,36.8,1.8,0.6,0.3
E00015345,71.2,17.9,5.8,3.5,1.7
E00015346,70.9,21.4,2,4.7,1
E00015347,66.9,26.8,1.6,3.6,1.1
E00015348,68.4,21.2,4.7,4.1,1.6
E00015349,68.5,22.5,5.2,2.1,1.7
E00015350,64.8,28.9,3.3,2.4,0.7
E00015351,69.5,21,2.9,4.3,2.3
E00015352,69.2,16,9.6,3.8,1.3
E00015354,69.1,20.9,4.9,1.4,3.7
E00015355,60.5,26.4,5.7,4,3.3
E00015356,42.1,39.5,4.7,3,10.7
E00015357,55.5,35.8,4.3,1.6,2.7
E00015358,50.9,35.2,3.9,10,0
E00015359,54,31.8,6.1,4.8,3.2
E00015360,55,32,5.3,4.3,3.4
E00015361,56.1,29.9,4.4,5.8,3.9
E00015362,51.7,35.8,6.1,2.9,3.6
E00015363,57.8,25.6,6,6.5,4
E00015364,51.6,25.8,5,11.7,5.9
E00015366,56.2,35.1,2.9,2.2,3.5
E00015367,57.5,33.3,4.3,1.7,3.2
E00015368,46.6,41.9,4.7,3.8,2.9
E00015369,51.7,37.5,5,4.7,1.1
E00015370,55.4,19.4,9.5,8.6,7.2
E00015371,56.4,33.6,3.5,5.2,1.4
E00015372,58.1,36.1,1.5,3.4,0.9
E00015373,61.4,23.1,9.1,4.2,2.2
E00015374,58,23.3,6.2,9.2,3.3
E00015375,51.3,32.3,9.3,5.3,1.7
E00015376,67.8,27.6,2.3,1.5,0.8
E00015378,60,31.7,5.5,1.2,1.7
E00015379,67.6,23.7,3.8,4.9,0
E00015380,58.4,29.6,5.2,4.1,2.7
E00015381,56.8,33.2,4.4,3.6,2.1
E00015382,59.3,13,6.7,13.3,7.6
E00015383,51.3,30.8,8.4,6.2,3.3
E00015384,65.9,16.5,6.9,6.4,4.3
E00015385,46.8,42.8,5.8,2.3,2.3
E00015386,67.9,19.8,4.8,5.6,2
E00015387,70.3,16.1,5.3,5.6,2.8
E00015388,43.8,43.8,4.2,1.6,6.7
E00015389,62,26.7,7.5,1.4,2.4
E00015390,67.1,17.9,8.8,4.4,1.8
E00015391,67.8,19.5,6.8,4.8,1.1
E00015392,63.3,18.5,3.5,5.9,8.7
E00015393,66.1,22.3,4.1,4.1,3.5
E00015394,68.6,20.4,5.1,4,2
E00015395,64.4,23.4,4.2,5.4,2.6
E00015397,67,20.1,5.9,3.3,3.6
E00015398,52.6,26.1,7.2,9.3,4.8
E00015400,59.3,26,7.9,5,1.8
E00015401,49.1,33,6.6,6.4,4.9
E00015402,53,35.8,4.7,3.6,2.9
