areacd,in_full_time_education-001,in_full_time_education-002
E00140528,16.3,83.7
E00140599,13.2,86.8
E00140600,17.6,82.4
E00140602,12.4,87.6
E00140641,13.2,86.8
E00140643,10.3,89.7
E00140644,20.1,79.9
E00140645,13.6,86.4
E00140646,14.9,85.1
E00140647,16.5,83.5
E00140649,14.6,85.4
E00140650,8.2,91.8
E00140651,6.4,93.6
E00140652,13.6,86.4
E00140692,20.3,79.7
E00140693,13.1,86.9
E00140694,18.6,81.4
E00140695,7.1,92.9
E00140696,11.3,88.7
E00140698,18.7,81.3
E00140699,9.3,90.7
E00140700,23.9,76.1
E00140701,16.5,83.5
E00140702,17.6,82.4
E00140703,12.3,87.7
E00140704,24.5,75.5
E00140705,8.1,91.9
E00140706,7.9,92.1
E00140707,3.4,96.6
E00140708,10.4,89.6
E00140709,12.2,87.8
E00140710,9.2,90.8
E00140711,13.3,86.7
E00140718,9.8,90.2
E00140719,10.7,89.3
E00140728,18.9,81.1
E00140729,14.8,85.2
E00140730,11.7,88.3
E00140731,13,87
E00140732,16,84
E00140734,13.2,86.8
E00140735,14.4,85.6
E00140736,12.6,87.4
E00140737,13.2,86.8
E00140738,18.1,81.9
E00140739,9.4,90.6
E00140740,11.9,88.1
E00140741,11.7,88.3
E00140742,11.2,88.8
E00140743,12.6,87.4
E00140744,18.7,81.3
E00140745,10.3,89.7
E00140746,13.3,86.7
E00140747,9,91
E00140748,12.2,87.8
E00140749,14.4,85.6
E00141249,13.6,86.4
E00141447,12.4,87.6
E00141448,19.4,80.6
E00141449,14.7,85.3
E00141450,14.4,85.6
E00141482,14.8,85.2
E00141484,9.1,90.9
E00141485,11.7,88.3
E00141487,15.8,84.2
E00141488,6.2,93.8
E00141491,7.8,92.2
E00141492,8.8,91.2
E00170097,21,79
E00170098,24.6,75.4
E00170106,13.9,86.1
E00170109,66.5,33.5
E00189797,20.7,79.3
E00189841,26.6,73.4
E00189861,14.7,85.3
E00189865,10.4,89.6
E00189866,7.8,92.2
E00189876,5.9,94.1
E00189877,23.1,76.9
E00189878,23.4,76.6
E00189894,16.2,83.8
E00189913,19.9,80.1
E00189914,32.7,67.3
