geography_code,migrant_ind-000,migrant_ind-001,migrant_ind-002,migrant_ind-003
E00097035,93,0.3,6.1,0.6
E00097036,85.8,0.4,11.8,2
E00097037,91,0.6,7.7,0.6
E00097038,93.1,0.8,5.7,0.4
E00097039,81.3,0.4,16.3,2.1
E00097040,90.5,0.9,7.8,0.9
E00097041,88.7,0,11.3,0
E00097042,89.7,0,10.3,0
E00097043,89,0,10.7,0.3
E00097044,89.2,0,10.8,0
E00097045,92.6,0,6.9,0.5
E00097046,85.3,0,13.1,1.5
E00097047,89.5,0,10.5,0
E00097048,90.2,0.3,9.6,0
E00097049,94.5,0,5.1,0.4
E00097137,94.3,0.3,4.7,0.6
E00097138,93.4,0,6.6,0
E00097139,89.6,0,10.4,0
E00097140,87.6,0,12.4,0
E00097142,91.2,0,7.9,0.8
E00097166,90.7,0,8.5,0.8
E00097167,90.9,0.6,8.4,0
E00097173,93.3,1.6,5.2,0
E00097174,92.6,0,7.4,0
E00097175,92,0,8,0
E00097177,91.8,0.2,6.9,1
E00097178,94.3,0,5.7,0
E00097244,89.9,0,10.1,0
E00097245,93.4,0.2,6.4,0
E00097570,93.4,0.3,6.2,0
E00097571,89.8,0,9.9,0.3
E00097572,94.8,0,4.5,0.6
E00097573,96.5,0,3.5,0
E00097574,92.4,0.3,6.2,1
E00097575,91.1,0,8.9,0
E00097576,93.8,0,6.2,0
E00097577,92,0.4,7.2,0.4
E00097578,89.5,0,10.5,0
E00097580,92.1,0.8,7.1,0
E00097581,88.8,0,11.2,0
E00097582,91.8,0,8.2,0
E00097583,92.7,0.2,7.1,0
E00097584,93.9,0,5.7,0.4
E00097585,93.3,0,6.5,0.2
E00097586,85.3,0,14.7,0
E00097587,86.2,1.2,12,0.6
E00097590,90.5,0,9.5,0
E00097597,87.8,0.4,11.6,0.2
E00097600,96.8,0.6,2.5,0
E00097601,93.9,0.8,4.5,0.8
E00097602,94.5,0,5,0.4
E00097605,93.3,0,5.8,0.8
E00097606,87.3,0,12.7,0
E00097607,93,0,7,0
E00097608,90.5,0,9.5,0
E00097609,89.1,0.2,10.3,0.4
E00097615,89.1,0.5,10.5,0
E00097616,93.7,0,5.8,0.5
E00097617,92.9,0,7.1,0
E00097618,87.4,0,12.3,0.2
E00097619,87.3,0,12.5,0.2
E00097621,92,0,7.2,0.9
E00097622,89.6,0,9.8,0.6
E00097637,91.4,0,8.2,0.4
E00097638,92.6,0,7.4,0
E00097639,92.3,0.8,6.6,0.3
E00097641,90.7,0,9.3,0
E00097642,92,0,8,0
E00097643,95,0,3.9,1.1
E00097644,90.8,0,7.9,1.3
E00097645,93.8,0,5.9,0.3
E00097646,94.4,0,5.6,0
E00097647,93.8,0,5.7,0.4
E00097648,94.9,0,5.1,0
E00097649,94.1,0,4.8,1.1
E00097650,96.4,0,3.2,0.4
E00097651,88.4,0,11.6,0
E00097652,91.1,0,8.5,0.5
E00097653,95.6,0.3,4.1,0
E00097654,94.5,0.3,5.1,0
E00097655,91.7,0,8.3,0
E00097656,90.3,0.4,9.4,0
E00097657,93.8,0,4.3,1.9
E00097658,91.1,0,8.3,0.6
E00097659,94.4,0,5.6,0
E00097660,86.9,1.8,11.3,0
E00097661,88.9,1,9.6,0.5
E00097662,92.6,0,6.6,0.7
E00097663,90.7,0.3,9,0
E00097664,90.8,0.2,8.8,0.2
E00097665,95,0,4.6,0.4
E00097670,96.2,0,3.4,0.4
E00097671,91.3,0,8.6,0.2
E00097672,95.6,0,4.4,0
E00097673,85.3,0,14.7,0
E00097675,91.8,0,8.2,0
E00097676,91.9,0,7.5,0.5
E00097677,97.3,0,2.4,0.3
E00097678,96.2,0.6,3.2,0
E00097679,91.6,0,8.4,0
E00097680,84.6,0.3,14.9,0.3
E00097681,93,0,5.5,1.5
E00097682,91.1,0,8.7,0.2
E00097683,93,0.3,6.7,0
E00097684,93.5,0,6.2,0.4
E00097685,93,0,7,0
E00097686,97.4,0,2.3,0.4
E00097687,93.1,0.6,6.3,0
E00097688,91.4,0,8.6,0
E00097689,96.4,0.7,2.9,0
E00097690,83.5,0,16.5,0
E00097691,91.7,0.3,7.9,0
E00097692,89.7,0,9.6,0.7
E00097693,91.7,0.3,7.9,0
E00097694,89.9,0.3,8.2,1.6
E00097695,90.8,0,7.7,1.5
E00097696,91.8,0,8.2,0
E00097697,86.2,0.2,13.2,0.4
E00097698,91,0,9,0
E00097699,90.6,0,8.5,0.9
E00097700,93.6,0,5.9,0.5
E00097701,87.8,0.5,11.7,0
E00097702,93.7,0,6.3,0
E00097703,94.4,0.4,5.3,0
E00097704,97.4,0,1.8,0.7
E00097705,95.1,0,4.9,0
E00097706,92.3,0,7.4,0.4
E00097707,82,0,12.6,5.4
E00097708,92,0.4,7.3,0.4
E00097709,92.5,0,7.5,0
E00097710,93.6,0.6,5.8,0
E00097711,95.4,0,4.6,0
E00097712,86.8,1.3,10.1,1.8
E00097713,84.3,0,14.6,1.1
E00097714,93.3,0.7,6,0
E00097715,88,0,11.7,0.3
E00097716,91.8,0.8,6.9,0.4
E00097717,91.6,0.8,7.6,0
E00097718,88.4,0,11,0.6
E00097719,96,0,4,0
E00097720,93.8,0.3,5.9,0
E00097721,88.2,0,11.1,0.7
E00097722,86,1,11,2
E00097741,99.2,0,0.8,0
E00097743,92.1,0.3,5.9,1.7
E00105896,90.1,0,9.9,0
E00105902,93.1,0,5.4,1.5
E00105904,89.5,6.2,4.3,0
E00106025,90.2,0.6,9.2,0
E00106026,96.5,0,3.5,0
E00106027,93,0.4,5.7,0.8
E00106028,92.7,0,7,0.3
E00106029,92.1,1,5.5,1.4
E00139839,94.3,0.9,4.5,0.3
E00139840,86.5,0,13.5,0
E00139841,88.7,0,11.3,0
E00139842,89.8,0,10.2,0
E00139843,91.9,0,8.1,0
E00139844,87,1.3,11.4,0.3
E00139845,92.4,0,6.2,1.5
E00139846,87.8,0.4,11.8,0
E00139875,92.4,0,7.6,0
E00139876,92.5,0,7.5,0
E00139877,93.3,0,6.4,0.3
E00139878,87.4,1,10.6,1
E00139881,92.8,0.4,6.8,0
E00139882,93.2,0,6.8,0
E00139883,94,0,6,0
E00139884,90.9,0,8.6,0.4
E00139885,93.5,0,6.5,0
E00139886,90.4,0.4,8,1.1
E00139887,95.7,0,4.3,0
E00139888,96.9,0,3.1,0
E00139889,97.5,0,2.5,0
E00139890,91.9,1.3,6.8,0
E00139891,92.9,0,6.8,0.4
E00139892,94.8,0,5.2,0
E00139893,95.9,0,4.1,0
E00139894,89.4,0,9.6,1
E00139896,84,0,16,0
E00139897,95.7,0,4.3,0
E00139898,89.3,0,10.7,0
E00139899,91.5,0,8.5,0
E00139900,86.9,0.9,10.6,1.6
E00139905,90.8,0.9,7.5,0.9
E00139906,94.3,0,5.4,0.4
E00139910,90.5,0.3,9.2,0
E00139911,87.9,0,12.1,0
E00139912,94.1,0,5.7,0.3
E00139913,93.2,0,6.8,0
E00139916,91.5,0,7.6,0.8
E00139917,94.3,0.4,5,0.4
E00139918,96.5,0,3.1,0.3
E00139919,92.7,0,7.3,0
E00139920,91,0.3,8.7,0
E00139921,91.8,0.4,7.4,0.4
E00139922,95.6,0.8,3.2,0.4
E00139923,86.4,0,13.6,0
E00139924,92.8,0.4,6.8,0
E00139925,96.4,1.1,1.8,0.7
E00139926,98.2,1.1,0.7,0
E00139986,94.8,0.3,4.7,0.3
E00140024,92.2,0.5,6.8,0.5
E00140025,89,0,11,0
E00140026,87.8,0,11.7,0.5
E00140027,96.5,0,3.5,0
E00140028,83.9,0,16.1,0
E00179299,94.3,0,5.7,0
E00179331,89.8,0,10.2,0
E00179336,78.2,0,21.8,0
E00179338,89.5,0.2,9.5,0.7
E00179342,78,0.8,18.2,3
E00179343,81.5,0.4,16.5,1.5
E00179344,91.3,0,8.7,0
