geography_code,highest_qualification_6a-000,highest_qualification_6a-001,highest_qualification_6a-002,highest_qualification_6a-003,highest_qualification_6a-004
E00092496,10.2,37.1,3,48.2,1.5
E00092497,5.3,32.1,6.1,55.7,0.8
E00092498,23.7,41.5,8.3,23.7,2.8
E00092499,11,29.8,6.1,50.4,2.6
E00092501,5.4,43.4,4.5,44.3,2.4
E00092502,6.9,40.6,3.2,47.3,2
E00092599,15.1,35.6,6.3,39.6,3.3
E00092688,13.2,43,6.1,37.7,0
E00092689,8.3,39.9,4.2,45.8,1.8
E00092692,13.5,42.5,3.6,38.5,1.8
E00147003,30.4,40.2,7.6,19,2.7
E00147004,12.4,37.6,5.8,40.9,3.3
E00147005,19.3,41.6,5.2,31.6,2.2
E00147006,17.6,38.3,4.7,35.9,3.4
E00147007,14.4,36.7,4.4,42.2,2.2
E00147010,11.4,45.9,4.6,33.9,4.2
E00147011,18.7,49.2,8.2,21.6,2.3
E00147018,20.6,35.7,5.6,38.1,0
E00147019,22.5,34.3,4.6,36.5,2.1
E00147020,19.9,36.6,7.7,31.3,4.5
E00147021,10.8,37.8,4.2,43.6,3.5
E00147264,21.8,43.6,6,25.9,2.6
E00147266,17.2,52.1,5.6,23.7,1.4
E00147267,21.6,45.9,3,26.8,2.6
E00147268,29.6,41.2,2.8,25,1.4
E00147269,27.3,43.2,6.4,23.2,0
E00147270,21.4,40.1,5.2,29.8,3.6
E00147271,8.5,50.1,4.4,37,0
E00147272,22,39,8.1,28.2,2.7
E00147285,15.5,48,6,27.8,2.6
E00147286,27.2,38.8,9.2,22,2.8
E00147287,10.5,38.7,6.1,42.8,1.9
E00147288,18.5,45.1,7.4,25.3,3.7
E00147289,14.8,53.7,5.1,23.7,2.8
E00147290,18.3,50.9,5.2,23.5,2.1
E00147291,16.4,36.7,4.4,40.3,2.2
E00147292,16.7,43.7,9.5,28.1,1.9
E00187192,20.5,43.8,6.9,26.5,2.2
E00187195,17.8,36.8,3.3,38.2,3.9
E00187221,19.5,53.2,7.8,19.5,0
E00188763,13.1,39.4,5.1,39.1,3.3
E00188843,3.2,37.9,2.5,55.1,1.4
W00001110,9.4,45.6,3.3,41.7,0
W00001112,9.2,41.6,4.2,43.3,1.7
W00001115,19.5,43.4,6.3,27.7,3.1
W00001116,24.4,30.1,4.5,40.3,0.6
W00001118,17.8,42.6,9.6,25.2,4.8
W00001445,28.5,39.3,6.5,22.9,2.8
W00001446,28.5,38.6,4.5,28.5,0
W00001447,18.3,44.4,4.4,30.6,2.2
W00001448,17.5,42.7,11.4,26.5,1.9
W00001449,26.5,42.9,6.9,20.6,3.2
W00001450,11.1,47.4,5.2,33.4,2.8
W00001649,10.8,38.6,3.9,44.8,1.9
W00001650,19,40.7,8.4,31.4,0.4
W00001651,12.7,50,6.9,28.1,2.3
W00001652,18.8,36.5,7.2,34.3,3.3
W00001656,15.8,38.5,8.1,34.6,3
