geography_code,country_of_birth_3a-001,country_of_birth_3a-002
W00006130,95.7,4.3
W00006131,95.7,4.3
W00006133,90.2,9.8
W00006137,96.5,3.5
W00006138,93.5,6.5
W00006139,96.3,3.7
W00006140,97.8,2.2
W00006141,97.7,2.3
W00006146,96.1,3.9
W00006147,91.6,8.4
W00006231,87.3,12.7
W00006232,78.9,21.1
W00006239,96.1,3.9
W00006240,93.3,6.7
W00006241,94.1,5.9
W00006242,96.6,3.4
W00006243,98.3,1.7
W00006244,94.8,5.2
W00006245,93.2,6.8
W00006246,95.6,4.4
W00006247,94.8,5.2
W00006248,90.8,9.2
W00006249,95.8,4.2
W00006250,94.7,5.3
W00006251,95,5
W00006300,96,4
W00006301,95.5,4.5
W00006302,99.7,0.3
W00006303,94.5,5.5
W00006304,98.7,1.3
W00006305,97.8,2.2
W00006306,96,4
W00006307,94.5,5.5
W00006308,96.2,3.8
W00006310,89.9,10.1
W00006311,96.4,3.6
W00006312,95.1,4.9
W00006313,97,3
W00006315,97.3,2.7
W00006317,96.8,3.2
W00006318,96.9,3.1
W00006452,95,5
W00006500,95.3,4.7
W00006501,92.6,7.4
W00006502,95.7,4.3
W00006503,98.2,1.8
W00006504,86.7,13.3
W00006505,94.9,5.1
W00006506,96.5,3.5
W00006507,97.8,2.2
W00006508,96,4
W00006509,95.5,4.5
W00006510,96.8,3.2
W00006511,98.4,1.6
W00006512,98,2
W00006513,93.5,6.5
W00006514,96.9,3.1
W00006515,96.9,3.1
W00006516,95.1,4.9
W00006517,96.7,3.3
W00006518,95.2,4.8
W00006519,100,0
W00006520,95.6,4.4
W00006521,96.4,3.6
W00006522,95.9,4.1
W00006523,96,4
W00006524,96.3,3.7
W00006525,95,5
W00006526,96.5,3.5
W00006536,96.4,3.6
W00006537,96.2,3.8
W00006538,94.4,5.6
W00006539,97.6,2.4
W00006540,93,7
W00006541,98.2,1.8
W00006542,96.8,3.2
W00006543,96,4
W00006544,96.5,3.5
W00006545,95.3,4.7
W00006546,97.1,2.9
W00006547,98.3,1.7
W00006548,96.2,3.8
W00006549,96.2,3.8
W00006596,92.6,7.4
W00006597,97.7,2.3
W00006598,97.7,2.3
W00006599,92.2,7.8
W00006600,98.6,1.4
W00006601,95.9,4.1
W00006602,96,4
W00006603,93.8,6.2
W00006604,95.4,4.6
W00006605,97.2,2.8
W00006606,96.5,3.5
W00006607,98.4,1.6
W00006608,96.1,3.9
W00006622,95.5,4.5
W00006623,69,31
W00006624,77.8,22.2
W00006625,68.8,31.2
W00006626,79.7,20.3
W00006627,78.6,21.4
W00006628,61.7,38.3
W00006629,63.5,36.5
W00006630,70.2,29.8
W00006631,74.8,25.2
W00006633,78.9,21.1
W00006971,98.3,1.7
W00006972,97,3
W00006973,97.7,2.3
W00006974,97.7,2.3
W00006975,94.1,5.9
W00006976,98.5,1.5
W00006977,97,3
W00006978,96.8,3.2
W00006979,97.6,2.4
W00006980,94.9,5.1
W00006981,93.8,6.2
W00006982,98.3,1.7
W00006983,99.4,0.6
W00006984,99.1,0.9
W00006985,98.3,1.7
W00006986,96.6,3.4
W00006987,96.6,3.4
W00006988,99,1
W00006989,97.3,2.7
W00006990,98,2
W00006991,94.2,5.8
W00007021,97.9,2.1
W00007022,97.7,2.3
W00007023,97.4,2.6
W00007024,96.4,3.6
W00007026,93.5,6.5
W00007028,97.8,2.2
W00007029,99.2,0.8
W00007030,98.3,1.7
W00007031,93.4,6.6
W00007032,99.4,0.6
W00007033,98.3,1.7
W00007034,96.6,3.4
W00007035,96.9,3.1
W00007036,97.1,2.9
W00007037,97,3
W00007039,96.9,3.1
