geography_code,accommodation_type_3a-001,accommodation_type_3a-002,accommodation_type_3a-003
W00006130,96.7,3.3,0
W00006131,88.3,11.7,0
W00006133,58.3,41.7,0
W00006137,98.8,1.2,0
W00006138,100,0,0
W00006139,98.8,1.2,0
W00006140,100,0,0
W00006141,100,0,0
W00006146,85.9,14.1,0
W00006147,89.6,10.4,0
W00006231,38.7,61.3,0
W00006232,88,12,0
W00006239,40.9,59.1,0
W00006240,97.9,2.1,0
W00006241,99.2,0.8,0
W00006242,9,91,0
W00006243,87.8,12.2,0
W00006244,93.3,6.7,0
W00006245,75.7,24.3,0
W00006246,81,19,0
W00006247,96.8,1.6,1.6
W00006248,89.6,10.4,0
W00006249,97.2,2.8,0
W00006250,89.7,10.3,0
W00006251,60.1,39.9,0
W00006300,100,0,0
W00006301,99.2,0.8,0
W00006302,88.2,11.8,0
W00006303,95,5,0
W00006304,93.8,6.2,0
W00006305,94.2,5.8,0
W00006306,100,0,0
W00006307,96.6,3.4,0
W00006308,98.4,0.8,0.8
W00006310,100,0,0
W00006311,98.3,1.7,0
W00006312,100,0,0
W00006313,99,1,0
W00006315,100,0,0
W00006317,99.1,0.9,0
W00006318,100,0,0
W00006452,90.4,9.6,0
W00006500,92.9,7.1,0
W00006501,99.2,0.8,0
W00006502,73.1,26.9,0
W00006503,90.9,9.1,0
W00006504,100,0,0
W00006505,81.5,18.5,0
W00006506,47.9,52.1,0
W00006507,95.7,1.7,2.6
W00006508,94.6,5.4,0
W00006509,95.3,4.7,0
W00006510,51.4,48.6,0
W00006511,99.2,0.8,0
W00006512,76.9,23.1,0
W00006513,80.9,19.1,0
W00006514,57.8,41.6,0.6
W00006515,81.3,18.7,0
W00006516,89,11,0
W00006517,89.7,10.3,0
W00006518,72.6,27.4,0
W00006519,98.1,1.9,0
W00006520,83.1,16.9,0
W00006521,95.8,4.2,0
W00006522,96.1,3.9,0
W00006523,99.2,0.8,0
W00006524,77.4,22.6,0
W00006525,99.2,0.8,0
W00006526,99.2,0.8,0
W00006536,96.2,3,0.8
W00006537,99.3,0.7,0
W00006538,100,0,0
W00006539,73.3,26,0.8
W00006540,98.2,1.8,0
W00006541,93,7,0
W00006542,73.9,26.1,0
W00006543,100,0,0
W00006544,99.2,0.8,0
W00006545,100,0,0
W00006546,100,0,0
W00006547,98.6,1.4,0
W00006548,100,0,0
W00006549,100,0,0
W00006596,97,3,0
W00006597,82,18,0
W00006598,100,0,0
W00006599,100,0,0
W00006600,98.6,1.4,0
W00006601,98.5,1.5,0
W00006602,79.9,20.1,0
W00006603,93.5,6.5,0
W00006604,80.7,19.3,0
W00006605,98.3,1.7,0
W00006606,96.5,3.5,0
W00006607,99.2,0.8,0
W00006608,83.6,16.4,0
W00006622,82.4,17.6,0
W00006623,94.9,5.1,0
W00006624,85.4,14.6,0
W00006625,87,13,0
W00006626,77.5,22.5,0
W00006627,74.4,25.6,0
W00006628,84,16,0
W00006629,93,7,0
W00006630,95.6,4.4,0
W00006631,97.4,2.6,0
W00006633,85.3,14.7,0
W00006971,98.9,1.1,0
W00006972,82.1,17.9,0
W00006973,88.3,11.7,0
W00006974,100,0,0
W00006975,91.1,8.3,0.6
W00006976,99.2,0.8,0
W00006977,100,0,0
W00006978,90.4,9.6,0
W00006979,64.9,35.1,0
W00006980,100,0,0
W00006981,98.4,1.6,0
W00006982,99.1,0.9,0
W00006983,91.3,8.7,0
W00006984,99.3,0.7,0
W00006985,52.1,47.9,0
W00006986,98.5,0.8,0.8
W00006987,67.4,32.6,0
W00006988,70.8,29.2,0
W00006989,84.6,15.4,0
W00006990,98.3,1.7,0
W00006991,89.4,10.6,0
W00007021,100,0,0
W00007022,100,0,0
W00007023,82.1,17.9,0
W00007024,90.2,8.1,1.7
W00007026,100,0,0
W00007028,98.1,1.9,0
W00007029,99.1,0.9,0
W00007030,81.1,18.9,0
W00007031,97.6,2.4,0
W00007032,89.2,10.8,0
W00007033,99.2,0.8,0
W00007034,85.9,14.1,0
W00007035,97.1,2.9,0
W00007036,100,0,0
W00007037,100,0,0
W00007039,83.7,16.3,0
W00007040,87.8,12.2,0
W00007045,99.2,0.8,0
W00007049,98.5,1.5,0
W00007050,88.3,11.7,0
W00007051,92.8,7.2,0
W00007052,44.1,55.9,0
W00007053,93.6,6.4,0
W00007054,33.6,66.4,0
W00007153,95.8,4.2,0
W00007154,90.9,9.1,0
W00007155,95,5,0
W00007156,74.4,25.6,0
W00007157,97.5,2.5,0
W00007158,99.2,0.8,0
W00007159,97.8,2.2,0
W00007161,100,0,0
W00007162,99.1,0.9,0
W00007163,99.2,0,0.8
W00007164,79.1,20.9,0
W00007165,89.4,10.6,0
W00007166,82.6,17.4,0
W00007167,50.8,49.2,0
W00007175,99.2,0.8,0
W00007176,98.2,1.8,0
W00007177,87.2,12.1,0.7
W00007178,70.1,29.9,0
W00007179,100,0,0
W00007181,95.4,4.6,0
W00007182,99.2,0.8,0
W00007183,97.4,2.6,0
W00007184,70.7,29.3,0
W00007185,98.4,1.6,0
W00007186,98.5,0.8,0.8
W00007187,95.9,4.1,0
W00007188,84.8,15.2,0
W00007190,100,0,0
W00007191,91.3,8.7,0
W00007192,93.8,6.2,0
W00007193,98.4,1.6,0
W00007194,73.4,26.6,0
W00007195,87.6,11.8,0.6
W00007196,93.1,6.9,0
W00007292,100,0,0
W00007293,95.2,4.8,0
W00007294,98.3,1.7,0
W00007295,100,0,0
W00007296,100,0,0
W00007297,97.2,2.8,0
W00007298,100,0,0
W00007299,100,0,0
W00007300,91.1,8.9,0
W00007301,100,0,0
W00007302,100,0,0
W00007303,99.2,0.8,0
W00007304,99.1,0.9,0
W00007305,68,32,0
W00007306,93.8,6.3,0
W00007307,88.8,11.2,0
W00007308,100,0,0
W00007309,100,0,0
W00007310,100,0,0
W00007311,41,59,0
W00007312,99.2,0.8,0
W00007313,100,0,0
W00007314,88.2,11.8,0
W00007315,100,0,0
W00007316,95.4,4.6,0
W00007318,90.6,9.4,0
W00007319,99,1,0
W00007320,98.6,0.7,0.7
W00007322,100,0,0
W00007323,93,7,0
W00007324,65,34.2,0.8
W00007325,100,0,0
W00007326,85.9,14.1,0
W00007327,100,0,0
W00007424,97.5,2.5,0
W00007427,93.7,6.3,0
W00007428,100,0,0
W00007429,70.7,29.3,0
W00007430,84.8,15.2,0
W00007431,100,0,0
W00007432,56.9,43.1,0
W00007433,75.8,24.2,0
W00007434,63.1,36.9,0
W00007435,80,19.1,0.9
W00007436,79.1,20.9,0
W00007437,70.4,29.6,0
W00007438,77.3,22.7,0
W00007439,66.4,33.6,0
W00007440,100,0,0
W00007441,79.8,20.2,0
W00007442,100,0,0
W00007443,97.8,2.2,0
W00007444,100,0,0
W00007445,100,0,0
W00007446,100,0,0
W00007447,63.3,36.7,0
W00007448,100,0,0
W00007450,61.9,38.1,0
W00007451,82.8,12.4,4.8
W00007452,100,0,0
W00007453,98.1,1.9,0
W00007454,96.3,3.7,0
W00007455,99.2,0.8,0
W00007456,99.1,0.9,0
W00007457,96.8,3.2,0
W00007458,100,0,0
W00007459,99.2,0.8,0
W00007460,68.6,31.4,0
W00007461,100,0,0
W00007462,97.9,2.1,0
W00007463,82.8,17.2,0
W00007464,93.5,6.5,0
W00007465,89.2,9.6,1.3
W00007466,96.3,3.7,0
W00007467,10.1,89,0.9
W00007478,97.3,2.7,0
W00007486,99.3,0.7,0
W00007487,100,0,0
W00008934,99.2,0.8,0
W00008935,93.1,6.2,0.8
W00008936,99.2,0.8,0
W00008937,92.6,7.4,0
W00008938,98.5,1.5,0
W00008939,100,0,0
W00008940,99.1,0.9,0
W00008941,100,0,0
W00008942,100,0,0
W00008948,95.9,4.1,0
W00008949,80,20,0
W00008950,94.2,5.8,0
W00008951,93.9,6.1,0
W00008953,99.2,0.8,0
W00008954,60.8,39.2,0
W00008955,99.2,0.8,0
W00008957,92.2,7.8,0
W00008959,64.8,35.2,0
W00008960,98.6,1.4,0
W00008961,99.2,0.8,0
W00008962,70.2,29.8,0
W00008963,82.1,17.9,0
W00008964,68.1,31.9,0
W00008965,93.9,6.1,0
W00008966,99.1,0.9,0
W00008967,36.4,63.6,0
W00008969,53.2,46.8,0
W00008970,94.7,5.3,0
W00008971,100,0,0
W00008972,59.2,40.8,0
W00008974,99.1,0.9,0
W00008975,84.3,15.7,0
W00008976,77.3,22.7,0
W00008980,100,0,0
W00009138,93.7,6.3,0
W00009139,100,0,0
W00009140,97.3,2.7,0
W00009141,81.4,18.6,0
W00009142,64.8,35.2,0
W00009143,100,0,0
W00009144,98.1,1.9,0
W00009145,88.6,11.4,0
W00009146,94.1,5.9,0
W00009147,88.8,11.2,0
W00009148,25.6,74.4,0
W00009149,100,0,0
W00009150,100,0,0
W00009151,97.8,2.2,0
W00009153,97.5,2.5,0
W00009155,77.8,22.2,0
W00009156,100,0,0
W00009157,69.9,29.6,0.5
W00009159,47.8,52.2,0
W00009160,97.6,2.4,0
W00009161,73.4,26.6,0
W00009162,100,0,0
W00009163,95.9,4.1,0
W00009164,98.3,1.7,0
W00009165,96.4,3.6,0
W00009166,100,0,0
W00009168,100,0,0
W00009169,86.7,13.3,0
W00009170,100,0,0
W00009171,79.7,20.3,0
W00009172,100,0,0
W00009173,89.3,10.7,0
W00009174,100,0,0
W00009175,96.9,3.1,0
W00009176,89.4,10.6,0
W00009177,87.8,12.2,0
W00009178,63.2,36.8,0
W00009179,100,0,0
