geography_code,legal_partnership_status_3a-001,legal_partnership_status_3a-002
W00006130,35.6,64.4
W00006131,37.1,62.9
W00006133,22.1,77.9
W00006137,60.9,39.1
W00006138,54.3,45.7
W00006139,31.4,68.6
W00006140,56.6,43.4
W00006141,56.7,43.3
W00006146,49.4,50.6
W00006147,36.3,63.7
W00006231,18.9,81.1
W00006232,25.9,74.1
W00006239,25.6,74.4
W00006240,44,56
W00006241,50,50
W00006242,19.9,80.1
W00006243,40.2,59.8
W00006244,37.3,62.7
W00006245,48.6,51.4
W00006246,44,56
W00006247,48.2,51.8
W00006248,45.8,54.2
W00006249,51.1,48.9
W00006250,47.3,52.7
W00006251,31.2,68.8
W00006300,43.7,56.3
W00006301,66.4,33.6
W00006302,59.2,40.8
W00006303,43,57
W00006304,50.2,49.8
W00006305,56.8,43.2
W00006306,44.7,55.3
W00006307,58.5,41.5
W00006308,64.5,35.5
W00006310,51.6,48.4
W00006311,49.3,50.7
W00006312,55.1,44.9
W00006313,59.4,40.6
W00006315,62.5,37.5
W00006317,55.4,44.6
W00006318,55.3,44.7
W00006452,50,50
W00006500,41.5,58.5
W00006501,43.8,56.2
W00006502,29,71
W00006503,22.1,77.9
W00006504,24.3,75.7
W00006505,28.7,71.3
W00006506,15.6,84.4
W00006507,44.4,55.6
W00006508,28.7,71.3
W00006509,41.8,58.2
W00006510,30.9,69.1
W00006511,39.8,60.2
W00006512,33.3,66.7
W00006513,27.7,72.3
W00006514,29.2,70.8
W00006515,41.3,58.7
W00006516,37.5,62.5
W00006517,42.9,57.1
W00006518,32.1,67.9
W00006519,49.3,50.7
W00006520,43.7,56.3
W00006521,47.1,52.9
W00006522,33.7,66.3
W00006523,49.8,50.2
W00006524,43.4,56.6
W00006525,45.8,54.2
W00006526,45.4,54.6
W00006536,57.2,42.8
W00006537,48,52
W00006538,42.1,57.9
W00006539,44.1,55.9
W00006540,44.6,55.4
W00006541,51.8,48.2
W00006542,39.8,60.2
W00006543,55,45
W00006544,59.7,40.3
W00006545,66.1,33.9
W00006546,62.3,37.7
W00006547,57.4,42.6
W00006548,47.8,52.2
W00006549,51.6,48.4
W00006596,34.2,65.8
W00006597,34.7,65.3
W00006598,54.8,45.2
W00006599,36.1,63.9
W00006600,34,66
W00006601,37.1,62.9
W00006602,47.7,52.3
W00006603,51.4,48.6
W00006604,33.2,66.8
W00006605,32.4,67.6
W00006606,43.9,56.1
W00006607,63.2,36.8
W00006608,36.8,63.2
W00006622,36,64
W00006623,22.3,77.7
W00006624,21.5,78.5
W00006625,20.4,79.6
W00006626,24.5,75.5
W00006627,23.6,76.4
W00006628,25.9,74.1
W00006629,14.5,85.5
W00006630,24.3,75.7
W00006631,19.1,80.9
W00006633,23.4,76.6
W00006971,45.6,54.4
W00006972,33.6,66.4
W00006973,37.8,62.2
W00006974,45.6,54.4
W00006975,43,57
W00006976,46.2,53.8
W00006977,38.5,61.5
W00006978,40.2,59.8
W00006979,24.2,75.8
W00006980,36.4,63.6
W00006981,43.6,56.4
W00006982,44.2,55.8
W00006983,42.2,57.8
W00006984,36.2,63.8
W00006985,32.8,67.2
W00006986,40.2,59.8
W00006987,32.6,67.4
W00006988,32.7,67.3
W00006989,29,71
W00006990,43,57
W00006991,36.9,63.1
W00007021,61.3,38.7
W00007022,42,58
W00007023,50,50
W00007024,53.3,46.7
W00007026,65.7,34.3
W00007028,59,41
W00007029,55,45
W00007030,39.2,60.8
W00007031,45.1,54.9
W00007032,39.9,60.1
W00007033,54,46
W00007034,38.1,61.9
W00007035,51.4,48.6
W00007036,55.6,44.4
W00007037,41.2,58.8
W00007039,49.1,50.9
W00007040,39.6,60.4
W00007045,39.4,60.6
W00007049,35.9,64.1
W00007050,21.5,78.5
W00007051,33,67
W00007052,32.1,67.9
W00007053,34.1,65.9
W00007054,31.3,68.7
W00007153,35.9,64.1
W00007154,56.5,43.5
W00007155,34.9,65.1
W00007156,35.9,64.1
W00007157,37.1,62.9
W00007158,37.6,62.4
W00007159,57.1,42.9
W00007161,55.8,44.2
W00007162,41.7,58.3
W00007163,59.3,40.7
W00007164,44.5,55.5
W00007165,39.3,60.7
W00007166,40.6,59.4
W00007167,19.4,80.6
W00007175,58.9,41.1
W00007176,49.8,50.2
W00007177,45.3,54.7
W00007178,53.8,46.2
W00007179,33.8,66.2
W00007181,31.4,68.6
W00007182,40.9,59.1
W00007183,47.9,52.1
W00007184,32.1,67.9
W00007185,48.2,51.8
W00007186,46.8,53.2
W00007187,41.8,58.2
W00007188,37.7,62.3
W00007190,49.1,50.9
W00007191,41.7,58.3
W00007192,49.9,50.1
W00007193,39.7,60.3
W00007194,42.2,57.8
W00007195,42.4,57.6
W00007196,45.3,54.7
W00007292,58.6,41.4
W00007293,39.1,60.9
W00007294,45,55
W00007295,56.4,43.6
W00007296,51.1,48.9
W00007297,34.7,65.3
W00007298,44.6,55.4
W00007299,58.7,41.3
W00007300,35.3,64.7
W00007301,45,55
W00007302,48.5,51.5
W00007303,53,47
W00007304,49.5,50.5
W00007305,31.3,68.7
W00007306,49.4,50.6
W00007307,35.4,64.6
W00007308,54.5,45.5
W00007309,58.2,41.8
W00007310,32.1,67.9
W00007311,23.6,76.4
W00007312,49.2,50.8
W00007313,22.9,77.1
W00007314,39.5,60.5
W00007315,48.9,51.1
W00007316,38,62
W00007318,47.5,52.5
W00007319,58.9,41.1
W00007320,49.5,50.5
W00007322,49.3,50.7
W00007323,43.3,56.7
W00007324,36.3,63.7
W00007325,58.2,41.8
W00007326,32.6,67.4
W00007327,27.8,72.2
W00007424,53,47
W00007427,62.7,37.3
W00007428,27.9,72.1
W00007429,23.3,76.7
W00007430,57.2,42.8
W00007431,57.6,42.4
W00007432,27.7,72.3
W00007433,36.9,63.1
W00007434,26.6,73.4
W00007435,30.5,69.5
W00007436,20.9,79.1
W00007437,20.3,79.7
W00007438,29.2,70.8
W00007439,26.3,73.7
W00007440,59.5,40.5
W00007441,52.7,47.3
W00007442,57,43
W00007443,47.3,52.7
W00007444,49.3,50.7
W00007445,42.2,57.8
W00007446,52.2,47.8
W00007447,34.8,65.2
W00007448,64.5,35.5
W00007450,48.5,51.5
W00007451,59.3,40.7
W00007452,49.8,50.2
W00007453,60.5,39.5
W00007454,53.5,46.5
W00007455,58.2,41.8
W00007456,60.3,39.7
W00007457,58.4,41.6
W00007458,51.3,48.7
W00007459,46.2,53.8
W00007460,34.1,65.9
W00007461,54.3,45.7
W00007462,38.7,61.3
W00007463,33.2,66.8
W00007464,37.6,62.4
W00007465,46.6,53.4
W00007466,49.4,50.6
W00007467,22.9,77.1
W00007478,45.8,54.2
W00007486,45.2,54.8
W00007487,39.6,60.4
W00008934,62.6,37.4
W00008935,45.1,54.9
W00008936,72.5,27.5
W00008937,51.2,48.8
W00008938,59.9,40.1
W00008939,54.8,45.2
W00008940,70.3,29.7
W00008941,59.6,40.4
W00008942,49.8,50.2
W00008948,61,39
W00008949,60.8,39.2
W00008950,70,30
W00008951,54.1,45.9
W00008953,72.1,27.9
W00008954,60.7,39.3
W00008955,65.6,34.4
W00008957,61.3,38.7
W00008959,59,41
W00008960,63.3,36.7
W00008961,70.2,29.8
W00008962,60.2,39.8
W00008963,63.3,36.7
W00008964,53.6,46.4
W00008965,59.8,40.2
W00008966,64.8,35.2
W00008967,24.2,75.8
W00008969,51.5,48.5
W00008970,59.9,40.1
W00008971,60.3,39.7
W00008972,50.2,49.8
W00008974,65.9,34.1
W00008975,60.2,39.8
W00008976,47.2,52.8
W00008980,59.2,40.8
W00009138,64.7,35.3
W00009139,59.3,40.7
W00009140,59.4,40.6
W00009141,51,49
W00009142,34.1,65.9
W00009143,64.6,35.4
W00009144,45,55
W00009145,41.7,58.3
W00009146,58.7,41.3
W00009147,43,57
W00009148,31.5,68.5
W00009149,67.6,32.4
W00009150,60.1,39.9
