areacd,residence_length_6b-001,residence_length_6b-002,residence_length_6b-003,residence_length_6b-004,residence_length_6b-005
E00083429,85.4,9.6,2.5,1.1,1.4
E00083430,67.8,14,3,10.2,5
E00083431,74.4,12.3,7.5,3.9,1.9
E00083432,62.3,13.5,7.7,9.5,6.9
E00083433,77.9,13.4,4.4,2.5,1.9
E00083434,77.6,14.1,4.6,3.2,0.5
E00083435,74.4,13.4,4,5.9,2.4
E00083436,73.1,15.7,1.5,7.7,2.1
E00083437,79.5,14.1,2.5,2.8,1.1
E00083438,68.3,16.8,4.4,6.7,3.8
E00083439,71.7,15.8,2.7,2.9,7
E00083440,81.4,10.3,3.5,1.6,3.2
E00083441,73,19.7,3.1,2.6,1.6
E00083442,78.3,17.4,1.8,1.6,1
E00083443,76.4,15.5,5.2,1.9,1
E00083444,64.5,18,6.4,5.4,5.7
E00083445,78.5,11.6,4,2.3,3.6
E00083446,81.3,11.4,0.9,1.8,4.7
E00083447,62.3,22.3,6.5,2.8,6.2
E00083448,81,16.6,0.5,1.1,0.8
E00083449,55.3,17.3,8.8,15.1,3.5
E00083450,82,12.9,1.6,2.3,1.3
E00083451,89.5,8.3,1.9,0.3,0
E00083452,82.4,11.3,2.5,1.8,2.1
E00083453,64.2,16.3,10.2,4.8,4.5
E00083454,85.1,9.6,1.5,1.1,2.7
E00083455,90.2,7,0.3,0.6,1.9
E00083456,86.2,10.8,1.5,0.6,0.9
E00083457,86.5,9.8,0.6,0.6,2.5
E00083458,90.2,7.7,1,0.7,0.5
E00083459,88.3,9.4,0.8,1.6,0
E00083460,91.9,5.1,1.2,1.8,0
E00083461,89.5,8.2,1.2,0.9,0.3
E00083462,81.7,11.4,4.1,2,0.8
E00083463,81.9,12.1,1.4,4.6,0
E00083464,93.6,4.1,0.9,1.2,0.3
E00083465,86.5,9.7,2.3,0.9,0.6
E00083466,90.4,5.4,2.8,1.2,0.2
E00083467,89.5,7.4,0.9,1.7,0.6
E00083468,89.6,5.4,2.7,1.5,0.8
E00083469,91,7.6,1.2,0.3,0
E00083470,86.4,9.1,1,0.5,3
E00083471,86.8,9.3,3,0.8,0
E00083472,87.7,8.7,2.4,0.6,0.6
E00083473,89.3,6.5,1.4,1.1,1.7
E00083474,83.3,10.2,1.6,1.6,3.4
E00083475,93.3,5.5,0.9,0,0.3
E00083476,60.5,13.5,10.3,8.1,7.6
E00083477,78.4,17.4,2.8,1.1,0.4
E00083478,77.8,18.9,1.8,1.3,0.3
E00083480,78.2,16.3,3.2,0.9,1.4
E00083481,75.7,13.7,4.3,3.5,2.8
E00083482,64.1,19.3,6.7,5.7,4.2
E00083483,70.1,21.1,3.3,3.6,1.9
E00083484,83,12.2,3.1,1.7,0
E00083485,86,10.8,1.3,1.3,0.6
E00083486,72.4,18.3,4.6,3,1.6
E00083487,78.6,13.1,3.1,3.4,1.7
E00083488,64.8,14.4,8.8,6,6
E00083489,67.1,15.3,10.2,4.7,2.7
E00083490,69.2,13.6,5.6,4.7,6.8
E00083491,62.2,13.5,7.9,8.5,7.9
E00083492,74.2,15.2,5.2,3.4,2.1
E00083493,70.4,16.6,5.5,5,2.5
E00083494,67.6,19.9,6.5,3.6,2.3
E00083495,77.1,15.4,3.9,2.8,0.8
E00083496,72.5,16.3,4.8,3.5,2.9
E00083497,56.8,21.4,11.8,10,0
E00083498,72.9,18.9,4.1,4.1,0
E00083609,81,14.3,1.3,1.7,1.7
E00083610,81.2,12.2,2.2,3.2,1.2
E00083611,81.6,4.9,4.3,6.7,2.5
E00083614,90.5,6.7,1.8,0.9,0
E00083621,81.7,11.9,3.2,2.3,1
E00083622,87.2,9.3,2.2,1.3,0
E00083623,84.9,11.8,0.9,1.8,0.6
E00083624,86.5,10.8,1.3,1,0.3
E00083658,81.7,16.7,0.7,1,0
E00083659,74,18.9,2.6,2.1,2.4
E00083660,78.1,16.3,1.4,2.2,2
E00083661,83.5,12.2,1.9,0.2,2.2
E00083662,85.1,11.5,2.2,0.7,0.5
E00083663,72.7,19.2,3.2,2.6,2.3
E00083664,70.9,21.5,2.5,5.2,0
E00083665,76.3,16.2,3.2,3.6,0.6
E00083666,84,11.3,3.5,0.7,0.5
E00083667,76.2,15.9,3.8,1.4,2.7
E00083668,83.6,12.2,1.6,0.5,2.1
E00083670,64.5,18.4,12.6,3.4,1.1
E00083671,79,17.7,2.6,0.5,0.3
E00083672,83.2,12.5,1.3,2.7,0.3
E00083673,80.7,12.9,1.3,2.3,2.8
E00083674,78.1,15.3,3.6,1.5,1.5
E00083675,79.4,15,2.5,2.8,0.3
E00083676,75.7,15.8,2,3.6,2.8
E00083677,83.6,13.9,0.7,1.4,0.4
E00083678,88.7,9.5,0.6,1.2,0
E00083679,80,14.7,2.5,1.1,1.8
E00083695,84.7,10.2,1.7,1.7,1.7
E00083696,91.8,8.2,0,0,0
E00083698,87.6,7.9,1.7,2.5,0.3
E00083699,86.4,9,0.9,3,0.6
E00083700,91.1,6.5,1.1,0,1.3
E00083701,83.9,9,3.2,2.2,1.8
E00083708,86.8,10.7,0.4,1.3,0.9
E00083716,73.4,13.5,5.7,4.9,2.5
E00083717,68.9,19.5,5.4,4.5,1.8
E00083718,62.2,25.9,7.3,2.1,2.5
E00083719,66.8,22.9,5.8,3,1.4
E00083720,76.4,16.6,4.3,2.1,0.5
E00083721,87.6,11.1,0.5,0.5,0.3
E00083724,78.4,19.5,2.1,0,0
E00083725,76.5,20.3,0.6,2.1,0.6
E00083726,68.4,19.4,4.5,5.1,2.5
E00083727,70.8,16.9,7.5,3.9,1
E00083728,77.8,15.1,3.4,3.1,0.6
E00083729,61.4,19.4,7.9,8.4,2.8
E00083730,74.4,17.8,3.1,3.3,1.4
E00083735,76,13.5,4.5,4.2,1.7
