areacd,hh_tenure_5a-000,hh_tenure_5a-001,hh_tenure_5a-002,hh_tenure_5a-003
E00083429,34.4,51.1,0.8,13.7
E00083430,22.7,34.4,1.2,41.7
E00083431,25.3,32.2,11,31.5
E00083432,6.5,11.6,49.3,32.6
E00083433,26.8,40.9,8.1,24.2
E00083434,37.1,41.4,0,21.4
E00083435,51.6,26.3,2.6,19.5
E00083436,33.1,39.2,0,27.7
E00083437,14.5,24.5,40,20.9
E00083438,14.1,21.5,2,62.4
E00083439,14.2,50,1.5,34.3
E00083440,25.2,45.9,0,28.9
E00083441,16.3,47.4,11.7,24.5
E00083442,10.3,16.2,61,12.5
E00083443,42,34.4,3.1,20.6
E00083444,19.9,34.9,2.7,42.5
E00083445,41.5,35,2.4,21.1
E00083446,37.7,41.8,0.8,19.7
E00083447,29.6,21.1,3.5,45.8
E00083448,36.1,54.9,0.7,8.3
E00083449,6.7,21.2,30.7,41.3
E00083450,46.7,44.3,0,9
E00083451,39.4,47.7,0.8,12.1
E00083452,25.4,44.7,0,29.8
E00083453,22.2,18.6,13.8,45.5
E00083454,57.4,22.1,1.6,18.9
E00083455,42.3,39.2,0,18.5
E00083456,55.1,36.2,2.4,6.3
E00083457,57.7,22.5,2.8,16.9
E00083458,66.3,20.9,1,11.7
E00083459,49.2,31.1,4.9,14.8
E00083460,37.8,32.6,17,12.6
E00083461,39.9,46.9,1.4,11.9
E00083462,43.2,31.5,0.9,24.3
E00083463,34.8,34.1,9.4,21.7
E00083464,51.1,42.3,0,6.6
E00083465,42.7,39.9,0.7,16.8
E00083466,34.8,43.2,4.5,17.4
E00083467,48.5,39,1.5,11
E00083468,24,24.8,47.2,4
E00083469,11.5,16.8,66.4,5.3
E00083470,52,32,4,12
E00083471,38.3,38.3,2.6,20.8
E00083472,55.5,37.2,0.7,6.6
E00083473,48.5,38.8,0.7,11.9
E00083474,33.8,44.4,0,21.9
E00083475,42.5,35.1,13.4,9
E00083476,23.6,15.5,6.4,54.5
E00083477,36.8,41.2,1.8,20.2
E00083478,44.7,46.1,0,9.2
E00083480,47.8,38.1,0.7,13.4
E00083481,37.7,39.9,0.7,21.7
E00083482,17.1,34.2,17.8,30.8
E00083483,50,29.5,0,20.5
E00083484,46,34,0,20
E00083485,52.2,40.9,0,7
E00083486,35.1,28.4,3.7,32.8
E00083487,46.5,38.6,1.8,13.2
E00083488,14.7,22.5,25.6,37.2
E00083489,29.3,28.6,4.3,37.9
E00083490,23.1,36.4,6.6,33.9
E00083491,5.4,18,36.4,40.2
E00083492,34.6,53.1,0,12.3
E00083493,20.9,47.5,3.6,28.1
E00083494,23.1,37.2,7.4,32.2
E00083495,35.3,47.8,0,16.9
E00083496,33.6,46.4,0,20
E00083497,32.7,21.8,3,42.6
E00083498,47,31.6,0.9,20.5
E00083609,32.6,38.6,15.2,13.6
E00083610,29.2,50,5.6,15.3
E00083611,20.2,24.2,42.7,12.9
E00083614,58.1,34.1,0,7.8
E00083621,42.9,47.1,0.8,9.2
E00083622,21.6,20,49.6,8.8
E00083623,39,42.3,7.3,11.4
E00083624,20,19.3,56.3,4.4
E00083658,58.6,32.3,0,9
E00083659,13.7,36.3,38.7,11.3
E00083660,45.7,43.5,0.7,10.1
E00083661,47.3,37.1,0.6,15
E00083662,40.7,50.7,0,8.6
E00083663,47.7,40.4,2.8,9.2
E00083664,40.4,33.9,0.9,24.8
E00083665,38.5,30.3,15.6,15.6
E00083666,11.3,20.5,64.9,3.3
E00083667,38.2,34.6,17.6,9.6
E00083668,29.7,33.1,22.3,14.9
E00083670,24.4,40.9,5.5,29.1
E00083671,32.6,49.3,10.4,7.6
E00083672,29.3,16.3,42.4,12
E00083673,54.9,37.3,0,7.8
E00083674,42.5,36.3,1.8,19.5
E00083675,48.2,41.7,0,10.1
E00083676,30.2,51,1,17.7
E00083677,54,28.8,7.2,10.1
E00083678,2.3,10.7,83.2,3.8
E00083679,55.7,28.2,4.6,11.5
E00083695,42.6,37.2,9.6,10.6
E00083696,26.3,17.2,50.5,6.1
E00083698,54.4,21.9,2.5,21.3
E00083699,42.3,34.6,2.3,20.8
E00083700,25.7,35.7,27.9,10.7
E00083701,34.5,23,0,42.5
E00083708,42.9,41.9,2.6,12.6
E00083716,29.9,30.7,0.8,38.6
E00083717,29.2,27.8,0.7,42.4
E00083718,38.3,35.2,0,26.6
E00083719,30.2,24.1,16.4,29.3
E00083720,33.1,45.8,1.4,19.7
E00083721,51.1,43,0,5.9
E00083724,52.2,44.3,0.9,2.6
E00083725,57,35.2,0,7.8
E00083726,40.5,32.5,2.4,24.6
E00083727,35.4,44.1,0.8,19.7
E00083728,43,38,0.7,18.3
E00083729,25,37.5,4.6,32.9
E00083730,29.7,29.1,8.1,33.1
E00083735,29.9,25.5,0.7,43.8
E00083736,38.8,33.3,1.4,26.5
E00083737,29,37.4,0.8,32.8
E00083738,5.6,7.3,79.8,7.3
E00083739,20.3,12.5,44.5,22.7
E00083756,50.5,45.9,0,3.7
E00083757,16.1,26.5,52.9,4.5
E00083758,39.7,48.9,1.7,9.8
E00083760,27.8,31.1,28.5,12.6
E00083761,17.5,22.2,50,10.3
E00083762,45.3,40.6,0.8,13.3
E00083763,15.3,17.9,20.4,46.4
E00083765,24.4,18.1,47.2,10.2
E00083766,16.1,21.9,50.4,11.7
E00083769,35.3,43.3,1.3,20
E00083772,21.4,24.1,6.9,47.6
E00083773,29.6,44.4,0.6,25.3
E00083774,48.7,46.1,0.9,4.3
E00083775,11.9,23.1,3,61.9
E00083776,6.2,13.6,66.7,13.6
E00083777,29.4,8.4,52.9,9.2
E00083778,14.2,26,43.3,16.5
E00083779,16.2,22.3,31.3,30.2
E00083780,25.9,42.4,9.4,22.3
E00083797,23,19.7,48.4,9
E00083798,40,48.5,1.5,10
E00083799,54.8,32.3,1.6,11.3
E00083800,49.7,40.3,0,10.1
E00083801,57.4,33.6,1.6,7.4
E00083802,25.6,29.8,4.1,40.5
E00083803,42.3,40,0.8,16.9
E00083804,43.1,33.6,11.7,11.7
E00083805,50.4,39,0.8,9.8
E00083806,45.1,45.9,0,9
E00083807,54.5,42.9,1.8,0.9
E00083808,43,40.2,0,16.8
E00083809,34.7,44,1.3,20
E00083810,41.2,45.4,2.5,10.9
E00083811,44.4,46.8,2.4,6.5
E00083812,16.7,18.9,59.8,4.5
E00083813,16.7,25,46.3,12
E00083814,7.8,25.8,46.9,19.5
E00083815,30.9,23.6,37.4,8.1
E00083816,19.4,35.5,35.5,9.7
E00083817,65.6,22.7,0.8,10.9
E00083818,38.1,51.7,1.7,8.5
E00083819,47.8,42.6,2.6,7
E00084161,34.5,29.1,6.4,30
E00084171,50,31.7,0.8,17.5
E00090005,34,37,16,13
E00090006,43.9,44.6,0,11.5
E00090007,38.1,33.1,2.9,25.9
E00090009,32.5,44.4,0,23.2
E00090010,34.4,49.7,5.5,10.4
E00090029,24.8,23.1,43.6,8.5
E00090033,51.5,39.6,3,6
E00090034,26.6,28.1,38.1,7.2
E00090035,19.6,47.1,25.5,7.8
E00090036,32.5,40.3,3.9,23.4
E00090037,50.4,34.7,0.8,14
E00090038,10.7,26,48.7,14.7
E00090039,20.6,25.7,32.6,21.1
E00090040,32.2,37.3,22,8.5
E00090041,48.6,40.8,0,10.6
E00090045,46.8,37.9,4,11.3
E00090046,33.8,34.4,1.9,30
E00090047,64,23,0.6,12.4
E00090048,45.9,38.4,1.4,14.4
E00090049,49.6,31.4,0.8,18.2
E00090050,54,37.3,0.8,7.9
E00090051,52.3,40.2,1.9,5.6
E00090052,44.4,51.3,0.9,3.4
E00090053,46.4,32,14.4,7.2
E00090054,40.2,24.6,23,12.3
E00090055,44.9,29.7,12.3,13
E00090056,13,32.5,35.8,18.7
E00090057,17.9,14.5,41,26.5
E00090060,24.6,24,15.2,36.3
