areacd,passports_all_4a-001,passports_all_4a-002,passports_all_4a-003
E00083429,88.1,6.9,5
E00083430,75.4,21.3,3.3
E00083431,68.9,19.9,11.2
E00083432,59.7,29.4,10.9
E00083433,82.5,13.7,3.8
E00083434,81.9,12,6.1
E00083435,81.1,14.2,4.7
E00083436,79.9,17.2,3
E00083437,82.9,9.3,7.8
E00083438,70.8,22.2,7
E00083439,76.9,18,5.1
E00083440,82.1,12.5,5.4
E00083441,83.2,10.2,6.6
E00083442,77.9,7.7,14.4
E00083443,81,15.7,3.3
E00083444,71.4,22.2,6.4
E00083445,85,12,3
E00083446,82.6,13.1,4.4
E00083447,73.6,20.5,6
E00083448,88.4,9,2.6
E00083449,50.8,39.9,9.3
E00083450,87.7,8.7,3.5
E00083451,90.1,5,5
E00083452,81.5,13.6,4.9
E00083453,65.3,28.4,6.3
E00083454,86,6.2,7.8
E00083455,86.2,4.7,9.1
E00083456,91.3,4.5,4.2
E00083457,92.1,6.7,1.2
E00083458,89,5,6
E00083459,89.9,4.7,5.4
E00083460,81.4,6.9,11.7
E00083461,90.7,5.5,3.8
E00083462,80.8,11,8.2
E00083463,84.1,8.8,7.1
E00083464,92.5,2.9,4.6
E00083465,90.3,6.2,3.5
E00083466,86.1,5.6,8.2
E00083467,94.8,3.2,2
E00083468,83.3,5,11.6
E00083469,81.5,3.8,14.7
E00083470,92.4,5.6,2
E00083471,88,7.7,4.4
E00083472,94,4.2,1.8
E00083473,91.8,6.2,2
E00083474,89.5,8.1,2.4
E00083475,91.8,4.6,3.7
E00083476,64.9,31.1,4
E00083477,84.4,8.9,6.7
E00083478,91.5,6.5,2
E00083480,85.3,7.2,7.5
E00083481,82.7,12.4,4.8
E00083482,69.1,22.9,8
E00083483,83.7,11.6,4.7
E00083484,91.3,5.2,3.5
E00083485,89.8,8.6,1.6
E00083486,74.6,18.3,7.1
E00083487,83.6,9.4,7
E00083488,67.6,24.5,7.9
E00083489,79.7,19,1.4
E00083490,72.4,22.3,5.3
E00083491,57.6,29.6,12.8
E00083492,79.1,16.2,4.6
E00083493,72.1,20.3,7.5
E00083494,71.1,22,6.9
E00083495,82.9,11.8,5.2
E00083496,79.3,17.3,3.5
E00083497,70,24.2,5.7
E00083498,76,14,9.9
E00083609,82.4,7.6,10.1
E00083610,86,7.1,6.9
E00083611,70.8,15.4,13.8
E00083614,94.2,3.4,2.4
E00083621,82.8,9.4,7.8
E00083622,74,4.2,21.8
E00083623,88.6,7.2,4.2
E00083624,73.4,5.4,21.2
E00083658,91.7,4,4.3
E00083659,83.2,10.8,6.1
E00083660,87.4,8.7,3.9
E00083661,86.4,10,3.6
E00083662,91.4,7.1,1.5
E00083663,83.8,13.3,2.9
E00083664,81.5,16.3,2.2
E00083665,65.8,18.7,15.5
E00083666,76.1,7.3,16.5
E00083667,78.2,11.1,10.8
E00083668,86.5,5.5,8.1
E00083670,73.7,21.5,4.8
E00083671,83.3,9.2,7.4
E00083672,76.1,8.8,15.2
E00083673,84.6,11.8,3.6
E00083674,85.7,10.3,4
E00083675,89.8,7.8,2.5
E00083676,81.9,14.5,3.6
E00083677,85.4,7.5,7.1
E00083678,81.9,4.3,13.8
E00083679,85,7.3,7.7
E00083695,87.7,6.8,5.5
E00083696,79.7,5.2,15.2
E00083698,89.6,7.6,2.8
E00083699,93.1,4.2,2.7
E00083700,78.9,2.1,19
E00083701,82.1,11.4,6.4
E00083708,91.5,6.4,2.1
E00083716,78.9,15.9,5.3
E00083717,74.3,21.3,4.5
E00083718,74,19.6,6.4
E00083719,77.7,14.6,7.7
E00083720,81.1,15.4,3.5
E00083721,91.6,5.5,2.9
E00083724,90.4,6.4,3.2
E00083725,89.3,9.2,1.5
E00083726,76,16.3,7.8
E00083727,82.2,13.8,3.9
E00083728,90.2,8.3,1.5
E00083729,67.3,29.2,3.5
E00083730,76.5,13,10.5
E00083735,84.1,13.1,2.8
E00083736,74.6,20.1,5.3
E00083737,78.4,15.4,6.2
E00083738,67.6,9.8,22.7
E00083739,64.4,21.9,13.6
E00083756,87,11.1,1.9
E00083757,74.8,9.2,16
E00083758,86.4,10.6,3
E00083760,77.1,9.8,13.1
E00083761,79.4,9.6,10.9
E00083762,78.9,14.7,6.4
E00083763,66.3,20.8,12.9
E00083765,75.6,9.2,15.2
E00083766,72.9,11.2,15.9
E00083769,79.6,16.4,4
E00083772,58.2,35,6.8
E00083773,72.3,24.2,3.4
E00083774,89.1,9.8,1.1
E00083775,50.8,42.1,7.1
E00083776,68.3,12.8,18.9
E00083777,73.8,6.4,19.7
E00083778,76.9,7.5,15.6
E00083779,61.8,19.1,19.1
E00083780,76.1,15.8,8.1
E00083797,77.1,7.1,15.7
E00083798,86.4,10.2,3.4
E00083799,88.3,4.9,6.8
E00083800,84,12.2,3.8
E00083801,86.8,3,10.2
E00083802,87,10.7,2.3
E00083803,87,6.8,6.3
E00083804,81.2,12.4,6.5
E00083805,89.2,4.1,6.8
E00083806,91.1,7.1,1.8
E00083807,88.6,4.3,7.1
E00083808,80.1,11.6,8.3
E00083809,91.3,5.2,3.5
E00083810,90.1,5.5,4.4
E00083811,89.8,7.1,3.1
E00083812,77.4,8.8,13.8
E00083813,70.3,17.7,12
E00083814,69.6,20.5,9.9
E00083815,78.7,5.6,15.6
E00083816,74.3,8.9,16.9
