geography_code,migrant_ind-000,migrant_ind-001,migrant_ind-002,migrant_ind-003
E00048253,89.6,0,10.4,0
E00048961,85.4,0,14.6,0
E00048962,87.4,0.5,11.6,0.5
E00048979,90.6,0.9,8.6,0
E00048980,86.3,0.3,13.4,0
E00048981,85.5,0.8,12.2,1.6
E00048983,90.8,0,8.1,1.1
E00048984,91.8,0,7.4,0.7
E00049062,94.1,0,5.9,0
E00049063,93.8,0,6.2,0
E00049064,92.7,0,6.9,0.3
E00049072,93.7,0.3,5.8,0.3
E00049073,91.3,0,8.7,0
E00049074,88,0.5,11.5,0
E00049075,90.3,0,9.7,0
E00049077,88.2,0.4,10.5,0.8
E00049079,93.3,0,6.7,0
E00049081,87.1,0,11.7,1.2
E00049082,95.4,0,4.6,0
E00049083,89.6,0.6,9.8,0
E00049085,94.7,1.1,3.7,0.5
E00049087,84.9,2.5,12.6,0
E00049091,96,0.3,3.7,0
E00049093,85.9,1.1,12.7,0.4
E00049094,95.8,0.3,3.8,0
E00049095,89.7,0,8.8,1.5
E00049097,95.1,0,4.5,0.3
E00049100,92.9,0,6.2,0.9
E00049102,91.4,0,8.2,0.4
E00049104,91.5,1,7.5,0
E00049106,95.3,0,4.3,0.4
E00049107,95.3,0,3.7,0.9
E00049109,87.5,1.2,10.1,1.2
E00049110,94.3,0,5.1,0.6
E00049119,89.1,0,10.1,0.8
E00049120,93.7,0,6,0.3
E00049122,95.6,0,4.4,0
E00051111,91.1,0,8.5,0.4
E00051116,92,0,6.6,1.4
E00051117,93,0.7,6,0.3
E00051118,88.5,0,9,2.4
E00051119,87.3,0,12.7,0
E00051120,90.1,0.4,9,0.6
E00051121,93.4,0.4,6.2,0
E00051122,94.5,0,5.5,0
E00051123,93.7,0,6,0.3
E00051125,90.8,0,8.4,0.8
E00051126,92.8,0,7.2,0
E00051127,84.7,0,15.3,0
E00051128,92.4,0,7.6,0
E00051129,90.3,0,8.8,0.9
E00051130,94.8,0,5.2,0
E00051131,96.8,0,3.2,0
E00051132,88.7,0,11.3,0
E00051133,92,0.3,7,0.7
E00051135,90,0.2,9.3,0.5
E00051136,92,0,8,0
E00051137,91.7,0.3,7.9,0
E00051138,96.9,0,2.4,0.7
E00051139,96.4,0,3.6,0
E00051140,94.8,0,5.2,0
E00051141,95.7,0,4.3,0
E00051142,89.3,0,10.7,0
E00051143,91,0,9,0
E00051144,90.2,0,8.6,1.2
E00051145,92.5,0,7.5,0
E00051146,77.2,0,22.8,0
E00051147,93.3,0.9,5.8,0
E00051148,90.3,0,8.2,1.6
E00051149,86.4,0.5,12.1,1
E00051150,93.3,0.2,5.7,0.7
E00051151,93.1,0,6.9,0
E00051152,94.6,0.3,5.1,0
E00051191,87.6,0,12,0.4
E00051194,87.8,0,12,0.3
E00051195,94.8,0,5.2,0
E00051196,91.7,0,8.3,0
E00051197,90.1,0,9.6,0.3
E00051198,93.1,0,6.2,0.7
E00051199,96.9,0,3.1,0
E00051200,94.2,0,5.2,0.6
E00051201,92.5,0,7.5,0
E00051202,91,0,8.6,0.5
E00051203,92.7,0,5.6,1.7
E00051204,85.2,0,14.3,0.4
E00051205,91.7,0.4,7.9,0
E00051206,94.1,0.3,4.3,1.3
E00051207,88.9,0,9.5,1.6
E00051208,94.1,0.3,5.2,0.3
E00051209,93,0,6.4,0.6
E00051210,92.1,0.2,7.7,0
E00051211,96,0,4,0
E00051212,92.1,0,6.2,1.6
E00051213,91.9,0.4,7.8,0
E00051214,90.1,0,9.5,0.4
E00051215,93.2,0,6.8,0
E00051216,95.9,0,4.1,0
E00051217,96.4,0,3.6,0
E00051218,89.3,0,10.7,0
E00051219,86.1,0,13.5,0.4
E00051221,91.6,0,8.1,0.3
E00051222,95.3,0,4.7,0
E00051223,96,0,4,0
E00051224,92.4,0,7.6,0
E00051225,93.8,0.4,4.4,1.5
E00051226,94.5,0,5.5,0
E00051265,92.5,0,7.5,0
E00051266,95.5,0,4.5,0
E00051267,93.5,0,5.9,0.6
E00051268,92.6,0,7.1,0.3
E00051269,90.3,0.5,9.2,0
E00051270,94.8,0,5.2,0
E00051271,90.7,1.4,7.9,0
E00051272,97,0,3,0
E00051273,95.7,0,4.3,0
E00051274,91.9,0,7.7,0.4
E00051275,92.6,0,7.4,0
E00051276,94.6,0,5.4,0
E00051277,93.9,0,6.1,0
E00051284,94.8,0,5.2,0
E00051286,93.2,0.4,6.5,0
E00051287,92.2,0,7,0.8
E00051288,87.8,0,11.8,0.3
E00051289,94.7,0.4,5,0
E00051317,96.1,0,3.9,0
E00051318,91.7,0.3,8,0
E00051319,90.3,0,8.2,1.5
E00051320,89.2,1,8.3,1.6
E00051321,92.6,0,7.4,0
E00051322,93.3,0.5,5.9,0.3
E00051323,93.1,0.7,6.2,0
E00051324,90.2,0.6,9.2,0
E00051325,91.2,0.6,8,0.3
E00051326,98.1,1,1,0
E00051327,95.9,1.2,2.9,0
E00051328,94.9,0,4.9,0.2
E00051329,92.8,0.9,6,0.3
E00051330,90,0.6,9.1,0.3
E00051331,97.8,0,2.2,0
E00051332,89.7,0.9,6.6,2.8
E00051333,91,0,9,0
E00051335,89.7,0.7,9.3,0.2
E00051337,93.7,0.3,6,0
E00051338,93.5,0,6.3,0.2
E00051339,92.9,0,7.1,0
E00051340,89.3,0,10.7,0
E00051341,92,0.3,7.6,0
E00051342,94.8,0,4.1,1
E00051343,94,0,6,0
E00051344,94.1,0.7,4.8,0.3
E00051345,93,0,7,0
E00051346,88.5,1.4,10.1,0
E00051347,89.8,0,9.6,0.5
E00051348,92.4,0,6.6,1
E00051349,91,0,9,0
E00051350,92.2,0,7.8,0
E00051351,81.1,0.5,17.5,0.9
E00051386,95.6,0.4,3.7,0.4
E00051387,90.1,0.3,9.3,0.3
E00051388,92.6,0.7,5.9,0.7
E00051389,89.1,1.3,8.7,1
E00051390,94,0.3,5.7,0
E00051391,94.9,0,4.9,0.3
E00051392,94,0.5,4.9,0.5
E00051393,90.2,0.7,8.5,0.7
E00051394,93.3,0,6.1,0.6
E00051395,83.2,0.3,15.9,0.6
E00051396,94.3,0.3,5,0.3
E00051398,89.7,0,9.8,0.5
E00051400,88.8,0,11.2,0
E00051403,92.2,0.3,6,1.6
E00051404,91.4,0.5,8.2,0
E00051405,92.6,0.4,7.1,0
E00051406,88.5,0,10.2,1.4
E00051407,95.8,0.6,2.8,0.8
E00051408,94.4,0.3,5.3,0
E00051409,92.7,0.3,6.8,0.3
E00051410,94.1,0.9,4.7,0.3
E00051411,91.2,0,6.5,2.3
E00051412,93.9,0,6.1,0
E00051413,88.5,0,10,1.5
E00051414,90.3,0,9.4,0.3
E00051415,93.4,0.3,6,0.3
E00051416,89.6,0,10.4,0
E00051417,95.7,0.3,3.9,0
E00051418,94,0,6,0
E00051419,94.1,0,5.5,0.4
E00051420,91.9,0,8.1,0
E00051421,91.9,0,6.9,1.2
E00051422,93.3,0,6.7,0
E00051464,95.1,0,4.9,0
E00051465,88.2,0.7,11.2,0
E00051469,93.9,0,5.8,0.3
E00051470,93.8,0.3,5.6,0.3
E00051474,89.8,0,9.7,0.5
E00051698,94.2,0.2,5.4,0.2
E00158171,87,0,13,0
E00158174,91.4,0.3,7.9,0.3
E00158175,89.7,0,9.7,0.6
E00159379,90.8,0.6,7.9,0.6
E00159380,90.2,0.8,8.7,0.3
E00165743,86,2.5,9.6,1.9
E00172147,89.1,0,10.9,0
E00172148,84.9,0,14.2,0.9
E00172149,89.5,2,7.1,1.4
E00172152,87.4,0.5,10.6,1.5
E00172153,88.5,0.4,11.2,0
E00172154,86.7,0.4,11.5,1.4
E00172155,93.9,0,5.6,0.5
E00172156,94.3,0.5,5,0.2
E00185045,95.3,0,4.7,0
E00185076,88.2,0.7,11.1,0
E00185077,70.5,1.4,27.3,0.7
E00185078,94.2,0.2,5.4,0.2
E00185079,70.6,1.8,25.3,2.4
E00185082,88.8,0,9.7,1.4
E00185083,84.7,0.3,14.2,0.8
E00185086,96.6,0,3.4,0
E00185112,92.3,0,7.7,0
E00185113,85.5,0,13.4,1
E00185119,72.1,2.5,22.1,3.3
E00185130,84.6,0,15.4,0
E00185131,92.9,0.5,6.6,0
E00185136,98.6,0,0,1.4
