geography_code,is_carer_5a-001,is_carer_5a-002,is_carer_5a-003,is_carer_5a-004
E00048253,89.5,5.6,2.2,2.7
E00048961,88.1,3.7,3.2,5
E00048962,91.7,1.7,3.4,3.1
E00048979,93.6,1.4,3.2,1.8
E00048980,89.4,4.1,3.8,2.6
E00048981,89.8,3,4.2,3
E00048983,91.7,4.7,0.7,2.9
E00048984,88.7,6,1.1,4.1
E00049062,87.7,7.2,2.4,2.7
E00049063,89.6,4.8,1.3,4.3
E00049064,89.9,6.5,1.1,2.5
E00049072,87,9,1.3,2.7
E00049073,93.4,2.2,1.1,3.3
E00049074,91.5,4.8,1.6,2.1
E00049075,89.5,3.3,3.8,3.3
E00049077,91.9,2.3,2.3,3.6
E00049079,84.4,4.7,2.8,8
E00049081,87.3,5.5,4.2,3
E00049082,89.3,2.3,4.6,3.8
E00049083,88.2,5.3,1.9,4.7
E00049085,84.2,5.1,4,6.8
E00049087,92.3,1.7,2.6,3.4
E00049091,86.7,5.9,1.8,5.6
E00049093,87.7,6.3,3.3,2.6
E00049094,91.3,5.1,1.4,2.2
E00049095,91.9,4,2,2
E00049097,88,6.6,2.2,3.3
E00049100,89,8.2,1.3,1.6
E00049102,92.5,4.5,1.1,1.9
E00049104,91.4,3.9,2.5,2.1
E00049106,86.2,8.2,1.5,4.1
E00049107,87.5,8.3,3.2,1
E00049109,92.1,2.5,2.2,3.2
E00049110,92.8,1.3,3.3,2.6
E00049119,88.2,3.4,3.8,4.6
E00049120,90.9,4.4,1,3.7
E00049122,89.4,3.5,4,3
E00051111,93.7,3.8,1.3,1.3
E00051116,89.4,4.8,2.2,3.7
E00051117,90.7,6.2,1.4,1.7
E00051118,90.9,5.8,2.2,1.1
E00051119,89.5,5.4,2.5,2.5
E00051120,89,5.9,2.2,2.9
E00051121,91.3,5.3,1.9,1.5
E00051122,89.2,6.4,3.4,1
E00051123,88.4,8.8,1.5,1.2
E00051125,90.5,5,2.2,2.2
E00051126,88.4,2.8,2.5,6.3
E00051127,93.1,3,2,2
E00051128,81,5.6,5.6,7.9
E00051129,91.4,3.7,2.4,2.4
E00051130,89.4,5.1,2.7,2.7
E00051131,88.6,5.1,3.3,3
E00051132,92.4,5,0.7,2
E00051133,86.2,4.7,3.6,5.4
E00051135,93.7,2.7,1.7,1.9
E00051136,92.5,2.8,0.6,4.1
