geography_code,highest_qualification_6a-000,highest_qualification_6a-001,highest_qualification_6a-002,highest_qualification_6a-003,highest_qualification_6a-004
E00048253,25,34.7,8.9,27.5,4
E00048961,20.7,43.1,6.3,25.9,4
E00048962,21.3,38.7,8,30,2.1
E00048979,18.8,49.7,5.2,25.1,1
E00048980,15.6,33.6,7.5,39.4,3.9
E00048981,24.5,46.2,4.2,23.1,1.9
E00048983,18.5,33.5,10.2,35.4,2.4
E00048984,18.7,41.1,5.4,32,2.9
E00049062,16.4,46.9,9,27.7,0
E00049063,14.4,41.9,7.9,30.2,5.6
E00049064,16.5,41.9,11.3,26.6,3.6
E00049072,9.1,43.2,5.1,40.6,2
E00049073,22.1,51.4,8.5,15,3.1
E00049074,18.6,40.1,9.6,29.3,2.4
E00049075,26.2,44.3,7.7,19.1,2.7
E00049077,23.6,47.3,5.5,21.4,2.2
E00049079,37.6,39.8,3.9,13.3,5.5
E00049081,14.2,43.1,10.4,30.3,1.9
E00049082,48.8,28.8,3.2,15.2,4
E00049083,16.3,50.4,6.1,23.5,3.8
E00049085,31.5,42.5,8.2,14.4,3.4
E00049087,30.4,40.2,5.4,19.6,4.5
E00049091,11.9,46.5,6.6,31.8,3.1
E00049093,14.9,46,9.8,27.2,2.1
E00049094,12.7,37.1,6.3,41.4,2.5
E00049095,14.1,43.6,8.2,30,4.1
E00049097,19.2,44.1,6.9,26.9,2.9
E00049100,11.2,43.2,10.4,32.7,2.5
E00049102,10.5,49.3,7.9,32.3,0
E00049104,16,47.1,5.5,29.4,2.1
E00049106,16.5,45.2,4,31,3.2
E00049107,12.9,39.8,10.4,33.7,3.2
E00049109,19.1,50.7,4.3,24.1,1.8
E00049110,14,45.6,7.4,28.7,4.4
E00049119,26.1,46.7,3.5,20.1,3.5
E00049120,21.9,48.2,7,19.7,3.1
E00049122,28.9,39.9,4.6,24.3,2.3
E00051111,12.6,37.7,2.7,43.5,3.6
E00051116,25.2,34.6,6,31.2,3
E00051117,9.7,35.8,3.5,47.1,3.9
E00051118,11.9,40.7,3.5,39.8,4
E00051119,15.4,50,4.3,27.9,2.4
E00051120,16.3,42.1,3.9,36.3,1.5
E00051121,13.5,47.8,7,28.3,3.5
E00051122,15.1,56.4,7.3,17.4,3.9
E00051123,23.4,38.8,5.6,28,4.2
E00051125,16.6,44.7,6.6,30.6,1.6
E00051126,40.7,36.7,4,16.4,2.2
E00051127,28.9,44.4,5.6,18.4,2.6
E00051128,25.8,46.4,6.5,17.3,4
E00051129,25.7,46.5,5.2,18.6,4.1
E00051130,20.7,48.8,2.5,26,2.1
E00051131,19.5,43.3,8.1,25.5,3.7
E00051132,21.3,40.1,8.1,27.6,2.9
E00051133,33.1,43.2,4.2,16.9,2.5
E00051135,20,39.7,7.5,29.3,3.5
E00051136,23.4,42,9.1,22.3,3.3
E00051137,22.2,43.7,4.1,28.5,1.5
E00051138,24.5,39.5,5.1,26.1,4.7
E00051139,28.8,50,3.3,16,1.9
E00051140,27.7,51.8,4.4,12.9,3.2
E00051141,29.8,45,5.9,18,1.4
E00051142,30,47.5,6,12.4,4.1
E00051143,26.9,48.4,7.1,17,0.5
E00051144,26.8,49.8,6.1,16.9,0.4
E00051145,26.5,47.5,3.7,19.6,2.7
E00051146,6.5,37.6,3.3,50.6,2
E00051147,6.5,30.7,1.9,58.6,2.3
E00051148,11.6,29.7,2.9,52.5,3.3
E00051149,8.8,39.2,4.1,45,2.9
E00051150,10.6,34.4,2.8,49.4,2.8
E00051151,16.2,32.4,4.1,44.6,2.7
E00051152,7.9,35.7,2.3,53.4,0.8
E00051191,33.3,41.2,4.2,17.6,3.7
E00051194,25.7,46.7,6.6,16.8,4.3
E00051195,34.4,49.8,5,9.1,1.7
E00051196,32.9,53.2,2.8,8.8,2.3
E00051197,40.2,40.7,2.9,12.9,3.3
E00051198,28.2,44.5,6.4,18.6,2.3
E00051199,44.9,33.2,6.1,13.8,2
E00051200,28.5,44.4,6.5,18.4,2.2
E00051201,34.6,44.1,4.7,14.2,2.4
E00051202,24.6,41.7,5.2,24.9,3.6
E00051203,30.8,51.4,0.7,12.3,4.8
E00051204,20.5,52.2,6.2,19.3,1.9
E00051205,29.4,48.3,5,16.9,0.5
E00051206,29.4,45.7,2.9,20,2
E00051207,29.1,45.7,5.9,15.8,3.6
E00051208,36.1,40.6,4.5,16.4,2.5
E00051209,21.1,54.3,5.7,15,4
E00051210,36.2,38.1,4.5,18.3,2.9
E00051211,23.9,56,4.8,12.9,2.4
E00051212,32.5,44.7,5.9,13.1,3.8
E00051213,28.8,43.6,5.9,19.5,2.1
E00051214,31,39.9,3.9,22.2,3
E00051215,30.8,40.5,5.6,21,2.1
E00051216,31.1,46.9,4.5,13,4.5
E00051217,34.6,45.7,5.3,12.8,1.6
E00051218,20.1,58.5,3.1,16.4,1.9
E00051219,21.8,50.3,7.9,19.4,0.6
E00051221,31.2,48.8,6.5,11.2,2.3
