geography_code,country_of_birth_3a-001,country_of_birth_3a-002
E00048253,93.9,6.1
E00048961,82.9,17.1
E00048962,80.3,19.7
E00048979,78.4,21.6
E00048980,87,13
E00048981,73.8,26.2
E00048983,92.6,7.4
E00048984,86.8,13.2
E00049062,97.4,2.6
E00049063,95.1,4.9
E00049064,97.9,2.1
E00049072,89.5,10.5
E00049073,76.8,23.2
E00049074,90.2,9.8
E00049075,81.7,18.3
E00049077,84.8,15.2
E00049079,88.5,11.5
E00049081,87.9,12.1
E00049082,86.9,13.1
E00049083,94.2,5.8
E00049085,87.3,12.7
E00049087,80.3,19.7
E00049091,97.7,2.3
E00049093,95.2,4.8
E00049094,94.5,5.5
E00049095,89.4,10.6
E00049097,94.5,5.5
E00049100,93.3,6.7
E00049102,92.3,7.7
E00049104,93.9,6.1
E00049106,96.8,3.2
E00049107,98.1,1.9
E00049109,88.5,11.5
E00049110,71,29
E00049119,84.5,15.5
E00049120,80.6,19.4
E00049122,79.1,20.9
E00051111,85.2,14.8
E00051116,90.7,9.3
E00051117,97,3
E00051118,93.1,6.9
E00051119,91.8,8.2
E00051120,89.9,10.1
E00051121,98.6,1.4
E00051122,98.4,1.6
E00051123,95.8,4.2
E00051125,93.3,6.7
E00051126,92.5,7.5
E00051127,92.4,7.6
E00051128,92.5,7.5
E00051129,91.9,8.1
E00051130,91.6,8.4
E00051131,91.7,8.3
E00051132,89.1,10.9
E00051133,94.5,5.5
E00051135,92.7,7.3
E00051136,94.2,5.8
E00051137,97.2,2.8
E00051138,98,2
E00051139,98.2,1.8
E00051140,94.6,5.4
E00051141,93.1,6.9
E00051142,91.6,8.4
E00051143,94.9,5.1
E00051144,94.2,5.8
E00051145,90.9,9.1
E00051146,90.5,9.5
E00051147,93,7
E00051148,93.8,6.2
E00051149,92.4,7.6
E00051150,93.6,6.4
E00051151,85.8,14.2
E00051152,93.1,6.9
E00051191,97.5,2.5
E00051194,88.2,11.8
E00051195,95.1,4.9
E00051196,96.1,3.9
E00051197,95.5,4.5
E00051198,92.8,7.2
E00051199,94.1,5.9
E00051200,89.2,10.8
E00051201,95.5,4.5
E00051202,86.5,13.5
E00051203,89.4,10.6
E00051204,92.9,7.1
E00051205,97.3,2.7
E00051206,94.4,5.6
E00051207,93.2,6.8
E00051208,89.1,10.9
E00051209,95.8,4.2
E00051210,94.1,5.9
E00051211,95.4,4.6
E00051212,96.4,3.6
E00051213,94.5,5.5
E00051214,85.6,14.4
E00051215,96.3,3.7
E00051216,94.5,5.5
E00051217,90.2,9.8
E00051218,98.1,1.9
E00051219,95.6,4.4
E00051221,94.3,5.7
E00051222,93.4,6.6
E00051223,94.6,5.4
E00051224,95.5,4.5
E00051225,94.2,5.8
E00051226,98.4,1.6
E00051265,93.2,6.8
E00051266,96.2,3.8
E00051267,89,11
E00051268,94.9,5.1
E00051269,90.2,9.8
E00051270,88.2,11.8
E00051271,93.2,6.8
E00051272,95.4,4.6
E00051273,91.5,8.5
E00051274,89.6,10.4
E00051275,92.4,7.6
E00051276,97.7,2.3
E00051277,94.9,5.1
E00051284,93.2,6.8
E00051286,94.4,5.6
E00051287,94,6
E00051288,90.8,9.2
E00051289,90.1,9.9
E00051317,92.9,7.1
E00051318,94.9,5.1
E00051319,88.8,11.2
E00051320,91.1,8.9
E00051321,95.7,4.3
E00051322,92.3,7.7
E00051323,96.8,3.2
E00051324,93.7,6.3
E00051325,96.5,3.5
E00051326,94.8,5.2
E00051327,95.3,4.7
E00051328,94.4,5.6
E00051329,90.5,9.5
E00051330,93.9,6.1
E00051331,95.7,4.3
E00051332,92.2,7.8
E00051333,92.1,7.9
E00051335,84.4,15.6
E00051337,99.2,0.8
E00051338,93.4,6.6
E00051339,92.7,7.3
E00051340,93.2,6.8
E00051341,88.2,11.8
E00051342,95.9,4.1
E00051343,90.8,9.2
E00051344,90.8,9.2
E00051345,94.6,5.4
E00051346,89.5,10.5
E00051347,96.3,3.7
E00051348,93.4,6.6
E00051349,91.8,8.2
E00051350,95.5,4.5
E00051351,91.2,8.8
E00051386,93,7
E00051387,93.8,6.2
E00051388,93.4,6.6
E00051389,95.8,4.2
E00051390,94,6
E00051391,93.6,6.4
E00051392,97.3,2.7
E00051393,95.3,4.7
E00051394,90.9,9.1
E00051395,94.4,5.6
E00051396,93.4,6.6
E00051398,94.6,5.4
E00051400,92.7,7.3
E00051403,90.7,9.3
E00051404,94.7,5.3
E00051405,96.8,3.2
E00051406,95.3,4.7
E00051407,96.4,3.6
E00051408,94.7,5.3
E00051409,95.1,4.9
E00051410,96,4
E00051411,92.6,7.4
E00051412,94.6,5.4
E00051413,91,9
E00051414,95.2,4.8
E00051415,92,8
E00051416,92.9,7.1
E00051417,95.1,4.9
E00051418,95.3,4.7
E00051419,95.1,4.9
E00051420,97.4,2.6
E00051421,96.6,3.4
E00051422,95.7,4.3
E00051464,97.1,2.9
E00051465,91.6,8.4
E00051469,96.2,3.8
E00051470,89.9,10.1
E00051474,93.5,6.5
E00051698,94,6
E00158171,95.5,4.5
E00158174,95.3,4.7
E00158175,96,4
E00159379,88.6,11.4
E00159380,91.6,8.4
E00165743,83.6,16.4
E00172147,85,15
E00172148,73.6,26.4
E00172149,73.6,26.4
