geography_code,is_carer_5a-001,is_carer_5a-002,is_carer_5a-003,is_carer_5a-004
E00079934,90.5,3.6,1.8,4.1
E00079935,91.2,5.2,1.3,2.3
E00079936,90.5,5.3,0.8,3.4
E00079937,90,4.4,1.6,4
E00079938,93.1,5.9,0,1
E00079939,89.5,3.4,2.1,5.1
E00079940,90.3,3.6,1.2,4.8
E00079941,94.4,2.8,0,2.8
E00079942,90,5.3,1.1,3.6
E00079943,89.7,4.5,2.6,3.2
E00079944,88.7,4.8,2.7,3.8
E00079945,90.5,4.2,1.9,3.4
E00079946,91,3.9,2.4,2.7
E00079947,88.6,6.5,0.9,4
E00079948,89.4,4.7,2.6,3.3
E00079949,88.9,7.4,1.4,2.4
E00079950,89.2,7.8,1.5,1.5
E00079951,85.3,9.7,1.5,3.5
E00079952,92.8,3.4,1.7,2.1
E00079953,91.9,4.1,1.2,2.8
E00079954,88.7,6.8,1.9,2.6
E00079955,90.1,4,3,3
E00079956,91.1,3.9,1.6,3.5
E00079957,89.1,4.7,1.9,4.3
E00079958,85.2,9.4,1.3,4
E00079959,90,4.2,2.3,3.5
E00079960,91.2,3.8,1.3,3.8
E00079961,86.1,5.7,3,5.1
E00079962,91,5.5,2.1,1.4
E00079963,90.9,4.9,2.3,1.8
E00079964,88.1,4.5,3.4,4
E00079965,93.3,3.3,1.9,1.5
E00079966,94.3,3,0,2.7
E00079967,92.3,5,0.9,1.9
E00079968,87.7,4.7,3.2,4.4
E00079969,90.1,2.8,1.8,5.3
E00079970,88.2,5.4,2.1,4.3
E00079971,90,4.8,1.4,3.8
E00079972,88.7,6.3,2,3
E00079973,93.8,3.1,1.7,1.4
E00079974,86.6,5.5,3.2,4.7
E00079975,88.9,5.9,0.9,4.3
E00079976,90.1,6.4,1.2,2.3
E00079977,90.8,3.6,2,3.6
E00079978,88.4,7.7,2,2
E00079979,88.6,7.1,1.3,3
E00079980,92.7,4.4,0.6,2.3
E00079981,88.3,4.4,2.3,5
E00079982,88.4,4.7,3.1,3.8
E00079983,85.9,4.2,3.9,6
E00079984,91.3,5.5,1.2,2
E00079985,90.8,3.5,2.1,3.5
E00079986,84,6.1,4.2,5.7
E00079987,90.3,3.1,2.8,3.8
E00079988,92.9,3.5,1.8,1.8
E00079989,90.3,5,2.3,2.3
E00079990,85.4,7,2.2,5.3
E00079991,90.7,5.6,0.9,2.8
E00079992,93.4,4.1,0.8,1.7
E00079993,86.8,3.8,3.5,6
E00079994,89.8,5.5,2.9,1.7
E00079995,88.7,7.2,1,3.1
E00079996,88.8,8.5,1.4,1.4
E00079997,90,5,1.3,3.7
E00079998,85.9,4.5,2.7,6.8
E00079999,94,4.6,0.5,0.9
E00080000,91.8,4.8,1,2.4
E00080001,94.9,2.5,1,1.6
E00080002,94.3,4.1,0.7,1
E00080003,95.7,2.6,0.3,1.4
E00080004,92.3,3.6,1.7,2.4
E00080005,93.6,4.2,1.5,0.8
E00080006,89.5,6,2.3,2.3
E00080007,90.7,4.8,0.7,3.8
E00080008,92.7,4,2,1.2
E00080009,90.2,6.3,1.2,2.4
E00080010,95.8,3.3,0.4,0.4
E00080011,95,2.2,0.9,1.9
E00080012,91.6,6.2,0.7,1.5
E00080013,87.8,4.6,3,4.6
E00080014,92.6,4.3,0.8,2.3
E00080015,96.4,0.5,2.7,0.5
E00080016,94.9,3.3,1.2,0.6
E00080017,87.4,7.2,1.3,4
E00080018,91.3,6.5,0.6,1.5
E00080019,95.6,2.2,0.4,1.8
E00080020,93.3,3.3,0.8,2.5
E00080021,93.8,3.9,1.4,0.8
E00080022,93,4,0.7,2.3
E00080023,90.5,4.5,0.9,4.1
E00080024,93.8,3.7,0,2.5
E00080025,96.7,0.8,0.4,2.1
E00080026,95.1,2.1,1.3,1.6
E00080027,90.9,5.8,2.5,0.8
E00080028,96.2,2.2,1.1,0.5
E00080029,89.2,8.7,1.4,0.7
E00080030,91.8,6.7,0.6,0.9
E00080031,95.2,4,0.3,0.5
E00080032,90.7,5.9,1.5,1.9
E00080033,94,1.3,1.9,2.9
E00080034,89.5,6.6,1.6,2.3
E00080035,91.6,6.4,1.2,0.9
E00080036,90.2,3.6,2,4.2
E00080037,92.8,4,0.8,2.4
E00080038,90.9,2.8,0.8,5.5
E00080039,95.3,2.9,0.4,1.5
E00080040,92,4.6,0.8,2.5
E00080041,88.9,4.5,1.7,4.8
E00080042,92.2,3.4,1,3.4
E00080043,90.2,7.1,1,1.7
E00080044,95,2.1,0.7,2.1
E00080045,92.2,3.9,0.3,3.6
E00080046,85.7,5.7,3,5.7
E00080047,92,4.5,1.4,2.1
E00080048,86.1,5.7,1.1,7.1
E00080049,92.6,4.4,1.5,1.5
E00080050,93.3,3.4,1.2,2.1
E00080051,89,3.8,3.1,4.1
E00080052,90.2,3.2,2.5,4.1
E00080053,93.5,2.4,3.1,1
E00080054,92.3,5.2,2.1,0.4
E00080055,92.8,4.2,1,2
E00080056,88.2,7.7,0.3,3.8
E00080057,92.2,3.5,0.4,3.9
E00080058,87.3,7.4,2.9,2.5
E00080059,90.6,4.7,1.3,3.4
E00080060,89.5,6.2,1.6,2.7
E00080061,89.9,4.6,2.1,3.4
E00080062,88,6.6,2.5,2.9
E00080063,91.5,4.7,1.9,1.9
E00080064,92.1,4.8,1.4,1.7
E00080099,96.6,2.5,0,0.9
E00080100,95,2.5,0.4,2.1
E00080101,96.7,3.3,0,0
E00080102,93.7,5.3,0,1
E00080103,90.7,6.7,1.3,1.3
E00080104,92,3.8,1.7,2.5
E00080105,91.2,4.7,0.6,3.5
E00080106,92.3,3.6,1.2,2.8
E00080107,89.7,5.7,1.8,2.8
E00080108,91.7,4.4,2.9,1
E00080109,90.6,6.4,0.6,2.3
E00080110,91.9,5.3,1.2,1.6
E00080111,91.1,5.9,1.5,1.5
E00080112,86.9,8.3,1.4,3.5
E00080113,91.4,5.5,0.7,2.4
E00080114,89.6,9,0.7,0.7
E00080115,94.8,3.1,0.3,1.8
E00080116,93.4,5,0.8,0.8
E00080117,92.3,3.6,1.8,2.3
E00080118,97.4,1.1,0.4,1.1
E00080119,90.3,5.3,2,2.4
E00080120,91.3,5.2,2.6,0.9
E00080121,90.7,5,1.9,2.3
E00080122,95.7,2.7,1.1,0.5
E00080123,89.7,7.1,2.1,1.2
E00080124,92.8,3.9,1.8,1.4
E00080125,94.9,4.1,0.5,0.5
E00080126,93.1,3.1,0.8,3.1
E00080127,90.5,4.5,1,4
E00080128,93.9,3.9,0.4,1.7
E00080129,93.2,4.2,0.4,2.1
E00080130,92.3,4,1.7,2
E00080131,91.2,6,0.8,2
E00080132,92.4,5.4,1.3,0.9
E00080133,90,5.2,0.4,4.3
E00080134,95.1,4.1,0.4,0.4
E00080136,93.9,3.2,1.1,1.8
E00080137,92.4,5.1,1.4,1.1
E00080140,91.4,2.1,2.9,3.6
E00080141,95.2,1.9,1,1.9
E00080142,92,4.7,0,3.3
E00080146,91.4,5.5,1.2,1.8
E00080148,92.3,4.4,1.6,1.6
E00080149,88.2,5.5,1.4,5
E00080150,88.3,7.2,0.9,3.6
E00080152,90.7,2.8,3,3.5
E00080153,94.9,3.4,0,1.7
E00080154,88.5,7.1,3.3,1.1
E00080155,91.7,2.5,2.5,3.4
E00080156,90.3,4.8,2.9,1.9
E00080157,93.2,2.7,1.4,2.7
E00080159,94,2.1,0.9,3
E00080162,94.2,2.7,1.2,1.8
