geography_code,hh_family_composition_4a-001,hh_family_composition_4a-002,hh_family_composition_4a-003
E00079934,5.6,25,69.4
E00079935,3.4,33.1,63.5
E00079936,3,45.9,51.1
E00079937,2.6,24.3,73
E00079938,3.2,17.7,79
E00079939,2.4,39,58.5
E00079940,3.4,34.7,61.9
E00079941,4.1,25.4,70.5
E00079942,3.3,44,52.7
E00079943,3.9,23.3,72.9
E00079944,5.3,24.4,70.2
E00079945,3.1,39.4,57.5
E00079946,4.3,29.3,66.4
E00079947,3.5,26.1,70.4
E00079948,3.3,27.6,69.1
E00079949,6,18.8,75.2
E00079950,4.3,19,76.7
E00079951,2.5,26.9,70.6
E00079952,6.5,33.1,60.5
E00079953,4.3,46,49.6
E00079954,5.1,33.8,61
E00079955,0.8,56.9,42.3
E00079956,0,35.7,64.3
E00079957,3.1,31.8,65.1
E00079958,1.7,32.2,66.1
E00079959,6.1,23.5,70.4
E00079960,6.4,33,60.6
E00079961,3.9,36.8,59.2
E00079962,7.9,25.2,66.9
E00079963,3.1,26.7,70.2
E00079964,0,64.3,35.7
E00079965,3.5,20.2,76.3
E00079966,2.7,27.3,70
E00079967,4.5,28,67.5
E00079968,6.8,31.8,61.4
E00079969,6.7,37,56.3
E00079970,10.1,37,52.9
E00079971,4.2,16.8,79
E00079972,8,27.7,64.2
E00079973,6.3,28.6,65.1
E00079974,13.4,16.8,69.7
E00079975,6.5,26.6,66.9
E00079976,3.3,30.1,66.7
E00079977,6,33.9,60.1
E00079978,5.6,27.8,66.7
E00079979,6.5,23.6,69.9
E00079980,6,31.7,62.3
E00079981,6.9,20,73.1
E00079982,5.9,16.8,77.3
E00079983,14.4,18.4,67.2
E00079984,1.4,29.9,68.7
E00079985,6.7,20,73.3
E00079986,8,34,58
E00079987,4.9,23.8,71.3
E00079988,3.7,21.3,75
E00079989,2.9,27.5,69.6
E00079990,6.5,19.4,74.1
E00079991,5.8,14.9,79.3
E00079992,1.4,55.1,43.5
E00079993,9.8,8.1,82.1
E00079994,5,19.1,75.9
E00079995,3.7,45.9,50.5
E00079996,4.6,28.2,67.2
E00079997,5.2,39.2,55.6
E00079998,4.1,50,45.9
E00079999,5.9,29.8,64.4
E00080000,3.4,11.2,85.3
E00080001,5.9,28.9,65.2
E00080002,4.3,57.1,38.5
E00080003,5.8,52.9,41.3
E00080004,2.6,34,63.4
E00080005,5.7,35,59.3
E00080006,4.9,41,54.2
E00080007,1.9,59.5,38.6
E00080008,5,56.7,38.3
E00080009,1.7,32.2,66.1
E00080010,2.6,32.8,64.7
E00080011,5,47.1,47.9
E00080012,6,22.2,71.8
E00080013,6.3,45.4,48.3
E00080014,4.1,42.3,53.7
E00080015,2.4,48.4,49.2
E00080016,1.6,56.8,41.6
E00080017,4.5,70.9,24.6
E00080018,5.1,28.3,66.7
E00080019,10.8,46.2,43.1
E00080020,3.3,53.7,43
E00080021,3.9,35.3,60.8
E00080022,3,32.3,64.7
E00080023,7,39.5,53.5
E00080024,4.6,32.4,63
E00080025,5,44.5,50.4
E00080026,7.6,32.6,59.8
E00080027,11.2,31.8,57
E00080028,4.2,63,32.8
E00080029,3.3,17.5,79.2
E00080030,3.2,16.9,79.8
E00080031,1.5,18.8,79.7
E00080032,6.8,50,43.2
E00080033,4.1,28.3,67.6
E00080034,3.3,25,71.7
E00080035,2.9,14.7,82.4
E00080036,3.3,12.4,84.3
E00080037,2.5,31.1,66.4
E00080038,5,25,70
E00080039,3.7,32.8,63.4
E00080040,5.8,44.6,49.6
E00080041,0.8,19.3,79.8
E00080042,2.9,36.5,60.6
E00080043,3.1,24.4,72.5
E00080044,5.4,19.6,75
E00080045,1.8,45,53.3
E00080046,5,36.1,58.8
E00080047,3.4,21.8,74.8
E00080048,5.6,26.2,68.3
E00080049,4,27,69
E00080050,3.8,33.8,62.4
E00080051,5.6,25.4,69
E00080052,5.1,26.8,68.1
E00080053,4.1,17.2,78.7
E00080054,8,32.7,59.3
E00080055,7.5,23.1,69.4
E00080056,3.4,32.2,64.4
E00080057,1.5,27.1,71.4
E00080058,4.1,39.8,56.1
E00080059,2.8,30.6,66.7
E00080060,2.5,31.1,66.4
E00080061,9.6,19.1,71.3
E00080062,5.4,24.3,70.3
E00080063,8.5,20,71.5
E00080064,6.2,26.9,66.9
E00080099,4.3,25.7,70
E00080100,3.9,44.5,51.6
E00080101,0.8,34.9,64.3
E00080102,2.6,37.2,60.3
E00080103,2.4,40.9,56.7
E00080104,2.8,46.9,50.3
E00080105,2.5,34.8,62.7
E00080106,4.2,31.9,63.9
E00080107,6.8,35.6,57.6
E00080108,3.4,24,72.6
E00080109,4.6,28.8,66.7
E00080110,3.3,41.3,55.4
E00080111,4.7,41.4,53.9
E00080112,5.6,34,60.4
E00080113,0.9,16.2,82.9
E00080114,2.4,25.2,72.4
E00080115,2.2,28.3,69.6
E00080116,6.8,31.4,61.9
E00080117,6,46.2,47.9
E00080118,3.6,34.1,62.3
E00080119,2.9,41.2,55.9
E00080120,2.2,44.4,53.3
E00080121,7.5,34.6,57.9
E00080122,4.3,67.6,28.1
E00080123,3,33.3,63.6
E00080124,6.7,41.5,51.9
E00080125,7.8,50.4,41.7
E00080126,5.2,47.1,47.7
E00080127,0,63.6,36.4
E00080128,4.5,45.5,50
E00080129,3.9,44.2,51.9
E00080130,4.5,24.1,71.4
E00080131,3.2,34.7,62.1
E00080132,1.7,55.5,42.9
E00080133,7.6,39.8,52.5
E00080134,1.6,42.9,55.6
E00080136,5.6,49.4,45
E00080137,11.1,44.4,44.4
E00080140,13.5,36.5,50
E00080141,6.7,61.9,31.3
E00080142,0,81.1,18.9
E00080146,6.9,54.8,38.3
E00080148,3.8,65.2,31.1
E00080149,5.5,46.5,48
E00080150,3.6,54.7,41.7
E00080152,7.1,41.8,51
E00080153,4.4,48.5,47.1
E00080154,10.6,27.1,62.4
E00080155,9.5,31.1,59.5
E00080156,6.4,49.5,44
E00080157,16.5,32,51.5
E00080159,7.5,28,64.5
E00080162,5,50.3,44.7
E00080163,6.5,40.9,52.6
E00080165,7.8,40.9,51.3
E00080166,12.8,31.1,56.1
E00080167,2.3,62.3,35.4
E00080169,7.5,44.6,47.9
E00080172,6.4,17.4,76.1
E00080173,0,57.1,42.9
E00080174,5.3,22.4,72.4
E00080175,8.1,29.8,62.1
E00080176,6.1,36.4,57.6
E00080177,6,33.3,60.7
E00080179,11.1,28.9,60
E00080180,8.2,36.9,54.9
E00080181,3.7,41.9,54.4
E00080182,4.6,22.9,72.5
E00080183,7.5,20.1,72.4
E00080184,5.3,28,66.7
E00080185,5.6,22.4,72
E00080186,7,29.8,63.2
E00080187,4.7,34.9,60.4
E00080188,5,20.1,74.8
E00080189,5.2,24.4,70.4
E00080190,11.9,20.2,67.9
E00080191,2.9,14.3,82.9
E00080192,5.1,23.6,71.3
E00080193,8,42.9,49.1
E00080194,7.2,18.4,74.4
E00080195,5.6,15.1,79.4
E00080196,0.8,25.2,74
E00080197,6,15.4,78.6
E00080198,3.8,33.1,63.2
E00080199,6,32.8,61.2
E00080200,4.6,27.5,67.9
E00080201,0.7,64,35.3
E00080205,6,8.6,85.3
E00080207,11.7,29.7,58.6
E00080208,5.6,30.3,64.1
E00080209,6.5,35.1,58.4
E00080210,2.7,20.9,76.4
E00080211,0.7,44.1,55.1
E00080212,7.2,14.5,78.3
E00080213,6,40.3,53.7
E00080214,4.4,36.3,59.3
E00080215,7.7,27.3,65
E00080216,6.4,28.4,65.1
E00080218,4,29.8,66.2
E00080219,6.8,18.2,75
E00080220,4.9,35.8,59.3
E00080221,0.7,31.7,67.6
E00080222,7.2,18,74.8
E00080223,3.2,38.9,57.9
E00080225,8.7,20.5,70.9
E00080226,0,22.8,77.2
E00080227,1.9,61.3,36.8
E00080228,10.9,18.5,70.6
E00080229,5.5,24.5,70
E00080230,5.4,33.3,61.3
E00080231,4.9,22.3,72.8
E00080232,1.1,68.5,30.3
E00080233,11.1,24.8,64.1
E00080234,8.5,33.3,58.1
E00080235,7.8,20.7,71.6
E00080236,6.6,22.1,71.3
E00080237,6.1,23.1,70.7
E00080238,8.2,32.7,59.1
E00080374,6.2,36.9,56.9
E00080381,5.1,44.1,50.8
E00080384,9.1,47.5,43.4
E00080397,4.3,35.6,60.1
E00080400,9.4,26.2,64.4
E00080401,11.3,24.8,63.8
E00080403,10.5,36.6,52.9
E00080404,3.4,54.6,42
E00080405,4.8,41.9,53.3
E00080406,7.2,37.8,55
E00080407,11.6,34,54.4
E00080408,8.4,25.2,66.5
E00080409,7.6,23.7,68.6
E00080410,4.6,24.6,70.8
E00080411,16.4,26.7,56.9
E00080412,5.8,34.5,59.7
E00080413,6.6,35.3,58.1
E00080414,4.4,29.2,66.4
E00080415,9.1,22,68.9
E00080416,6.4,29.8,63.8
E00080417,5.6,30.8,63.6
