geography_code,country_of_birth_3a-001,country_of_birth_3a-002
E00079934,93.6,6.4
E00079935,90.9,9.1
E00079936,89,11
E00079937,95.1,4.9
E00079938,91.4,8.6
E00079939,87.6,12.4
E00079940,95,5
E00079941,92.3,7.7
E00079942,94,6
E00079943,90.1,9.9
E00079944,97,3
E00079945,90.5,9.5
E00079946,92.4,7.6
E00079947,95.4,4.6
E00079948,92,8
E00079949,93.8,6.2
E00079950,95.1,4.9
E00079951,93.7,6.3
E00079952,93.8,6.2
E00079953,94.6,5.4
E00079954,93.8,6.2
E00079955,90.3,9.7
E00079956,98.9,1.1
E00079957,96.3,3.7
E00079958,94.8,5.2
E00079959,94.5,5.5
E00079960,95.2,4.8
E00079961,94.5,5.5
E00079962,95,5
E00079963,92.4,7.6
E00079964,91.1,8.9
E00079965,96.8,3.2
E00079966,96.7,3.3
E00079967,90.7,9.3
E00079968,89,11
E00079969,90.1,9.9
E00079970,91.5,8.5
E00079971,95,5
E00079972,87.6,12.4
E00079973,89.3,10.7
E00079974,92.3,7.7
E00079975,92.2,7.8
E00079976,93.9,6.1
E00079977,87.6,12.4
E00079978,92.1,7.9
E00079979,92.4,7.6
E00079980,91,9
E00079981,91.6,8.4
E00079982,82.3,17.7
E00079983,87.1,12.9
E00079984,91,9
E00079985,89.2,10.8
E00079986,92.2,7.8
E00079987,89.3,10.7
E00079988,92.2,7.8
E00079989,89.4,10.6
E00079990,92.9,7.1
E00079991,92.6,7.4
E00079992,89.3,10.7
E00079993,89.3,10.7
E00079994,92.1,7.9
E00079995,92.2,7.8
E00079996,95.8,4.2
E00079997,91.7,8.3
E00079998,93,7
E00079999,93.8,6.2
E00080000,92.4,7.6
E00080001,88.3,11.7
E00080002,82.9,17.1
E00080003,85.5,14.5
E00080004,92.9,7.1
E00080005,87.9,12.1
E00080006,91.1,8.9
E00080007,90.7,9.3
E00080008,85.9,14.1
E00080009,91.5,8.5
E00080010,94.3,5.7
E00080011,91,9
E00080012,91.6,8.4
E00080013,69.4,30.6
E00080014,89,11
E00080015,76.3,23.7
E00080016,83.6,16.4
E00080017,88.3,11.7
E00080018,91.6,8.4
E00080019,76.8,23.2
E00080020,89.2,10.8
E00080021,91.4,8.6
E00080022,76.4,23.6
E00080023,81.6,18.4
E00080024,88.9,11.1
E00080025,75.2,24.8
E00080026,88.9,11.1
E00080027,78.7,21.3
E00080028,85.4,14.6
E00080029,92.1,7.9
E00080030,94.1,5.9
E00080031,92.7,7.3
E00080032,78.9,21.1
E00080033,93.8,6.2
E00080034,98.1,1.9
E00080035,95.5,4.5
E00080036,93.2,6.8
E00080037,95.3,4.7
E00080038,94.7,5.3
E00080039,96.5,3.5
E00080040,92.9,7.1
E00080041,94.5,5.5
E00080042,92.7,7.3
E00080043,95.6,4.4
E00080044,96.4,3.6
E00080045,92.4,7.6
E00080046,95.3,4.7
E00080047,94.2,5.8
E00080048,93.8,6.2
E00080049,93,7
E00080050,95.6,4.4
E00080051,97.7,2.3
E00080052,94.9,5.1
E00080053,87.3,12.7
E00080054,94,6
E00080055,94.8,5.2
E00080056,91,9
E00080057,95.3,4.7
E00080058,91.2,8.8
E00080059,94,6
E00080060,97.7,2.3
E00080061,91.4,8.6
E00080062,95.7,4.3
E00080063,94.6,5.4
E00080064,94.4,5.6
E00080099,94.1,5.9
E00080100,91.7,8.3
E00080101,93.7,6.3
E00080102,94.3,5.7
E00080103,95.2,4.8
E00080104,96,4
E00080105,90.8,9.2
E00080106,93.6,6.4
E00080107,91.2,8.8
E00080108,90.5,9.5
E00080109,92.5,7.5
E00080110,94,6
E00080111,91.5,8.5
E00080112,93,7
E00080113,92.5,7.5
E00080114,97.3,2.7
E00080115,96.5,3.5
E00080116,95.3,4.7
E00080117,89.8,10.2
E00080118,92.5,7.5
E00080119,88.4,11.6
E00080120,86.6,13.4
E00080121,93.5,6.5
E00080122,89.3,10.7
E00080123,92.3,7.7
E00080124,87.2,12.8
E00080125,85.4,14.6
E00080126,88.7,11.3
E00080127,89.3,10.7
E00080128,89.5,10.5
E00080129,94.9,5.1
E00080130,91.6,8.4
E00080131,92.8,7.2
E00080132,87.5,12.5
E00080133,93.6,6.4
