geography_code,health_in_general_4a-001,health_in_general_4a-002,health_in_general_4a-003
E00080065,82.3,11.7,6
E00080066,60.6,24.5,14.8
E00080067,68.6,19.7,11.7
E00080068,84.2,12.1,3.7
E00080069,77.1,15.5,7.3
E00080070,86,10.1,3.9
E00080071,78.6,16.6,4.9
E00080072,76,17,7
E00080073,83.3,10.9,5.8
E00080074,46.7,28.3,25
E00080075,77.1,14.5,8.4
E00080076,81.1,11.8,7.1
E00080077,80.1,12.5,7.3
E00080078,77.4,15.6,6.9
E00080079,81,14.9,4.1
E00080080,76.4,15.8,7.8
E00080081,73.2,19.2,7.6
E00080082,87.1,8.7,4.2
E00080084,73,15.8,11.2
E00080085,73.3,18.1,8.6
E00080086,75.2,13.7,11.2
E00080087,71.7,15.8,12.5
E00080088,69.9,18,12.1
E00080091,83.7,11.3,5
E00080092,84.5,11.3,4.2
E00080093,86.9,6.2,6.9
E00080094,71.6,19.9,8.4
E00080095,82.4,13,4.6
E00080096,55.1,19.1,25.8
E00080097,81.1,15.3,3.7
E00080135,83.7,10.2,6.1
E00080138,83.6,11.8,4.5
E00080139,73.4,17.7,8.9
E00080143,70.6,17.7,11.7
E00080144,79.2,13.8,6.9
E00080145,83.8,12.2,4
E00080147,81,15.6,3.5
E00080151,75.9,18.1,6
E00080158,78.7,14.3,7
E00080160,82.4,11.6,6
E00080164,85.9,10,4.1
E00080168,81,12.7,6.3
E00080170,68.4,21.9,9.7
E00080171,85.4,10.2,4.4
E00080178,81.7,13.7,4.6
E00080202,84.3,11.5,4.1
E00080203,82.8,12.1,5.1
E00080204,82.1,13.4,4.6
E00080206,71,18.3,10.8
E00080217,86.2,9.7,4.2
E00080239,79.3,14.2,6.5
E00080240,82.6,12.2,5.3
E00080241,83.2,12.9,3.9
E00080242,80.6,13.3,6
E00080243,82.3,13.1,4.7
E00080244,81.5,11.7,6.7
E00080245,82.6,12.4,5
E00080246,79.2,15.7,5.1
E00080247,85.6,10.2,4.2
E00080248,85.2,9.8,4.9
E00080249,83.8,10.3,5.9
E00080250,84.8,10.6,4.6
E00080251,82.1,13.5,4.4
E00080252,84.5,11,4.5
E00080253,79.5,10.5,9.9
E00080254,84.8,10,5.2
E00080255,85.6,8.9,5.5
E00080256,83.9,14.1,2
E00080257,78.2,16.4,5.5
E00080258,74.3,18.3,7.4
E00080259,84.4,11.1,4.5
E00080260,77.5,14.2,8.3
E00080261,76.8,17.1,6
E00080262,77.4,16.8,5.8
E00080263,59.3,29.1,11.6
E00080264,72.6,18,9.4
E00080265,78.9,15.4,5.6
E00080266,84.2,13.3,2.4
E00080267,80.8,15.5,3.8
E00080268,83.4,11.3,5.3
E00080269,71.1,15.9,13
E00080270,78.8,17.7,3.5
E00080271,72.1,17.1,10.8
E00080272,81.8,13,5.3
E00080273,77.3,15.1,7.7
E00080274,81.6,10.6,7.8
E00080275,76.6,21.1,2.4
E00080276,72.2,19,8.7
E00080277,78.5,15.1,6.4
E00080278,69.8,16.8,13.3
E00080279,75.9,17.3,6.9
E00080282,83,15.6,1.4
E00080283,87.9,7.9,4.2
E00080284,84.7,11.1,4.2
E00080285,65.3,20.1,14.6
E00080286,73,20.5,6.6
E00080287,77.2,16.8,6
E00080288,76.2,18.3,5.5
E00080289,82.8,13.5,3.7
E00080290,72.6,20.4,7
E00080291,79.5,16.3,4.2
E00080292,76.6,12.8,10.6
E00080293,78.8,14.3,6.8
E00080295,82.9,12.7,4.3
E00080296,87,8.5,4.4
E00080297,84.4,11.1,4.4
E00080298,74.2,16.8,9
E00080299,76.7,15.4,7.9
E00080300,70.4,19.5,10.1
E00080301,76,14.7,9.3
E00080302,80.1,12.1,7.8
E00080303,80.4,14.4,5.3
E00080304,82.4,13.5,4.1
E00080305,77,15.6,7.4
E00080306,67.9,20.8,11.3
E00080307,71.6,19.8,8.6
E00080308,87.7,8.1,4.2
E00080310,74.2,15.2,10.6
E00080311,79.5,14.2,6.3
E00080312,76.1,15.6,8.2
E00080313,73.3,16.3,10.4
E00080314,89.8,6.7,3.5
E00080315,84.8,11.5,3.6
E00080316,77.7,14.8,7.5
E00080317,72.8,16.4,10.8
E00080318,72.9,16.2,11
E00080319,70.3,19.3,10.4
E00080320,73.2,16.6,10.3
E00080321,76.8,15.6,7.6
E00080322,72.8,14.9,12.3
E00080323,82.5,14.3,3.1
E00080324,65.5,21,13.5
E00080325,75.6,16.3,8.1
E00080326,80.6,14.6,4.8
E00080327,77.8,14.2,7.9
E00080328,77.8,17.5,4.6
E00080329,85.2,13,1.8
E00080330,86.3,11.5,2.2
