geography_code,hh_family_composition_4a-001,hh_family_composition_4a-002,hh_family_composition_4a-003
E00080065,6.9,27.8,65.3
E00080066,0.6,59.2,40.1
E00080067,9.2,45.8,45
E00080068,4.3,30.2,65.5
E00080069,9.3,23.6,67.1
E00080070,5.8,34.7,59.5
E00080071,6.5,49,44.5
E00080072,8.5,34.1,57.4
E00080073,6.9,44.8,48.3
E00080074,2.9,81.6,15.5
E00080075,7.8,41.1,51.1
E00080076,8.2,31.8,60
E00080077,10.4,38.3,51.4
E00080078,7.4,34.4,58.2
E00080079,2.6,38.4,58.9
E00080080,7.5,52.2,40.4
E00080081,6.4,54.4,39.2
E00080082,10,28.9,61.2
E00080084,12.9,32,55.1
E00080085,10.3,61.2,28.4
E00080086,5.5,38.4,56.2
E00080087,4.8,40.8,54.4
E00080088,2.4,41.7,55.9
E00080091,7.5,34.2,58.3
E00080092,5.6,29.4,65
E00080093,7.6,30.5,61.8
E00080094,6.1,48.1,45.8
E00080095,10.4,34,55.7
E00080096,4,73.4,22.6
E00080097,10.8,23.1,66.2
E00080135,8.9,31.1,60
E00080138,8.2,38.6,53.3
E00080139,3.3,55.3,41.5
E00080143,9.3,55.1,35.6
E00080144,14.2,45.5,40.3
E00080145,8.5,51.8,39.7
E00080147,3.8,50.6,45.5
E00080151,2,61.7,36.2
E00080158,6.9,48.9,44.2
E00080160,5.6,47.2,47.2
E00080164,9.8,38.6,51.6
E00080168,7.7,39.3,53
E00080170,1.9,68.5,29.6
E00080171,15.2,29.3,55.5
E00080178,1.2,53.9,44.8
E00080202,8.3,22.6,69.2
E00080203,3.5,31.3,65.2
E00080204,6.6,22.6,70.8
E00080206,3.7,45.5,50.7
E00080217,5.7,25,69.3
E00080239,2.2,34.1,63.8
E00080240,5.2,34.1,60.7
E00080241,4.8,31.7,63.5
E00080242,6.4,25.6,68
E00080243,3.5,28,68.5
E00080244,4.2,26.9,68.9
E00080245,7.6,25.2,67.2
E00080246,9.8,26.8,63.4
E00080247,10.2,27.1,62.7
E00080248,5.7,26.4,67.9
E00080249,4.3,34.2,61.5
E00080250,6.1,20,73.9
E00080251,0.8,27.6,71.7
E00080252,7.1,23,69.8
E00080253,5.3,30.7,64
E00080254,7.8,28.9,63.3
E00080255,11,28.3,60.6
E00080256,4.9,30.8,64.3
E00080257,0.9,38.5,60.6
E00080258,3.9,24.2,71.9
E00080259,5.6,24.8,69.6
E00080260,6.9,30.8,62.3
E00080261,3.7,33.1,63.2
E00080262,7.6,25.5,66.9
E00080263,0.8,56.9,42.3
E00080264,9.6,18.5,71.9
E00080265,6.3,14.2,79.5
E00080266,7.8,26.6,65.6
E00080267,4.8,28.2,66.9
E00080268,6.5,32.7,60.8
E00080269,1.7,41.7,56.7
E00080270,4.7,24.2,71.1
E00080271,1.9,39.8,58.3
E00080272,7.8,30.4,61.7
E00080273,5.9,18.5,75.6
E00080274,9,29.5,61.5
E00080275,0.9,43.8,55.4
E00080276,1.5,47,51.5
E00080277,8.2,16.3,75.5
E00080278,4.9,29.4,65.7
E00080279,2.5,20.1,77.4
E00080282,4.1,27,68.9
E00080283,3.9,34,62.1
E00080284,3.6,29.5,67
E00080285,3.5,43.7,52.8
E00080286,0.8,56.2,43.1
E00080287,8.3,24.2,67.5
E00080288,10.2,25,64.8
E00080289,5,17.4,77.7
E00080290,5,40,55
E00080291,0.9,24.5,74.5
E00080292,6.2,39.3,54.5
E00080293,6.8,31.6,61.7
E00080295,6.9,16.8,76.3
E00080296,6.9,25,68.1
E00080297,7.3,19.3,73.4
E00080298,5.2,38.3,56.5
E00080299,1.2,50.9,47.9
E00080300,8.6,39.5,51.9
E00080301,5,21,73.9
E00080302,4.1,24,71.9
E00080303,2.1,46.2,51.7
E00080304,9.5,27,63.5
E00080305,1.6,29.2,69.3
E00080306,3.6,58,38.5
E00080307,1.8,46,52.2
E00080308,7.6,15.2,77.3
E00080310,3.4,48.3,48.3
E00080311,7.3,20.3,72.4
E00080312,6.8,31.8,61.5
E00080313,3.2,24.2,72.6
E00080314,6.8,21.2,72
E00080315,8.6,28.1,63.3
E00080316,4,23.8,72.2
E00080317,8.7,24.6,66.7
E00080318,4.7,22.4,72.9
E00080319,2.5,49.2,48.3
E00080320,6.9,25.9,67.2
E00080321,5.9,23.7,70.3
E00080322,7.9,28.7,63.4
E00080323,7.3,22.7,70
E00080324,7,32.5,60.5
E00080325,4,31.5,64.5
E00080326,4.6,23.1,72.3
E00080327,9,30.8,60.2
E00080328,4.1,33.3,62.6
E00080329,2.5,20.8,76.7
E00080330,2.6,19.3,78.1
E00080331,4.8,15.2,80
E00080332,6.7,29.5,63.8
E00080333,1.8,25,73.2
E00080334,0.9,26.7,72.4
E00080335,5.4,24.3,70.3
E00080336,6.8,17.9,75.2
E00080337,1.8,15.6,82.6
E00080338,2.9,24.3,72.9
E00080339,5.5,38.1,56.4
E00080340,3.5,19.5,77
E00080341,4.2,35.3,60.5
E00080342,4.1,43.2,52.7
E00080343,7.4,31.4,61.2
E00080344,9.6,29.6,60.7
E00080345,5.8,20.1,74.1
E00080346,4.6,54.2,41.2
E00080347,0,30.8,69.2
E00080348,4,31,65.1
E00080349,1.6,34.4,63.9
E00080350,4.8,39.7,55.6
E00080351,5.9,24.4,69.7
E00080352,9.7,36.6,53.7
E00080353,7.7,16.1,76.2
E00080354,8,23,69
E00080355,4.6,23.1,72.2
E00080356,7.6,19.5,72.9
E00080357,6.8,35.9,57.3
E00080358,4.3,63.8,31.9
E00080359,3.8,22.8,73.4
E00080360,3.3,25.2,71.5
E00080361,4.5,19.1,76.4
E00080362,3.2,30.2,66.7
E00080363,3.3,16.4,80.3
E00080364,4.1,13.1,82.8
E00080365,7.1,22.9,70
E00080366,3.9,23.4,72.7
E00080367,3,37.3,59.7
E00080368,2.9,26.3,70.8
E00080369,3.8,31.1,65.2
E00080370,4.8,16.1,79
E00080371,5.4,29.5,65.2
E00080372,3.4,65.8,30.9
E00080373,11.4,34.3,54.3
E00080375,5.6,35.4,59
E00080376,5.8,44.2,50
E00080377,5.5,35.9,58.6
E00080378,8.1,37.9,54
E00080379,2.2,37.1,60.7
E00080380,1.9,77.1,21
E00080383,1.5,34.3,64.2
E00080385,6.3,33,60.7
E00080386,5.7,34.2,60.1
E00080387,3.7,27.6,68.7
E00080388,3.8,47.2,49.1
E00080390,4.3,40.5,55.2
E00080391,11.2,26.2,62.6
E00080392,5,41.7,53.3
E00080393,7.6,27.2,65.2
E00080394,5.9,43.5,50.6
E00080395,5.7,44.8,49.5
E00080396,7.2,39.5,53.3
E00080398,4,41.1,54.8
E00080399,7.7,37.8,54.5
E00080402,3.8,34.8,61.4
E00080473,2.4,28.8,68.8
E00080474,3.8,40.6,55.6
E00080475,7,18.4,74.6
E00080476,2.4,24.4,73.2
E00080477,5.8,14.5,79.7
E00080478,3.8,28.2,67.9
E00080479,5,20.7,74.4
E00080480,3.1,22.5,74.4
E00080481,5.8,30.4,63.8
E00080482,0.9,15.2,83.9
E00080483,0.9,34,65.1
E00080484,5.7,17.2,77
E00080485,6,25.4,68.7
E00080486,7.2,16,76.8
E00080487,5.2,30.2,64.7
E00080488,7,17.2,75.8
E00080489,7.5,19.6,72.9
E00080490,4.4,28.9,66.7
E00080491,14.5,20.5,65
E00080492,5.1,22.6,72.3
E00080493,8,25.4,66.7
E00080494,5.6,26.9,67.5
E00080495,6.8,22.9,70.3
E00080496,7.8,21.1,71.1
E00080497,1.6,22,76.4
E00080498,7.1,40.5,52.4
E00080499,5.8,18.7,75.5
E00080500,6.5,36.6,56.9
E00080501,11,20.3,68.6
