areacd,hh_family_composition_4a-001,hh_family_composition_4a-002,hh_family_composition_4a-003
E00073747,10.5,25.6,63.9
E00073749,3.1,25,71.9
E00075091,1.4,32.7,66
E00075547,5.3,15.8,78.9
E00075548,5.7,37.6,56.7
E00075549,5.5,20.5,74
E00075551,6.3,28,65.7
E00075552,7.4,24.8,67.8
E00075553,4.7,33.3,62
E00075554,4.9,43.1,52.1
E00075555,6,24.6,69.4
E00075556,11,27.2,61.8
E00075557,5.2,19.8,75
E00113236,8,2,90
W00008044,5.3,29.3,65.4
W00008045,3.5,25.2,71.3
W00008047,6.6,19.1,74.3
W00008049,3.8,25.2,71.1
W00008050,4.6,52.3,43.1
W00008051,1.5,23.7,74.8
W00008052,5.6,15.7,78.7
W00008053,5.2,30.6,64.2
W00008055,0.8,16.9,82.2
W00008056,5.2,36.1,58.8
W00008085,4.6,26.9,68.5
W00008086,4.2,24.4,71.4
W00008087,2.4,30.9,66.7
W00008088,3.1,23.7,73.3
W00008089,2.6,25.9,71.6
W00008113,2.5,21.2,76.3
W00008114,6.7,21.2,72.1
W00008115,7.7,23.9,68.4
W00008213,6,25.6,68.4
W00008214,7.2,26.7,66.1
W00008215,3.1,20,76.9
W00008216,2.5,32.3,65.2
W00008217,0,42.9,57.1
W00008219,8.6,33.3,58.1
W00008236,4.4,28.1,67.5
W00008237,3.2,6.5,90.3
W00008238,3.5,23.6,72.9
W00008239,5.7,21.8,72.4
W00008240,2.9,36,61.2
W00008267,3.8,28.8,67.4
W00008268,3.3,32.8,63.9
W00008269,5.3,37.9,56.8
W00008270,4.5,28.4,67.2
W00008271,3.7,32.1,64.2
W00008272,4,24.6,71.4
W00008273,4.7,43.8,51.6
W00008274,4.9,46.2,49
W00008275,3.5,22.6,73.9
W00008276,4.6,26,69.5
W00008277,3.8,28.8,67.4
W00008284,3.7,20.4,75.9
W00008286,1.4,26.2,72.4
W00008315,5.2,29.1,65.7
W00008316,6,37.9,56
W00008317,3,39.1,57.9
W00008318,0.8,22.4,76.8
W00008319,6.7,24.4,68.9
W00010319,7.1,19,73.8
W00010320,0.8,17.2,82
W00010324,2.3,17.3,80.4
W00010327,3.9,35.3,60.8
W00010335,1,44.3,54.6
W00010340,3.3,22.1,74.6
W00010352,6.5,22.8,70.7
