areacd,hours_per_week_worked_3a-001,hours_per_week_worked_3a-002
E00073747,27.5,72.5
E00073749,29.8,70.2
E00075091,31.6,68.4
E00075547,30.6,69.4
E00075548,22.9,77.1
E00075549,21.6,78.4
E00075551,28.2,71.8
E00075552,23.8,76.2
E00075553,35.8,64.2
E00075554,26.9,73.1
E00075555,32,68
E00075556,27.7,72.3
E00075557,29.8,70.2
E00113236,26.4,73.6
W00008044,27.8,72.2
W00008045,24.9,75.1
W00008047,32.2,67.8
W00008049,34.1,65.9
W00008050,25.5,74.5
W00008051,24.5,75.5
W00008052,40,60
W00008053,25.4,74.6
W00008055,31.7,68.3
W00008056,36.8,63.2
W00008085,28,72
W00008086,32.2,67.8
W00008087,29.1,70.9
W00008088,50.5,49.5
W00008089,32.6,67.4
W00008113,34.3,65.7
W00008114,28,72
W00008115,24,76
W00008213,36.5,63.5
W00008214,27.2,72.8
W00008215,24.8,75.2
W00008216,25.4,74.6
W00008217,39.2,60.8
W00008219,25.5,74.5
W00008236,35.2,64.8
W00008237,19.6,80.4
W00008238,32.2,67.8
W00008239,24.3,75.7
W00008240,22.4,77.6
W00008267,34.3,65.7
W00008268,28.2,71.8
W00008269,32.1,67.9
W00008270,29.7,70.3
W00008271,32.3,67.7
W00008272,26.6,73.4
W00008273,34.7,65.3
W00008274,24.6,75.4
W00008275,27.7,72.3
W00008276,31,69
W00008277,29.3,70.7
W00008284,32.1,67.9
W00008286,27.2,72.8
W00008315,35.4,64.6
W00008316,27.8,72.2
W00008317,31.9,68.1
W00008318,23,77
W00008319,23,77
W00010319,29.5,70.5
W00010320,15.6,84.4
W00010324,23.7,76.3
W00010327,34,66
W00010335,41.6,58.4
W00010340,24.2,75.8
W00010352,30.3,69.7
