areacd,hh_tenure_5a-000,hh_tenure_5a-001,hh_tenure_5a-002,hh_tenure_5a-003
E00054534,48.5,37.3,1.5,12.7
E00056843,33.6,41.4,4.3,20.7
E00056845,23.5,27.7,28.6,20.2
E00056846,10,11.4,14.2,64.5
E00056847,16.3,16.3,27.2,40.2
E00056848,14.5,12.9,62.1,10.5
E00056878,39.2,40,0,20.8
E00056879,15.8,17.5,7.5,59.2
E00056880,24.6,28.1,8.8,38.6
E00056881,0.9,3.4,92.3,3.4
E00056882,8.5,18.6,3.2,69.6
E00056883,1.4,0.5,98.1,0
E00056884,21.9,31.5,7.5,39
E00056885,12.3,19.2,30,38.5
E00056886,2.8,2.8,83.5,11
E00056887,35.4,52.2,0,12.4
E00056888,3.9,0,94.2,1.9
E00056889,10.1,14.5,7.5,67.9
E00056890,26.8,27.5,4.3,41.3
E00056891,21.5,11.8,48.4,18.3
E00056893,16.2,16.2,5.4,62.3
E00056894,10.6,15.7,16.7,57.1
E00056895,11.3,10,37.5,41.3
E00056898,27.6,23.9,5.2,43.3
E00056899,13.8,16.8,9.6,59.9
E00056900,7.6,5.5,41.4,45.5
E00056901,4.4,3.1,73,19.5
E00056902,7.1,5.8,49.7,37.4
E00056903,17.2,12.8,8.9,61.1
E00056992,4.4,18.2,65.7,11.7
E00057000,11.4,18.1,54.3,16.2
E00057030,6.9,2.5,81.1,9.4
E00057033,0,3.4,93.8,2.8
E00057042,14.4,20.3,49.2,16.1
E00057045,25,28.3,27.5,19.2
E00057315,22.1,25.4,28.7,23.8
E00057316,26,35.1,5.3,33.6
E00058043,29.9,32.3,17.7,20.1
E00058044,51.1,37.4,1.4,10.1
E00058045,21.1,22,23.6,33.3
E00058048,35.8,39.9,2.7,21.6
E00058049,28.2,33.3,29.9,8.5
E00058050,13.5,25.5,55.3,5.7
E00058051,47.6,41.3,0,11.1
E00058052,65.1,23.9,0.9,10.1
E00058053,36.8,40.8,18.4,4
E00058054,61.9,25.7,0,12.4
E00058055,42.9,30.5,11,15.6
E00058057,30.7,47.9,4.2,17.2
E00058058,48,45.1,1,5.9
E00058059,38.5,44.1,3.6,13.8
E00058060,48.5,36.9,2.3,12.3
E00058061,67.6,25.2,0.7,6.5
E00058062,33.6,56.6,0.7,9.1
E00058063,41.1,33.9,2.4,22.6
E00058064,58.7,32.5,0.8,7.9
E00058065,21,22.2,55.6,1.2
E00058066,18.8,28.9,35.2,17.2
E00058067,21.4,35.7,25,17.9
E00058068,67.6,25.9,1.4,5
E00058069,55.7,37.7,0,6.6
E00058070,52.3,34.8,0.8,12.1
E00058071,26.5,35.9,15.4,22.2
E00058072,30.5,30.5,1.3,37.7
E00058073,35.4,41.2,0.4,23
E00058074,46.2,46.2,0,7.6
E00058075,12.9,24.2,53.8,9.1
E00058076,43.6,49.6,0.9,6
E00058077,57.5,36.7,0,5.8
E00058078,26.4,56.4,0,17.2
E00058079,30.8,61.5,1,6.7
E00058080,59.4,24.6,10.1,5.8
E00058081,23.5,41.7,18.9,15.9
E00058082,27.7,50.5,2.7,19
E00058094,29.9,35.4,1.4,33.3
E00058095,36.3,48.1,0.7,14.8
E00058096,26.5,39.7,6.6,27.2
E00058097,18.5,25.4,43.8,12.3
E00058098,31.3,38.8,4.4,25.6
E00058099,36.5,51.3,0,12.2
E00058100,26.6,37.5,2.3,33.6
E00058101,44.6,50,0,5.4
E00058102,54.2,38.2,1.5,6.1
E00058103,54.9,37.6,1.5,6
E00058104,45.4,36.2,0,18.4
E00058105,46,46,2.4,5.6
E00058106,33.1,49.2,0.8,16.9
E00058107,30.6,58.6,0,10.8
E00058108,21.2,32.2,30.5,16.1
E00058109,30.6,45.4,13,11.1
E00058110,50,32.8,13.4,3.7
E00058111,27.2,24.1,0.4,48.2
E00058112,46.5,36.6,0.7,16.2
E00058113,46.3,26.5,0,27.2
E00058114,17.4,44.6,2.5,35.5
E00058115,31.6,59.5,3.4,5.5
E00058116,11.6,18.8,58.9,10.7
E00058117,79.5,16.5,0,3.9
E00058118,16.8,26.1,42.9,14.3
E00058119,17.1,28.6,44.8,9.5
E00058120,26.5,39.3,13.7,20.5
E00058122,75,14.1,1.6,9.4
E00058123,26.8,29.3,14.6,29.3
E00058124,1.9,9.6,83.7,4.8
E00058125,44.9,33.1,0.8,21.3
E00058436,38.9,44.2,1.8,15
E00058437,30.8,44.9,0,24.3
E00058439,20.7,50.5,13.5,15.3
E00058465,38.3,50.8,0,10.9
E00058466,8.4,48.6,35.5,7.5
E00058467,26.4,48.1,2.8,22.6
E00058468,45.7,39.1,2.6,12.6
E00058469,32.3,32.9,8.2,26.6
E00058470,37.1,38.9,1.2,22.8
E00058474,18.5,25.3,48.6,7.5
E00058475,31,25.9,9.2,33.9
E00058477,33.6,40.9,3.4,22.1
E00058478,31.8,43.8,3.1,21.4
E00058482,40.8,33.6,0,25.7
E00058485,21.6,18.7,33.8,25.9
E00058488,40.3,46,0,13.7
E00058489,14.2,35.8,27.6,22.4
E00058490,28,26.1,32.3,13.7
E00058492,34.7,30,7.4,27.9
E00058493,36.1,25.9,7.5,30.6
E00058495,28.7,29.3,30.5,11.6
E00058496,33.6,50.7,2.2,13.4
E00058501,18.2,53.8,8.4,19.6
E00058503,38.3,43,2.3,16.4
E00058504,29.2,55.5,0,15.3
E00058505,21.9,33.6,33.6,10.9
E00058506,27.2,30.4,34.4,8
E00058507,44.4,30.4,8.1,17
E00058508,25.7,22.1,11.5,40.7
E00058515,61.8,35.5,0,2.7
E00058516,25,28.3,35.9,10.9
E00058518,12.3,35,3.7,49.1
E00058519,8.4,12.1,70.1,9.3
E00058520,18.1,33.1,27.6,21.3
E00058521,34.6,35.3,10.5,19.5
E00058522,13.4,22.7,49.6,14.3
E00058523,26.8,45.5,15.2,12.5
E00058526,50,38.4,0.7,11
E00058527,45.3,50.4,0.7,3.6
E00058529,30.6,26.9,11.2,31.3
E00058530,3.6,4.3,84.2,7.9
E00058533,26.4,40.5,9.1,24
E00058534,7.7,6.5,50.9,34.9
E00058535,38.4,30.4,17.4,13.8
E00058536,55.6,32.5,6.8,5.1
E00058538,21.3,32.5,35,11.3
E00059106,47.3,42.5,1.4,8.9
E00059107,53.1,27.9,9.5,9.5
E00059108,43.7,40.8,1.4,14.1
E00059109,15,13.6,59.3,12.1
E00059110,10.6,22.5,17.6,49.3
E00059111,43.4,46.2,2.1,8.3
E00059112,11.7,20.7,61.4,6.2
E00059113,24,20,50,6
E00059114,48.9,38.9,1.1,11.1
E00059115,47.3,45.5,1.8,5.4
E00059116,43,43,0,14
E00059117,14.2,16.7,57.5,11.7
E00059118,17.7,20,54.6,7.7
E00059119,27.2,20.8,35.2,16.8
E00059120,37.6,45.9,0,16.5
E00059121,54.6,36.9,0.8,7.7
E00059122,24.8,25.5,18.4,31.2
E00059123,24.4,43.7,5.9,25.9
E00059124,31.1,43.7,7.9,17.4
E00059125,27.6,45.7,3,23.6
E00059126,52.8,38.7,1.9,6.6
E00059127,7.5,3.8,85.7,3
E00059128,19.7,27.9,23.1,29.3
E00059129,10.1,25.9,42.4,21.5
E00059130,36.6,48.8,0.6,14
E00059131,19.5,26,43.9,10.6
E00059132,44.6,46.5,1,7.9
E00059133,39.2,50.5,4.1,6.2
E00059134,39.1,25,16.4,19.5
E00059135,8.7,7,75.7,8.7
E00059136,43.8,46.9,0,9.4
E00059137,11.8,16,56.3,16
E00059138,15,31.7,40.8,12.5
E00059139,14.2,20.8,51.9,13.2
E00059140,25.7,30.7,31.7,11.9
E00059141,22.2,35.9,24.8,17.1
E00059142,21.9,33.3,35.2,9.5
E00059143,38.3,39.2,8.3,14.2
E00059144,49.6,39.4,2.4,8.7
E00059146,49.1,40.2,1.8,8.9
E00059147,17.5,11.9,61.9,8.7
E00059148,40,46.1,4.3,9.6
E00059149,19,29.9,40.1,10.9
E00059150,38.6,26,7.9,27.6
E00059151,32.2,30.3,11.2,26.3
E00059152,37.9,42.1,2.9,17.1
E00059153,47.8,44.3,1.7,6.1
E00059154,46.1,43.1,1,9.8
E00059155,22,10.6,38.2,29.3
E00059156,25,21.9,14.8,38.3
E00059157,55.7,31.1,1.6,11.5
E00059158,14.3,28.6,29.4,27.7
E00059159,22,18.1,34.6,25.2
E00059160,39.1,47,0,13.9
E00059161,8.9,66.3,14.8,10.1
E00059163,26.2,64.5,0,9.3
E00059164,31,54,3.4,11.5
E00059165,44.8,35.2,11.2,8.8
E00059166,30.1,38.9,21.2,9.7
E00059167,18.4,38.4,24.8,18.4
E00059168,57.1,30.1,0.8,12
