areacd,residence_length_6b-001,residence_length_6b-002,residence_length_6b-003,residence_length_6b-004,residence_length_6b-005
E00054534,97.2,1.2,0.9,0.3,0.3
E00056843,85.8,9.5,2.4,0.6,1.8
E00056845,90.3,4.4,3.8,1.6,0
E00056846,62.7,16.5,7.9,8.1,4.7
E00056847,80.1,8,5.4,3.7,2.8
E00056848,80,15.1,2,1.6,1.3
E00056878,80.5,11.9,2.5,3.5,1.6
E00056879,74.3,5.3,13.1,4.9,2.4
E00056880,78.4,9.5,5.2,2.6,4.3
E00056881,83.9,12.1,2.7,0.9,0.4
E00056882,75.1,7,10.4,3.9,3.6
E00056883,71.3,12.8,6.4,7.9,1.5
E00056884,74.7,9.9,5.4,4.2,5.8
E00056885,66.1,12.7,9,8.4,3.7
E00056886,63,20.8,9.2,6.4,0.6
E00056887,89.6,7.3,1,1,1
E00056888,80.3,12,3.3,2.2,2.2
E00056889,58.5,13.6,12,8.4,7.5
E00056890,88.2,8,2.4,1,0.3
E00056891,79.1,15.3,3.6,0,2
E00056893,69.3,8.7,11.4,4.5,6.1
E00056894,62.2,19.6,7,8.2,3
E00056895,77.3,9.4,4.7,3.5,5.1
E00056898,48.5,14.2,9.2,23.1,5
E00056899,60.5,16.6,6.3,10.3,6.3
E00056900,61,18.6,7.2,5.1,8.1
E00056901,60.2,16.5,10.4,8,4.8
E00056902,57.6,13.2,3.4,11,14.9
E00056903,60.2,13.1,6.4,12.9,7.4
E00056992,77.4,13,3.5,4.5,1.6
E00057000,74.1,11.4,8.7,3,2.7
E00057030,53.2,23.2,18.7,3.2,1.8
E00057033,64.9,22.7,8,2.7,1.8
E00057042,75.4,13.5,6.4,2.3,2.3
E00057045,81.6,10.4,4.5,1.4,2.1
E00057315,73.2,5.7,7.2,6.7,7.2
E00057316,86.2,2.9,3.8,5.9,1.3
E00058043,93.8,4,1.2,0.9,0
E00058044,99,0.3,0,0,0.7
E00058045,94.8,2.6,2.1,0.4,0
E00058048,91.7,7,1,0,0.3
E00058049,97.3,1.6,0.8,0,0.4
E00058050,93.9,4.2,0,1.5,0.3
E00058051,97.4,1.5,0,1.1,0
E00058052,98.6,1.4,0,0,0
E00058053,94.8,4.2,1,0,0
E00058054,94.2,1.9,2.7,1.2,0
E00058055,97.6,2.1,0.3,0,0
E00058057,94.8,3.8,1.2,0,0.2
E00058058,98.9,1.1,0,0,0
E00058059,96.4,2.1,0.6,0.6,0.2
E00058060,96.1,2.3,0.3,0,1.3
E00058061,95.7,3.9,0.4,0,0
E00058062,98,2,0,0,0
E00058063,93.2,5.3,0.4,0.4,0.8
E00058064,97.8,1.4,0.7,0,0
E00058065,98,1.4,0.7,0,0
E00058066,94.7,3.7,1,0.7,0
E00058067,95.5,3.5,0.6,0.3,0
E00058068,98.6,1.1,0,0.4,0
E00058069,95.7,4.3,0,0,0
E00058070,97.5,2.5,0,0,0
E00058071,93.9,2.9,0.4,2.2,0.7
E00058072,93.5,2.8,2.2,0.3,1.2
E00058073,96.8,2.8,0.4,0,0
E00058074,98.2,1.4,0.4,0,0
E00058075,96.1,2.8,0.6,0.6,0
E00058076,95.1,4.6,0.3,0,0
E00058077,98.3,1,0.3,0.3,0
E00058078,94.8,3,1.7,0.5,0
E00058079,89.8,7.6,1.6,0.6,0.3
E00058080,93.4,4.4,2.2,0,0
E00058081,93,3.5,3.5,0,0
E00058082,91.7,5.5,0.9,0.2,1.6
E00058094,91.3,5.3,2.3,0.7,0.3
E00058095,94.4,3,0.7,1.3,0.7
E00058096,91,5.3,1.2,1.9,0.6
E00058097,94.2,2.5,2.5,0.4,0.4
E00058098,89.6,3.5,2.8,1.6,2.5
E00058099,92.8,4.7,0.9,0,1.6
E00058100,94.6,2.5,1.4,0.4,1.1
E00058101,89.2,6.9,2.8,1.1,0
E00058102,92,4.3,1.2,1.2,1.2
E00058103,96.3,3,0.7,0,0
E00058104,88.6,7.8,2.6,0,1
E00058105,92.1,5.4,1.9,0.3,0.3
E00058106,90.1,6.6,1.5,1.5,0.4
E00058107,88.2,10.6,0.3,0.6,0.3
E00058108,92.5,1.9,3.4,1.1,1.1
E00058109,93.2,3.2,1.6,0.8,1.2
E00058110,96.5,3.1,0,0.3,0
E00058111,85.3,6,2.9,5.3,0.5
E00058112,93.2,4.5,0.8,1.1,0.3
E00058113,93.1,2.8,1.6,2.4,0
E00058114,94.6,3.1,0.9,0,1.3
E00058115,93.9,3.4,1,0.8,0.8
E00058116,92.6,2.3,0.9,0.5,3.7
E00058117,94.1,5.9,0,0,0
E00058118,96.2,2.1,1,0.7,0
E00058119,93.1,5,0.5,0.5,0.9
E00058120,94,3,0.7,1.3,1
E00058122,98.7,1.3,0,0,0
E00058123,93.1,3.8,1.9,1.2,0
E00058124,88.2,8.2,2.9,0.6,0
E00058125,92.8,6.5,0.4,0,0.4
E00058436,91.6,5.6,1.6,0.8,0.4
E00058437,96.6,1.5,1.5,0,0.5
E00058439,90.8,3.8,2.7,0.8,1.9
E00058465,97.3,2.1,0.3,0.3,0
E00058466,94.7,4,0,0,1.2
E00058467,93.1,5.2,1.4,0,0.3
E00058468,97.7,1.1,0,0.6,0.6
E00058469,94.3,4.6,0.6,0,0.6
E00058470,92.5,4,1.9,0.8,0.8
E00058474,93.8,4.1,0.9,1.2,0
E00058475,93.5,2.4,0.9,3,0.3
E00058477,92.9,5.1,0.8,0,1.1
E00058478,93.9,4.4,1.5,0,0.2
E00058482,92.9,6.3,0,0,0.9
E00058485,96,2.7,1,0,0.3
E00058488,97.9,1.8,0,0,0.3
E00058489,95.4,3.3,0,1,0.3
E00058490,91.3,4.5,1.4,0,2.8
E00058492,91.6,4.6,1.1,1.4,1.4
