areacd,heating_type_3a-001,heating_type_3a-002
E00054534,0.7,99.3
E00056843,1.4,98.6
E00056845,8.6,91.4
E00056846,0,100
E00056847,3.8,96.2
E00056848,8.9,91.1
E00056878,0.8,99.2
E00056879,4.3,95.7
E00056880,3.5,96.5
E00056881,1.7,98.3
E00056882,2.4,97.6
E00056883,5.3,94.7
E00056884,4.8,95.2
E00056885,2.4,97.6
E00056886,0,100
E00056887,1.2,98.8
E00056888,3.8,96.2
E00056889,4.4,95.6
E00056890,1.4,98.6
E00056891,5.4,94.6
E00056893,4.1,95.9
E00056894,1.5,98.5
E00056895,3.8,96.3
E00056898,3.7,96.3
E00056899,1.8,98.2
E00056900,7.5,92.5
E00056901,1.3,98.7
E00056902,3.3,96.7
E00056903,7.4,92.6
E00056992,0,100
E00057000,0,100
E00057030,1.2,98.8
E00057033,2.1,97.9
E00057042,0,100
E00057045,4.2,95.8
E00057315,3.4,96.6
E00057316,15.4,84.6
E00058043,1.2,98.8
E00058044,1.4,98.6
E00058045,0.8,99.2
E00058048,0,100
E00058049,1.7,98.3
E00058050,3,97
E00058051,2.4,97.6
E00058052,3.7,96.3
E00058053,2.4,97.6
E00058054,1.8,98.2
E00058055,1.3,98.7
E00058057,1.1,98.9
E00058058,0,100
E00058059,0.5,99.5
E00058060,0,100
E00058061,0,100
E00058062,2.1,97.9
E00058063,0.8,99.2
E00058064,1.6,98.4
E00058065,2.5,97.5
E00058066,0.8,99.2
E00058067,0.7,99.3
E00058068,0,100
E00058069,0,100
E00058070,0.7,99.3
E00058071,0.9,99.1
E00058072,0,100
E00058073,2.7,97.3
E00058074,0,100
E00058075,0,100
E00058076,0,100
E00058077,0.9,99.1
E00058078,0.6,99.4
E00058079,0,100
E00058080,0.7,99.3
E00058081,1.5,98.5
E00058082,0.5,99.5
E00058094,2.1,97.9
E00058095,5.1,94.9
E00058096,2.9,97.1
E00058097,1.6,98.4
E00058098,1.9,98.1
E00058099,0,100
E00058100,2.3,97.7
E00058101,0,100
E00058102,0,100
E00058103,0.7,99.3
E00058104,0.7,99.3
E00058105,0,100
E00058106,0,100
E00058107,0.9,99.1
E00058108,5,95
E00058109,3.5,96.5
E00058110,1.5,98.5
E00058111,6.1,93.9
E00058112,0.7,99.3
E00058113,2.2,97.8
E00058114,3.3,96.7
E00058115,1.7,98.3
E00058116,1.8,98.2
E00058117,0.8,99.2
E00058118,0.8,99.2
E00058119,0,100
E00058120,1.7,98.3
E00058122,2.3,97.7
E00058123,1.6,98.4
E00058124,1,99
E00058125,2.4,97.6
E00058436,4.5,95.5
E00058437,1.9,98.1
E00058439,1.8,98.2
E00058465,0.8,99.2
E00058466,2.8,97.2
E00058467,2.9,97.1
E00058468,2,98
E00058469,1.3,98.7
E00058470,1.2,98.8
E00058474,7.6,92.4
E00058475,1.2,98.8
E00058477,1.4,98.6
E00058478,0,100
E00058482,1.3,98.7
E00058485,2.8,97.2
E00058488,0.7,99.3
E00058489,3.1,96.9
E00058490,3.7,96.3
E00058492,0.5,99.5
E00058493,1.4,98.6
E00058495,1.2,98.8
E00058496,1.5,98.5
E00058501,0.7,99.3
E00058503,3.1,96.9
E00058504,0,100
E00058505,0.8,99.2
E00058506,1.6,98.4
E00058507,1.5,98.5
E00058508,0.9,99.1
E00058515,2.7,97.3
E00058516,4.3,95.7
E00058518,1.2,98.8
E00058519,2.8,97.2
E00058520,3.1,96.9
E00058521,0.8,99.2
E00058522,4.2,95.8
E00058523,0.9,99.1
E00058526,1.4,98.6
E00058527,0.7,99.3
E00058529,1.5,98.5
E00058530,0,100
E00058533,0.8,99.2
E00058534,5.9,94.1
E00058535,2.1,97.9
E00058536,0,100
E00058538,1.9,98.1
E00059106,0.7,99.3
E00059107,0.7,99.3
E00059108,2.8,97.2
E00059109,2.9,97.1
E00059110,2.1,97.9
E00059111,2.1,97.9
E00059112,4.2,95.8
E00059113,2.7,97.3
E00059114,3.3,96.7
E00059115,0.9,99.1
E00059116,2.8,97.2
E00059117,0.8,99.2
E00059118,6.3,93.8
E00059119,8.7,91.3
E00059120,2.3,97.7
E00059121,0.8,99.2
E00059122,4.3,95.7
E00059123,2.9,97.1
E00059124,1.6,98.4
E00059125,2,98
