areacd,hh_deprivation-001,hh_deprivation-002,hh_deprivation-003,hh_deprivation-004,hh_deprivation-005
E00002554,37.2,34.5,20.3,8.1,0
E00002555,29.2,39.6,27.8,2.1,1.4
E00002556,29.1,39.9,23.9,5.6,1.4
E00002571,50.8,36.1,12.3,0,0.8
E00002572,23.2,29.3,32,13.8,1.7
E00002573,44.7,32,14.7,8.7,0
E00002575,38.3,39.8,18.8,3.1,0
E00002576,55.7,29.2,12.3,2.8,0
E00002587,57.6,32,8.8,1.6,0
E00002588,37.9,31,20.7,9,1.4
E00002589,31.1,36.1,24.6,7.7,0.5
E00002591,48.4,34.8,13.5,3.2,0
E00002592,45.5,39.6,11.2,3.7,0
E00002593,55.4,27.3,15.8,1.4,0
E00002594,44.5,32.9,16.8,5.2,0.6
E00002595,44.2,34.4,18.8,2.6,0
E00002596,35.2,39.7,18.4,6.1,0.6
E00002597,45.6,33.6,16.1,4.7,0
E00002598,42.2,36.4,16.2,5.2,0
E00002599,42.5,24.7,16.1,15.5,1.1
E00002600,52.9,33.1,7.4,6.6,0
E00002601,30.1,38.6,22.7,8.5,0
E00002602,52.7,28.7,12.7,4.7,1.3
E00002603,31.8,38.3,22.4,7.5,0
E00002604,40.1,33.3,18.1,6.8,1.7
E00002605,47.3,34.1,13.2,5.4,0
E00002606,55.9,27.5,13.7,2.9,0
E00002809,56.5,31.3,8.7,3.5,0
E00002812,55.4,30,10.8,3.8,0
E00002813,50.9,30,13.6,5.5,0
E00002814,56.3,31.3,8,4.5,0
E00002817,56.1,30.1,9.8,4.1,0
E00002818,52.3,33.6,12.5,1.6,0
E00002819,51.3,32.5,11,4.5,0.6
E00002823,49.5,37.4,12.1,1,0
E00002835,52.9,36.1,8.4,2.5,0
E00002841,50,33.3,12.7,2.4,1.6
E00002842,57.3,26.5,10.3,6,0
E00002843,53.6,22.7,17.5,5.2,1
E00005978,35.3,31.6,22.6,9,1.5
E00005980,43.1,31.9,22.2,2.8,0
E00005993,57.9,33.1,9,0,0
E00006008,42.7,39.3,13.7,4.3,0
E00006182,36.8,43.9,12.3,6.1,0.9
E00006183,33.5,42.5,19.8,4.2,0
E00006190,44.4,38.7,11.3,5.6,0
E00006191,35.3,34.6,24.3,5.9,0
E00006192,43.3,37.8,15.9,3,0
E00006195,38.2,38.2,14.6,8.3,0.7
E00006197,46.5,28.8,20,4.7,0
E00006201,34.6,33.1,21.3,10.2,0.8
E00006203,32.3,37.7,22.3,7.7,0
E00006204,35,40.5,17.5,5,2
E00006206,46.4,37.9,11.4,4.3,0
E00006207,43.2,34.8,17.4,3.2,1.3
E00006208,27.3,49.6,15.7,7.4,0
E00006209,32.5,42.4,18.5,5.3,1.3
E00006210,54.7,21.2,17.5,6.6,0
E00006211,37.7,34.7,20.6,5.5,1.5
E00006212,46.4,38.4,12.6,2.6,0
E00006213,32.8,38.8,17.2,9.5,1.7
E00006214,46.9,30,16.2,6.9,0
E00006216,37.4,34.9,23.1,3.6,1
E00006217,43.2,31.5,21.2,4.1,0
E00006218,41.7,40.9,12.9,4.5,0
E00006220,48.4,35.2,13.3,3.1,0
E00006221,41.5,25.7,26.8,3.8,2.2
E00009359,35.8,32.8,21.2,9.5,0.7
E00009360,31.4,32.1,31.4,4.3,0.7
E00009361,29.9,32.5,25.6,11.1,0.9
E00009362,39.8,33.6,19.5,6.3,0.8
E00009363,23.7,45.6,24.6,5.3,0.9
E00009366,34.1,48.9,11.4,4.5,1.1
E00009367,29.8,43,18.5,8.6,0
E00009368,38.8,35.3,21.6,4.3,0
E00009369,40.2,37,20.5,2.4,0
E00009373,31.9,34.1,23.9,10.1,0
E00009374,35.2,31.5,27.8,5.6,0
E00009375,57.1,31,7.1,4.8,0
E00009376,34.5,34.5,26.6,3.6,0.7
E00009377,37,40,13,8,2
E00009378,33.5,37.4,18.7,9.7,0.6
E00009379,35.4,36.6,15.2,10.4,2.4
E00009380,28.1,35.9,26.6,9.4,0
E00009381,26.6,37.2,21.3,13.8,1.1
E00009383,31.2,32.5,24.7,10.4,1.3
E00009384,31.9,36.3,22,9.9,0
E00009734,49.6,34.8,8.7,7,0
E00009794,31.2,31.9,24.8,12.1,0
E00009796,33.9,35.5,21.5,9.1,0
E00009797,27.5,44.2,21.7,5.8,0.8
E00009798,35.2,28.7,28.7,5.6,1.9
E00009799,25.2,39.5,25.2,7.5,2.7
E00009800,32,36.7,24.7,6,0.7
E00009801,23.5,41.6,24.2,9.4,1.3
E00009802,33.3,37.2,20.2,9.3,0
E00009803,35,32.5,21.7,10.8,0
E00009805,29,42,16.8,9.2,3.1
E00009806,37.7,30,26.9,5.4,0
E00009807,35,40.9,18.2,5.8,0
E00009808,27.4,35.8,23.2,11.6,2.1
E00009809,35.8,31.2,24.8,8.3,0
E00009810,43.2,28,24,4.8,0
E00009811,26.5,41.2,27.2,5.1,0
E00009812,30.6,34.2,26.1,6.3,2.7
E00009813,65.9,28.5,4.9,0,0.8
E00009815,39.1,33.6,18.8,6.3,2.3
E00009816,57.4,25.9,13,2.8,0.9
E00009817,59.9,27.8,10.5,1.9,0
E00009826,36.9,34.2,18,10.8,0
E00009827,20,42.3,30,7.7,0
E00009828,32.5,33.3,25.6,6.8,1.7
E00009829,28.2,37.3,27.3,7.3,0
E00009830,27.1,38,29.5,4.7,0.8
E00009831,31.7,38.3,16.7,13.3,0
E00014446,27.5,45.9,20.2,6.4,0
E00014450,45.6,36.9,12.6,4.9,0
E00014451,54.8,30.4,7.8,4.3,2.6
E00014453,34.7,41.8,17.3,6.1,0
E00014456,59.5,29.3,7.8,3.4,0
E00014458,66.7,23.8,5.7,3.8,0
E00014460,58.7,28.7,9.1,2.1,1.4
E00014615,31.9,26.1,31.1,10.9,0
E00014619,30.6,36.1,23.1,9.3,0.9
E00014620,19.1,30,39.1,11.8,0
E00014624,31.3,33.3,24,9.4,2.1
E00014625,17.2,44.4,24.2,13.1,1
E00014627,21.2,44.4,23.2,9.1,2
E00014629,25.5,34,27.7,12.8,0
E00014630,19,47.6,25,6,2.4
E00014631,17.9,41.5,29.3,8.9,2.4
E00014632,23.9,41.6,26.5,8,0
E00014633,42.6,35.7,15.5,6.2,0
E00014635,39.8,35.9,16.5,6.8,1
E00014636,34.7,32.3,24.2,8.9,0
E00014637,46.2,34.5,9.7,9.7,0
E00014638,47,23,22,7,1
E00014640,52,31.2,13.6,3.2,0
E00014641,28.2,43.7,15.5,12.7,0
E00014643,43.7,39.5,13.4,2.5,0.8
E00166867,43.8,25,31.3,0,0
E00167291,25.2,61.2,12.9,0.7,0
E00167292,20.7,69.6,6.7,3,0
E00167294,32.6,32.6,26.1,8.7,0
E00167295,35.2,29.5,27.6,7.6,0
E00174711,11.7,48.9,29.8,8.5,1.1
E00174714,33.3,35.4,22.9,8.3,0
E00174716,38.9,36.7,20,4.4,0
