areacd,passports_all_4a-001,passports_all_4a-002,passports_all_4a-003
E00002554,72.4,20.9,6.7
E00002555,68.9,27.2,3.8
E00002556,69.1,27.5,3.4
E00002571,70,26.1,3.9
E00002572,50.2,43.7,6.2
E00002573,78.4,14.6,7
E00002575,72.2,21.7,6.1
E00002576,79.1,15.1,5.8
E00002587,80,18.9,1.1
E00002588,70.7,25.2,4.1
E00002589,47.3,45.8,6.9
E00002591,68.1,30.4,1.5
E00002592,75.7,21.6,2.7
E00002593,73.1,25.3,1.6
E00002594,60.6,34.6,4.8
E00002595,75.2,20.2,4.5
E00002596,67.5,28.2,4.3
E00002597,73.7,21.7,4.6
E00002598,70.5,25.1,4.4
E00002599,77.6,20,2.4
E00002600,65.8,32.2,2
E00002601,66,28.8,5.1
E00002602,68.5,28.9,2.6
E00002603,66.3,28,5.7
E00002604,69.3,25.2,5.5
E00002605,77.2,17.9,4.9
E00002606,71.7,24.7,3.7
E00002809,67.6,28.9,3.5
E00002812,78.7,17.1,4.3
E00002813,75.4,21.6,3
E00002814,75.1,22.1,2.8
E00002817,71.5,25.3,3.1
E00002818,78.8,16.8,4.4
E00002819,67.9,29.9,2.2
E00002823,72.7,24.8,2.5
E00002835,75.5,23.1,1.4
E00002841,71.8,26.6,1.7
E00002842,74.4,21.5,4.1
E00002843,76.3,21,2.7
E00005978,78.3,13.3,8.4
E00005980,65.2,30.6,4.2
E00005993,76.7,20.4,2.9
E00006008,62.3,36.2,1.5
E00006182,57.2,36.3,6.5
E00006183,54.6,42.2,3.2
E00006190,57.1,39.3,3.6
E00006191,67.5,23.6,8.9
E00006192,65.6,30.2,4.1
E00006195,56.3,34.7,9
E00006197,60.1,34.5,5.4
E00006201,79.1,16.3,4.7
E00006203,74,22.1,3.9
E00006204,59.3,36.6,4.1
E00006206,46.3,48.3,5.5
E00006207,63.8,30.8,5.4
E00006208,70.1,23.1,6.9
E00006209,43.6,53.5,2.9
E00006210,60.8,30.4,8.9
E00006211,46.4,50.4,3.2
E00006212,72.7,23.8,3.6
E00006213,58.2,36.1,5.6
E00006214,78.9,15.1,6
E00006216,73,22.8,4.2
E00006217,62.5,31.1,6.4
E00006218,68.3,26.5,5.2
E00006220,46.3,53.2,0.5
E00006221,68.5,27,4.5
E00009359,72.3,24,3.7
E00009360,67.4,28.3,4.3
E00009361,75.4,17.1,7.5
E00009362,69,25.4,5.6
E00009363,70.2,22,7.8
E00009366,64.8,31.6,3.6
E00009367,67.8,28.7,3.5
E00009368,75.2,19.9,4.9
E00009369,63.8,31.1,5.1
E00009373,72.5,21.1,6.4
E00009374,67.3,22.8,9.9
E00009375,62.9,33.1,4
E00009376,71,17.3,11.7
E00009377,67.2,27.5,5.3
E00009378,65.1,30.2,4.7
E00009379,66.4,26,7.6
