geography_code,hh_size_5a-001,hh_size_5a-002,hh_size_5a-003,hh_size_5a-004
E00004172,63.5,26.2,7.1,3.2
E00004174,66.7,21.2,8.1,4
E00004185,41.3,29.8,13.2,15.7
E00004187,49.4,33.5,12.7,4.4
E00004188,64,29.3,5.3,1.3
E00004189,48.9,35.6,7.8,7.8
E00004194,49.5,35.9,9.7,4.9
E00004196,43,44.1,6.5,6.5
E00004198,52.8,36.1,5.6,5.6
E00004199,48.3,34.4,8.6,8.6
E00004200,49.5,34.7,7.9,7.9
E00004681,41.7,35.9,10.7,11.7
E00004682,31,22.5,18.3,28.2
E00004683,39.4,22.5,16.9,21.1
E00004684,26.2,33.8,14.6,25.4
E00004685,34,19.4,18.4,28.2
E00004686,31.6,17.1,23.1,28.2
E00004687,40,38,13,9
E00004688,32.5,24.2,15.9,27.4
E00004689,19.8,20.7,23.4,36
E00004690,32.3,31.2,17.2,19.4
E00004691,37.8,22.2,15.6,24.4
E00004692,30,23,23,24
E00004693,34.1,28.8,17.4,19.7
E00004694,40.8,30.6,8.2,20.4
E00004695,30.8,29.1,20.5,19.7
E00004696,29.3,23.6,14.6,32.5
E00004697,45.5,31.7,11.9,10.9
E00004699,36.3,30.4,14,19.3
E00004700,47.9,17.4,7.4,27.3
E00004701,43.6,24.8,10.3,21.4
E00004705,35.3,33.1,21.6,10.1
E00004706,48.4,29.7,12.1,9.9
E00004707,44.4,42.3,9.2,4.2
E00004708,61.8,28.4,5.9,3.9
E00004709,28.9,35.9,16.2,19
E00004710,37.7,33.3,10.5,18.4
E00004711,29.4,41.3,14,15.4
E00004712,42.9,28.6,9.8,18.8
E00004713,49.5,27.5,12.1,11
E00004714,46.2,26.9,19.2,7.7
E00004715,43.5,32.1,14.5,9.9
E00004717,40.9,29.2,13.9,16.1
E00004719,33.1,21.7,16.6,28.7
E00004720,32.7,45.5,16.4,5.5
E00004721,37.6,17.1,23.1,22.2
E00004725,12.5,21.7,26.7,39.2
E00004726,40.2,32.1,12.5,15.2
E00004747,29.7,33.3,17.6,19.4
E00004748,37.1,15.2,23.5,24.2
E00004749,28.4,20.8,15.3,35.5
E00004750,31.6,26.4,17.1,24.9
E00004752,24,32.8,24,19.2
E00004753,31,26.7,17.2,25
E00004754,31,37.3,17.6,14.1
E00004755,47.3,15.4,14.3,23.1
E00004756,27,39,16,18
E00004757,18.8,14.5,17.9,48.7
E00004758,16,26.7,17.3,40
E00004759,40.7,30.3,13.1,15.9
E00004760,39.2,28.9,17.5,14.4
E00004761,45.5,21.2,12.1,21.2
E00004762,38.4,31.3,10.1,20.2
E00004764,37.9,21.8,12.6,27.6
E00023418,36.8,25.5,22.6,15.1
E00023440,33.6,29,20.6,16.8
E00023442,37.5,33.3,13.5,15.6
E00023443,42,28,16,14
E00023444,34.9,36.5,12.7,15.9
E00023446,46.6,28,12.7,12.7
E00023449,37.4,22.6,20.9,19.1
E00023486,59.5,28.1,7.4,5
E00023487,36.8,31,13.8,18.4
E00023488,42,31.9,11.6,14.5
E00023489,44.4,37.8,9.4,8.3
E00023490,36,25.9,11.8,26.3
E00023491,65.5,24.1,6.3,4
E00023492,53.7,41.1,2.1,3.2
E00023493,34.6,36.5,7.7,21.2
E00023494,37.2,14,14,34.9
E00023495,33.7,30.6,15.3,20.4
E00023496,43.2,30.9,14.8,11.1
E00023497,38.4,37.2,7,17.4
E00023498,24.3,43,18.7,14
E00023499,38.6,32.5,9.6,19.3
E00023500,52.8,35.4,5.6,6.3
E00023501,36.3,41.1,12.1,10.5
E00023502,26.4,45.8,12.5,15.3
E00023503,60.3,23.5,10.3,5.9
E00023504,43.7,51.5,2.9,1.9
E00023505,43.8,32.6,16.9,6.7
E00023506,34.1,34.1,8.8,23.1
E00023507,49.2,21.1,21.9,7.8
E00023508,62.3,21.1,10.5,6.1
E00023509,59.4,22.5,5.6,12.5
E00023510,55,32.4,5.4,7.2
E00023511,52.6,30.5,11.6,5.3
E00023512,47.1,34.3,8.8,9.8
E00023513,61.5,26.9,10.3,1.3
E00023514,41.7,31.3,19.1,7.8
E00023515,68.7,20.9,7.8,2.6
E00023516,31.1,36.7,18.9,13.3
E00023517,47.1,29.1,10.1,13.8
E00023518,43.1,31.7,15.4,9.8
E00023519,35.3,35.3,19.4,10.1
E00023520,34.8,33.9,19.6,11.6
E00023521,41.5,33.1,16.1,9.3
E00023522,26.7,33.3,23.3,16.7
E00023523,46.8,32.5,18.2,2.6
E00023524,40.9,31.8,19.7,7.6
E00023525,44.4,37.4,12.1,6.1
E00023526,38.2,33.6,13,15.3
E00023527,48.9,40.6,4.4,6.1
E00023528,62.2,19.8,10.8,7.2
E00023529,49.1,26.3,16.7,7.9
E00023564,34.5,17.8,13.2,34.5
E00023565,29.8,29.8,17.8,22.5
E00023566,38.8,23.4,16.4,21.4
E00023567,41.6,25.3,18.8,14.3
E00023569,51.9,19.6,10.1,18.4
E00023570,54.3,29,5.4,11.3
E00023571,41.6,16.3,20.5,21.7
E00023572,38.7,36.8,8.4,16.1
E00023573,51,25.5,10.5,13.1
E00023574,47.2,15.2,17.3,20.3
E00023575,41.2,27.5,11,20.3
