geography_code,sex-001,sex-002
E00004172,41.5,58.5
E00004174,51.3,48.7
E00004185,50.4,49.6
E00004187,49.3,50.7
E00004188,55,45
E00004189,49.7,50.3
E00004194,41.2,58.8
E00004196,53.7,46.3
E00004198,48.5,51.5
E00004199,44.2,55.8
E00004200,50.6,49.4
E00004681,58.5,41.5
E00004682,56.3,43.8
E00004683,50.5,49.5
E00004684,56.9,43.1
E00004685,52.3,47.7
E00004686,57.9,42.1
E00004687,51.3,48.7
E00004688,50.7,49.3
E00004689,51.2,48.8
E00004690,56.6,43.4
E00004691,51.7,48.3
E00004692,49.4,50.6
E00004693,51.3,48.7
E00004694,56,44
E00004695,56.3,43.7
E00004696,55,45
E00004697,52.8,47.2
E00004699,57.7,42.3
E00004700,51,49
E00004701,57.1,42.9
E00004705,51.4,48.6
E00004706,52,48
E00004707,51.4,48.6
E00004708,44.9,55.1
E00004709,54.7,45.3
E00004710,49.6,50.4
E00004711,52.3,47.7
E00004712,56.5,43.5
E00004713,53.8,46.2
E00004714,42,58
E00004715,58.1,41.9
E00004717,54.8,45.2
E00004719,53,47
E00004720,50.9,49.1
E00004721,51.4,48.6
E00004725,50.3,49.7
E00004726,53.1,46.9
E00004747,52.6,47.4
E00004748,46.4,53.6
E00004749,53.6,46.4
E00004750,52.5,47.5
E00004752,51,49
E00004753,52.8,47.2
E00004754,55.6,44.4
E00004755,49.8,50.2
E00004756,59.2,40.8
E00004757,57.1,42.9
E00004758,55.2,44.8
E00004759,54.2,45.8
E00004760,56.3,43.7
E00004761,54.2,45.8
E00004762,47.8,52.2
E00004764,49.1,50.9
E00023418,53.5,46.5
E00023440,57.2,42.8
E00023442,53.2,46.8
E00023443,55.8,44.2
E00023444,56.2,43.8
E00023446,54.3,45.7
E00023449,53.3,46.7
E00023486,48.2,51.8
E00023487,49.5,50.5
E00023488,44.9,55.1
E00023489,46,54
E00023490,53.1,46.9
E00023491,49.2,50.8
E00023492,50.3,49.7
E00023493,54.6,45.4
E00023494,54.1,45.9
E00023495,45.3,54.7
E00023496,46.8,53.2
E00023497,46.1,53.9
E00023498,46.5,53.5
E00023499,48.3,51.7
E00023500,56.4,43.6
