geography_code,highest_qualification_6a-000,highest_qualification_6a-001,highest_qualification_6a-002,highest_qualification_6a-003,highest_qualification_6a-004
E00072641,8.6,31.8,3.9,53.6,2.1
E00072642,15.3,32.7,6,44.3,1.7
E00072643,6,30.1,2.3,61.6,0
E00072644,14.6,35.4,3.5,42.5,4
E00072645,6.7,33.2,2.4,56.1,1.6
E00072646,13.3,40.3,6.5,37.4,2.5
E00072647,8.1,44.5,3.5,42.2,1.7
E00072648,18.4,34,5.3,41.3,1
E00072649,8.2,35.1,2,54.3,0.4
E00072650,17.8,37,7.7,35.1,2.4
E00072651,11.3,43.3,3.1,39.7,2.6
E00072652,15,41.3,3.8,37.1,2.9
E00072653,6.5,38,4.4,49.6,1.6
E00072654,9.9,36.8,5.8,43.3,4.1
E00072655,9.4,39.7,8.6,39,3.4
E00072656,6.2,33.6,3.8,54.8,1.7
E00072657,8.8,36.3,5.3,49.6,0
E00072658,10.7,34.7,9.1,41.3,4.1
E00072659,23.4,48,4.4,20.2,4
E00072660,12.7,44.1,6.7,34.9,1.6
E00072661,13.6,39.1,4.5,42.3,0.5
E00072662,12.1,41.8,9.1,35.3,1.7
E00072663,8.7,40.1,8.3,40.1,2.8
E00072664,9.3,38.7,4.1,43,4.9
E00072665,21.8,41,5.7,28.1,3.5
E00072685,12.2,33.7,6.3,47.4,0.4
E00072686,13.8,35,4.5,44.7,2
E00072689,10.9,39.3,7.7,38.8,3.3
E00072690,24.4,39.7,5.7,28.6,1.5
E00072691,11.5,33.3,4.8,46.8,3.6
E00072692,11,42.8,3.7,39.8,2.7
E00072693,9.8,37.7,6.4,46,0
E00072694,18,42.1,7.5,30.5,1.9
E00072695,25.7,47.5,6,20.8,0
E00072696,7.5,38,5.2,47.9,1.3
E00072697,32.5,43.9,5.7,14.5,3.5
E00072698,17.2,34.5,6,38.6,3.7
E00072699,11.9,44.8,8.2,33,2.2
E00072700,11,42.3,4.7,40.4,1.6
E00072701,11.9,45.2,7.1,33.7,2
E00072702,14.7,38.6,6.6,38.6,1.5
E00072703,10.6,39,5.7,42.4,2.3
E00072714,14.6,35.9,6,41.5,2
E00072830,19.3,47.5,5.7,26.1,1.4
E00072831,8.7,44.4,4,41.2,1.8
E00072832,14.7,35,3.3,45.8,1.3
E00072833,12,45.7,4.9,35.3,2.2
E00072834,11.6,35.6,2.5,47.2,3.2
E00072835,12.2,28.6,5.5,52.5,1.2
E00072836,8.7,36.4,3.2,49,2.8
E00072837,14.5,37,4.9,41.9,1.8
E00072838,16.1,46.9,8.2,26.8,2
E00072839,11.3,52.3,6,28.3,2.1
E00072840,16.6,48.1,5.4,29.9,0
E00072841,8.2,54.6,8.2,28,1
E00072842,19.9,42.2,7,28.9,2
E00072844,20.4,42.2,11.1,23.9,2.4
E00072845,24.3,39.7,6.1,26.7,3.2
E00072846,20.2,48,7.9,22.4,1.4
E00072847,10.8,53.4,3.4,28.4,3.9
E00072848,23.4,49.8,7.2,17,2.6
E00072849,16.8,42,14.1,23.7,3.4
E00072850,29.2,38.1,10.8,18.8,3.1
E00072851,16.5,33.9,8.9,37.1,3.6
E00072852,15.8,45.5,7.7,28.4,2.6
E00072853,24.7,43.1,5.7,22.3,4.2
E00072854,15.7,45.5,7,29.8,2
E00072855,22.8,44.1,6.9,22.3,4
E00072856,24,47.7,7.7,17.1,3.5
E00072857,11.9,49.5,6.1,30.2,2.3
E00072858,16.7,52.2,8.8,19.7,2.6
E00072859,16.6,46.4,12.5,21.9,2.6
E00072860,21.2,43.6,11,20.9,3.3
E00072861,19.8,45.6,7.8,23.3,3.5
E00072862,19.8,49.6,10.8,18.5,1.3
E00072864,20.5,37.1,9.8,29.8,2.9
E00072865,25.1,45.8,6.5,19.2,3.4
E00072866,21.9,46,8.4,22.6,1.1
E00072867,14.6,54.7,7.9,20.3,2.5
E00072868,23.4,40.6,6.1,25.5,4.3
E00072869,33.3,37.1,9.3,16,4.2
E00072870,26.9,42.3,8.8,18.8,3.1
E00072925,20.9,41.1,7.9,26.5,3.6
