areacd,sex-001,sex-002
E00126856,52.3,47.7
E00126857,50.8,49.2
E00126858,49,51
E00126875,50.9,49.1
E00126876,56.9,43.1
E00126877,52,48
E00126878,53,47
E00126879,52.5,47.5
E00126880,52.2,47.8
E00126881,55,45
E00126882,52.4,47.6
E00126883,51.1,48.9
E00126884,51.4,48.6
E00126885,51.7,48.3
E00126886,55.3,44.7
E00126887,54.2,45.8
E00126888,50,50
E00126889,52.6,47.4
E00126890,48.6,51.4
E00126891,48.2,51.8
E00126893,51.4,48.6
E00126928,51.9,48.1
E00126930,53.2,46.8
E00126931,48.5,51.5
E00126932,50.7,49.3
E00126933,55.3,44.7
E00126934,44.8,55.2
E00126935,48.6,51.4
E00126936,50.9,49.1
E00126937,47.8,52.2
E00126938,46.5,53.5
E00126939,50.3,49.7
E00126940,54.7,45.3
E00126941,50.4,49.6
E00126943,50.3,49.7
E00126944,50.5,49.5
E00126945,52.5,47.5
E00126946,53.9,46.1
E00126947,53.3,46.7
E00126948,50.7,49.3
E00126949,53.4,46.6
E00126950,49.9,50.1
E00126951,50,50
E00126953,54.2,45.8
E00126954,45.7,54.3
E00126955,52.7,47.3
E00126956,50,50
E00126957,48.3,51.7
E00126958,48.1,51.9
E00126959,49.7,50.3
E00126960,51.5,48.5
E00126962,48,52
E00126963,52.6,47.4
E00126964,50.7,49.3
E00126965,51.7,48.3
E00126966,52.7,47.3
E00126967,48.4,51.6
E00126968,51.8,48.2
E00126969,48.5,51.5
E00126970,49.9,50.1
E00126979,48.2,51.8
E00126986,52.6,47.4
E00126987,51.1,48.9
E00126988,53,47
E00126989,55.1,44.9
E00126990,49.9,50.1
E00127020,51.5,48.5
E00127021,47.5,52.5
E00127022,50,50
E00127025,54,46
E00127030,52.8,47.3
E00127031,40,60
E00127032,51.4,48.6
E00127035,50.6,49.4
E00127036,48.9,51.1
E00127037,53,47
E00127039,44.2,55.8
E00127040,53.9,46.1
E00127041,52.7,47.3
E00127042,49.1,50.9
E00127043,51.4,48.6
E00127044,52.1,47.9
E00127045,48.7,51.3
E00127048,50.4,49.6
E00127049,51.7,48.3
E00129622,53.6,46.4
E00129629,52,48
E00129630,51.9,48.1
E00129632,53.8,46.2
E00129710,52.1,47.9
E00129714,48.8,51.3
E00129715,48.9,51.1
E00129716,48.8,51.2
E00129737,56.5,43.5
E00129738,50.9,49.1
E00129740,50.8,49.2
E00129741,52.2,47.8
E00129742,49.8,50.2
E00129743,51.4,48.6
E00129744,51.3,48.7
E00129746,50.6,49.4
E00170184,52.5,47.5
E00174064,15.4,84.6
E00174065,54.5,45.5
E00174067,50,50
E00174070,50.7,49.3
E00174071,52.6,47.4
E00185568,48.1,51.9
E00185572,45.4,54.6
E00185576,50.8,49.2
E00185584,49.5,50.5
E00185600,52.1,47.9
E00185603,47.8,52.2
E00185605,51.2,48.8
E00185615,51.2,48.8
E00185627,55.3,44.7
E00185634,52.6,47.4
E00185642,50.3,49.7
E00185655,49.3,50.7
E00185656,44.8,55.2
E00185660,54.3,45.7
E00185662,52.8,47.2
