areacd,economic_activity_status_4a-001,economic_activity_status_4a-002,economic_activity_status_4a-003
E00126856,54.1,1.8,44.1
E00126857,62.8,1.5,35.7
E00126858,56.2,1.8,42
E00126875,57.8,0.9,41.3
E00126876,47.9,3.2,48.9
E00126877,41.6,0,58.4
E00126878,52.4,2.2,45.4
E00126879,49.8,1.4,48.9
E00126880,47.5,0.5,52
E00126881,47.2,2.8,50
E00126882,53.8,7.2,39
E00126883,62.5,3.8,33.8
E00126884,55.2,2.9,41.9
E00126885,58.2,1.1,40.6
E00126886,51.1,3.1,45.8
E00126887,43.7,1.8,54.5
E00126888,60.5,3,36.5
E00126889,58.5,2.5,38.9
E00126890,55,3.7,41.3
E00126891,61.2,0.4,38.5
E00126893,58.6,0.4,41
E00126928,47.8,1.1,51.1
E00126930,59.2,0,40.8
E00126931,50.7,1.3,48
E00126932,57.7,0.8,41.4
E00126933,44.1,4.7,51.2
E00126934,46.1,2.8,51.1
E00126935,53.2,0.8,46
E00126936,58.3,1.2,40.5
E00126937,56,0,44
E00126938,50.6,2.4,47
E00126939,51.2,2,46.7
E00126940,48.4,0,51.6
E00126941,54.8,6.5,38.7
E00126943,58.4,2.2,39.4
E00126944,44.7,5.3,50
E00126945,53.2,2,44.8
E00126946,52.6,6,41.4
E00126947,58.6,0.9,40.5
E00126948,71.6,1.4,27
E00126949,55.6,2.3,42.1
E00126950,50,4.3,45.7
E00126951,66.7,2.7,30.6
E00126953,68.4,3.5,28.1
E00126954,55.1,2,43
E00126955,55,0.5,44.5
E00126956,69.5,2.5,28
E00126957,59.3,2.4,38.3
E00126958,58.7,0.9,40.4
E00126959,70.8,3.8,25.4
E00126960,63.8,2.7,33.5
E00126962,60.6,2.8,36.6
E00126963,59.3,1.6,39.1
E00126964,58.1,0.8,41.1
E00126965,55.1,0,44.9
E00126966,44.1,0.8,55.1
E00126967,58.5,1.7,39.8
E00126968,57,2.2,40.8
E00126969,55.5,1.3,43.2
E00126970,59.4,0.7,39.9
E00126979,32.8,0.4,66.8
E00126986,56.1,1.6,42.3
E00126987,52,0,48
E00126988,56.1,2.2,41.7
E00126989,49.8,0.4,49.8
E00126990,54.9,0.3,44.8
E00127020,59.6,0.7,39.7
E00127021,63.2,3,33.8
E00127022,43.9,1.8,54.4
E00127025,61.7,4.1,34.2
E00127030,66,2.2,31.7
E00127031,70.3,6.5,23.2
E00127032,57.3,1.7,41
E00127035,59.6,1,39.3
E00127036,65.2,3.9,30.9
E00127037,54,0.4,45.5
E00127039,61.8,1.6,36.6
E00127040,55.5,1.5,43.1
E00127041,58.7,4.4,36.8
E00127042,57.9,5.2,36.9
E00127043,17.1,1,81.9
E00127044,66.1,3.3,30.6
E00127045,49.7,2.3,48
E00127048,47.4,1.9,50.7
E00127049,6.9,1.2,91.9
E00129622,36.8,2.8,60.4
E00129629,73.4,2.2,24.5
E00129630,57.7,1,41.2
E00129632,65.3,1,33.7
E00129710,57.3,0,42.7
E00129714,72.2,0.9,26.9
E00129715,61.3,1.8,36.9
E00129716,68.8,0.4,30.8
E00129737,66.7,1.8,31.5
E00129738,50.5,2.1,47.4
E00129740,51.4,3.7,45
E00129741,59.6,3.1,37.3
E00129742,41.5,2.5,56
E00129743,46.5,1.6,51.9
E00129744,43.1,0.7,56.2
E00129746,58.3,1.8,39.9
E00170184,59.2,3.3,37.6
E00174064,27.6,5.3,67.2
E00174065,47.9,3.1,49
E00174067,50.6,0.8,48.6
E00174070,50.9,2.4,46.7
E00174071,28.4,3,68.6
E00185568,79.8,1.4,18.8
E00185572,51.1,1.1,47.9
E00185576,62.9,1.4,35.7
E00185584,66.9,2.8,30.3
E00185600,75.1,3.8,21.1
E00185603,58.6,2,39.4
E00185605,73.6,2.3,24.1
E00185615,76.6,1.6,21.8
E00185627,64.8,3.4,31.8
E00185634,49.8,0.4,49.8
E00185642,75.4,1.6,23
E00185655,59.8,0,40.2
E00185656,55.3,0.5,44.2
E00185660,54.9,2.3,42.8
E00185662,76.5,2.3,21.2
