areacd,disability_3a-001,disability_3a-002
E00126856,18.6,81.4
E00126857,15.4,84.6
E00126858,16.4,83.6
E00126875,22.7,77.3
E00126876,26.9,73.1
E00126877,31.3,68.8
E00126878,16.1,83.9
E00126879,20.8,79.2
E00126880,21.6,78.4
E00126881,26,74
E00126882,21.8,78.2
E00126883,18.9,81.1
E00126884,18.2,81.8
E00126885,19.7,80.3
E00126886,25.5,74.5
E00126887,24.1,75.9
E00126888,18.3,81.7
E00126889,22,78
E00126890,15.9,84.1
E00126891,15.5,84.5
E00126893,20.4,79.6
E00126928,38.9,61.1
E00126930,17.3,82.7
E00126931,20,80
E00126932,15.6,84.4
E00126933,31.8,68.2
E00126934,15.4,84.6
E00126935,17.2,82.8
E00126936,8.8,91.2
E00126937,18.5,81.5
E00126938,25.5,74.5
E00126939,22.8,77.2
E00126940,22.5,77.5
E00126941,15.5,84.5
E00126943,16.2,83.8
E00126944,27.9,72.1
E00126945,19.8,80.2
E00126946,23.1,76.9
E00126947,14.1,85.9
E00126948,24.4,75.6
E00126949,24.9,75.1
E00126950,29.9,70.1
E00126951,15.2,84.8
E00126953,13.7,86.3
E00126954,17,83
E00126955,29.7,70.3
E00126956,18.2,81.8
E00126957,19.4,80.6
E00126958,27.3,72.7
E00126959,15.1,84.9
E00126960,24.4,75.6
E00126962,15.1,84.9
E00126963,15.9,84.1
E00126964,12.2,87.8
E00126965,14.6,85.4
E00126966,18.3,81.7
E00126967,15.4,84.6
E00126968,17.5,82.5
E00126969,21.4,78.6
E00126970,12.8,87.2
E00126979,12.8,87.2
E00126986,13.4,86.6
E00126987,12.4,87.6
E00126988,13.3,86.7
E00126989,19.8,80.2
E00126990,15.8,84.2
E00127020,20.2,79.8
E00127021,12,88
E00127022,18.1,81.9
E00127025,19.4,80.6
E00127030,17.5,82.5
E00127031,10.5,89.5
E00127032,13.9,86.1
E00127035,16.5,83.5
E00127036,20.7,79.3
E00127037,19.6,80.4
E00127039,13.1,86.9
E00127040,15.9,84.1
E00127041,14.6,85.4
E00127042,22.9,77.1
E00127043,31.8,68.2
E00127044,18.8,81.2
E00127045,26.1,73.9
E00127048,18.1,81.9
E00127049,37.8,62.2
E00129622,29.7,70.3
E00129629,12.8,87.2
E00129630,19.9,80.1
E00129632,18.8,81.2
E00129710,13.5,86.5
E00129714,13.1,86.9
E00129715,16.5,83.5
E00129716,15.2,84.8
E00129737,19.6,80.4
E00129738,29.2,70.8
E00129740,24.5,75.5
E00129741,20.5,79.5
E00129742,25.1,74.9
E00129743,20.1,79.9
E00129744,13.8,86.2
E00129746,11.7,88.3
E00170184,13.5,86.5
E00174064,27,73
E00174065,19.7,80.3
E00174067,13.4,86.6
E00174070,9.4,90.6
E00174071,36.2,63.8
E00185568,7.9,92.1
E00185572,13.3,86.7
E00185576,16.3,83.7
E00185584,13,87
E00185600,16.1,83.9
E00185603,8.6,91.4
E00185605,10.3,89.7
E00185615,8.5,91.5
E00185627,17.9,82.1
E00185634,19.9,80.1
E00185642,11.5,88.5
E00185655,20.7,79.3
E00185656,24.2,75.8
E00185660,20,80
E00185662,15.1,84.9
