areacd,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00126856,5.6,37.5,37.5,19.4
E00126857,3.5,39.4,41.5,15.5
E00126858,3.1,31.4,44,21.4
E00126875,13.2,38.5,28.7,19.5
E00126876,8.1,45.6,34.6,11.8
E00126877,12.3,53.4,26,8.2
E00126878,3.4,40.9,34.9,20.8
E00126879,12,57.1,22.6,8.3
E00126880,21.2,37.3,28.8,12.7
E00126881,6.3,44.4,36.6,12.7
E00126882,30.8,41.9,21.4,6
E00126883,14.4,42.4,30.5,12.7
E00126884,15.6,41.6,29.9,13
E00126885,9.3,46.4,31.4,12.9
E00126886,40.8,35.5,14.5,9.2
E00126887,9.2,49.2,30.8,10.8
E00126888,10.2,42.7,34.4,12.7
E00126889,11,45.1,31.2,12.7
E00126890,7.6,43.2,33.9,15.3
E00126891,11,29.5,48.6,11
E00126893,15.1,40.3,33.8,10.8
E00126928,39.2,41.2,14.4,5.2
E00126930,11.7,43.3,35,10
E00126931,14.9,43,30.6,11.6
E00126932,9.5,42.9,34.9,12.7
E00126933,52.9,37.2,7.4,2.5
E00126934,7.3,47.6,34.7,10.5
E00126935,9.4,34.6,45.7,10.2
E00126936,3.3,30.1,52.8,13.8
E00126937,11.9,36.4,34.7,16.9
E00126938,17.2,43.8,31.3,7.8
E00126939,23.7,54.5,19.9,1.9
E00126940,21.3,44.4,29.6,4.6
E00126941,13.4,56.3,20.5,9.8
E00126943,10.3,37.3,38.1,14.3
E00126944,43.8,38.8,11.9,5.6
E00126945,10.3,42.5,30.1,17.1
E00126946,30.7,46.6,20.9,1.8
E00126947,15.7,48.8,26.8,8.7
E00126948,26.8,53.6,15.2,4.3
E00126949,36.7,42.7,18.7,2
E00126950,23.6,51.2,17.3,7.9
E00126951,16.2,39.9,29.8,14
E00126953,12.4,51.4,25.2,11
E00126954,3.8,34.8,47,14.4
E00126955,17.6,47.2,29.6,5.6
E00126956,21.1,52.8,19.1,6.9
E00126957,8.3,43.2,40.9,7.6
E00126958,26.1,50,18.7,5.2
E00126959,32.2,51.7,12.6,3.5
E00126960,18.2,49.3,27.7,4.7
E00126962,7.3,43.7,34.4,14.6
E00126963,5.6,43.1,40,11.3
E00126964,11.9,36.5,38.1,13.5
E00126965,5.6,36.8,40.8,16.8
E00126966,4,36,48,12
E00126967,7.4,36.9,44.3,11.5
E00126968,9.4,44.9,37,8.7
E00126969,6.7,33.3,31.4,28.6
E00126970,0.5,23.4,49.5,26.6
E00126979,4.8,34.9,40.5,19.8
E00126986,6.3,31.3,44.4,18.1
E00126987,5,38.6,43.6,12.9
E00126988,8.1,35.9,43.6,12.4
E00126989,4,36.8,40.8,18.4
E00126990,10.9,33.9,39.4,15.8
E00127020,2.2,33.1,40.3,24.3
E00127021,3.9,38.3,40.9,16.9
E00127022,4.5,50.6,30.8,14.1
E00127025,21.5,40.3,28.2,9.9
E00127030,5.8,37.4,45,11.7
E00127031,6.3,73,19,1.6
E00127032,6.8,31.6,49.2,12.4
E00127035,5.3,42.8,42.3,9.6
E00127036,14,46.2,25.2,14.7
E00127037,7.8,47.7,35.9,8.6
E00127039,3.5,38.6,38.6,19.3
E00127040,7.9,45.8,38.4,7.9
E00127041,9.4,48.2,33,9.4
E00127042,15.9,41.3,31.7,11.1
E00127043,19.1,66.2,13.2,1.5
E00127044,16.8,49.7,28,5.6
E00127045,14.7,48,28.4,8.8
E00127048,10.2,38.5,28.9,22.5
E00127049,21.3,68.5,9.3,0.9
E00129622,14.4,48.5,29.4,7.7
E00129629,12.1,45.9,36.3,5.7
E00129630,27.5,46.7,21.7,4.2
E00129632,12.9,51.7,30.2,5.2
E00129710,0,26.7,40.6,32.7
E00129714,1.3,26.8,47.1,24.8
E00129715,6.7,34.5,46.2,12.6
E00129716,2.9,34.5,46,16.5
E00129737,19.8,48.1,26.7,5.3
E00129738,33,35.7,29.6,1.7
E00129740,28,50,15.2,6.8
E00129741,20.8,42.6,27.9,8.7
E00129742,14.2,49.6,31.9,4.4
E00129743,10.5,40.7,39.5,9.3
E00129744,9.2,43.7,31,16.2
E00129746,8.4,32.9,38.9,19.8
E00170184,15.6,52.3,21.1,10.9
E00174064,9,38.5,48.7,3.8
E00174065,17,34,44.7,4.3
E00174067,3.9,46.5,40.3,9.3
E00174070,3,27.6,43.3,26.1
E00174071,17.1,58.5,19.5,4.9
E00185568,1,33.2,57.2,8.7
E00185572,8.2,44.9,26.5,20.4
E00185576,3.8,24.4,45,26.7
E00185584,2.8,21.1,70.4,5.6
E00185600,6.9,49.1,34.5,9.5
E00185603,14,46,30,10
E00185605,7.3,38,47.3,7.3
E00185615,4.2,38.6,42.8,14.5
E00185627,15.3,39.8,33.7,11.2
E00185634,5.5,48.6,30.3,15.6
E00185642,0.8,31.3,57,10.9
E00185655,16.4,47.5,26.2,9.8
E00185656,8,46,31,14.9
E00185660,12.2,40.9,33,13.9
E00185662,8.8,39.8,43.1,8.3
