areacd,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00032536,4.7,46.2,35.8,13.2
E00032537,7,27.2,51.2,14.6
E00032538,11,49,31,9
E00032539,23.3,43.4,25.8,7.5
E00032540,33.9,43.5,19.4,3.2
E00032541,7,33,32.2,27.8
E00032542,15.4,47,31.6,6
E00032543,18.9,55.9,18.2,7
E00032544,7.1,45.2,36.5,11.1
E00032545,16.7,43.5,29.7,10.1
E00032546,12.1,46.6,32.8,8.6
E00032547,8.3,48.1,35.3,8.3
E00032548,26.7,43.8,20.5,8.9
E00032549,16.4,48.4,27.9,7.4
E00032550,14.5,39.1,33.6,12.7
E00032551,29.5,49.2,17.4,3.8
E00032552,38.7,46,12.9,2.4
E00032553,8.6,34.3,42.9,14.3
E00032554,6.1,33.3,40.9,19.7
E00032555,10.4,45.3,35.8,8.5
E00032557,11.1,41.9,39.3,7.7
E00032558,10.9,34.5,45.5,9.1
E00032559,8.4,39.5,46.2,5.9
E00032560,14.2,48,31.5,6.3
E00032568,40.9,39.6,14.8,4.7
E00032569,8.4,42.7,39.9,9.1
E00032570,42.5,41.6,12.4,3.5
E00032571,36.4,41.4,18.5,3.7
E00032572,29.4,44.7,21.2,4.7
E00032573,15.4,38.2,39.8,6.5
E00032574,11.3,48.5,29.9,10.3
E00032575,49.7,36.6,13.7,0
E00032576,18.7,50.4,26,4.9
E00032577,33.9,48.4,16.1,1.6
E00032578,39.4,40.2,16.7,3.8
E00032579,51.2,35,13,0.8
E00032580,50,35.1,10.6,4.3
E00032581,35.8,37.7,21.7,4.7
E00032582,46.2,40.3,10.1,3.4
E00032583,44,43,10,3
E00032584,34,51.1,9.6,5.3
E00032585,19,50,26.7,4.3
E00032586,38.6,40,16.4,5
E00032587,42.2,31.9,20,5.9
E00032588,41.3,39.1,16.2,3.4
E00032589,36.5,42.9,17.5,3.2
E00032590,14,51.5,30.9,3.7
E00032591,34.1,46,18.8,1.1
E00032592,26.1,49.6,20.1,4.3
E00032593,16.3,45.6,32.1,6
E00032594,46.3,39,11.4,3.3
E00032595,59,26.7,13.3,1
E00032596,51.2,31.7,11.4,5.7
E00032597,13,52.8,25,9.3
E00032598,14.5,46.8,32.3,6.5
E00032599,40.4,41.2,16.7,1.8
E00032600,40.9,38,15.3,5.8
E00032601,35.4,44.6,14.6,5.4
E00032602,49,35.4,13.5,2.1
E00032603,29.4,45.2,24,1.4
E00032604,39.8,38.5,18,3.7
E00032605,58.6,37.4,3,1
E00032606,21.3,46.3,26.9,5.6
E00033082,7.5,40.8,40.8,10.8
E00033083,7.3,35,46.3,11.4
E00033084,25.4,42.3,23.9,8.5
E00033085,20.1,49.6,25.2,5
E00033086,19.8,50.8,26.2,3.2
E00033087,13.5,41.9,32.4,12.2
E00033088,26.5,46.1,20.6,6.9
E00033089,22,49.6,23.6,4.9
E00033090,22.8,48.3,22.1,6.9
E00033091,14.5,42.7,36.3,6.5
E00033092,11.9,50.8,31,6.3
E00033093,16.7,51.3,28,4
E00033094,27.8,41.4,23.3,7.5
E00033096,18.5,38.5,31.9,11.1
E00033097,35.4,42.5,17.7,4.4
E00033098,9.2,47.7,37.6,5.5
E00033099,44.2,36,14,5.8
E00033100,37.1,41.4,17.1,4.3
E00033101,8.3,41.7,39.6,10.4
E00033102,29.9,54.3,14.7,1
