areacd,hours_per_week_worked-001,hours_per_week_worked-002,hours_per_week_worked-003,hours_per_week_worked-004
E00032536,10,24,57.3,8.7
E00032537,9.8,15.3,66.9,8
E00032538,7.1,19.2,68.7,4.9
E00032539,8.3,16.6,70.1,5.1
E00032540,7.7,24.6,58.5,9.2
E00032541,9,19.2,62.3,9.6
E00032542,11.6,19,61.2,8.2
E00032543,10,26.5,57.6,5.9
E00032544,11.3,15.6,64.5,8.6
E00032545,4,25.3,66,4.7
E00032546,5.9,18.6,59.3,16.1
E00032547,5.5,18.8,68.5,7.3
E00032548,8.6,21.7,62.5,7.2
E00032549,11.8,25.5,52.7,10
E00032550,4.1,21.1,67.5,7.3
E00032551,7.6,12.6,65.5,14.3
E00032552,13,20.7,62,4.3
E00032553,11.6,18.4,63.3,6.8
E00032554,7.9,17.8,64.9,9.4
E00032555,6.3,16.9,69.7,7
E00032557,6.5,14.2,72.8,6.5
E00032558,4.3,27.3,62.1,6.2
E00032559,7.8,19,65.4,7.8
E00032560,10.2,16.8,64.1,9
E00032568,7.2,28.3,59.4,5.1
E00032569,7.7,19.7,63.9,8.7
E00032570,12.8,26.6,56.4,4.3
E00032571,10.4,21.4,62.1,6
E00032572,4.3,19.1,68.5,8
E00032573,10.1,26.1,60.9,2.9
E00032574,7.6,20.3,66.1,5.9
E00032575,3.3,27.8,63.3,5.6
E00032576,7.1,22.2,67.5,3.2
E00032577,12.5,27.5,54.2,5.8
E00032578,9.3,22.9,63.6,4.2
E00032579,16.7,24.5,57.8,1
E00032580,13.5,24.3,60.8,1.4
E00032581,9.3,21.6,60.8,8.2
E00032582,13,27,54,6
E00032583,9.9,22,56,12.1
E00032584,10.4,20.8,59.4,9.4
E00032585,7.6,24.6,61,6.8
E00032586,6.4,19.1,71.6,2.8
E00032587,11.5,25.7,53.1,9.7
E00032588,11.5,24.6,57.6,6.3
E00032589,6.5,28.5,53.7,11.4
E00032590,10,20,63.6,6.4
E00032591,7.6,20.9,65.1,6.4
E00032592,6.7,17.4,69.9,6
E00032593,7.6,19.9,67.4,5.1
E00032594,10.2,23.5,61.2,5.1
E00032595,8.2,26.8,58.8,6.2
E00032596,10.2,24.1,63.9,1.9
E00032597,7.1,16.1,72.3,4.5
E00032598,4,21.3,70.7,4
E00032599,8.5,19.8,60.4,11.3
E00032600,12.1,23.3,55.2,9.5
E00032601,8.9,17.8,66.7,6.7
E00032602,7.4,26.6,62.8,3.2
E00032603,5.9,17.7,70,6.4
E00032604,6.2,26.5,61.1,6.2
E00032605,9.1,27.3,63.6,0
