areacd,has_ever_worked-001,has_ever_worked-002,has_ever_worked-003
E00114694,21.7,46.4,31.9
E00114700,13.8,74.5,11.7
E00114701,11.8,73.7,14.5
E00114849,13,73.9,13
E00114870,2.7,83,14.3
E00114871,8.3,79.9,11.8
E00114872,11.5,82.1,6.4
E00114875,14.2,73.6,12.3
E00115035,5,85,10
E00115036,18.6,70.6,10.8
E00115037,10.8,78.4,10.8
E00115038,7.1,74.7,18.1
E00115039,19.5,67.3,13.3
E00115040,12.9,72.6,14.5
E00115107,15.7,68.7,15.7
E00115108,14.1,67.9,17.9
E00115109,12.4,82.5,5.2
E00115110,15.1,67.7,17.2
E00115111,13.2,67.5,19.3
E00115112,18.4,59.2,22.4
E00115113,7.6,77.2,15.2
E00115114,17.9,66.3,15.8
E00115115,9.2,73.5,17.3
E00115116,12.8,72.6,14.5
E00115117,15,60,25
E00115118,7,76.7,16.3
E00115119,8.5,79.8,11.6
E00115120,10.6,77.9,11.5
E00115121,9.9,78.4,11.7
E00115122,10.3,62.1,27.6
E00115123,18.7,63.7,17.6
E00115124,15.5,64.8,19.7
E00115125,10.8,62.7,26.5
E00115127,8.7,63.5,27.8
E00115128,10.4,76.3,13.3
E00115129,16.7,63.3,20
E00115131,6.8,76.7,16.5
E00115132,9.2,73.7,17.1
E00115133,9.5,81.1,9.5
E00115134,12.2,68.9,18.9
E00115135,14.2,61.3,24.5
E00115136,9.4,69.8,20.8
E00115137,19,61.9,19
E00115138,21.4,64.3,14.3
E00115139,8.2,68.4,23.5
E00115140,8.2,81.1,10.7
E00115141,6.4,75.5,18.1
E00115142,10.3,75.6,14.1
E00115184,8.2,78.7,13.1
E00115185,16.3,72.5,11.3
E00115186,4.1,80.3,15.6
E00115187,14.4,66.3,19.2
E00115188,6.7,69.4,23.9
E00115189,12.7,82.7,4.5
E00115190,11,74,15.1
E00115191,14.3,74.1,11.6
E00115192,9,67.9,23.1
E00115193,10.7,72,17.3
E00115194,17.5,75,7.5
E00115195,20.2,65.1,14.7
E00115196,11.1,76.9,12
E00115197,10.9,73.6,15.5
E00115198,13,71.3,15.7
E00115199,3.8,87.1,9.1
E00115200,7.1,81.2,11.8
E00115201,7.9,70.5,21.6
E00115202,20.9,64.5,14.5
E00115203,20.9,69.1,10
E00115204,11.2,77.6,11.2
E00115205,6.6,80.3,13.2
E00115206,14.8,73.8,11.5
E00115207,13.3,73.3,13.3
E00115208,7.2,75.2,17.6
E00115209,3.4,71.6,25
E00115210,5.8,81.3,12.9
E00115211,9.9,62.6,27.5
E00115212,8.7,85.5,5.8
E00115213,12.4,79.4,8.2
E00115214,17.8,66.9,15.3
E00115215,7.9,77.2,15
E00115216,9.5,72.6,17.9
E00115217,9,70.7,20.3
E00115218,13.2,59.4,27.4
E00115219,21.1,56.8,22.1
E00115221,15.4,67,17.6
E00115223,12.2,70.3,17.6
E00115224,18.1,59,22.9
E00115225,6.6,72.4,21.1
E00115226,17.9,55.7,26.4
E00115227,19.5,58.5,22
E00115229,12.2,67.8,20
E00115230,18.8,56.3,25
E00115231,6.7,66.7,26.7
E00115232,11.4,53.3,35.2
E00115233,28.8,51.9,19.2
E00115234,13.4,54.5,32.1
E00115235,19,54.9,26.1
E00115236,26.6,48.4,25
E00115237,14.4,55.8,29.8
E00115238,19.2,62.8,17.9
E00115239,44.8,37.9,17.2
E00115241,18.3,52.4,29.3
E00115242,10.3,77.6,12.2
E00115243,21.9,59,19
E00115244,22.6,50.5,26.9
E00115245,10.7,73.3,16
E00115246,11.8,70.6,17.6
E00115247,14.8,76.2,9
E00115248,11,70.7,18.2
E00115249,16.1,63.4,20.4
E00115250,19.6,45.7,34.8
E00115251,14.6,70,15.4
E00115252,11.9,80,8.1
E00115253,11.7,71.8,16.5
E00115254,19.3,68.9,11.8
E00115255,8.4,76.6,15
E00115256,8.1,84.6,7.3
E00115257,10.4,80.9,8.7
E00115258,11.5,54.9,33.6
E00115259,13.4,60.7,25.9
E00115260,13.3,72.3,14.5
E00115261,17.4,65.2,17.4
E00115262,21.2,71.2,7.6
E00115263,9.9,80.2,9.9
E00115264,7.8,82.2,10.1
E00115265,12.9,80.6,6.5
E00115266,12.7,57.8,29.4
E00115267,16.5,61.2,22.4
E00115269,13.6,59.1,27.3
E00115270,14.1,61.5,24.4
E00115271,13.1,35.4,51.4
E00115272,7.1,62.4,30.5
E00115273,13.7,67.6,18.6
E00115274,12.4,51.7,36
E00115275,19,50.8,30.2
E00115276,2,75,23
E00115277,8.9,67,24.1
E00115278,9.4,67.1,23.5
E00115279,17,62.3,20.8
E00115280,22.2,65.1,12.7
E00115281,22.5,64,13.5
E00115282,12.4,63.7,23.9
E00115283,11.9,58.3,29.8
E00115284,16.1,58.6,25.3
E00115286,14,66.7,19.4
E00115287,22.1,48.4,29.5
E00115288,11.5,70.8,17.7
E00115289,14.1,67.7,18.2
E00115290,9.6,64,26.3
E00115291,12.6,70.5,16.8
E00115292,7.4,52.6,40
E00115293,6.6,66.9,26.5
E00115294,12.8,75.5,11.7
E00115295,13.9,63.9,22.2
E00115296,9.7,61.7,28.6
E00115298,9,80.9,10.1
E00115299,8.6,81.3,10.1
E00115300,14.3,71.4,14.3
E00115301,17.4,67.9,14.7
E00115307,6.7,76.2,17.1
E00115308,15.7,63.9,20.4
E00115309,17.1,77.1,5.7
E00115310,13,83.7,3.3
E00115311,12.2,69.5,18.3
E00115312,10.9,67.3,21.8
E00115313,8.3,80.7,11
E00115314,5.6,82.2,12.2
E00115315,22.2,60,17.8
E00115316,10.6,73.1,16.3
E00115317,12.7,72.7,14.5
E00115321,11.1,69.4,19.4
E00115322,9.7,79.6,10.7
E00115401,7.6,86,6.4
E00115402,7.5,78.5,14
E00115403,12.4,73.9,13.7
