areacd,workplace_travel_4a-001,workplace_travel_4a-002,workplace_travel_4a-003,workplace_travel_4a-004
E00114694,13.8,32.3,36.2,17.7
E00114700,6.7,22.7,56.4,14.1
E00114701,21.6,27.8,35.1,15.5
E00114849,12.9,27.1,45,15
E00114870,25.2,14.4,43.9,16.5
E00114871,9,27.1,56.3,7.6
E00114872,10.3,19.5,62.1,8
E00114875,13.1,23.5,55.2,8.2
E00115035,9.9,33,42.9,14.3
E00115036,5.8,16,60.9,17.3
E00115037,7.9,32.5,43.5,16.2
E00115038,5.8,25.9,58.2,10.1
E00115039,9.6,29.8,39.4,21.2
E00115040,13.4,24.7,43.3,18.6
E00115107,30.1,22.6,30.1,17.1
E00115108,35.2,24,24.6,16.2
E00115109,22,19.2,35,23.7
E00115110,30.4,19,27.2,23.4
E00115111,31.2,14.5,38.4,15.9
E00115112,30.8,27.8,25.4,16
E00115113,35.9,19,27.5,17.6
E00115114,35.4,18.3,26.2,20.1
E00115115,27,23,34.2,15.8
E00115116,31.6,19.4,29.1,19.9
E00115117,27.5,23.5,27.5,21.6
E00115118,28.5,18.2,29.9,23.4
E00115119,29,14,36,21
E00115120,27,11.8,46.7,14.5
E00115121,25.2,15.4,46.3,13
E00115122,34.3,20.6,28.4,16.7
E00115123,30.2,20.1,34.6,15.1
E00115124,27.2,18.3,33.3,21.1
E00115125,36.8,15.5,27.7,20
E00115127,36,20.7,19.8,23.4
E00115128,40.4,12.3,26.7,20.5
E00115129,28,13.1,41.1,17.7
E00115131,39.5,16.1,26.6,17.7
E00115132,34.1,22.2,27.4,16.3
E00115133,33.6,16,35.2,15.2
E00115134,46.5,17.8,17.2,18.5
E00115135,42.4,15.9,20.5,21.2
E00115136,42.4,22,18.6,16.9
E00115137,27.6,16.6,36.2,19.6
E00115138,35.1,17.5,31,16.4
E00115139,32.7,20.6,30.8,15.9
E00115140,25.9,16.9,40.6,16.6
E00115141,28.3,16.4,40.9,14.5
E00115142,35.7,16.4,29.3,18.6
E00115184,37.5,13.8,39.5,9.2
E00115185,42.1,10.4,30.6,16.9
E00115186,32.1,12.3,37,18.5
E00115187,37.1,19.4,31.7,11.8
E00115188,36.2,14.7,29.3,19.8
E00115189,42,11.9,30.8,15.4
E00115190,36,17.3,26.7,20
E00115191,36.5,12.8,37.2,13.5
E00115192,30.1,18,33.3,18.6
E00115193,33.7,18.6,29.7,18
E00115194,33.6,15.3,35.1,16
E00115195,36.3,15.5,29.2,19
E00115196,26.5,10.6,52.2,10.6
E00115197,31.7,15.4,40.7,12.2
E00115198,33.3,13.6,40.8,12.2
E00115199,31,11.2,38.8,19
E00115200,35.6,11.9,44.1,8.5
E00115201,26.2,16.6,47.6,9.7
E00115202,28.6,10.3,43.2,17.8
E00115203,31.6,14.9,42,11.5
E00115204,29.4,17.5,46.3,6.9
E00115205,34.3,14.9,39.6,11.2
E00115206,32.8,13.7,42.7,10.7
E00115207,29.5,12.9,43.2,14.4
E00115208,37.1,12,40.1,10.8
E00115209,39.6,10.4,31.3,18.8
E00115210,34.4,16.2,37.7,11.7
E00115211,36,14,40.7,9.3
E00115212,28.1,18,44.6,9.4
E00115213,31.5,12.1,36.9,19.5
E00115214,33,14.2,37.6,15.2
E00115215,39.5,19.7,26.3,14.5
E00115216,25.4,11.7,47.8,15.1
E00115217,30.8,17.4,38.5,13.3
E00115218,37.4,13,30.4,19.1
E00115219,33.8,16.9,33.8,15.5
E00115221,43.4,16.4,26.3,13.8
E00115223,40.8,10.6,23.2,25.4
E00115224,40.8,14.9,26.4,17.8
E00115225,42.3,19,29.6,9.2
E00115226,42.5,16.2,19.6,21.8
E00115227,30.5,20,29,20.5
E00115229,52.5,15.6,14.9,17
E00115230,31.9,22.9,29.9,15.3
E00115231,35.6,17.4,30.1,16.9
E00115232,43,16.6,19.2,21.2
E00115233,40.8,17.8,24.2,17.2
E00115234,47.4,16.4,24.4,11.7
E00115235,39.4,13.3,28.3,19
E00115236,29.2,19.8,30.7,20.3
E00115237,39.7,17.2,32.3,10.8
