areacd,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00114694,7.6,25,35.9,31.5
E00114700,3.2,29,41.9,25.8
E00114701,11.6,47.4,27.4,13.7
E00114849,1.1,30.5,27.4,41.1
E00114870,8.5,35.4,32.3,23.8
E00114871,3.8,14.3,48.1,33.8
E00114872,8.5,13.4,40.2,37.8
E00114875,3.1,16.2,50,30.8
E00115035,0,43.4,38.2,18.4
E00115036,5.2,34.3,39.6,20.9
E00115037,0.6,21.4,45.9,32.1
E00115038,5.6,21.7,38.5,34.2
E00115039,3.3,26.7,40,30
E00115040,2.5,27.2,44.4,25.9
E00115107,8.9,43.1,37.4,10.6
E00115108,8.9,39.5,34.7,16.9
E00115109,5.5,36.6,42.1,15.9
E00115110,10.8,46.2,28.5,14.6
E00115111,11.1,31.7,38.1,19
E00115112,11.4,47.4,26.3,14.9
E00115113,9,43.4,33.6,13.9
E00115114,5,45,33.6,16.4
E00115115,4.2,30.3,41.2,24.4
E00115116,8.2,44.7,37.6,9.4
E00115117,17.9,30.8,33.3,17.9
E00115118,11.3,29.8,33.9,25
E00115119,16.1,39.8,28.8,15.3
E00115120,10.2,30.7,41.7,17.3
E00115121,4.9,35,50.4,9.8
E00115122,27.3,32.7,30.9,9.1
E00115123,6.8,45.5,41.7,6.1
E00115124,5.6,32,47.2,15.2
E00115125,16.9,37.9,28.2,16.9
E00115127,33.3,42.6,19.4,4.7
E00115128,15.3,40.9,28.5,15.3
E00115129,5.7,36.1,45.9,12.3
E00115131,8.8,42.5,38.9,9.7
E00115132,14,47.4,28.1,10.5
E00115133,11.7,44.2,32.5,11.7
E00115134,19,36.5,32.5,11.9
E00115135,27.4,31.6,29.1,12
E00115136,39.3,47.3,9.8,3.6
E00115137,6.9,41.4,38.8,12.9
E00115138,11.6,48.8,28.7,10.9
E00115139,9.3,34,34,22.7
E00115140,5,29.4,48,17.6
E00115141,6.3,33.1,45.7,15
E00115142,9.6,34.8,42.6,13
E00115184,8,43.4,37.2,11.5
