areacd,economic_activity_status_4a-001,economic_activity_status_4a-002,economic_activity_status_4a-003
E00069658,25.3,5.1,69.6
E00069659,29.3,6.4,64.3
E00069663,45.5,6.7,47.8
E00069664,42.7,5.3,52
E00069665,55.4,9.4,35.2
E00069666,37.2,9.3,53.5
E00069667,44.3,9.8,46
E00069668,45.1,8.7,46.2
E00069670,42.7,5.9,51.5
E00069671,44.6,8,47.4
E00069673,35.3,8.4,56.3
E00069676,24.9,8.8,66.3
E00069685,49.7,4.9,45.5
E00069686,46.9,7.5,45.6
E00069687,57.3,5.1,37.6
E00069688,48,6.3,45.7
E00069689,42.2,5.5,52.3
E00069690,51.5,6.4,42.1
E00069691,34.1,10.6,55.3
E00069692,45,10.4,44.6
E00069693,58.2,6.4,35.4
E00069694,50.7,6,43.3
E00069695,56,4.5,39.5
E00069696,64.2,4.2,31.7
E00069697,65.4,5.9,28.6
E00069698,59.4,8.8,31.8
E00069699,59.7,4.7,35.6
E00069700,55.1,9.5,35.4
E00069701,58.8,4.1,37.1
E00069702,58.2,6.5,35.2
E00069703,46.2,9.5,44.3
E00069704,53.6,3.1,43.3
E00069705,26.7,5.6,67.8
E00069706,56.2,4.7,39.1
E00069707,54.5,8,37.6
E00069708,56.2,11.4,32.4
E00069709,65.3,6.1,28.6
E00069710,53.8,6.5,39.7
E00069711,54,5.3,40.7
E00069712,51.9,8.5,39.5
E00069713,53.1,3.3,43.6
E00069714,50.9,5.2,43.9
E00069715,42.6,6.7,50.7
E00069716,49.8,13.4,36.8
E00069717,52.2,4.3,43.5
E00069718,59,8.4,32.6
E00069719,54.4,7.9,37.7
E00069720,59.3,6,34.7
E00069721,54.6,3.3,42.1
E00069722,58.6,7.4,34
E00069723,45.5,4.9,49.6
E00069724,53.8,9.9,36.4
E00069725,56.3,6.9,36.7
E00069726,58.5,4,37.5
E00069727,51.7,7.9,40.5
E00069728,58.6,6.5,34.9
E00069729,56.9,4.6,38.5
E00069730,62.4,7.1,30.5
E00069731,54,3.6,42.4
E00069732,55.4,4.3,40.3
E00069733,55.4,8.5,36.2
E00069734,55.6,6.1,38.4
E00069735,39,5,56
E00069736,55.5,6.8,37.7
E00069737,58.2,10.8,31.1
E00069738,51,10.6,38.4
E00069739,52.1,4.2,43.7
E00069740,60.5,8.6,30.9
E00069741,53.3,6.6,40.1
E00069742,66.2,6.7,27.2
E00069743,67.2,3.5,29.3
E00069744,49.2,7.1,43.8
E00069745,55.1,3.9,41.1
E00069746,71.5,1.4,27.1
E00069747,66.7,7.1,26.2
E00069748,61.5,3.5,35.1
E00069749,43.2,6.2,50.6
E00069750,50.3,3.4,46.4
E00069751,61.2,4.8,34
E00069752,65.2,4.5,30.4
E00069753,35.2,6.8,58
E00069754,58.5,7.4,34.1
E00069755,55.6,4.3,40.1
E00069756,58.8,4.3,36.9
E00069757,51.1,4.7,44.2
E00069758,60.5,1,38.6
E00069759,55,5.2,39.7
E00069760,53.8,6,40.2
E00069761,42.2,4.4,53.3
E00069762,56.5,3.3,40.2
E00069763,64.4,2.6,33
E00069764,47.9,1.3,50.9
E00069765,57.1,2.7,40.2
E00069766,62.7,2.4,34.9
E00069767,63.9,2.6,33.5
E00069768,49.1,7.1,43.8
E00069769,64.8,4.2,31
E00069770,60,4.9,35.1
E00069771,43.2,2.4,54.4
E00069772,61.1,3.2,35.7
E00069773,63.2,4.8,32
E00069774,64.8,3.1,32.1
E00069775,59.2,4.5,36.3
E00069776,59,4,37
E00069777,53.4,5.2,41.4
E00069778,63.1,4.7,32.1
E00069779,44.4,4.6,51
E00069780,79.4,2.5,18.1
E00069781,64.7,2.4,32.9
E00069782,67.5,9,23.5
E00069783,64.5,3.8,31.6
E00069784,63.3,2.7,34
E00069785,51,4,45
E00069786,52.9,5,42
E00069787,53.3,3.6,43
E00069788,31,10.9,58.1
E00069789,50.6,6.6,42.8
E00069790,53.1,4.1,42.8
E00069791,58.2,6,35.8
E00069792,57.2,6.3,36.4
E00069793,56.2,7.1,36.7
E00069794,36.4,3.9,59.7
E00069795,59.1,7.1,33.8
E00069797,58.7,3.5,37.8
E00069799,61.6,5.4,33.1
E00069800,63.2,4.5,32.2
E00069801,50.4,5.8,43.8
E00069802,54.1,4.7,41.2
E00069803,51.6,6.2,42.1
E00069804,53.7,9.7,36.6
E00069805,49.5,4.7,45.8
E00069806,50.8,9.7,39.4
E00069807,53.3,3.7,43
E00069808,55.3,6.7,38
E00069809,57.3,5.9,36.9
E00069810,51.8,6.3,42
E00069811,62.5,6,31.4
E00069812,52.1,8.2,39.6
E00069813,51.1,5.4,43.6
E00069814,46.4,8.2,45.5
E00069815,51.8,4.8,43.4
E00069816,49.5,3.7,46.8
E00069817,50.7,5.3,44
E00069818,47.9,12,40.1
E00069819,65.6,6,28.4
E00069820,47.8,7.5,44.6
E00069821,51.1,9.5,39.4
E00069822,52,8.2,39.9
E00069823,42.3,7.2,50.5
E00069824,47.1,9.7,43.2
E00069825,49.2,5.8,45
E00069826,52.2,6.9,40.9
E00069827,44.2,3.8,52
E00069828,29.4,6.7,63.9
E00069829,53.1,5.6,41.3
E00069830,45.9,8.4,45.7
E00069831,52.8,7.3,39.9
E00069832,52.6,3.7,43.7
E00069833,59.8,5.7,34.5
E00069834,62.3,2.4,35.4
E00069835,67.9,4.1,28
E00069836,64.4,2.9,32.7
E00069837,59.9,4,36.1
E00069838,73.7,2,24.3
E00069839,66.8,4.1,29.2
E00069840,62.3,6.1,31.6
E00069841,62.3,2.9,34.7
E00069843,64.3,5.4,30.3
E00069844,67.2,6.3,26.5
E00069845,60.2,5,34.9
E00069846,60.3,7.7,32.1
E00069847,57,4.1,38.9
E00069848,53,10.1,36.9
E00069849,64.6,3.4,32
E00069850,58.6,5.4,36
E00069851,49.3,4.5,46.3
E00069852,57.2,4.4,38.4
E00069853,62.9,4.2,32.9
E00069854,36.1,2.8,61.1
E00069855,40.4,4.7,54.9
E00069856,55.7,6.3,37.9
E00069858,64.8,4.1,31.1
E00069859,49.5,8.1,42.5
E00069860,48.2,6.5,45.3
E00069861,50,7.2,42.8
E00069862,67.4,6.2,26.4
E00069863,62.9,2.9,34.1
E00069864,55.3,5.5,39.2
E00069865,57.6,6,36.4
E00069866,54.5,4.7,40.9
E00069867,61.1,3.2,35.7
E00069870,55.4,6.8,37.8
E00069871,57.5,4.7,37.8
E00069872,48.3,4.3,47.4
E00069873,54.5,5.3,40.1
E00069874,50.6,4.5,44.9
E00069875,48.3,11.5,40.2
E00069876,45.8,11.5,42.7
E00069877,52.3,6.6,41.1
E00069878,55,5.9,39.1
E00069879,53.4,6.3,40.3
E00069880,52.3,6.8,41
E00069881,49.5,6.2,44.3
E00069882,56.6,4.5,38.9
E00069883,59.8,9.5,30.8
E00069884,55.4,5.2,39.4
E00069885,52,3.5,44.6
E00069886,60.9,7,32.2
E00069887,65.2,3.7,31.1
E00069888,25,8.3,66.7
E00069889,59.5,2.5,38
E00069890,52.7,4.1,43.2
E00069891,50.9,7.7,41.4
E00069892,33.7,5.5,60.8
E00069893,18.7,0.8,80.5
E00069894,49.2,3.2,47.6
E00069895,55.9,4.5,39.7
E00069896,47.4,11.7,40.9
E00069897,51,7.1,41.9
E00069898,40.2,5.6,54.2
E00069899,59.4,4,36.5
E00069900,52.4,3.6,44
E00069901,52.2,2.5,45.3
E00069902,55.2,6.1,38.8
E00069903,55.3,5.6,39.1
E00069904,59.4,5,35.6
E00069905,46.3,7,46.7
E00069906,51.8,4.1,44.1
E00069907,44.6,4,51.4
E00069908,50.8,1.9,47.4
E00069910,38.1,5.6,56.3
E00069912,50.5,3.9,45.5
E00069917,50.5,9.5,40
E00069920,17.1,1.6,81.4
E00069932,45.1,4,50.9
E00069934,59.7,2.7,37.6
E00069936,38,5.6,56.5
E00069937,58.9,0.4,40.6
E00069938,42.6,5.3,52.1
E00069939,36.5,1,62.5
