areacd,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00069658,60.6,24.2,9.1,6.1
E00069659,44.2,35.8,12.5,7.5
E00069663,45.6,42.6,8.1,3.7
E00069664,69,23.3,6.9,0.9
E00069665,40.7,45.5,11.7,2.1
E00069666,50.5,32.4,12.6,4.5
E00069667,61.5,29.4,5.5,3.7
E00069668,45.1,41.8,9,4.1
E00069670,62.1,30.1,5.8,1.9
E00069671,64.5,27.3,8.3,0
E00069673,45.9,30.4,5.9,17.8
E00069676,48.8,34.9,10.5,5.8
E00069685,39.8,41.5,16.1,2.5
E00069686,52.4,38.9,5.6,3.2
E00069687,56.8,33.9,6.8,2.5
E00069688,60.7,31.1,8.2,0
E00069689,53.6,33.3,8.7,4.3
E00069690,49.5,40,8.4,2.1
E00069691,63.2,28.6,6.8,1.5
E00069692,60.2,35.2,3.7,0.9
E00069693,30.9,47.8,19.9,1.5
E00069694,39,43.2,11,6.8
E00069695,46.6,36.6,15.3,1.5
E00069696,26,47.3,18.3,8.4
E00069697,32.1,48.9,16,3.1
E00069698,18.9,53.4,16.9,10.8
E00069699,29.1,47.2,18.9,4.7
E00069700,38.3,47.5,9.2,5
E00069701,24.2,51.6,20.3,3.9
E00069702,38.3,38.3,20.6,2.8
E00069703,50.4,39.3,8.1,2.2
E00069704,27.6,43.4,24.1,4.8
E00069705,60.5,31.6,7.9,0
E00069706,32.3,44.6,15.4,7.7
E00069707,42.5,45.1,9.7,2.7
E00069708,46.1,38.2,12.7,3
E00069709,26.5,45.1,16.7,11.8
E00069710,37.2,42.6,17.1,3.1
E00069711,32.8,42.3,22.6,2.2
E00069712,42.2,43.7,10.4,3.7
E00069713,37.1,46.6,14.7,1.7
E00069714,46.1,39.7,13.5,0.7
E00069715,44,33.3,17.3,5.3
E00069716,48.1,40.6,8.3,3
E00069717,40.6,40.6,15.9,2.9
E00069718,34.2,43,18.4,4.4
E00069719,38.5,40.2,16.4,4.9
