areacd,number_bedrooms_5a-001,number_bedrooms_5a-002,number_bedrooms_5a-003,number_bedrooms_5a-004
E00069658,39.8,28.6,11.2,20.4
E00069659,13.2,13.2,24.8,48.8
E00069663,24.3,27.2,35.3,13.2
E00069664,27.6,36.2,26.7,9.5
E00069665,2.1,53.8,39.3,4.8
E00069666,6.2,20.4,20.4,53.1
E00069667,19.1,48.2,17.3,15.5
E00069668,3.3,24,39.7,33.1
E00069670,22.1,27.9,21.2,28.8
E00069671,18.5,26.1,42.9,12.6
E00069673,16.3,25.2,17,41.5
E00069676,25.6,36,16.3,22.1
E00069685,2.5,32.2,56.8,8.5
E00069686,4.8,66.7,21.4,7.1
E00069687,14.2,56.7,24.2,5
E00069688,23.8,37.7,37.7,0.8
E00069689,35.7,50,10,4.3
E00069690,13.5,42.7,27.1,16.7
E00069691,43.3,28.4,9.7,18.7
E00069692,7.4,46.3,31.5,14.8
E00069693,5.9,26.5,63.2,4.4
E00069694,19.7,34.2,43.6,2.6
E00069695,0.8,25.2,71.8,2.3
E00069696,1.5,17.6,77.1,3.8
E00069697,0.8,22.1,75.6,1.5
E00069698,2,17.7,68,12.2
E00069699,0.8,25.8,71.9,1.6
E00069700,1.4,28.4,70.2,0
E00069701,0.8,21.4,73.3,4.6
E00069702,2.2,28.3,68.8,0.7
E00069703,0,21.8,67.7,10.5
E00069704,0,18.6,79.3,2.1
E00069705,40,28.7,29.6,1.7
E00069706,0.8,20,77.7,1.5
E00069707,0,33.6,57.5,8.8
E00069708,1.2,29.7,67.3,1.8
E00069709,12.7,10.8,71.6,4.9
E00069710,0.8,26.5,48.5,24.2
E00069711,0,14.6,62.8,22.6
E00069712,0.7,29.6,67.4,2.2
E00069713,8.5,29.1,59,3.4
E00069714,3.5,25.2,67.1,4.2
E00069715,6.6,6.6,41.1,45.7
E00069716,0,25.2,71.9,3
E00069717,11.8,16.9,61,10.3
E00069718,0.9,26.5,71.7,0.9
E00069719,4.1,22,72.4,1.6
E00069720,0,30.6,67.7,1.6
E00069721,2.2,23.1,65.7,9
E00069722,0,18.8,79.7,1.5
E00069723,2,26.8,67.1,4
E00069724,1.7,21.7,72.5,4.2
E00069725,0.8,27.3,68.8,3.1
E00069726,0,25.6,72.2,2.3
E00069727,1.7,19.3,75.6,3.4
E00069728,1.8,30.9,64.5,2.7
E00069729,0.8,20,75.8,3.3
E00069730,0.9,29.9,68.2,0.9
E00069731,0,24.8,72,3.2
E00069732,3.2,19.2,67.2,10.4
