areacd,highest_qualification_6a-000,highest_qualification_6a-001,highest_qualification_6a-002,highest_qualification_6a-003,highest_qualification_6a-004
E00092339,31.4,43.4,4.1,18.6,2.4
E00092340,22.3,43.2,6.8,23.5,4.2
E00092341,27,51.1,2.5,17.3,2.1
E00092342,30.4,41.9,7.3,18.5,2
E00092343,18.8,43.5,7.7,25.1,4.8
E00092344,32.1,43.7,7,15.8,1.4
E00092345,21.1,49.8,7.6,17,4.5
E00092346,20.1,44.4,6.1,27.6,1.9
E00092347,39.8,41.7,2.4,13,3.1
E00092348,24.8,45.1,6.8,19.9,3.4
E00092349,30,49,2.4,15.8,2.8
E00092350,31.4,46.9,6.2,12.8,2.7
E00092351,29.3,44.3,6.6,16.4,3.5
E00092352,17.3,43.6,10.2,24.8,4.1
E00092353,33.2,47.1,5.9,12.2,1.7
E00092354,20.9,47.3,8.4,20.9,2.4
E00092355,24.3,42.2,7.2,23.9,2.4
E00092356,25.6,39.1,8.2,24.6,2.4
E00092357,31.3,39.6,6.3,19.2,3.8
E00092358,23.4,46,4.2,23.8,2.5
E00092359,25.2,35.9,12.1,22.8,3.9
E00092360,17.5,46.4,10.3,25.8,0
E00092361,18.6,46.5,5.6,24.9,4.5
E00092362,37.7,39.8,5.8,16.8,0
E00092363,21.1,49.5,8.8,16.2,4.4
E00092364,28.4,51.3,2.9,12.6,4.8
E00092365,23.7,40.5,4.1,29.2,2.4
E00092366,26.8,45.5,7.8,16.9,3
E00092367,30.4,48.7,5.2,11.3,4.3
E00092368,32.1,38.5,5.7,21,2.7
E00092369,25.4,48.7,5.3,18.5,2.1
E00092370,38.2,38.7,5.5,15.1,2.5
E00092371,26.1,46.2,8.5,15.6,3.5
E00092372,32.2,38.5,5.8,20.7,2.9
E00092373,16.1,56.1,4.3,20.8,2.7
E00092374,13.8,43.3,8.9,31.6,2.4
E00092375,22.8,41.5,8.3,25.3,2.1
E00092376,31,44.2,8,13.9,2.9
E00092377,26,50,5,16.5,2.5
E00092378,33.6,37.2,10.3,16.1,2.7
E00092379,23.6,42.1,4.6,27.4,2.3
E00092380,24.1,50.6,5.4,17.8,2.1
E00092381,25.5,56.7,5.7,9.6,2.5
E00092382,21,52.8,5.7,17.6,2.8
E00092383,21.7,60.1,4.5,11.1,2.5
E00092384,12.5,34.2,4.7,47.9,0.8
E00092385,14.4,33,4.8,47.4,0.4
E00092387,13.2,61.8,2.3,21,1.7
E00092388,38.7,31.7,9,18.1,2.5
E00092389,14.4,32.6,2.5,48.3,2.1
E00092392,10,34.2,2.5,50.8,2.5
E00092393,7.9,30,4,57.8,0.3
E00092394,6.5,37.5,4.3,48.9,2.7
E00092395,13,33.1,1.8,48.5,3.6
E00092396,21.3,39.4,3.2,32.3,3.9
E00092397,10.2,27.7,3,58,1.1
E00092398,13.8,41.1,7.5,32.8,4.7
E00092399,7.2,27.8,2.1,59.8,3.1
E00092400,9.8,31.6,4.7,52.7,1.2
E00092401,20.9,22,7.7,46.2,3.3
E00092402,7.6,32.2,4.2,52.9,3.1
E00092403,17.5,39.3,9,30.8,3.4
E00092404,17.3,36.1,4.3,37,5.3
E00092405,13.4,34.7,7.5,40.6,3.8
E00092406,9.1,32.9,2.7,53.4,1.8
E00092407,10.4,35.6,6,48,0
E00092408,9.4,29.9,9.8,49.2,1.6
E00092409,8.7,32,7.1,50.2,2.1
E00092410,13.8,36,5.7,42.1,2.3
E00092411,10.5,43.5,11,33,2
E00092412,29.1,30.6,7.1,26,7.1
E00092413,10.8,39.6,4.5,44.6,0.5
E00092414,15.9,34.5,5.5,40.9,3.2
E00092415,12.4,31.8,4.1,51.2,0.5
E00092416,10.3,34.9,4,50.8,0
E00092417,6.8,30.4,5.8,54.5,2.6
E00092418,7.7,34.2,5.9,50.4,1.8
E00092419,5.8,29.6,3.5,59.1,1.9
E00092420,9.6,32.1,6.3,50.2,1.8
E00092421,8.2,27.2,4.7,59.5,0.4
E00092422,8.9,30.2,3.8,57,0
E00092423,10.7,40,3.9,42.5,2.8
E00092424,2.7,30.8,4.5,60.7,1.3
E00092425,22.9,29.2,4.2,43.8,0
E00092426,23.4,26.6,3.8,44.1,2.1
E00092427,9.3,39.1,5,46.3,0.4
E00092428,10.2,36.4,4.7,46.5,2.2
E00092430,7.7,33.9,3.9,52.1,2.4
E00092431,10.9,26.8,4.9,57.4,0
E00092434,38.5,34.1,6.6,17.6,3.3
E00092435,46.1,29,6.7,15,3.1
E00092437,8,34.7,5.2,49.6,2.5
E00092438,7.4,41.6,1,46.9,3.1
E00092439,28.3,30.9,9.2,28.9,2.6
E00092440,8.7,33.7,3,51.9,2.7
E00092441,6.9,37.1,2.2,51.7,2.2
E00092442,4.4,57.6,1.9,36.1,0
E00092443,3.5,49.3,1.4,44.1,1.7
E00092444,7.6,42,5.7,43.1,1.5
E00092447,7.7,52.6,2,37,0.7
E00092448,8.3,39.3,3.7,45.5,3.3
E00092449,6.8,42.5,2,45.1,3.7
E00092450,8.4,35.9,3.8,49.6,2.3
E00092453,15.8,45.4,6.6,32.2,0
E00092454,25.5,35.2,5.1,33.2,1
E00092455,18.7,41,5.6,34.7,0
E00092456,7.4,42.3,3.8,44.4,2.1
E00092457,3,70.7,1.9,22.6,1.7
E00092458,5.8,53.7,0.3,38.4,1.8
E00092459,8.3,33.6,4,52.2,2
E00092460,8.5,29.4,4.7,53.6,3.8
E00092461,7.8,31.5,5.1,53.5,2.1
E00092462,8.7,32.1,2.6,55.8,0.8
E00092463,6.4,26.5,3.8,61,2.2
E00092464,8.6,27.8,5.8,55.3,2.4
E00092465,8.9,28.9,0,60.2,2
E00092466,7.6,27.1,4,57.3,4
E00092467,11.7,40.8,5.2,40.4,1.9
E00092468,10.8,28.7,4.4,54.4,1.7
E00092469,5.5,36.5,2.2,53.9,1.8
E00092470,5.2,30,0.8,64,0
E00092471,8.5,27.5,5.7,55.1,3.2
E00092472,32.1,45,1.8,21.1,0
E00092473,16.2,44.1,8.3,27.9,3.5
E00092474,11.8,37.7,4.8,43.5,2.2
E00092475,10.1,37.6,2.1,47.4,2.8
E00092478,9.4,40.2,4.3,46.2,0
E00092479,9.6,33.7,2.3,51,3.4
E00092480,8.8,38,5.6,45.6,2
E00092503,16.2,28.6,4.6,49,1.7
E00092504,6.3,21.4,3.8,66.4,2.1
E00092505,6,20.6,1.5,69.7,2.2
E00092506,17.4,33.3,1.6,44.6,3.1
E00092507,8.2,44.3,3.8,42.1,1.6
E00092508,27.3,37,1,32.8,1.9
E00092509,15,28.9,9.1,42.8,4.3
E00092510,19.3,29.8,5.3,42.1,3.5
E00092511,8.8,35.3,4.7,47,4.2
E00092512,13.7,32.1,1.5,48.9,3.8
E00092513,5,26.5,1.8,62.6,4.1
E00092514,5.4,24.4,6.8,59.7,3.6
E00092515,22.4,35.2,4.6,35.6,2.1
E00092516,11.9,31.7,4.9,48.1,3.3
E00092517,15.4,29.5,7.7,43.6,3.8
E00092518,7.5,28.6,2.7,60.4,0.8
E00092519,12.2,39.3,1,45.4,2
E00092520,12.9,27.4,4,53.2,2.5
E00092521,34,26.5,7.9,31.6,0
E00092522,16,28.6,3.4,47.1,4.9
E00092523,7.4,35.1,5.4,52,0
E00092524,7.7,33.1,3.1,54.4,1.7
E00092525,8.1,35.9,3.8,51.2,1
E00092526,13.5,30.7,2.8,53,0
E00092527,12.8,31.4,5.9,47.3,2.7
E00092528,4.5,26.4,4.1,65,0
E00092529,6.5,25.6,2.8,65.1,0
E00092530,8.5,36,0.5,53.4,1.6
E00092531,6.2,35.3,4.8,52.1,1.7
E00092532,10.8,35.6,4.3,47.8,1.4
E00092533,9.5,31.7,4,50.2,4.6
E00092534,22.4,45.7,4.7,24.6,2.6
E00092535,15.5,25.9,1.3,56.9,0.3
E00092536,22.7,41.6,5.9,27.1,2.7
E00092537,10.1,26.5,5.2,57.5,0.7
E00092538,15,39.8,6.9,38,0.4
E00092539,15.8,41.5,3.7,36.9,2.1
E00092540,13.2,36.3,4.4,42.5,3.7
E00092541,23.7,40.1,6,27.2,3
E00092542,5.8,32.1,5.5,53.9,2.7
E00092543,27,43.5,5.5,23.5,0.5
E00092544,20.3,32.5,3,42.6,1.5
E00092545,15.9,33.2,6.7,42.8,1.4
E00092546,4.3,45.5,4.8,42.2,3.2
E00092547,8.9,40.2,5.4,43.6,1.9
E00092549,13.9,38.3,6.2,40.7,1
E00092550,8.2,38.7,6.6,44.5,2
E00092551,4.6,41.1,3.7,49.3,1.4
E00092564,34.7,37.5,3.6,21,3.2
E00092565,16.5,41.1,5.9,36.4,0
E00092566,34,45.6,3.3,14.1,2.9
E00092567,8,38.7,4.3,46.7,2.2
E00092568,34.4,41.7,6.6,15.1,2.3
E00092569,23.1,36,4.4,34.2,2.2
E00092570,25.2,38.8,5.8,26.2,4.1
E00092571,9.2,31.7,4.4,49.8,4.8
E00092572,7.2,48.3,4.1,39,1.4
E00092573,13.6,32.9,6.6,43.8,3.1
E00092574,11.2,38.8,2.6,47.4,0
E00092575,42.2,33.7,2,18.1,4
E00092576,9.1,46.1,5.4,36.1,3.3
E00092577,15.1,40.9,7.7,31.7,4.6
E00092578,23.6,35.6,7.5,29.9,3.4
E00092579,20.5,36.2,2.2,35.7,5.4
E00092580,27.5,46.4,2.9,21,2.2
E00092581,19.8,40.9,7,32.3,0
E00092582,14.2,33.6,7.5,41.2,3.5
E00092583,16.5,36.5,6.7,37.3,3.1
E00092584,15.2,41.9,7.3,34,1.6
E00092602,10.7,37.9,5.4,46,0
E00092603,11.6,25.8,4.7,55.8,2.1
E00092604,11.3,34.2,4.8,45.5,4.2
E00092605,10.7,34.2,4,47.6,3.6
E00092606,12,28.8,3,52.8,3.4
E00092607,10.6,32.7,2.9,51.8,2
E00092608,6.7,40.2,3.1,50,0
E00092614,15.6,24.4,3.5,51.9,4.7
E00092617,9.6,37.5,3.8,49.1,0
E00092618,9.9,31.4,6.6,52.1,0
E00092619,9.1,34.4,4.3,51,1.2
E00092620,13.8,37.9,4.6,40.5,3.1
E00092621,20.7,35.8,7.8,31.1,4.7
E00092622,18.8,37.7,5.8,35.7,1.9
E00092623,10.5,33.5,5.1,49.5,1.5
E00092624,11.6,38.6,6,40,3.7
E00092625,11.3,39.8,4.7,41.8,2.4
E00092626,17.5,30.5,4.5,46.5,1
E00092627,7.6,38.2,2.8,48.6,2.8
E00092628,5.3,32.1,3.7,58.4,0.4
E00092629,5.6,33.5,4.5,54.7,1.7
E00092630,4.6,25.4,1.7,67.1,1.3
E00092631,11.6,33.6,3.7,48.9,2.2
E00092632,25.3,43.3,4.6,24.9,1.8
E00092633,26.6,33.9,6.9,29.1,3.5
E00092634,28.4,36.3,3.7,26.3,5.3
E00092635,12.1,31.7,4,47.3,4.9
E00092636,20.9,30.8,6.4,39.5,2.3
E00092637,6.7,26.9,2.5,63.9,0
E00092638,18,35.5,7.5,36.4,2.6
E00092639,11.3,37.7,8.1,39.7,3.2
E00092640,26.2,41.8,4.4,23.6,4
E00092641,26.4,44.9,6.7,19.1,2.8
E00092642,18.1,49.2,7.9,22.6,2.3
E00092643,23.1,40.2,9.2,26.2,1.3
E00092645,10.2,41.2,5.1,41.2,2.2
E00092646,14.8,39.3,10.1,33.9,2
E00092647,11.9,34.8,5.6,43,4.6
E00092648,16.9,42.5,13.1,23.8,3.8
E00092652,15.2,42.6,6.6,32.4,3.3
E00092653,27.4,37.8,7.1,25,2.7
E00092654,11.9,40.4,7.7,37.9,2.1
E00092677,8,36.8,10.3,44.3,0.6
E00092696,6.4,24.3,2.6,64.8,1.9
E00092697,9.8,40.9,4,40.9,4.6
E00092698,8.1,24.7,4.1,60.8,2.4
E00092699,8.8,34.9,2.7,51.7,1.9
E00092700,14,37.1,3.9,43,2
E00092701,6.1,30,2.3,61.5,0
E00092702,8.2,30.7,2.7,58.4,0
E00092703,8.1,35.4,4.5,48.5,3.5
E00092704,13.8,25,6.5,51.7,3
E00092705,7.6,28.7,1.2,62.2,0.4
E00092706,10.8,26.7,4.3,56.5,1.7
E00092707,15.2,28,3.4,53.4,0
E00092708,8.3,38.4,3.3,48.3,1.7
E00092709,7.9,36.7,3.1,50.7,1.7
E00092710,18.8,31.6,4,40.1,5.5
E00092711,10.1,40.3,7,39.5,3.1
E00092712,8.7,38.5,3.8,48.7,0.4
E00092713,8.2,39.1,5.3,45,2.4
E00092715,7.7,32.3,7.2,49.4,3.4
E00092716,9,32.5,3.9,52.2,2.4
E00092717,4.8,36.9,5.6,52.8,0
E00092718,9,35.1,6.3,47.8,1.9
E00092719,15.5,28.6,6.6,46.9,2.3
E00092720,19.3,45.6,8.5,24.4,2.2
E00092721,9.7,37.8,4.2,46.2,2.1
E00092722,32.6,38.6,1.3,20.2,7.3
E00092723,15.4,37.9,2.8,39.5,4.3
E00092724,19.7,44.4,7.6,26.3,2
E00092725,18.1,36.2,4.3,39.5,1.9
E00092726,20.5,36.9,6.7,32.9,3
E00092727,15.8,40.4,4.6,36.7,2.5
E00092728,16.1,32.1,5.6,43.8,2.4
E00092729,14.8,32.7,4.5,47.5,0.4
E00092730,23.9,42.3,3.5,28.9,1.5
E00092731,10.5,42.1,4.5,41.7,1.1
E00092732,20.6,28.6,4.2,44.1,2.5
E00092733,21.1,30.9,4.6,39.7,3.7
E00092734,15.3,28,5.5,49.1,2.2
E00092735,26.3,31.3,7.6,30.3,4.5
E00092736,11.3,52.4,4,31,1.2
E00092737,10.7,43.3,6.7,39.3,0
E00092738,11.3,42.4,7.1,38.7,0.4
E00092739,7.7,37.3,5,49.5,0.5
E00092740,16.7,41.2,6.1,36,0
E00092741,41.2,19.9,14,19.1,5.9
E00092742,8.5,35.3,7.8,46.9,1.6
E00092743,10.5,29.7,5.5,50.7,3.7
E00092744,15.2,37.1,5.4,42,0.4
E00092745,8.3,43,4.8,39.6,4.3
E00092746,12.6,38.1,6.5,39.7,3.2
E00092747,14.9,38.5,5.3,39.4,1.9
E00092748,13.8,36.4,7.7,37.9,4.2
E00092749,14.1,43.6,5,35,2.3
E00092750,8.8,37.1,4.8,46.7,2.6
E00092751,5.3,36.5,2.8,52.6,2.8
E00092752,10.7,34.7,4.1,48.3,2.2
E00092754,3.6,34.1,5,56.3,1.1
E00092756,14.1,35.7,7.1,39,4.1
E00168824,3.6,68,0.7,27.5,0.3
E00168825,9.4,59.3,1.5,26.9,2.9
E00168826,11.4,41.6,1.3,45.3,0.3
E00168827,4.4,32.2,2.4,59.3,1.8
E00168828,10.9,30.7,3,53.5,2
E00168829,15.4,26.9,2.5,52.1,3.1
E00168830,14.9,30.9,5,43.1,6.1
E00168831,23,33.7,8.6,32.1,2.7
E00168832,7.4,38.4,3.9,48.5,1.7
E00168833,19,34.7,0,44.6,1.7
E00168834,7.3,35.3,6,51.3,0
E00168835,8.7,35.3,4,52,0
E00168836,9.4,31.5,2,56.4,0.7
E00168837,14,34.9,3.1,47.3,0.8
E00188753,14,44,9,33,0
E00188755,7.2,33.2,4.5,53.8,1.4
E00188764,4,38.3,2.6,54.6,0.4
E00188778,3.7,32.4,3.2,60.3,0.5
E00188780,1.8,42.7,2.2,52.9,0.4
E00188782,12.2,39.1,5.1,41.6,2
E00188785,9.5,42.1,6.3,41.3,0.8
E00188811,5.3,30.6,2.3,60,1.9
E00188816,26.7,28.8,6.3,34,4.2
E00188825,10,34,2,51,3
E00188836,4.3,65,1.2,29.6,0
E00188837,2.8,35.2,3.7,56.9,1.4
E00188838,7.5,58.6,9.3,22.5,2.2
E00188846,9.2,26.8,3.8,53.3,6.9
E00188848,6.6,41.9,0,49.3,2.2
E00188850,11.3,31.1,3.2,50.9,3.6
E00188854,18.3,28.6,4.2,43.9,5
E00188876,8.7,34.3,5.9,51.2,0
E00188880,5.8,34,1.9,58.3,0
E00188881,6.1,46.9,3.7,41.2,2
E00188889,10.7,38,1.7,47.9,1.7
E00188895,13.6,39.8,6.8,38.1,1.7
E00188899,6.4,23.3,2.1,66.5,1.7
E00188901,17.5,27.1,3,51.2,1.2
E00188903,9.5,54,3.6,30.7,2.2
E00188909,4,36.1,3.1,55.5,1.3
E00188910,2.5,69.6,1,26.1,0.8
E00188924,12.6,47.6,4.9,31.7,3.3
E00188928,4.5,31.2,2,58.7,3.6
W00001370,26.4,38.3,10.1,21.1,4
W00001374,15.9,40.2,7.5,33.9,2.5
W00001375,11.7,45.3,6.5,35.5,1
W00001382,16.4,43.7,12.2,25.4,2.3
W00001384,14.1,50.9,7.3,22.7,5
W00001385,15.9,44.6,6,30,3.4
W00001386,14.5,42.5,9.2,31.1,2.6
W00001767,28.7,43.9,7.2,16.6,3.6
W00001768,18.6,50.6,7.3,21.5,2
W00001769,10.5,40.1,4.8,41,3.6
W00001770,27.8,45.2,3.7,19.1,4.1
W00001771,18.1,41.9,4.8,32.7,2.4
W00001772,22.6,49.8,5.7,18.1,3.8
W00001773,31.5,34.7,9.3,20.8,3.7
W00001774,19,42.7,9.5,26.7,2.2
W00001775,26.2,39.3,9.1,23.4,2
W00001776,11.9,50.9,4.9,28.3,4
W00001777,20.7,49.6,4.1,25.6,0
W00001779,21.4,45.6,5.2,23.8,4
W00001780,20.7,41.8,8.4,26.6,2.5
W00001781,24.9,49.4,5.8,16.2,3.7
W00001782,12.2,51,9,25.5,2.4
W00001788,12.3,37.7,5.9,42.2,1.9
W00010469,11.5,43.4,4.5,37.2,3.5
W00010475,13.1,48.6,6.3,28,4
W00010483,5.3,46,3.7,43.3,1.6
W00010486,15.8,49.7,9.8,23,1.6
W00010491,2.4,45.8,2.8,47,2
