areacd,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
W00000800,9.1,42.9,33.3,14.6
W00000801,7.3,46,34.7,12.1
W00000803,10.2,47.7,28.1,14.1
W00000804,4.1,34.2,40.4,21.2
W00000805,8.4,45.4,29.4,16.8
W00000807,19,47.9,25.6,7.4
W00000810,14.2,48.3,25.8,11.7
W00000862,7.6,27.6,35.2,29.5
W00000865,4.6,38.2,35.1,22.1
W00001017,28.6,34.7,27.6,9.2
W00001018,5.5,41.8,40,12.7
W00001019,10.1,44.9,24.7,20.2
W00001020,17.8,48.5,26.7,6.9
W00001021,10.4,40.6,33,16
W00001022,12.4,53.6,27.8,6.2
W00001024,17,43.8,32.1,7.1
W00001025,7.1,25.5,58.2,9.2
W00001034,34.2,46.5,14,5.3
W00001035,11.7,54.7,28.9,4.7
W00001036,15.3,33.9,36.4,14.4
W00001037,36.5,44.4,15.1,4
W00001038,17.5,42.3,30.7,9.5
W00001039,27.3,42.7,23.8,6.3
W00001040,41.3,44.7,10.7,3.3
W00001041,7.8,34.1,39.5,18.6
W00001042,8.4,36.1,35.5,19.9
W00001043,15.6,42.2,30.4,11.9
W00001044,2.9,41.2,44.9,11
W00001045,10.9,40.9,34.5,13.6
W00001046,12.7,38,35.4,13.9
W00001047,10,39.3,33.3,17.3
W00001048,5.3,42,35.3,17.3
W00001049,31.2,42,17.4,9.4
W00001050,16.7,38.9,31.5,13
W00001051,6.6,34.6,43.4,15.4
W00001052,9.9,34.4,41.2,14.5
W00001053,8.5,45.3,35.9,10.3
W00001054,11.6,42.1,36.4,9.9
W00001055,52.8,31.2,14.4,1.6
W00001056,44.8,40,12.4,2.9
W00001057,33.8,44.4,11.3,10.5
W00001058,30,34.6,27.7,7.7
W00001059,34.4,42.2,21.1,2.3
W00001060,7.4,27.2,34.6,30.9
W00001061,36.2,36.2,22,5.5
W00001062,35.5,42.1,19,3.3
W00001063,6.4,45.5,32.7,15.5
W00001064,10.8,42.6,30.4,16.2
W00001065,11.6,45.5,32.2,10.7
W00001066,15.6,45.9,27.4,11.1
W00001067,8.1,40,40,11.9
W00001068,13.9,37.5,32.6,16
W00001069,27.4,58.1,7.3,7.3
W00001070,6.5,41.9,37.9,13.7
W00001071,6.2,34.6,29.2,30
W00001072,9.6,29.4,38.2,22.8
W00001085,6.3,37.7,33.3,22.6
W00001086,3.7,31.1,40.9,24.4
W00001087,1.4,27.5,49.3,21.7
W00001089,9.9,49.6,34.4,6.1
W00001090,7.9,29.1,45.7,17.3
W00001091,4.6,26,39.7,29.8
W00001096,8.5,36.9,36.2,18.4
W00001097,0.8,22.5,38.8,38
W00001098,10.2,33.3,39.5,17
