areacd,hh_family_composition_4a-001,hh_family_composition_4a-002,hh_family_composition_4a-003
W00000800,5.4,19.8,74.8
W00000801,0.8,26.9,72.3
W00000803,7,24.2,68.8
W00000804,8.8,19.7,71.4
W00000805,4.9,27.9,67.2
W00000807,4.1,38.8,57
W00000810,5.1,35.6,59.3
W00000862,6.5,27.1,66.4
W00000865,5.2,20.1,74.6
W00001017,3,34.3,62.6
W00001018,2.7,18.2,79.1
W00001019,4.7,31.4,64
W00001020,6.9,22.8,70.3
W00001021,6.6,27.4,66
W00001022,9.1,40.4,50.5
W00001024,6,26.5,67.5
W00001025,5.2,18.8,76
W00001034,5.3,42.5,52.2
W00001035,3.2,41.3,55.6
W00001036,3.3,34.7,62
W00001037,1.6,50,48.4
W00001038,3,34.6,62.4
W00001039,5.6,41.5,52.8
W00001040,4,63.3,32.7
W00001041,3.8,26.5,69.7
W00001042,6,31.1,62.9
W00001043,4.4,31.9,63.7
W00001044,3,15.6,81.5
W00001045,0,26.4,73.6
W00001046,6.3,22.6,71.1
W00001047,3.4,33.1,63.5
W00001048,3.3,29.3,67.3
W00001049,1.5,51.1,47.4
W00001050,3.7,31.7,64.6
W00001051,1.5,21.9,76.6
W00001052,5.4,33.8,60.8
W00001053,0.8,27.7,71.4
W00001054,0,38.5,61.5
W00001055,2.4,27.6,70.1
W00001056,3.8,49.1,47.2
W00001057,5.9,22.2,71.9
W00001058,6.9,20.6,72.5
W00001059,7,40.3,52.7
W00001060,8.2,22.4,69.4
W00001061,5.5,28.9,65.6
W00001062,4.1,42.3,53.7
W00001063,0.9,30.6,68.5
W00001064,5.5,37.2,57.2
W00001065,5,26.7,68.3
W00001066,1.5,44.5,54
W00001067,2.2,31.4,66.4
W00001068,6.9,26.4,66.7
W00001069,1.7,39.2,59.2
W00001070,1.6,29.6,68.8
W00001071,5.4,16.9,77.7
W00001072,3.6,25.4,71
W00001085,6.9,27.7,65.4
W00001086,3.1,20.2,76.7
W00001087,4.8,20.7,74.5
W00001089,0.8,34.4,64.9
W00001090,0.8,26.4,72.8
W00001091,7.7,26.9,65.4
W00001096,7.9,33.1,59
W00001097,6.9,16,77.1
W00001098,2.7,28.2,69.1
W00001099,3.6,26.6,69.8
W00001100,3,23.1,74
W00001101,3,28,69
W00001124,3.4,22.9,73.7
W00001125,3.2,37.6,59.1
W00001126,1.8,25.5,72.7
W00001127,5.6,35.2,59.3
W00001128,4.5,23.3,72.2
W00001129,3.4,34.2,62.3
W00001130,6.7,21.7,71.7
W00001131,0.7,25.4,73.9
W00001132,3.1,31.3,65.6
W00001133,3.8,28.1,68.1
W00001137,3.5,33.9,62.6
W00001139,3.9,25.6,70.5
W00001140,2.4,41.1,56.5
W00001144,6.5,18.7,74.8
W00001155,3.1,31.3,65.6
W00001156,6.8,23.1,70.1
W00001157,4.1,24.6,71.3
W00001158,3.9,35.4,60.6
W00001159,5,26.7,68.3
W00001160,3.8,29,67.2
W00001161,4.3,35.5,60.1
W00001163,0.8,44.7,54.5
W00001168,5.8,39.7,54.5
W00001172,2.2,44.8,53
W00001182,3.4,34.5,62.2
W00001183,4,42.7,53.2
W00001184,4.4,48.2,47.4
W00001185,0,33.1,66.9
W00001186,0.8,51.6,47.5
W00001187,3.6,30.6,65.8
W00001188,0,37.5,62.5
W00001189,0,51.4,48.6
W00001190,3.3,39.3,57.4
W00001191,4,28.8,67.2
W00001192,1.7,38.8,59.5
W00001193,0,39.7,60.3
W00001194,5.2,19,75.9
W00001195,2.9,26.4,70.7
W00001196,7,33.6,59.4
W00001197,4.4,41.6,54
W00001198,3.9,28.3,67.8
W00001199,2.2,53.2,44.6
W00001200,2.9,49,48
W00001201,3.8,30.5,65.7
W00001202,5,32.5,62.5
W00001203,4.1,19.9,76
W00001204,4.7,29.5,65.8
W00001205,8.2,31.8,60
W00001206,2.6,34.2,63.2
W00001207,3.4,30.8,65.8
W00001208,5.3,42.5,52.2
W00001209,1.8,35.1,63.2
W00001210,2.5,42.9,54.6
W00001211,0,66.7,33.3
W00001212,7.5,40.8,51.7
W00001213,6.6,31.4,62
W00001214,7.9,21.4,70.6
W00001215,5,54.2,40.8
W00001216,6.7,26.7,66.7
W00001217,7,43.4,49.6
W00001218,6.3,40.5,53.2
W00001219,1.7,52.9,45.4
W00001220,5.3,47,47.7
W00001221,4.9,48.8,46.3
W00001222,5.1,32.2,62.7
W00001223,4.7,32,63.3
W00001224,5.3,28.9,65.8
W00001225,6,42.7,51.3
W00001226,4,36.5,59.5
W00001227,1.5,40.2,58.3
W00001228,3,39.1,57.9
W00001229,3,37.3,59.7
W00001230,5.7,40.7,53.7
W00001231,3.1,24.2,72.7
W00001232,4.6,33.8,61.5
W00001233,3.4,44.1,52.5
W00001234,5.7,41.8,52.5
W00001235,6.3,30.7,63
W00001236,3.2,35.9,60.9
W00001237,7.6,41.2,51.1
W00001238,5.2,21.3,73.5
W00001239,3.9,32,64.1
W00001240,7.3,18.7,74
W00001241,0.9,39.4,59.6
W00001242,3.2,26.2,70.6
W00001243,4.4,24.8,70.8
W00001244,3.8,32.6,63.6
W00001245,0.8,42.4,56.8
W00001246,4.7,22.5,72.9
W00001247,0.8,47.5,51.7
W00001248,1.8,43,55.3
W00001249,4.7,27.7,67.6
W00001250,5,25.2,69.8
W00001251,3.7,43,53.3
W00001252,5.2,27.6,67.2
W00001253,5.2,23.2,71.6
W00001255,3.1,27.9,69
W00001256,3.7,40,56.3
W00001257,7.3,30.6,62.1
W00001258,3.1,33.1,63.8
W00001259,4.8,26.7,68.6
W00001260,3.9,24.2,71.9
W00001261,6.6,36.8,56.6
W00001262,4.3,34.3,61.4
W00001263,7.4,35.5,57
W00001264,4.2,42.3,53.5
W00001265,8,23.4,68.6
W00001266,4,27.2,68.9
W00001267,5.3,25.2,69.5
W00001268,5.7,22.1,72.1
W00001269,4.6,21.9,73.5
W00001270,4.7,46.9,48.4
W00001271,6.5,23,70.5
W00001272,5.7,35.8,58.5
W00001273,11.8,32.3,55.9
W00001274,13.1,21.9,65
W00001275,2.8,38.2,59
W00001276,8.1,25.8,66.1
W00001277,8.9,18.5,72.6
W00001278,4.5,57.6,37.9
