areacd,hh_deprivation-001,hh_deprivation-002,hh_deprivation-003,hh_deprivation-004,hh_deprivation-005
W00000800,47.9,33.3,15.1,3.7,0
W00000801,45.1,33.6,19.7,1.6,0
W00000803,44.1,37.8,17.3,0.8,0
W00000804,42.3,38.3,16.1,3.4,0
W00000805,45.8,39.2,14.2,0.8,0
W00000807,34.7,29.8,20.7,14.9,0
W00000810,40,32.5,23.3,4.2,0
W00000862,51.9,29.2,16,2.8,0
W00000865,42,40.5,15.3,2.3,0
W00001017,32.3,51.5,12.1,4,0
W00001018,68.2,20.9,10.9,0,0
W00001019,48.2,40,8.2,3.5,0
W00001020,28.7,41.6,24.8,5,0
W00001021,45.8,37.4,16.8,0,0
W00001022,31.6,44.9,19.4,4.1,0
W00001024,35.7,36.6,25,2.7,0
W00001025,82.7,17.3,0,0,0
W00001034,47.8,33.9,14.8,2.6,0.9
W00001035,50.8,39.1,7.8,2.3,0
W00001036,52.1,37,9.2,1.7,0
W00001037,43.1,30.9,18.7,7.3,0
W00001038,56.3,27.4,14.1,2.2,0
W00001039,49.3,30,17.9,2.1,0.7
W00001040,39.3,32.7,20.7,6.7,0.7
W00001041,64.3,29.5,6.2,0,0
W00001042,58.1,29.3,9.6,3,0
W00001043,50.7,31.3,13.4,4.5,0
W00001044,60.3,30.9,8.8,0,0
W00001045,57.1,26.8,13.4,2.7,0
W00001046,53.2,37.3,8.9,0.6,0
W00001047,55.8,34,10.2,0,0
W00001048,54,38,6.7,1.3,0
W00001049,39.4,33.6,21.9,4.4,0.7
W00001050,47.2,38.7,11.7,2.5,0
W00001051,60.1,27.5,10.9,1.4,0
W00001052,47.7,40,11.5,0.8,0
W00001053,57.3,34.2,7.7,0.9,0
W00001054,47.5,34.4,16.4,1.6,0
W00001055,28.6,37.3,25.4,8.7,0
W00001056,24.3,37.9,27.2,10.7,0
W00001057,26.3,36.8,28.6,8.3,0
W00001058,35.1,35.1,22.9,6.9,0
W00001059,39.8,35.9,19.5,3.9,0.8
W00001060,53.1,34.6,9.9,2.5,0
W00001061,30.5,30.5,22.7,14.8,1.6
W00001062,19.3,32.8,31.9,15.1,0.8
W00001063,56.9,24.8,15.6,2.8,0
W00001064,45.3,35.1,15.5,4.1,0
W00001065,41.8,43.4,9.8,4.1,0.8
W00001066,51.9,33.3,11.9,3,0
W00001067,54,33.6,10.9,1.5,0
W00001068,44.5,32.2,17.8,5.5,0
W00001069,22.1,30.3,37.7,9,0.8
W00001070,59.7,25,10.5,4,0.8
W00001071,56.2,33.1,8.5,2.3,0
W00001072,56.3,28.9,14.1,0.7,0
W00001085,55.3,31.4,11.9,1.3,0
W00001086,62.8,29.9,6.1,1.2,0
W00001087,62.4,31.9,5,0.7,0
W00001089,54.2,28.2,9.9,7.6,0
W00001090,56.3,31,9.5,3.2,0
W00001091,69,27.1,3.9,0,0
W00001096,43.3,48.9,7.1,0.7,0
W00001097,73.3,24.4,2.3,0,0
W00001098,57.2,26.9,14.5,1.4,0
W00001099,44.3,32.9,18.6,3.6,0.7
W00001100,66.7,26.8,4.8,1.8,0
W00001101,56,31.9,10.2,1.8,0
W00001124,54.5,36.4,5.8,3.3,0
W00001125,51.6,33.7,13.7,1.1,0
W00001126,59.6,27.5,10.1,2.8,0
W00001127,58.3,30.6,10.2,0.9,0
W00001128,51.9,40.6,6,1.5,0
W00001129,50.7,35.6,13,0.7,0
W00001130,58,33.6,7.6,0.8,0
W00001131,63.8,26.1,8.7,0.7,0.7
W00001132,38.9,39.7,18.3,3.2,0
W00001133,57.2,28.9,12.6,1.3,0
W00001137,24.3,46.1,24.3,5.2,0
W00001139,59.5,27.5,7.6,5.3,0
W00001140,38.9,42.9,15.1,3.2,0
W00001144,52.7,33.9,10.7,2.7,0
W00001155,43.8,36.7,16.4,3.1,0
W00001156,40.7,35.6,16.9,6.8,0
W00001157,36.1,43.4,15.6,4.9,0
W00001158,45.7,34.6,18.9,0.8,0
W00001159,34.8,33.9,21.7,8.7,0.9
W00001160,58.8,29.8,10.7,0.8,0
W00001161,44.2,37,15.9,2.9,0
W00001163,31.4,41.3,25.6,1.7,0
W00001168,38.3,38.3,21.7,1.7,0
W00001172,32.1,44,20.1,3,0.7
W00001182,47.5,30.8,20,1.7,0
W00001183,38.5,39.3,18.9,3.3,0
W00001184,42.6,30.4,20.9,6.1,0
W00001185,50.6,32.9,12.7,3.8,0
W00001186,45,32.5,15.8,6.7,0
W00001187,42.1,38.3,17.8,1.9,0
W00001188,43,38.3,16.8,1.9,0
W00001189,30.6,45.4,19.4,4.6,0
W00001190,35.8,42.3,17.9,4.1,0
W00001191,47.6,34.9,14.3,3.2,0
W00001192,37.5,35.8,20,6.7,0
W00001193,29.8,43,22.8,4.4,0
