geography_code,hh_deprivation-001,hh_deprivation-002,hh_deprivation-003,hh_deprivation-004,hh_deprivation-005
E00034366,19.8,30.9,31.5,17.3,0.6
E00035156,42.2,41.2,12.7,2.9,1
E00035157,56.3,32.4,10.6,0.7,0
E00035158,67.9,21.9,9.5,0.7,0
E00035159,67.2,27.2,4.8,0.8,0
E00035160,53.2,32.5,10.3,4,0
E00035161,44,27,22.7,3.5,2.8
E00035162,57.1,27.3,13.7,1.9,0
E00035163,61.6,27.8,10.6,0,0
E00035164,74.6,22.8,2.6,0,0
E00035165,65.5,28.6,5,0,0.8
E00035166,54.7,35.1,8.8,1.4,0
E00035167,69.8,23.3,6.9,0,0
E00035168,61.6,28.1,8.2,2.1,0
E00035169,48.6,36.7,13.8,0.9,0
E00035170,61.6,28.3,8.2,1.9,0
E00035171,57.7,32.5,8.9,0.8,0
E00035172,55.9,32.3,10.2,1.6,0
E00035173,62.5,30.5,6.3,0.8,0
E00035174,61.3,30.6,7.3,0.8,0
E00035175,47.5,33.3,17.7,1.4,0
E00035176,58.3,32.6,6.9,2.1,0
E00035177,44.3,30.3,21.3,4.1,0
E00035178,58.3,31.1,10.7,0,0
E00035179,42.4,41.3,14.5,1.7,0
E00035180,53.8,29.9,12.8,3.4,0
E00035181,48.7,30.8,18.8,1.7,0
E00035182,53.5,37,8.7,0.8,0
E00035183,40,47.6,10.3,2.1,0
E00035184,60.5,27.4,10.5,1.6,0
E00035185,50.3,30.4,16.8,2.5,0
E00035186,57.2,31.7,9,2.1,0
E00035187,51.9,43.4,3.8,0.9,0
E00035188,58.8,26.4,11.5,2.7,0.7
E00035189,53,34.2,11.1,1.7,0
E00035190,46.2,34.6,15.4,3.8,0
E00035191,55.1,32.2,12.7,0,0
E00035192,53.6,24.5,19.1,2.7,0
E00035193,42.1,40,15.9,2.1,0
E00035242,44.5,34.4,18.8,2.3,0
E00035243,47.8,34.6,16.2,1.5,0
E00035244,31.6,37.5,19.1,11.8,0
E00035245,53.6,32.8,9.9,3.1,0.5
E00035246,51.7,29.8,10.6,7.9,0
E00035247,37.6,32.5,20.4,9.6,0
E00035248,46.8,39.4,11.9,1.8,0
E00035249,39.6,25.8,24.5,9.4,0.6
E00035250,40.8,38.8,17.8,2.6,0
E00035251,56.1,32.5,9.6,1.8,0
E00035252,36.6,35.3,20.2,7.6,0.4
E00035253,62.2,23.6,8.8,5.4,0
E00035254,40.1,32.9,20.4,5.9,0.7
E00035256,27,34.2,27,11.7,0
E00035258,22.1,33.1,26.9,17.9,0
E00035259,41.3,34.8,17.4,6.5,0
E00035261,38.4,47,13.4,0.6,0.6
E00035262,39.6,38.7,11.7,9.9,0
E00035263,38.9,32.7,17.7,8.8,1.8
E00035264,29.3,35.8,20.3,14.6,0
E00035265,45.3,32.8,14.1,7.8,0
E00035266,53.2,33.8,12.2,0.7,0
E00035267,59,26.7,12.4,1.9,0
E00035268,44,37.9,15.5,2.6,0
E00035269,33.5,39.9,21.4,4.6,0.6
E00035270,59.8,33.3,5.9,1,0
E00035271,45.8,30.6,17.4,6.3,0
E00035272,54,31,13,2,0
E00035273,36.6,38.2,20.3,4.9,0
E00035274,44.3,37.7,13.9,4.1,0
E00035275,18.5,42.7,32.3,6.5,0
E00035276,54.5,33.7,7.9,4,0
E00035277,51.2,34.6,9,3.3,1.9
E00035278,46.9,29,15.2,9,0
E00035279,52.6,25,20.7,1.7,0
E00035280,42.1,22.4,28.9,6.6,0
E00035281,44.7,34.2,11.8,9.2,0
E00035282,47.3,33,13.4,6.3,0
E00035283,41.3,36.5,20.2,1.9,0
E00035284,42.9,44,6.6,5.5,1.1
E00035291,36.8,40.4,18.4,4.4,0
E00035301,29,32.9,28.4,9,0.6
E00035305,36.1,36.8,21.1,5.3,0.8
E00035311,28.6,35.3,24.1,9.8,2.3
E00035314,32,28.1,24.2,8.5,7.2
E00035315,25.9,34.8,28.9,10.4,0
E00035373,35.9,35.9,20.3,7.8,0
E00035374,39.8,33.6,18.8,7.8,0
E00035375,23.2,32,32.8,12,0
E00035376,49.2,33.1,13.6,4.2,0
E00035377,31,35.7,25.6,6.2,1.6
E00035378,45.5,36.6,14.9,3,0
E00035380,28.2,34.5,30.9,5.5,0.9
E00035381,50.4,34.1,15.4,0,0
E00035382,36.4,33.3,23.3,6.2,0.8
E00035385,32.4,41.7,20.4,5.6,0
E00035386,30.9,35.8,22,11.4,0
E00035387,42.2,36.7,16.5,4.6,0
E00035388,50,32.6,13.9,3.5,0
E00035389,51.2,37.4,8.1,3.3,0
E00035390,47.9,36.4,15.7,0,0
E00035391,24.8,33.9,28.9,12.4,0
E00035392,25.9,36.2,23.3,14.7,0
E00035394,45.1,39.7,12,3.3,0
E00035395,27.9,39.3,22.9,10,0
E00035396,44.6,38.7,14.4,1.8,0.5
E00035397,11.1,34,34,20.8,0
E00035398,28,38.1,22.9,11,0
E00035399,37,26.8,24.4,11.8,0
E00035400,26.3,39.8,28.6,5.3,0
E00035401,48.5,34.6,12.3,4.6,0
E00035402,44.1,36.8,15.4,3.7,0
E00035404,24.6,30.8,33.8,10.8,0
E00035405,41.8,36.2,17,5,0
E00035406,22.8,40.6,27.7,8.9,0
E00035407,28.7,34,29.8,7.4,0
E00035408,27.3,42.4,22.7,7.6,0
E00035409,24.8,37.6,23.9,12.8,0.9
E00035410,27.1,32.2,26.3,14.4,0
E00035411,32.3,36.9,16.2,13.8,0.8
E00035412,31.1,31.1,23,14.8,0
E00035413,29.5,35.9,24.4,9,1.3
E00035414,53.6,27.3,15.5,3.6,0
E00035501,35.9,32.8,24.4,6.9,0
E00035502,32.5,33.3,27.6,6.5,0
E00035503,28.1,29.7,21.6,20,0.5
E00035504,35.1,35.1,21.6,8.2,0
E00035505,34.5,28.3,29.2,7.1,0.9
E00035506,28.2,33,29.1,9.7,0
E00035507,34.1,26.2,15.1,24.6,0
E00035508,26.5,39,23.5,10.3,0.7
E00035509,33.3,27,27.8,11.9,0
E00035510,17.7,44.2,25.7,11.5,0.9
E00035511,37.2,30.3,20,12.4,0
