geography_code,passports_all_4a-001,passports_all_4a-002,passports_all_4a-003
E00034366,62.9,12.2,24.9
E00035156,93.3,1.9,4.8
E00035157,92,4.4,3.6
E00035158,88.3,1.3,10.4
E00035159,96.3,1.2,2.4
E00035160,93.7,4.1,2.2
E00035161,91.4,0,8.6
E00035162,93.7,1.3,5
E00035163,89.5,4.2,6.2
E00035164,92.7,2.2,5
E00035165,92.1,2.3,5.6
E00035166,89.5,6.5,4
E00035167,93.4,1.7,5
E00035168,92.1,1.2,6.7
E00035169,89.2,4.8,6
E00035170,92.7,0.3,7.1
E00035171,90.1,1.5,8.4
E00035172,90.3,5,4.7
E00035173,92.5,3.2,4.3
E00035174,93.6,2.5,3.9
E00035175,83.3,1.8,14.9
E00035176,94.1,2.5,3.4
E00035177,90.9,3.6,5.5
E00035178,88.5,1.6,9.9
E00035179,81.5,6,12.5
E00035180,93.1,2.8,4.1
E00035181,86.7,1.2,12
E00035182,86.5,1.4,12.1
E00035183,79.9,4.9,15.3
E00035184,89.1,3.3,7.6
E00035185,84.9,2.9,12.3
E00035186,91,2.4,6.6
E00035187,90,5.2,4.8
E00035188,92.5,1.7,5.8
E00035189,80,2,18
E00035190,87.3,1.7,11
E00035191,92,0.8,7.3
E00035192,93.1,0.7,6.3
E00035193,92.5,1.1,6.4
E00035242,84.4,2.5,13.1
E00035243,91.3,2.2,6.4
E00035244,78.1,2.1,19.8
E00035245,81.5,3,15.4
E00035246,80.2,3.2,16.7
E00035247,75.6,6.2,18.2
E00035248,83.3,4.6,12
E00035249,70,8.6,21.4
E00035250,80.7,7.1,12.1
E00035251,88.3,0,11.7
E00035252,73.2,4.3,22.6
E00035253,88.5,4.7,6.8
E00035254,81.7,4.4,13.9
E00035256,79.5,0.4,20.1
E00035258,74.3,1.9,23.7
E00035259,78.1,0,21.9
E00035261,88.4,0.7,10.9
E00035262,88.1,1.3,10.7
E00035263,74.7,3.6,21.7
E00035264,67.6,5,27.5
E00035265,67.9,14.5,17.6
E00035266,88.5,2,9.5
E00035267,90,2.5,7.5
E00035268,82.8,7,10.2
E00035269,81.1,2,16.9
E00035270,93.6,2.1,4.2
E00035271,70,11.2,18.8
E00035272,86.9,1.7,11.4
E00035273,79.7,1.8,18.5
E00035274,76.1,6.3,17.6
E00035275,78,2.5,19.5
E00035276,89,2.5,8.5
E00035277,77.9,13.2,8.9
E00035278,81.8,6.4,11.8
E00035279,80.6,4,15.5
E00035280,58,29.6,12.3
E00035281,80.6,5.5,13.9
E00035282,85.2,5.1,9.7
E00035283,79,2.7,18.3
E00035284,82.3,5.4,12.3
E00035291,71,10.2,18.8
E00035301,66.2,10.9,22.9
E00035305,73.5,6.9,19.6
E00035311,63,5.8,31.2
E00035314,81.6,5.3,13.1
E00035315,59.6,13.9,26.5
E00035373,79.5,1.5,19
E00035374,79.4,2.2,18.4
E00035375,66.7,3.3,30
E00035376,93.5,0,6.5
E00035377,56.3,13.5,30.1
E00035378,89.5,0.3,10.2
E00035380,77.1,3.3,19.6
E00035381,87.2,1.3,11.5
E00035382,81.2,1,17.8
E00035385,87,2.6,10.4
E00035386,73.9,3.4,22.7
E00035387,92.6,0,7.4
E00035388,85.7,2.3,12
E00035389,84,1.9,14.2
E00035390,87.8,2.1,10.1
E00035391,71.4,2.7,25.8
E00035392,63,4.9,32.1
E00035394,89.4,1.2,9.4
E00035395,55.8,15.9,28.3
E00035396,89.6,2.4,8
E00035397,68.9,3.6,27.5
E00035398,82,3.7,14.3
E00035399,81.1,1,17.9
E00035400,84.7,0,15.3
E00035401,87.7,2.4,9.9
E00035402,91.6,0.9,7.5
E00035404,62.4,9.5,28.1
E00035405,76.3,4.8,18.9
E00035406,76.1,3.3,20.7
E00035407,69.1,5.6,25.3
E00035408,75.5,6.6,17.9
E00035409,75.1,5.7,19.1
E00035410,68.9,9.1,21.9
E00035411,76.1,4.8,19.1
E00035412,73.9,4,22.1
E00035413,86.3,0,13.7
E00035414,88.3,1.5,10.2
E00035501,62,15.5,22.5
E00035502,74.6,12.2,13.1
E00035503,69.8,6.5,23.7
E00035504,70.5,7.4,22.1
E00035505,73.8,6.8,19.4
E00035506,57.1,11.3,31.6
E00035507,76.4,8.2,15.4
E00035508,61.9,13.9,24.2
E00035509,72.4,8.2,19.4
E00035510,72.2,7.6,20.3
E00035511,63.1,13.7,23.2
E00035512,83.4,1.5,15.1
E00035513,71.2,2.7,26.1
E00035514,71.2,4.7,24.1
E00035515,75.7,2.8,21.5
E00035520,65,5.8,29.2
E00035521,59.5,4.3,36.2
E00035523,71.4,11.4,17.1
E00035524,52.4,19,28.6
E00035525,70.5,13,16.6
E00035526,59.9,17.4,22.7
E00035527,77.7,12.1,10.3
E00035528,65.6,2.5,31.9
E00035529,75.2,5.2,19.6
E00035530,81,5.1,13.9
E00035531,74.8,3.1,22
E00035532,57.7,2.3,40
E00035533,62.5,11.9,25.7
E00035534,55.1,15.4,29.5
E00035535,71.5,5.5,23
E00035536,70.8,12.4,16.8
E00035537,82.3,2.6,15.1
E00035538,76.6,0.6,22.9
E00035539,63,11.1,25.9
E00035540,59.8,14.1,26.1
E00035541,60.6,8.1,31.3
E00035542,70,10,20
E00035543,73.6,4.1,22.4
E00035544,74.6,4.5,20.9
E00035545,58.7,3.9,37.4
E00035546,61.4,8.1,30.5
E00035548,82.4,1.7,15.9
E00035549,86.4,0.9,12.7
E00035550,83,5.6,11.5
E00035552,90.4,0.7,8.8
E00035553,90.5,0,9.5
E00035554,86,0.5,13.5
E00035555,71.2,4.7,24.1
E00035556,76.6,5.7,17.6
E00035559,67.1,10.6,22.2
E00035563,82.1,3,15
E00035564,73.9,8.7,17.4
E00035565,73.2,3.5,23.4
E00035568,77.1,4.4,18.4
E00035572,66,10.5,23.5
E00035573,71.1,6,22.9
E00035574,79.9,3.1,17
E00035575,75.5,2.8,21.7
E00035576,62.6,8.8,28.6
E00035581,94,0,6
E00035583,87.8,0.3,11.9
E00035584,66.4,4.2,29.4
E00035585,81.6,2.2,16.2
E00035586,92,0.9,7.1
E00035587,81,0.3,18.7
E00035588,87.2,0.6,12.1
E00035589,77.2,2.2,20.6
E00035590,88.3,1.7,10.1
E00035591,72.7,2.4,24.9
E00035592,81.3,2.4,16.3
E00035593,90,2.9,7.1
E00035594,82.1,1.8,16.1
E00035595,86.2,0,13.8
E00035596,84,0.5,15.5
E00035597,75.1,0,24.9
E00035598,81.9,1.8,16.3
E00035599,83.3,0.9,15.8
E00035600,74.6,3.1,22.3
E00035601,76.8,2.8,20.5
E00035602,67.5,0.4,32.1
E00035603,95.4,0.6,4
E00035604,92.4,2.4,5.3
E00035605,86.5,0.5,13
E00035606,89.5,1.2,9.3
E00035607,83.1,1.1,15.8
E00035608,92.5,1.6,6
E00035609,91.3,0.7,8
E00035610,91.9,0.6,7.6
E00035611,91,1.7,7.3
E00035612,88.5,1.2,10.4
E00035613,93.3,1.1,5.6
E00035614,92.5,0.3,7.2
E00035615,93.3,0.7,6
E00035616,91.7,3,5.3
E00035617,90.3,1.7,7.9
E00035618,87.4,3.4,9.2
E00035619,89.6,1.3,9
E00035620,93.9,0.9,5.2
E00035621,87.6,2.5,9.8
E00035698,76.2,0.7,23.1
E00035699,77.2,0.3,22.5
E00035700,80.7,0.4,18.9
E00035701,82.3,1.2,16.5
E00035702,88.5,0.7,10.8
E00035703,89.6,0.9,9.5
E00035704,90.1,0.8,9.1
E00035705,94.7,0.6,4.7
E00035706,87.9,3.3,8.8
E00035876,85.7,3.9,10.5
E00035877,82.3,0.5,17.2
E00035885,82.9,0.3,16.7
E00035892,75.3,1.2,23.5
E00035893,73.4,5.2,21.4
E00035895,74.7,5.8,19.5
E00035896,70,5.3,24.8
E00035898,79.9,0,20.1
E00035972,87.4,3.7,8.9
E00035973,92,1.1,6.9
E00035974,90,1.4,8.6
E00035975,85,1.4,13.6
E00035976,93.7,1.7,4.6
E00035977,93.4,2.9,3.7
E00035978,90.7,1.7,7.6
E00035979,89.3,0.6,10.2
E00035980,91.5,1.5,7
E00035981,81.4,2.3,16.3
E00035982,83.7,3,13.3
E00035983,81.4,0.7,17.8
E00035984,89.4,1.1,9.5
E00035985,90.8,2.1,7.1
E00035986,90.7,0.9,8.5
E00035987,87.3,2.3,10.4
E00035988,92.3,0.7,7
E00035989,86.5,4.1,9.4
E00035990,90.1,2.9,7
E00035991,83.6,1,15.4
E00035992,91.1,0.7,8.2
E00035993,91.4,1.5,7.1
E00035994,86.4,3.5,10.1
E00035995,78.6,8.5,12.9
E00035996,86,4.5,9.4
E00035997,90.4,2.1,7.5
E00035998,86.2,2.7,11.1
