areacd,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00094916,34.7,48.6,10.4,6.3
E00094917,23.3,41.9,23.3,11.6
E00094918,9.6,55.5,30.8,4.1
E00094919,38.7,45.2,11.3,4.8
E00094920,19.4,48.1,23.8,8.8
E00094921,7.7,41.3,37.5,13.5
E00094922,11.6,43.2,32.9,12.3
E00094923,37.3,43.5,13.7,5.6
E00094924,25.6,43,24,7.4
E00094925,30.8,49.2,16.9,3.1
E00094926,17.6,41.7,21.3,19.4
E00094927,31.5,32.4,21.3,14.8
E00094928,25,52.1,17.1,5.7
E00094929,15.7,39.7,28.1,16.5
E00094930,28.5,42.3,19.5,9.8
E00094932,20.5,50.4,18.1,11
E00094933,29,43.5,19.4,8.1
E00094934,24,48.1,18.6,9.3
E00094935,8.2,51,26.5,14.3
E00094936,14.9,36.8,31.6,16.7
E00094937,27.9,45,17.1,9.9
E00094938,20.4,54.1,20.4,5.1
E00094939,12.3,47.4,29.8,10.5
E00094940,31,47,17.9,4.2
E00094941,23.4,53.3,21.2,2.2
E00094942,47.7,39.9,9.8,2.6
E00094943,17.1,42.3,30.6,9.9
E00094944,15.4,49.7,24.5,10.5
E00094945,37.3,51.5,9,2.2
E00094946,13.6,45.5,32.7,8.2
E00094947,13.4,40.3,37,9.2
E00094948,30.4,45.2,20.9,3.5
E00094950,12.2,41.5,30.1,16.3
E00094951,11.4,47,37.1,4.5
E00094952,33.5,55.1,9.3,2.1
E00094953,59.9,35.2,3.5,1.4
E00094954,60.5,34.9,3.1,1.6
E00094955,40.3,37.3,19.4,3
E00094956,19.7,45.9,27.9,6.6
E00094958,42.5,44,11.9,1.6
E00094959,13.9,56.4,26.7,3
E00094960,5.7,46.2,35.7,12.4
E00094961,6.5,34.7,49.2,9.7
E00094962,11,51.9,29.9,7.1
E00094963,5.7,50,30.7,13.6
E00094964,11.1,42.6,34.3,12
E00094966,18.2,44.7,25.8,11.3
E00094967,10.9,54.7,25,9.4
E00094968,7.6,39.6,36.1,16.7
E00094969,14.5,47,29.1,9.4
