areacd,residence_length_6b-001,residence_length_6b-002,residence_length_6b-003,residence_length_6b-004,residence_length_6b-005
E00094916,88.5,6.6,3.3,1.2,0.4
E00094917,89.6,5.8,1.9,1.3,1.3
E00094918,93.6,3,0.8,0.8,1.7
E00094919,92.6,7.4,0,0,0
E00094920,94,4.1,1,1,0
E00094921,90.1,8.5,0.9,0.5,0
E00094922,90.1,5.7,1.3,1,1.8
E00094923,86.3,5.4,2.1,2.4,3.9
E00094924,87,5.5,3.1,0.7,3.8
E00094925,81.3,7.1,1.1,3.9,6.6
E00094926,89.4,3.1,2,2.7,2.7
E00094927,90.8,4.8,0.7,2.2,1.5
E00094928,92.7,5,1.1,0.4,0.8
E00094929,93.2,2.9,1.6,2.1,0.3
E00094930,87.8,3.3,0.3,3.6,5
E00094932,88,6.7,2.5,1.2,1.5
E00094933,94.6,2.5,0.4,1.8,0.7
E00094934,88.1,6.1,2,1.4,2.4
E00094935,91,3.6,2,0.8,2.6
E00094936,90.1,6.8,1.1,0.8,1.1
E00094937,90.6,5.9,0.3,1,2.1
E00094938,90.4,5.3,0.6,2.5,1.2
E00094939,94.4,2.6,2.6,0.4,0
E00094940,90.4,5.4,2.5,0.5,1.2
E00094941,88.1,5.2,1.5,2.2,3
E00094942,86.4,9.2,1.8,0.7,1.8
E00094943,88.1,6.7,3.7,0,1.5
E00094944,89.5,5.4,1.3,1.6,2.2
E00094945,91.9,4.5,0.4,2,1.2
E00094946,94.7,3.7,0,1.6,0
E00094947,88,6.5,3.1,0.7,1.7
E00094948,86,5.7,3.1,3.1,2.2
E00094950,90.5,9.5,0,0,0
E00094951,91.9,3.1,2.8,0.3,1.9
E00094952,88.5,2.4,2.4,1.8,5
E00094953,88.4,10.1,0,1,0.5
E00094954,94.7,4.1,0.6,0,0.6
E00094955,80.6,9.1,3.2,4.3,2.8
E00094956,93.9,4,2,0,0
E00094958,88.3,3.6,1.8,3,3.3
E00094959,92.6,6,0.9,0,0.5
E00094960,95.6,3,0.6,0.7,0.2
E00094961,93.3,5.2,0.3,0.6,0.6
E00094962,96.4,2.6,0,0,1
E00094963,93.3,4,0.3,1.8,0.6
E00094964,96.8,3.2,0,0,0
E00094966,96.4,3.3,0,0,0.3
E00094967,96.2,3.1,0.3,0.3,0
E00094968,97.9,1.5,0.3,0.3,0
E00094969,95.1,4.5,0,0.4,0
E00094970,96.2,3.1,0.3,0.3,0
E00094971,93,4.3,2.3,0.4,0
E00094972,96.7,2.1,0,0.9,0.3
E00094973,94.3,5.7,0,0,0
E00094974,95.8,2.3,1.6,0.3,0
