areacd,accommodation_type_3a-001,accommodation_type_3a-002,accommodation_type_3a-003
E00094916,14.8,85.2,0
E00094917,60.9,39.1,0
E00094918,74,25.3,0.7
E00094919,10.5,89.5,0
E00094920,39.6,60.4,0
E00094921,87.3,12.7,0
E00094922,85.6,14.4,0
E00094923,46,54,0
E00094924,72.7,26.4,0.8
E00094925,26.2,65.4,8.5
E00094926,70.6,29.4,0
E00094927,63,37,0
E00094928,34.1,62.3,3.6
E00094929,76,24,0
E00094930,84.7,15.3,0
E00094932,79.5,20.5,0
E00094933,84.4,15.6,0
E00094934,38,62,0
E00094935,96.7,3.3,0
E00094936,81.3,18.8,0
E00094937,46,54,0
E00094938,89.8,10.2,0
E00094939,100,0,0
E00094940,71.3,28.7,0
E00094941,76.1,23.9,0
E00094942,48.1,51.9,0
E00094943,79.3,19.8,0.9
E00094944,83.9,16.1,0
E00094945,61.9,38.1,0
E00094946,94.6,5.4,0
E00094947,79,21,0
E00094948,50.4,49.6,0
E00094950,94.4,5.6,0
E00094951,95.5,4.5,0
E00094952,66.4,33.6,0
E00094953,24.1,75.9,0
E00094954,18.5,81.5,0
E00094955,51.9,48.1,0
E00094956,90.2,9.8,0
E00094958,44.6,55.4,0
E00094959,68.3,31.7,0
E00094960,92.9,7.1,0
E00094961,96.1,0.8,3.1
E00094962,59.6,4.5,35.9
E00094963,99.3,0,0.7
E00094964,99.1,0.9,0
E00094966,92.4,7.6,0
E00094967,100,0,0
E00094968,98.6,1.4,0
E00094969,100,0,0
E00094970,99.1,0.9,0
E00094971,87,12,0.9
E00094972,91.9,7.4,0.7
E00094973,87.7,12.3,0
E00094974,99.2,0.8,0
E00094975,98.5,1.5,0
E00094977,53.7,46.3,0
E00094984,96.6,0,3.4
E00094985,92.3,7.7,0
E00094986,99.3,0.7,0
E00094987,94.7,4.6,0.7
E00094988,96.8,3.2,0
E00094989,95.4,4.6,0
E00094990,82.2,17.8,0
E00094991,99.1,0.9,0
E00094992,99.2,0.8,0
E00094993,97.6,0.8,1.6
E00094994,98.1,1.9,0
E00094995,97.4,2.6,0
E00094996,100,0,0
E00094997,100,0,0
E00094998,97.9,0,2.1
E00094999,97,2.4,0.6
E00095000,99.2,0.8,0
E00095001,100,0,0
E00095002,97.4,2.6,0
E00095003,73.6,25.7,0.7
E00095004,99.2,0,0.8
E00095005,94.8,0,5.2
E00095006,88.7,11.3,0
E00095007,97.1,1.5,1.5
E00095008,77.7,22.3,0
E00095009,97.5,1.9,0.6
E00095010,100,0,0
E00095011,95.8,3.5,0.7
E00095013,92.4,7.6,0
E00095014,84.5,7.8,7.8
E00095015,90.9,9.1,0
E00095016,87.2,12.8,0
E00095017,89.2,2.2,8.6
E00095018,97.4,2.6,0
E00095019,100,0,0
E00095020,98.6,0.7,0.7
E00095021,76.3,23,0.7
E00095022,99.3,0.7,0
E00095024,88.5,11.5,0
E00095025,100,0,0
E00095026,99.2,0.8,0
E00095027,100,0,0
E00095028,53.5,46.5,0
E00095029,100,0,0
E00095030,27.4,72.6,0
E00095031,65.9,34.1,0
E00095032,92.7,7.3,0
E00095033,29.2,69.9,0.9
E00095034,97.2,2.3,0.5
E00095035,84,2.8,13.3
E00095036,97.1,1.1,1.7
E00095037,92.7,2.4,4.9
E00095038,92.9,5.3,1.8
E00095039,75.9,1.9,22.2
E00095040,82.5,15.8,1.8
E00095041,73.2,26.8,0
E00095042,100,0,0
E00095043,91.3,8.7,0
E00095044,98,2,0
E00095045,99.1,0.9,0
E00095046,99.3,0.7,0
E00095047,88.1,1.8,10.1
E00095048,82.6,13.2,4.1
E00095049,93.8,3.1,3.1
E00095050,95,2.9,2.1
E00095051,100,0,0
E00095052,98.1,1.9,0
E00095053,88.9,10.3,0.9
E00095054,95.3,4.7,0
E00095055,99.2,0.8,0
E00095056,93.4,6,0.6
E00095057,100,0,0
E00095058,93.6,5.5,0.9
E00095059,86.9,13.1,0
E00095060,84.3,13.7,2
E00095061,98.3,0.9,0.9
E00095062,89.1,10.9,0
E00095063,88.2,11.2,0.7
E00095064,96.4,3.6,0
E00095065,99.4,0,0.6
E00095066,98.7,1.3,0
E00095067,95.7,4.3,0
E00095080,82.2,17.8,0
E00095081,38.9,44.4,16.7
E00095082,97.7,2.3,0
E00095084,72.5,27.5,0
E00095085,99.3,0,0.7
E00095086,100,0,0
E00095087,57.7,42.3,0
E00095088,61.7,38.3,0
E00095089,88.7,11.3,0
E00095090,100,0,0
E00095091,61.4,38.6,0
E00095092,99.2,0.8,0
E00095093,94.1,5.9,0
E00095094,75.4,24.6,0
E00095095,77.7,22.3,0
E00095096,37.3,62.7,0
E00095097,89.2,10.8,0
E00095098,76.1,23.9,0
E00095099,74.6,25.4,0
E00095100,60.2,39.8,0
E00095101,79.2,20.8,0
E00095102,75,25,0
E00095103,66.1,33.1,0.8
E00095104,92.2,7.8,0
E00095105,49.4,50.6,0
E00095106,64.4,35.6,0
E00095107,96.8,3.2,0
E00095108,14,86,0
E00095109,53.7,46.3,0
E00095110,60,40,0
E00095111,31.4,68.6,0
E00095112,88.1,11.9,0
E00095113,87.2,12.8,0
E00095114,68,32,0
E00095115,40.5,59.5,0
E00095116,84.4,14.8,0.8
E00095117,87.9,12.1,0
E00095118,61,39,0
E00095119,99.2,0,0.8
E00095120,65.5,34.5,0
E00095121,93.4,6.6,0
E00095145,92.7,6,1.4
E00095149,96.4,3.6,0
E00095150,100,0,0
E00095151,89.4,10.6,0
E00095152,83.3,16.7,0
E00095158,93.9,6.1,0
E00095159,87.8,12.2,0
E00095160,90.7,9.3,0
E00095161,96.9,1,2
E00095162,93.1,6.9,0
E00095163,91.2,8.8,0
E00095164,91.1,7.7,1.2
E00095165,74,26,0
E00095166,96.8,3.2,0
E00095167,93.4,6.6,0
E00095168,62.3,37.7,0
E00095170,93.2,6,0.8
E00095186,81.3,18.8,0
E00095187,90.2,9.8,0
E00095188,91.7,7.4,0.8
E00095189,81.8,18.2,0
E00095190,77.3,22.7,0
E00095192,99.2,0.8,0
E00095193,100,0,0
E00095194,75.8,24.2,0
E00095195,62.1,37.9,0
E00095196,100,0,0
E00095197,68.4,31.6,0
E00095198,94.5,5.5,0
E00095200,100,0,0
E00095201,95.5,4.5,0
E00095202,99.2,0.8,0
E00095203,62.4,4,33.6
E00095204,96.4,3.6,0
E00095205,84.8,15.2,0
E00095206,98.4,1.6,0
E00095207,92.2,7,0.8
E00095208,88.4,11.6,0
E00095209,95.5,4.5,0
E00095210,74.6,25.4,0
E00095211,89,11,0
E00095212,97.7,2.3,0
E00095213,94.1,5.9,0
E00095214,67.1,32.9,0
E00095215,62.2,37.8,0
E00095216,56.1,43.9,0
E00095218,87.4,12.6,0
E00095219,99.2,0.8,0
E00095220,100,0,0
E00095221,96.2,3.8,0
E00095222,88.3,11,0.7
E00095223,98.3,1.7,0
E00095224,98.4,1.6,0
E00095225,82.1,17.9,0
E00095226,45.1,54.9,0
E00095227,85.2,14.8,0
E00095228,67,33,0
E00095229,82.4,17.6,0
E00095230,79.7,20.3,0
E00095232,97.1,1.4,1.4
E00095234,90.8,2.3,6.9
E00095235,98.4,1.6,0
E00095236,93.2,6.8,0
E00095237,92.6,1.7,5.7
E00095238,97.8,0,2.2
E00095239,95.6,4.4,0
E00095240,77.6,1,21.4
E00095241,87.6,11.5,0.9
E00095242,97.5,0,2.5
E00095243,90.5,6.3,3.2
E00095244,95.8,2.4,1.8
E00095245,98.3,0,1.7
E00095246,94,5.3,0.7
E00095247,92.3,1.9,5.8
E00095248,93.4,5,1.7
E00095249,91.2,6.1,2.7
E00095250,93.8,2.8,3.5
E00095251,98.3,0.9,0.9
E00095252,95.7,0,4.3
E00095253,73.9,26.1,0
E00095254,76.4,4.5,19.1
E00095255,96.7,3.3,0
E00095256,81.5,7.5,11
E00095257,69.7,30.3,0
E00095259,92.6,7.4,0
E00095260,73.6,26.4,0
E00095261,81.3,18.7,0
E00095262,80.5,4.9,14.6
E00095263,65.2,0,34.8
E00095264,95.9,1.6,2.4
E00095265,64.1,17.2,18.8
E00095266,78.5,21.5,0
E00095267,76.4,22.9,0.7
E00095269,89.2,10.8,0
E00095270,38.6,61.4,0
E00095271,98.4,0.8,0.8
E00095272,98.4,1.6,0
E00095273,90.4,9.6,0
E00095274,96.7,3.3,0
E00095275,89.2,10.8,0
E00095276,93.1,6.9,0
E00095277,70.7,29.3,0
E00095278,97.6,2.4,0
E00095279,100,0,0
E00095280,92,8,0
E00095281,96.4,2.9,0.7
E00095282,95.1,4.1,0.8
E00095283,48.8,50.4,0.8
E00095284,94.9,5.1,0
E00095285,94.1,1.5,4.4
E00095286,86.5,13.5,0
E00095287,64.6,35.4,0
E00095288,92.2,7.1,0.6
E00095289,89.3,10.7,0
E00095290,98.3,1.7,0
E00095291,89.7,10.3,0
E00095292,84.1,15.9,0
E00095293,100,0,0
E00095294,98.4,0.8,0.8
E00095295,93.4,1.8,4.8
E00095296,98.2,1.8,0
E00095297,99.2,0.8,0
E00095298,78.1,21.9,0
E00095299,99.2,0.8,0
E00095300,99.3,0.7,0
E00095301,97.9,2.1,0
E00095302,74.1,25.9,0
E00095303,99.3,0,0.7
E00095304,95.6,3.6,0.7
E00095305,78.3,3.4,18.3
E00095306,64.2,35.8,0
E00095307,100,0,0
E00095308,99.1,0.9,0
E00095309,100,0,0
E00095310,98.6,1.4,0
E00095311,95.5,4.5,0
E00095312,54.2,45.8,0
E00095313,28.8,71.2,0
E00095314,95.2,4.8,0
E00095315,78,22,0
E00095316,97.6,2.4,0
E00095317,57.8,42.2,0
E00095318,80.3,19.7,0
E00095319,30.8,69.2,0
E00095320,95.6,4.4,0
E00095321,51.3,48.7,0
E00095322,98.8,0,1.2
E00095323,97.7,2.3,0
E00095324,94.2,5.8,0
E00095325,93.3,5,1.7
E00095326,93.3,1.8,4.9
E00095327,100,0,0
E00095328,95.3,4.7,0
E00095329,99.1,0.9,0
E00095330,77.2,5.9,16.9
E00095331,96.6,0,3.4
E00095332,92.6,7.4,0
E00095333,88.9,11.1,0
E00095334,93.8,5.7,0.5
E00095335,91.8,6.2,2.1
E00095336,92.4,7.6,0
E00095337,97.4,2.6,0
E00095338,91.6,7.4,1.1
E00095339,73.9,2.3,23.9
E00095340,90,5.7,4.3
E00095341,100,0,0
E00095342,93.2,5.9,0.8
E00095343,94.7,5.3,0
E00095344,97.8,2.2,0
E00095345,100,0,0
E00095346,74.8,25.2,0
E00095347,79.7,20.3,0
E00095348,90.7,9.3,0
E00095349,93.2,6.8,0
E00095350,53.4,46.6,0
E00095351,100,0,0
E00095352,93.8,6.3,0
E00095353,100,0,0
E00095354,100,0,0
E00095355,99.4,0.6,0
E00095356,99.2,0.8,0
E00095357,100,0,0
E00095358,94.8,5.2,0
E00095359,100,0,0
E00095360,100,0,0
E00095361,99.3,0.7,0
E00095362,100,0,0
E00095363,86.9,1.4,11.7
E00095364,50,50,0
E00095365,69.5,30.5,0
E00095366,54.2,44.6,1.2
E00095368,74.5,25.5,0
