areacd,migrant_ind-000,migrant_ind-001,migrant_ind-002,migrant_ind-003
E00024617,89.7,0,8.7,1.6
E00024813,93.2,0.3,6.5,0
E00024838,90.5,0,8.2,1.3
E00024839,96.9,0,2.6,0.4
E00024840,96.6,0,2,1.4
E00024841,92.1,0,7.9,0
E00024842,95.4,0,4.6,0
E00024843,98.9,0,0.7,0.4
E00024844,91,0,9,0
E00024845,96.8,0,3.2,0
E00024846,97.9,0.3,1.8,0
E00024847,97.1,0.3,2.5,0
E00024848,93.4,0.3,6.2,0
E00024849,93.8,0,5.9,0.3
E00024850,98.8,0.4,0.8,0
E00024851,95.1,0.4,4.5,0
E00024852,95.3,0,4.3,0.3
E00025226,88.8,0,11.2,0
E00025229,92.5,0.3,6.3,0.9
E00025251,97.4,0,2.2,0.4
E00025458,92.5,0.4,7.1,0
E00025459,92,0,8,0
E00025463,85.2,0,14.8,0
E00025464,95.5,0,4.5,0
E00025465,92.6,1.2,5,1.2
E00025466,89.6,0,10.4,0
E00025468,89.3,0,10.1,0.7
E00025470,86.8,1.2,12,0
E00025474,88.4,0.8,10,0.8
E00025475,94.2,0,5.8,0
E00025477,90.4,0.4,9.2,0
E00025478,92.8,0,6.8,0.4
E00025479,91.2,0,8.5,0.3
E00025481,96.2,0,3.5,0.3
E00025482,88.8,0.9,8.6,1.7
E00025483,89.5,0,9.9,0.7
E00025484,94.8,0,4.9,0.3
E00025485,88.9,0,10.1,1
E00025488,94.2,0,5.8,0
E00025490,93.4,0,5.9,0.7
E00025491,93.5,0.5,6.1,0
E00025494,93.2,0.4,6.1,0.4
E00025495,95.6,0.7,3.3,0.4
E00025496,93.7,0.3,4.1,1.9
E00025497,96.6,0,3.4,0
E00026075,91.8,0.3,6.6,1.2
E00026076,92.3,0.4,6.7,0.7
E00026077,84.4,0.7,13.5,1.4
E00026080,86.8,0,12.1,1.1
E00026084,84.6,0,15,0.4
E00026102,93.7,1,5.3,0
E00026106,92.4,0.4,5.6,1.6
E00026108,94.6,0,4.8,0.6
E00026111,80.8,3.8,11.3,4.2
E00026116,59.9,0,35.5,4.6
E00026117,81.5,1.9,14.2,2.4
E00026120,87.1,0.7,11.9,0.3
E00028328,93.3,0,5.9,0.9
E00028329,90.3,0.5,8.4,0.8
E00028330,92.2,0.6,6.1,1.1
E00028331,89.9,0,9.7,0.4
E00028332,91.2,0,8.3,0.5
E00028333,88.4,0,11.2,0.4
E00028334,90.4,0,9.6,0
E00028335,92.9,0,6.7,0.3
E00028336,87.3,0,12.7,0
E00028338,79,0,19.3,1.7
E00028339,91.3,0.3,7.4,1
E00028340,90.8,0,8.4,0.8
E00028342,96.5,0,3.5,0
E00028343,92.3,0,7.7,0
E00028344,97,0,1.7,1.3
E00028345,93.1,0,6.6,0.3
E00028346,87.7,0,10.6,1.6
E00028347,94.6,0,5.4,0
E00028349,89.8,0,10.2,0
E00028350,94.6,0,5.1,0.4
E00028351,94.6,0,5.1,0.3
E00028352,86,0,14,0
E00028353,95.6,0.6,3.8,0
E00028354,92.4,0.2,7.4,0
E00028355,92.6,0,6.4,1.1
E00028356,88.6,0.6,10.4,0.3
E00028357,89.8,0,9.3,0.8
E00028358,88.9,0,9.4,1.7
E00028359,89.8,0.2,9.2,0.7
E00028360,88.2,0,10.1,1.8
E00028361,86.3,0,13.7,0
E00028362,87.2,0,12.8,0
E00028363,84.2,0,14.1,1.7
E00028364,92.3,0.3,7.1,0.3
E00028365,90.5,0.3,8.6,0.5
E00028366,92.3,0,7.1,0.6
E00028431,92,0,6.6,1.4
E00028433,90.3,0,9.7,0
E00028434,91.9,0,8.1,0
E00028435,89,0,10.6,0.4
E00028436,88.3,0,11.7,0
E00028437,90.6,0,9.4,0
E00028438,93.5,0,6.2,0.3
E00028455,94.3,0,4.9,0.8
E00028456,88.1,0,8.4,3.5
E00028457,92.3,0,7.7,0
E00028458,91.9,0.3,7.5,0.3
