areacd,number_bedrooms_5a-001,number_bedrooms_5a-002,number_bedrooms_5a-003,number_bedrooms_5a-004
E00024617,12.1,12.9,73.4,1.6
E00024813,0,23.1,71.8,5.1
E00024838,14.7,52.1,29.4,3.7
E00024839,2,22,73,3
E00024840,5,24.5,67.6,2.9
E00024841,54.3,25.2,18.9,1.6
E00024842,1,13.7,80.4,4.9
E00024843,10.3,13.5,71.4,4.8
E00024844,1.5,20.9,71.6,6
E00024845,0.6,17.2,70,12.2
E00024846,2.1,40.4,50.7,6.8
E00024847,0,35.9,59.8,4.3
E00024848,0,60.9,35.7,3.5
E00024849,0.8,28.8,56.8,13.6
E00024850,20.7,45,30.6,3.6
E00024851,8,12,67.2,12.8
E00024852,3.8,21.4,70.2,4.6
E00025226,2.8,22,62.4,12.8
E00025229,4.9,17.9,48,29.3
E00025251,0.8,20.3,30.5,48.3
E00025458,49,43.6,6,1.3
E00025459,10.8,12.9,46.8,29.5
E00025463,4.5,63,29.2,3.2
E00025464,16.5,17.3,54.9,11.3
E00025465,16.5,47,31.3,5.2
E00025466,0.8,16,70.4,12.8
E00025468,2.7,36.2,23.5,37.6
E00025470,19.7,24.8,41,14.5
E00025474,8.1,42.2,41.5,8.1
E00025475,2.5,13.3,75,9.2
E00025477,1.7,32.2,55.7,10.4
E00025478,10.2,33.7,38.8,17.3
E00025479,0,7.5,73.5,19
E00025481,4.5,19.5,40.6,35.3
E00025482,20.2,46.5,23.3,10.1
E00025483,0,2.5,85,12.5
E00025484,0.8,10.3,81.7,7.1
E00025485,9.6,11.2,56,23.2
E00025488,3.6,42.7,46.4,7.3
E00025490,5.4,31.8,51.9,10.9
E00025491,0,4.5,51,44.5
E00025494,3.3,31.4,58.7,6.6
E00025495,20,39.2,36.9,3.8
E00025496,3.5,29.2,50,17.4
E00025497,0,10.2,59.4,30.5
E00026075,11.9,9.3,36.4,42.4
E00026076,7.3,9.8,68.3,14.6
E00026077,46.6,31.8,3.4,18.2
E00026080,0.7,63.2,33.1,2.9
E00026084,2.4,30.1,48.8,18.7
E00026102,0.9,6,54.3,38.8
E00026106,0,2,69.4,28.6
E00026108,60.3,28.6,10.3,0.8
E00026111,14,49.5,17.2,19.4
E00026116,72,26.3,1.7,0
E00026117,43,35.9,10.2,10.9
E00026120,0,55.6,32.4,12
E00028328,0,65.7,34.3,0
E00028329,7.9,39.7,46.8,5.6
E00028330,9.2,35.3,45.8,9.8
E00028331,5.1,28.3,53.5,13.1
E00028332,11.9,31.4,51.9,4.9
E00028333,1.8,17.1,73.9,7.2
E00028334,10,64.3,25,0.7
E00028335,6.9,62.1,24.8,6.2
E00028336,12.9,36.2,39.7,11.2
E00028338,1.4,61.3,35.2,2.1
E00028339,12.2,55.5,21.3,11
E00028340,22.9,44.9,31.4,0.8
E00028342,17.2,54.7,26.6,1.6
E00028343,0,46.6,44,9.5
E00028344,10.7,25.9,59.8,3.6
E00028345,0.7,68.1,27.5,3.6
E00028346,1.4,68.5,28.7,1.4
E00028347,3.1,11.9,81.3,3.8
E00028349,0.7,70.1,26.3,2.9
E00028350,2.4,38.4,53.6,5.6
E00028351,2.2,11.7,67.2,19
E00028352,27.1,45.8,25.2,1.9
E00028353,27.4,43.4,25.1,4
E00028354,17.7,29.3,42.1,11
E00028355,57.3,22.7,16.4,3.6
E00028356,14.5,61.2,18.4,5.9
E00028357,22,47.6,29.8,0.6
E00028358,9.8,39,48,3.3
E00028359,2.8,34.7,60.4,2.1
E00028360,30.4,68.1,1.5,0
E00028361,33.1,63.8,1.6,1.6
E00028362,7.7,52.8,34.5,4.9
