areacd,workplace_travel_4a-001,workplace_travel_4a-002,workplace_travel_4a-003,workplace_travel_4a-004
E00024617,52.5,17.5,14.2,15.8
E00024813,49.2,11.5,23,16.4
E00024838,46.1,16.4,18.8,18.8
E00024839,47.4,21.9,14.9,15.8
E00024840,47.1,19.9,17.6,15.4
E00024841,45.7,28.6,20,5.7
E00024842,44.2,21.1,18.9,15.8
E00024843,46.9,12.9,20.4,19.7
E00024844,46.8,18.7,15.1,19.4
E00024845,42.2,15.5,30.5,11.8
E00024846,34.8,14.9,32.9,17.4
E00024847,52.8,11.8,13.9,21.5
E00024848,57.7,14.6,9.8,17.9
E00024849,42.1,19,23,15.9
E00024850,44.6,16.1,17.9,21.4
E00024851,36.1,21.3,27,15.6
E00024852,50.4,19.9,13.5,16.3
E00025226,30.4,8,52.7,8.9
E00025229,44.6,9.7,29.1,16.6
E00025251,28,21,43.4,7.7
E00025458,53.4,14.8,22.7,9.1
E00025459,33.5,9.2,45.7,11.6
E00025463,38.7,9.9,35.2,16.2
E00025464,50.7,13.2,14,22.1
E00025465,36.4,12.5,25,26.1
E00025466,37.7,13.8,33.3,15.2
E00025468,26.4,13.9,51.2,8.6
E00025470,35.9,16.2,37.6,10.3
E00025474,29.9,10.4,50.6,9.1
E00025475,33.1,11,46.2,9.7
E00025477,29.9,14.9,42.9,12.3
E00025478,37.9,13.7,31.5,16.9
E00025479,33.5,10.6,46.4,9.5
E00025481,32.9,11.6,49,6.5
E00025482,35.7,7.1,43.8,13.4
E00025483,37.3,16.1,36.6,9.9
E00025484,37.6,13.5,34.7,14.1
E00025485,39,13.2,33.3,14.5
E00025488,48.6,10.7,23.6,17.1
E00025490,63.9,10.4,20.8,4.9
E00025491,35.3,11.1,43,10.6
E00025494,41.5,13.3,25.2,20
E00025495,48.9,7.4,25.2,18.5
E00025496,36.9,14,33.5,15.6
E00025497,38.3,13.6,40.7,7.4
E00026075,32.4,5.3,52.4,10
E00026076,26.3,6.3,60,7.5
E00026077,25.8,9.7,58.1,6.5
E00026080,28.6,11.2,54.1,6.1
E00026084,28.8,10.3,51.1,9.8
E00026102,27,8.4,60.7,3.9
E00026106,37.7,6.5,51.9,3.9
E00026108,39.7,7.4,35.3,17.6
E00026111,31.3,6.1,56.5,6.1
E00026116,25.9,5.4,43.8,25
E00026117,26.3,6.8,57.1,9.8
E00026120,30.7,7.3,58.3,3.6
E00028328,65.2,6.1,16.5,12.2
E00028329,63.9,6,18.1,12
E00028330,58.1,8.4,20.7,12.8
E00028331,45.8,9,31.3,13.9
E00028332,54.9,9.2,19.7,16.2
E00028333,37.2,10.9,34.1,17.8
E00028334,57,18.3,15.1,9.7
E00028335,48.6,10.3,24.6,16.6
E00028336,45.5,17.1,22.8,14.6
E00028338,42.9,14.3,32,10.9
E00028339,52.1,12.3,24.6,10.9
E00028340,55,11,21,13
E00028342,55.9,11.8,17.6,14.7
E00028343,44.4,10.6,27.5,17.5
E00028344,53,11.3,14.8,20.9
E00028345,50,11,21.3,17.6
E00028346,52,9,22.6,16.4
E00028347,47.5,11.9,25.7,14.9
E00028349,46.6,19.6,20.3,13.5
E00028350,39.6,16,29.9,14.6
E00028351,41.8,13,31.1,14.1
E00028352,59.3,3.5,25.6,11.6
E00028353,48.6,13.7,15.1,22.6
E00028354,51.6,4.2,31.3,13
E00028355,46.7,10,28.3,15
E00028356,57.8,11,21.1,10.1
E00028357,56.1,12.3,16.7,14.9
E00028358,59,6,17.1,17.9
E00028359,63.3,10,12,14.7
E00028360,56.4,12.1,20.1,11.4
E00028361,55.4,17.6,16.2,10.8
E00028362,51.2,9.3,23.5,16
E00028363,52.2,7.2,21,19.6
E00028364,52.8,11.2,22.4,13.7
E00028365,42.1,13.9,31.2,12.9
E00028366,57.7,9.7,18.3,14.3
E00028431,45.5,21,22.4,11.2
E00028433,18.2,34.1,36.4,11.4
E00028434,32.5,19.8,29.4,18.3
E00028435,43.4,12.4,27.1,17.1
E00028436,29.2,33.3,25,12.5
E00028437,46.5,21.9,21.9,9.6
E00028438,36.5,18.6,30.1,14.7
E00028455,47.3,17.3,23.3,12
E00028456,46.2,12,29.7,12
E00028457,47.3,9.5,27.9,15.4
E00028458,40,12.2,37.2,10.6
E00028459,56,13.4,9.7,20.9
E00028460,58.1,11.1,12.8,17.9
E00028461,39.4,18.7,29.7,12.3
E00028462,40.9,11.4,35.6,12.1
E00028463,40.7,8.8,41.2,9.3
E00028464,41.8,9.8,36.6,11.9
E00028465,47.2,15.7,24.4,12.7
E00028466,45.5,9.7,37.7,7.1
E00028467,53.9,12.1,19.1,14.9
E00028468,39.4,11.6,31,18.1
E00028469,48.2,13.2,23.7,14.9
E00028470,43.9,16.1,28.3,11.7
E00028471,46.5,15.5,28.4,9.7
E00028472,45,10.1,32.5,12.4
E00028473,45.9,11.9,35.6,6.7
E00028474,55.2,7.6,22.8,14.5
E00028475,41.6,11.4,38.9,8.1
E00028476,46.9,7,29.4,16.8
E00028477,39.1,12.7,29.1,19.1
E00028478,45.6,14.9,16.7,22.8
E00028479,54.6,11.1,17.6,16.7
E00028480,46.6,12.4,22.8,18.1
E00028481,37.1,14.3,39.3,9.3
E00028482,40.5,13.7,29.8,16.1
E00028483,41.9,11.5,31.9,14.7
E00028484,47.8,8,32.6,11.6
E00028485,42.1,12.9,26.4,18.6
E00028486,45.9,12,29.3,12.8
E00028487,47,8.6,33.8,10.6
E00028488,44.1,13.2,30.5,12.3
E00028489,48.1,16,22.4,13.5
E00028490,49.5,5.8,32.6,12.1
E00028491,55.3,15.3,16,13.3
E00028492,44.4,13.1,29.4,13.1
E00028493,39.5,20,26.5,14.1
E00028494,39.6,9.7,33.8,16.9
E00028495,38.7,10.6,34.5,16.2
E00028496,41.3,13,35.9,9.8
E00028497,48.6,22.9,17.4,11
E00028498,41.3,12.9,32.9,12.9
