areacd,legal_partnership_status_3a-001,legal_partnership_status_3a-002
E00132925,61.6,38.4
E00132926,80.9,19.1
E00132927,58.2,41.8
E00132928,59.4,40.6
E00132929,50.5,49.5
E00132930,59,41
E00132931,63.3,36.7
E00132932,35.2,64.8
E00132992,59.9,40.1
E00132993,52.4,47.6
E00132994,54,46
E00132995,67.6,32.4
E00133002,57.5,42.5
E00133003,48.4,51.6
E00133005,61.6,38.4
E00133006,59.2,40.8
E00133007,64.2,35.8
E00133008,67,33
E00133009,59.1,40.9
E00133010,47,53
E00133011,64.3,35.7
E00133012,53.5,46.5
E00133013,70.9,29.1
E00133014,73.3,26.7
E00133016,57.1,42.9
E00133018,46.3,53.7
E00133019,53.1,46.9
E00133021,54.2,45.8
E00133071,64.6,35.4
E00133072,54,46
E00133073,51.3,48.7
E00133076,62.3,37.7
E00133077,55.1,44.9
E00133078,59.8,40.2
E00133079,56.3,43.7
E00133080,66.7,33.3
E00133081,68.1,31.9
E00133082,62.1,37.9
E00133083,62.2,37.8
E00133149,60.3,39.7
E00133150,55.3,44.7
E00133151,64.3,35.7
E00133152,57.6,42.4
E00133153,54.8,45.2
E00133154,64,36
E00133156,58.1,41.9
E00133157,53.8,46.2
E00133158,57.3,42.7
E00133159,58,42
E00133160,54.3,45.7
E00133161,54.8,45.2
E00133162,50.3,49.7
E00133163,23.9,76.1
E00133164,57.9,42.1
E00133165,51.1,48.9
E00133166,43.6,56.4
E00133167,47.6,52.4
E00133168,47.2,52.8
E00133169,55.1,44.9
E00133170,40.5,59.5
E00133171,59.4,40.6
E00133172,58.3,41.7
E00133173,52.5,47.5
E00133174,55.4,44.6
E00133187,46.2,53.8
E00133188,46.5,53.5
E00133189,15.2,84.8
E00133190,31.5,68.5
E00133191,47.4,52.6
E00133192,37.3,62.7
E00133193,43.8,56.2
E00133194,27.6,72.4
E00133195,23.5,76.5
E00133196,48.6,51.4
E00133197,53.2,46.8
E00133198,62.1,37.9
E00133199,32.6,67.4
E00133202,21.5,78.5
E00133203,52.2,47.8
E00133204,37,63
E00133205,45.7,54.3
E00133206,57.5,42.5
E00133207,45.8,54.2
E00133208,48.7,51.3
E00133209,50.1,49.9
E00133210,48.8,51.2
E00133211,56.7,43.3
E00133212,23.2,76.8
E00133213,55.9,44.1
E00133214,60.8,39.2
E00133215,45.8,54.2
E00133216,27.7,72.3
E00133217,42.5,57.5
E00133218,48.1,51.9
E00133219,63.7,36.3
E00133220,65.4,34.6
E00133223,57.8,42.2
E00133224,61.8,38.2
E00133225,66.7,33.3
E00133226,45.4,54.6
E00133227,30.5,69.5
E00133228,49.1,50.9
E00133229,55.5,44.5
E00133230,36.4,63.6
E00133231,45.6,54.4
E00133232,48.7,51.3
E00133235,24.7,75.3
E00133538,67.3,32.7
E00133539,57,43
E00133540,61.4,38.6
E00133541,42.5,57.5
E00133542,59.7,40.3
E00133543,61.5,38.5
E00133544,46.8,53.2
E00133547,54.9,45.1
E00133548,63.3,36.7
E00133549,42.9,57.1
E00133550,51.5,48.5
E00133551,50,50
E00133552,48.4,51.6
E00133555,51.5,48.5
E00133556,52.8,47.2
E00133557,64,36
E00133620,44.1,55.9
E00133622,40.5,59.5
E00133625,41.6,58.4
E00133636,48.9,51.1
E00133637,30.7,69.3
E00133638,52.6,47.4
E00133639,25.1,74.9
E00133640,66.5,33.5
E00133641,62.8,37.2
E00133642,62.1,37.9
E00133643,52.3,47.7
E00133644,44.5,55.5
E00133645,48.7,51.3
E00133646,51.7,48.3
E00133647,65.7,34.3
E00133648,61.9,38.1
E00133649,61.4,38.6
E00133650,64.7,35.3
E00133682,61.8,38.2
E00133683,54,46
E00133684,62.9,37.1
E00133686,50.2,49.8
E00133687,34.6,65.4
E00133688,54.6,45.4
E00133689,63,37
E00133690,40.3,59.7
E00133691,64.7,35.3
E00133692,50.1,49.9
E00133693,59.4,40.6
E00133694,69.3,30.7
E00133695,49.4,50.6
E00133698,58.7,41.3
E00133699,64.2,35.8
E00133700,39.8,60.2
E00133701,66.8,33.2
E00133702,55.3,44.7
E00133703,51,49
E00133704,53.4,46.6
E00133705,58.5,41.5
E00133706,19.9,80.1
E00133707,43.9,56.1
E00133708,41.9,58.1
E00133709,49.5,50.5
E00133710,45.9,54.1
E00133711,47.7,52.3
E00133712,46.3,53.7
E00133713,61.9,38.1
E00133714,41.2,58.8
E00133715,51.1,48.9
E00133716,43.2,56.8
E00133717,43.2,56.8
E00133718,52.3,47.7
E00133719,42.6,57.4
E00133720,44.3,55.7
E00133721,57.5,42.5
E00133722,41.5,58.5
E00133723,40,60
E00133724,39.4,60.6
E00133725,42.7,57.3
E00133726,52.1,47.9
E00133727,52.5,47.5
E00133728,62.4,37.6
E00133729,46.7,53.3
E00133730,64.8,35.2
E00133731,56.5,43.5
E00133732,67.6,32.4
E00133733,49.6,50.4
E00133750,64.7,35.3
E00133758,61.3,38.7
E00133759,57.6,42.4
E00133763,58,42
E00133764,61,39
E00133765,66.3,33.7
E00133794,46.3,53.7
E00133795,62.5,37.5
E00133796,67.9,32.1
E00133797,52.9,47.1
E00133798,56.3,43.7
E00133799,50.8,49.2
E00133800,53.8,46.2
E00133810,45.3,54.7
E00133811,40,60
E00133812,49.4,50.6
E00133813,17.4,82.6
E00133824,45.2,54.8
E00133825,47.4,52.6
E00133858,32.8,67.2
E00133859,62,38
E00133860,25.6,74.4
E00133861,54.4,45.6
E00133862,62.2,37.8
E00133863,38.4,61.6
E00133864,63.5,36.5
E00133865,19.5,80.5
E00133866,18.7,81.3
E00133867,41.3,58.7
E00133868,29.6,70.4
E00133869,65.4,34.6
E00133870,63,37
E00133871,61.9,38.1
E00133872,58.5,41.5
E00133933,58.4,41.6
E00133934,67.5,32.5
E00169350,64.2,35.8
E00169351,65,35
E00169352,64,36
E00169353,54.1,45.9
E00169355,37.1,62.9
E00169376,62.3,37.7
E00169377,49.5,50.5
E00169380,65.6,34.4
E00169381,49,51
E00169396,57.1,42.9
E00169397,39.7,60.3
E00169398,52.6,47.4
E00169416,50,50
E00169418,47.1,52.9
E00169419,37.4,62.6
E00169421,64.1,35.9
E00185279,44.4,55.6
E00185284,59.2,40.8
E00185288,45.5,54.5
E00185292,39.1,60.9
E00185304,40.6,59.4
E00185307,53.9,46.1
E00185309,40,60
