areacd,has_ever_worked-001,has_ever_worked-002,has_ever_worked-003
E00132925,10.4,78.3,11.3
E00132926,23.6,60,16.4
E00132927,12.6,64,23.4
E00132928,10.5,71.1,18.4
E00132929,9.1,65.5,25.5
E00132930,12.8,63.8,23.4
E00132931,7.7,76.9,15.4
E00132932,6.6,53.3,40.1
E00132992,6.1,76.4,17.6
E00132993,8.1,78,13.8
E00132994,10.5,61.8,27.7
E00132995,9.8,77.5,12.7
E00133002,7.8,72.3,19.9
E00133003,8.5,83.8,7.7
E00133005,9,81.1,9.8
E00133006,8.8,71.2,20
E00133007,10.4,72.1,17.6
E00133008,7.5,81,11.5
E00133009,8.3,80.5,11.3
E00133010,5.1,80.8,14.1
E00133011,7.2,80.7,12
E00133012,5.4,72.6,22
E00133013,21.1,42.1,36.8
E00133014,42.9,28.6,28.6
E00133016,13.4,61.6,25
E00133018,27.1,43.8,29.2
E00133019,7,80.9,12.2
E00133021,5.4,80.4,14.1
E00133071,7.2,72.7,20.1
E00133072,15.3,61,23.7
E00133073,7.2,71.9,20.9
E00133076,9.8,77.9,12.3
E00133077,10.9,69.1,20
E00133078,2.5,85.8,11.7
E00133079,14.3,67.6,18.1
E00133080,7.7,84.6,7.7
E00133081,7.2,80.4,12.3
E00133082,13.1,60.7,26.2
E00133083,5,81.4,13.7
E00133149,15.9,59.4,24.6
E00133150,10,78,12
E00133151,4,88,8
E00133152,9.7,75.9,14.5
E00133153,6.7,78.1,15.2
E00133154,12.6,73.3,14.1
E00133156,9.3,73.1,17.6
E00133157,11.7,70.2,18.1
E00133158,2.1,81.4,16.5
E00133159,6.9,78.5,14.6
E00133160,11.8,69.9,18.4
E00133161,10.7,77.1,12.2
E00133162,12.3,53.8,33.8
E00133163,10.1,56.9,33
E00133164,10.3,80.4,9.3
E00133165,7.8,80.5,11.7
E00133166,8.9,67.7,23.4
E00133167,6.3,67.9,25.9
E00133168,8.5,79.3,12.2
E00133169,2,80.2,17.8
E00133170,5.2,67.7,27.1
E00133171,10.1,73.1,16.8
E00133172,9.9,75.9,14.2
E00133173,8.5,73.8,17.7
E00133174,9.4,73.2,17.4
E00133187,11.4,61.4,27.3
E00133188,15.9,68.1,15.9
E00133189,25.4,59.2,15.5
E00133190,9.9,60.9,29.1
E00133191,14.7,50,35.3
E00133192,12.3,68.9,18.9
E00133193,16.7,55.6,27.8
E00133194,14.3,67.9,17.9
E00133195,7.9,71.4,20.7
E00133196,9.5,72.6,17.9
E00133197,5.7,82.1,12.3
E00133198,6.8,72.9,20.3
E00133199,25.9,48.3,25.9
E00133202,12.2,78.9,8.9
E00133203,8.3,70.7,21.1
E00133204,7.4,64.4,28.1
E00133205,11.5,68.9,19.7
E00133206,4,73,23
E00133207,14.7,68.4,16.8
E00133208,24.7,57.5,17.8
E00133209,13.8,63.8,22.5
E00133210,8.8,68.6,22.5
E00133211,9.5,68.4,22.2
E00133212,6.4,65.7,27.9
E00133213,13,68.3,18.6
E00133214,9.8,75.6,14.6
E00133215,5.5,75.4,19.1
E00133216,7.1,64.6,28.3
E00133217,14.8,66.7,18.5
E00133218,12.7,65.8,21.5
E00133219,11.7,73.8,14.6
E00133220,7.8,75.8,16.4
E00133223,8.1,78.2,13.7
E00133224,10.1,79.8,10.1
E00133225,7.8,75.4,16.8
E00133226,14.9,66.7,18.4
E00133227,7.6,76.2,16.2
E00133228,10.8,69.3,19.9
E00133229,14,69,17
E00133230,13.2,62.9,23.9
E00133231,10.2,60.2,29.5
E00133232,14,66.4,19.6
E00133235,12.8,67.2,20
E00133538,13.7,77.1,9.2
E00133539,5.6,64.6,29.9
E00133540,8.3,77.8,13.9
E00133541,5.6,76.8,17.6
E00133542,7.1,81.6,11.3
E00133543,3,82.7,14.3
E00133544,10,66.7,23.3
E00133547,15.5,67.3,17.3
E00133548,6.3,75.9,17.7
E00133549,12.1,64.5,23.4
E00133550,11.1,73.1,15.7
E00133551,11.1,68.3,20.6
E00133552,12.2,64.4,23.3
E00133555,11.3,74.8,13.9
E00133556,15.9,65.9,18.3
E00133557,9.8,80.4,9.8
E00133620,10.4,66.2,23.4
E00133622,12.5,58.6,28.9
E00133625,6.1,66.7,27.3
E00133636,11.6,71.4,17
E00133637,27.3,48.5,24.2
E00133638,4.9,76.7,18.4
E00133639,14.3,71.4,14.3
E00133640,2.5,83.6,13.9
E00133641,15.5,70.1,14.4
E00133642,16.3,64.4,19.3
E00133643,20.4,62.8,16.8
E00133644,10.2,80.6,9.2
E00133645,11.9,71.1,17
E00133646,12.4,65.3,22.4
E00133647,6.3,88.6,5.1
E00133648,13.5,64.9,21.6
E00133649,13,75.4,11.6
E00133650,6.8,83.1,10.2
E00133682,2,83.6,14.5
E00133683,13.2,69.8,17
E00133684,12,72.9,15
E00133686,9.8,72.5,17.6
E00133687,4.5,71.2,24.2
E00133688,12.2,76.4,11.4
E00133689,12.4,73.5,14.2
E00133690,16.7,57.8,25.5
E00133691,10.1,79.7,10.1
E00133692,21.7,63.6,14.7
E00133693,8.9,75,16.1
E00133694,8.3,80,11.7
E00133695,14.3,64.3,21.4
E00133698,13.2,66.2,20.6
E00133699,8.1,77.9,14
E00133700,15.3,63.5,21.2
E00133701,11.5,70.5,18
E00133702,7.8,72.2,20
E00133703,15.2,71.7,13.1
E00133704,14.3,64.3,21.4
E00133705,15.9,67,17
E00133706,12.3,60.8,26.9
E00133707,17.2,59.7,23.1
E00133708,10.2,68.6,21.2
E00133709,8.5,77.7,13.8
E00133710,9.1,53.7,37.2
E00133711,14.5,56.4,29.1
E00133712,10.5,74.6,14.9
E00133713,7.7,76.9,15.4
E00133714,9.2,60.6,30.3
E00133715,11.8,63.4,24.7
E00133716,10.6,55.8,33.7
E00133717,6.3,65.9,27.8
E00133718,9.1,75,15.9
E00133719,6.1,58.2,35.7
E00133720,5.4,67.9,26.8
E00133721,6,77.6,16.4
E00133722,5.8,73.8,20.4
E00133723,8.6,61.9,29.5
E00133724,18.7,46.2,35.2
E00133725,11.4,61.9,26.7
E00133726,6.7,72.1,21.2
E00133727,7.8,76,16.2
E00133728,9.8,78,12.1
E00133729,7.4,69.7,23
E00133730,10.3,80.2,9.5
E00133731,7.8,75,17.2
E00133732,16.7,74.2,9.1
E00133733,8.4,69.9,21.7
E00133750,9.8,77.2,13
E00133758,13.6,76.3,10.2
E00133759,9.2,68.3,22.5
E00133763,10.2,79.7,10.2
E00133764,14.6,66.2,19.2
E00133765,4.9,83.6,11.5
E00133794,8.4,64.7,26.9
E00133795,9.2,70.8,20
E00133796,8.1,78.7,13.2
E00133797,9.7,73.6,16.7
E00133798,7.4,62.5,30.1
E00133799,11.4,65.8,22.8
E00133800,17,64.4,18.5
E00133810,11.4,60.4,28.2
E00133811,13.4,54.6,32
E00133812,9.9,71.6,18.5
