areacd,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00132925,6.4,26.4,40,27.2
E00132926,6,47,43,4
E00132927,8.7,41.7,25.2,24.3
E00132928,4.7,36.2,44.3,14.8
E00132929,8.3,39.5,34.4,17.8
E00132930,6.6,23,47.5,23
E00132931,2.2,39.3,40.7,17.8
E00132932,5.8,31.7,42.4,20.1
E00132992,5.1,33.7,37.8,23.5
E00132993,9.9,40.8,35.9,13.4
E00132994,0.5,29.4,43.3,26.8
E00132995,4.2,31,43.1,21.8
E00133002,13,37.3,32.2,17.5
E00133003,7,45.7,32.6,14.7
E00133005,10.9,35.7,34.1,19.4
E00133006,22.1,41.8,25.4,10.7
E00133007,10.2,37.8,35.4,16.7
E00133008,11.7,53.9,23.4,11
E00133009,8,34.4,45.4,12.3
E00133010,12.7,34.9,34.9,17.5
E00133011,4.6,35.1,41.8,18.6
E00133012,13,40.1,38.9,8
E00133013,2,20.4,51,26.5
E00133014,0,28.2,62.1,9.7
E00133016,4.7,32,48.3,15.1
E00133018,1.3,50.7,40.8,7.2
E00133019,14.2,45.5,34.3,6
E00133021,7,43,38.3,11.7
E00133071,10,38.7,39.3,12
E00133072,6.9,28.5,27.7,36.9
E00133073,12.6,42.7,32,12.6
E00133076,9.8,43.8,32.1,14.3
E00133077,6.3,41.4,33.6,18.8
E00133078,4.7,43.3,37,15
E00133079,8.1,39,37.4,15.4
E00133080,9,50.4,28.6,12
E00133081,13.4,42.9,31.9,11.8
E00133082,6.6,27.9,37.7,27.9
E00133083,8.1,41.9,34.3,15.7
E00133149,1,32,44,23
E00133150,0,32.9,43.8,23.3
E00133151,1.5,29.9,49.3,19.4
E00133152,7.5,41.7,35.3,15.5
E00133153,8.2,36.1,39.3,16.4
E00133154,5.4,40.8,36.1,17.7
E00133156,0,33.6,42.7,23.6
E00133157,7,46.5,32,14.5
E00133158,16.1,58.3,18.5,7.1
E00133159,10.6,50,30.3,9.2
E00133160,9.4,37.8,35,17.8
E00133161,9.2,41.2,35.9,13.7
E00133162,9.8,41.5,35.4,13.4
E00133163,37.4,35.7,21.7,5.2
E00133164,8.1,42.3,36,13.5
E00133165,7.7,40.8,39.1,12.4
E00133166,26.8,47.1,19.7,6.4
E00133167,15.5,38,34.9,11.6
E00133168,12.4,50.5,27.2,9.9
E00133169,9.8,44.7,33.3,12.2
E00133170,18,44.3,22.8,15
E00133171,7.2,44.6,30.2,18
E00133172,8.1,42.9,34.8,14.3
E00133173,9.9,64.9,19.9,5.3
E00133174,8.7,40.5,34.9,15.9
E00133187,14,44.8,32.9,8.4
E00133188,5.7,51.6,32,10.7
E00133189,54.2,38,6.3,1.4
E00133190,34,44.8,18.6,2.6
E00133191,13.9,44,33,9.1
E00133192,25.8,44.4,21.2,8.6
E00133193,4.3,50.7,31.9,13
E00133194,37.7,44.9,15.9,1.4
E00133195,48.9,41.4,8.1,1.6
E00133196,20,41.7,29.6,8.7
E00133197,11.3,54.8,24.2,9.7
E00133198,10.9,31.4,40.6,17.1
E00133199,11.3,54.6,27,7.1
E00133202,30.2,51.1,16.5,2.2
E00133203,12.8,48.8,27.2,11.2
E00133204,30,45.7,15.7,8.6
E00133205,12.7,43.1,34,10.2
E00133206,6,46.6,36.8,10.5
E00133207,10.9,50.8,32.8,5.5
E00133208,5.7,47.5,38.3,8.5
E00133209,7.3,39.1,39.9,13.7
E00133210,30,35,24.3,10.7
E00133211,10.7,45.7,36,7.6
E00133212,46.1,39.4,11.7,2.8
E00133213,9.9,46.2,34.1,9.9
E00133214,10,53.8,26.9,9.2
E00133215,31.1,37.7,22.5,8.6
E00133216,46.1,40.2,12.7,1
E00133217,24.8,53.7,19,2.5
E00133218,14.8,54.8,20.9,9.6
E00133219,4.8,33.1,46.2,15.9
E00133220,4.2,41.5,40.1,14.1
E00133223,9.7,44.4,31.5,14.5
E00133224,12.7,41,35.8,10.4
E00133225,5.7,30.5,46.2,17.6
E00133226,6.9,54.2,33.6,5.3
E00133227,54.5,34.8,7.1,3.6
E00133228,21.7,52.6,18.3,7.4
E00133229,7.3,42.3,38.2,12.2
E00133230,24,45.9,24.6,5.5
E00133231,23.6,49.7,20.4,6.4
E00133232,20,43.3,26.7,10
E00133235,37.2,49.5,10.2,3.1
E00133538,5.7,43.3,38.3,12.8
E00133539,6.2,38.4,41.8,13.7
E00133540,6.1,38.9,41.2,13.7
E00133541,24.6,44.3,25.7,5.4
E00133542,9.4,32.7,37.1,20.8
E00133543,4.7,42.3,44.3,8.7
E00133544,7.9,42.1,42.1,7.9
E00133547,13.7,56.1,23,7.2
E00133548,11,50.7,30.9,7.4
E00133549,15.9,56.1,25.8,2.3
E00133550,5.6,53.1,32.9,8.4
E00133551,11.4,51.4,26.7,10.5
E00133552,10.5,44.7,33.3,11.4
E00133555,3.3,31.7,41.5,23.6
E00133556,10.5,37.7,43,8.8
E00133557,5,39.6,39.6,15.8
E00133620,6.9,55.9,28.4,8.8
E00133622,24,47.2,21.6,7.2
E00133625,25.7,47.1,19.1,8.1
E00133636,17.3,55.9,21.3,5.4
E00133637,22.8,51.7,22.8,2.7
E00133638,9.2,55,23.7,12.2
E00133639,23.5,51.3,23.5,1.7
E00133640,12.3,45.6,33.3,8.8
E00133641,2.2,23,45.9,28.9
E00133642,8,38.3,40,13.7
E00133643,10.7,35.9,36.6,16.8
E00133644,23.1,35.5,28.1,13.2
E00133645,9.4,36.5,40.9,13.2
E00133646,24.8,36.6,23.6,14.9
E00133647,5.5,46.6,35.6,12.3
E00133648,2.7,35.5,47.3,14.5
E00133649,6.7,32.2,41.1,20
E00133650,8.1,33.9,40.3,17.7
E00133682,12.1,45.2,30.6,12.1
E00133683,11.8,51.3,29.4,7.6
E00133684,7.6,39.6,35.4,17.4
E00133686,15,48,25.2,11.8
E00133687,21.8,55.6,20.2,2.4
E00133688,12.9,53.2,25.8,8.1
E00133689,7.3,46.3,35.8,10.6
E00133690,10.5,54.5,25.4,9.6
E00133691,15.7,41,36.6,6.7
E00133692,10.6,40.1,39.6,9.7
E00133693,10.7,44.6,32.2,12.4
E00133694,17.4,37.9,35.4,9.3
E00133695,14.5,36.1,41,8.4
E00133698,8.4,35.3,42,14.3
E00133699,4.7,43.4,40.6,11.3
E00133700,8.8,48.9,32.1,10.2
E00133701,13.6,38.1,33.1,15.3
E00133702,14.4,34.4,32.8,18.4
E00133703,12.3,51.4,28.3,8
E00133704,6.6,31.1,45.1,17.2
E00133705,6.6,32.1,48.2,13.1
E00133706,71.6,22.2,5.7,0.6
E00133707,19.9,38.4,34.2,7.5
E00133708,32.2,40.5,23.1,4.1
E00133709,20.3,42.4,30.5,6.8
E00133710,25.6,41.6,27.2,5.6
E00133711,12.8,52.8,24.8,9.6
E00133712,20.2,46.5,26.4,7
E00133713,6.6,41,35.2,17.2
E00133714,20,34.6,35.4,10
E00133715,20.2,42.9,30.3,6.7
E00133716,23.5,36.4,30.3,9.8
E00133717,38.4,43.2,10.4,8
E00133718,17.8,38.1,28.8,15.3
E00133719,20.2,44.4,29.8,5.6
E00133720,27.4,42.7,22.6,7.3
E00133721,10.3,35.9,41,12.8
E00133722,25,39.7,22.4,12.9
E00133723,36.9,39.2,19.2,4.6
E00133724,21,49,23,7
E00133725,21.8,46.2,25.2,6.7
E00133726,16.1,47.6,28.2,8.1
E00133727,9.6,36.5,32.7,21.2
E00133728,3.5,33.3,48.9,14.2
E00133729,18.6,46.5,27.9,7
E00133730,4.2,36.6,38.7,20.4
E00133731,7.1,34.3,45.5,13.1
E00133732,6.1,24.2,47,22.7
E00133733,12.9,42.9,34.3,10
E00133750,3,27.4,44.4,25.2
E00133758,1.4,35.6,41.1,21.9
E00133759,7.9,37,33.9,21.3
E00133763,12.7,34.9,36.5,15.9
E00133764,4.5,27.5,34.8,33.1
E00133765,4.5,27.3,40.9,27.3
E00133794,20.8,36.8,30.6,11.8
E00133795,6.6,35,43.1,15.3
E00133796,9.3,38,39.5,13.2
