areacd,hh_language-001,hh_language-002,hh_language-003,hh_language-004
E00132925,100,0,0,0
E00132926,98.7,0.7,0,0.7
E00132927,100,0,0,0
E00132928,99.3,0.7,0,0
E00132929,100,0,0,0
E00132930,100,0,0,0
E00132931,97.8,2.2,0,0
E00132932,98.6,0.7,0.7,0
E00132992,100,0,0,0
E00132993,98.6,1.4,0,0
E00132994,99.5,0.5,0,0
E00132995,97.5,2.5,0,0
E00133002,99.4,0,0,0.6
E00133003,97.7,1.5,0,0.8
E00133005,99.2,0.8,0,0
E00133006,99.2,0.8,0,0
E00133007,98,0.8,0.4,0.8
E00133008,99.4,0.6,0,0
E00133009,100,0,0,0
E00133010,96.9,0.8,1.6,0.8
E00133011,98.5,1.5,0,0
E00133012,98.8,0.6,0,0.6
E00133013,94.1,3.9,0,2
E00133014,98,2,0,0
E00133016,98.2,0,1.2,0.6
E00133018,100,0,0,0
E00133019,97,0.7,0,2.2
E00133021,100,0,0,0
E00133071,94.7,2,1.3,2
E00133072,100,0,0,0
E00133073,92.2,1.9,1.5,4.4
E00133076,96.4,0.9,2.7,0
E00133077,98.4,0.8,0,0.8
E00133078,98.4,0,0,1.6
E00133079,98.4,1.6,0,0
E00133080,100,0,0,0
E00133081,98.3,0,1.7,0
E00133082,98.4,1.6,0,0
E00133083,98.3,1.7,0,0
E00133149,98,2,0,0
E00133150,98.6,1.4,0,0
E00133151,97.1,2.9,0,0
E00133152,98.9,0.5,0.5,0
E00133153,99.2,0,0,0.8
E00133154,98.6,1.4,0,0
E00133156,98.1,1.9,0,0
E00133157,97.5,2.5,0,0
E00133158,100,0,0,0
E00133159,97.9,0,0,2.1
E00133160,97.2,1.7,1.1,0
E00133161,98.7,1.3,0,0
E00133162,98.7,1.3,0,0
E00133163,96.6,1.7,0,1.7
E00133164,99.1,0,0.9,0
E00133165,97.6,1.2,0.6,0.6
E00133166,98.1,0.6,0,1.3
E00133167,93,4.7,0.8,1.6
E00133168,97.5,1,0.5,1
E00133169,100,0,0,0
E00133170,98.2,0.6,0,1.2
E00133171,100,0,0,0
E00133172,98.1,0.6,0,1.2
E00133173,100,0,0,0
E00133174,97.9,1.5,0,0.5
E00133187,96.5,1.4,0.7,1.4
E00133188,92.6,0,0.8,6.6
E00133189,87.1,3.6,2.9,6.5
E00133190,94.9,2.6,1,1.5
E00133191,90.5,2.9,1.9,4.8
E00133192,90.9,2.6,1.9,4.5
E00133193,96.4,1.4,0,2.2
E00133194,92,0,0.7,7.3
E00133195,96.2,0,0.5,3.2
E00133196,97.4,1.7,0.9,0
E00133197,95.9,1.6,0.8,1.6
E00133198,96.6,1.7,0,1.7
E00133199,89.9,3.6,0.7,5.8
E00133202,91.4,1.4,1.4,5.8
E00133203,98.4,0,0,1.6
E00133204,91.4,2.1,2.1,4.3
E00133205,95,2.5,0,2.5
E00133206,98.5,1.5,0,0
E00133207,93.9,4.6,0.8,0.8
E00133208,95.7,1.4,2.9,0
E00133209,97,2.2,0,0.9
E00133210,97.9,0,0.7,1.4
E00133211,95.4,1.5,0,3
E00133212,98.3,0.6,0,1.1
E00133213,97.7,0.9,1.4,0
E00133214,94.6,1.5,0,3.8
E00133215,96,1.3,1.3,1.3
E00133216,95.3,0.9,0,3.7
E00133217,91.7,4.2,0.8,3.3
E00133218,95.7,0.9,0.9,2.6
E00133219,99.3,0.7,0,0
E00133220,99.3,0,0,0.7
E00133223,97.6,1.6,0,0.8
E00133224,99.3,0,0,0.7
E00133225,96.2,3.8,0,0
E00133226,92.4,2.3,0,5.3
E00133227,95.5,0.9,1.8,1.8
E00133228,86.3,1.7,0.6,11.4
E00133229,97.6,2.4,0,0
E00133230,94.6,1.1,2.2,2.2
E00133231,93.6,3.2,1.9,1.3
E00133232,99.2,0,0,0.8
E00133235,93.9,0.5,0,5.6
E00133538,100,0,0,0
E00133539,97.3,0.7,0,2
E00133540,99.2,0,0.8,0
E00133541,97.6,0.6,0,1.8
E00133542,98.7,1.3,0,0
E00133543,99.3,0,0,0.7
E00133544,95.3,0.8,2.3,1.6
E00133547,97.1,0.7,0.7,1.4
E00133548,96.4,1.5,0.7,1.5
E00133549,93.2,1.5,0,5.3
E00133550,97.2,0,1.4,1.4
E00133551,98,1,1,0
E00133552,98.2,0,0.9,0.9
E00133555,98.4,0,1.6,0
E00133556,92.2,5.2,1.7,0.9
E00133557,98.6,0,0,1.4
E00133620,91.6,3.7,1.9,2.8
E00133622,81.6,4,1.6,12.8
E00133625,90.4,2.2,2.9,4.4
E00133636,89.5,3,3,4.5
E00133637,73.6,4.1,4.1,18.2
E00133638,94.7,1.5,2.3,1.5
E00133639,85.6,1.7,2.5,10.2
E00133640,96.4,1.8,0.9,0.9
E00133641,98.5,0.7,0.7,0
E00133642,98.9,1.1,0,0
E00133643,98.5,1.5,0,0
E00133644,99.2,0,0,0.8
E00133645,99.4,0.6,0,0
E00133646,99.4,0.6,0,0
E00133647,98.6,1.4,0,0
E00133648,89.1,5.5,1.8,3.6
E00133649,97.8,2.2,0,0
E00133650,100,0,0,0
E00133682,96,1.6,1.6,0.8
E00133683,97.6,1.6,0,0.8
E00133684,94.4,4.9,0.7,0
E00133686,97.6,0.8,0,1.6
E00133687,93.5,2.4,0.8,3.3
E00133688,97.6,0.8,0,1.6
E00133689,96.7,0,0,3.3
E00133690,91.4,1.4,1.4,5.7
E00133691,97.7,1.5,0,0.8
E00133692,97.1,0.5,1,1.4
E00133693,95,0.8,3.3,0.8
E00133694,97.5,1.9,0,0.6
E00133695,86.6,6.1,2.4,4.9
E00133698,94.9,2.5,0,2.5
E00133699,98.1,0,1,1
E00133700,95.6,0.7,1.5,2.2
E00133701,96.6,3.4,0,0
E00133702,99.2,0,0,0.8
E00133703,97.1,1.4,0.7,0.7
E00133704,96,1.6,0.8,1.6
E00133705,97.1,0.7,1.5,0.7
E00133706,81.1,1.7,0.6,16.6
E00133707,92.4,2.8,0.7,4.1
E00133708,90.7,3.4,0,5.9
E00133709,95.7,0.9,1.7,1.7
E00133710,93.7,0.8,3.1,2.4
E00133711,93.6,3.2,0,3.2
E00133712,95.3,0.8,0,3.9
E00133713,98.3,0,0.8,0.8
E00133714,90.7,5.4,0.8,3.1
E00133715,89.2,0.8,4.2,5.8
E00133716,96.1,1.6,1.6,0.8
E00133717,98.4,0,0,1.6
E00133718,98.3,0.8,0.8,0
E00133719,94.4,0.8,3.2,1.6
