areacd,passports_all_4a-001,passports_all_4a-002,passports_all_4a-003
E00132925,82.3,0.4,17.3
E00132926,79.2,2.3,18.5
E00132927,78.3,1.2,20.6
E00132928,83.2,0.6,16.2
E00132929,68.4,1.9,29.6
E00132930,81.3,0,18.8
E00132931,85.3,1.3,13.3
E00132932,84.1,1.3,14.7
E00132992,92.3,0.7,7
E00132993,80.8,1.7,17.4
E00132994,78.7,1.8,19.5
E00132995,86.8,3,10.2
E00133002,85.1,0.5,14.4
E00133003,74.1,2.7,23.2
E00133005,91.1,0.7,8.2
E00133006,77.2,0.9,21.9
E00133007,88.9,2.5,8.6
E00133008,87,1.9,11.1
E00133009,88,1.9,10.1
E00133010,76.3,1.3,22.4
E00133011,85.9,1.2,12.9
E00133012,74.2,1.9,23.9
E00133013,88,7.3,4.7
E00133014,86.7,0.6,12.7
E00133016,81,3,15.9
E00133018,84,1.7,14.2
E00133019,73.8,4.2,22.1
E00133021,72.2,2.3,25.5
E00133071,78.9,9.1,12
E00133072,76.2,0,23.8
E00133073,76.1,7.3,16.6
E00133076,82.3,2.9,14.8
E00133077,78.9,2.2,18.9
E00133078,73.8,2.5,23.8
E00133079,88.3,1.9,9.8
E00133080,85.9,0,14.1
E00133081,75.9,3.1,21
E00133082,80.7,0,19.3
E00133083,83.6,1.4,15
E00133149,80.9,1.8,17.3
E00133150,93.7,0,6.3
E00133151,89.4,3.5,7
E00133152,76.1,1.2,22.7
E00133153,79.3,1.5,19.2
E00133154,81.8,3.3,15
E00133156,81.4,3.8,14.8
E00133157,75,2,23
E00133158,72.1,0.5,27.4
E00133159,74.7,5.3,20.1
E00133160,83.8,2,14.3
E00133161,83.8,3.2,13
E00133162,70.5,0,29.5
E00133163,52.8,1.8,45.4
E00133164,81.6,0.4,18
E00133165,82,3.2,14.8
E00133166,62.3,2.5,35.2
E00133167,69.4,5.2,25.4
E00133168,77.3,3.1,19.5
E00133169,79.2,1.2,19.6
E00133170,77.2,1.7,21.2
E00133171,82.7,2.4,14.9
E00133172,81.6,2.3,16.1
E00133173,77.6,0,22.4
E00133174,84.6,2.2,13.2
E00133187,79,3.8,17.1
E00133188,81.3,8.2,10.5
E00133189,58.4,16,25.6
