areacd,hours_per_week_worked_3a-001,hours_per_week_worked_3a-002
E00045662,33.3,66.7
E00045663,21.7,78.3
E00045664,21.6,78.4
E00045665,28,72
E00045666,18.5,81.5
E00045667,25,75
E00045668,33.2,66.8
E00045670,36.8,63.2
E00045671,46.8,53.2
E00045672,24.6,75.4
E00045673,24.7,75.3
E00045674,34.2,65.8
E00045675,26.4,73.6
E00045676,25,75
E00045677,33.3,66.7
E00045678,26.6,73.4
E00045679,36.2,63.8
E00045680,31.5,68.5
E00045681,20.5,79.5
E00045682,29.1,70.9
E00045683,29.6,70.4
E00045684,30.1,69.9
E00045685,28.5,71.5
E00045686,33.3,66.7
E00045687,21.5,78.5
E00045688,18.7,81.3
E00045689,19.9,80.1
E00045690,24.8,75.2
E00045691,27.9,72.1
E00045692,33.9,66.1
E00045693,28.1,71.9
E00045694,26.8,73.2
E00045695,31,69
E00045696,18,82
E00045697,17.3,82.7
E00045698,27,73
E00045699,30.8,69.2
E00045700,25.5,74.5
E00045701,29,71
E00045702,23.9,76.1
E00045703,25,75
E00045705,32.7,67.3
E00045706,27.1,72.9
E00045708,36.7,63.3
E00045710,39,61
E00045711,33.9,66.1
E00045712,41.9,58.1
E00045713,35.7,64.3
E00045716,37.1,62.9
E00045718,27.2,72.8
E00045719,43,57
E00045720,26.9,73.1
E00045721,31.5,68.5
E00045722,28.9,71.1
E00045724,29,71
E00045726,53.3,46.7
E00045727,60.5,39.5
E00045728,32.5,67.5
E00045729,38.2,61.8
E00045731,29.6,70.4
E00045732,20.6,79.4
E00045734,24.9,75.1
E00045735,50,50
E00045736,29.1,70.9
E00045737,27.7,72.3
E00045739,22.6,77.4
E00045740,32.8,67.2
E00045741,29.9,70.1
E00045742,27.8,72.2
E00045743,21.7,78.3
E00045744,20.5,79.5
E00045745,31.2,68.8
E00046051,32.5,67.5
E00046052,30.8,69.2
E00046053,33.1,66.9
E00046056,41.4,58.6
E00046057,40.1,59.9
E00046058,34.8,65.2
E00046059,30.6,69.4
E00046060,34.6,65.4
E00046061,39.8,60.2
E00046062,30.1,69.9
E00046063,27.8,72.2
E00046064,33.6,66.4
E00046065,29.8,70.2
E00046066,42.2,57.8
E00046067,26.9,73.1
E00046068,41.4,58.6
E00046069,43.1,56.9
E00046070,30.8,69.2
E00046071,29.6,70.4
E00046073,39.8,60.2
E00046074,33.3,66.7
E00046075,43.9,56.1
E00046080,32.2,67.8
E00046082,63.3,36.7
E00046083,40.6,59.4
E00046085,39.6,60.4
E00046086,36.8,63.2
E00046087,46,54
E00046088,32.8,67.2
E00046089,41.5,58.5
E00046090,33.6,66.4
E00046093,46.2,53.8
E00046094,43.9,56.1
E00046095,35.7,64.3
E00046096,36.6,63.4
E00046097,38.9,61.1
E00046098,39.1,60.9
E00046099,38.9,61.1
E00046100,26.3,73.7
E00046101,45.2,54.8
E00046102,42.2,57.8
E00046103,33,67
E00046104,35.8,64.2
E00046105,38.5,61.5
E00046106,51.8,48.2
E00046107,46,54
E00046108,42.9,57.1
E00046109,28,72
E00046110,36.8,63.2
E00046111,42.3,57.7
E00046112,34.3,65.7
E00046113,35,65
E00046114,32.1,67.9
E00046115,47.5,52.5
E00046116,41.1,58.9
E00046117,46.2,53.8
E00046118,33.8,66.2
E00046119,39.7,60.3
E00046120,38.1,61.9
E00046121,30.2,69.8
E00046122,28.2,71.8
E00046124,37,63
E00046125,32.3,67.7
E00046126,31.4,68.6
E00046127,29.9,70.1
E00046128,36.3,63.7
E00046129,29.1,70.9
E00046130,33.1,66.9
E00046131,28.4,71.6
E00046132,36.8,63.2
E00046133,31.1,68.9
E00046134,29.5,70.5
E00046135,32.9,67.1
E00046136,27.5,72.5
E00046137,27.4,72.6
E00046138,30.2,69.8
E00046140,25.4,74.6
E00046141,29.6,70.4
E00046142,25.4,74.6
E00046143,25,75
E00046144,24.8,75.2
E00046145,18.6,81.4
E00046146,22.7,77.3
E00046147,28.3,71.7
E00046148,25.7,74.3
E00046149,22.3,77.7
E00046150,23,77
E00046151,30,70
E00046152,36.5,63.5
E00046153,38.6,61.4
E00046154,33,67
E00046155,23.1,76.9
E00046156,35.2,64.8
E00046157,30,70
E00046158,32.6,67.4
E00046159,29.9,70.1
E00046160,32.8,67.2
E00046161,39.5,60.5
E00046162,33.3,66.7
E00046163,30.8,69.2
E00046164,29,71
E00046166,29.5,70.5
E00046167,32,68
E00046168,30.7,69.3
E00046169,33,67
E00046170,22.3,77.7
E00046171,25.6,74.4
E00046172,26.8,73.2
E00046173,34.2,65.8
E00046174,46.1,53.9
E00046175,30.5,69.5
E00046176,27.5,72.5
E00046177,39.2,60.8
E00046178,35.3,64.7
E00046179,33.3,66.7
E00046180,27.8,72.2
E00046181,27.7,72.3
E00046182,30.2,69.8
E00046183,28.7,71.3
E00046184,24,76
E00046185,31,69
E00046186,22.9,77.1
E00046187,26.3,73.7
E00046188,24.6,75.4
E00046613,47.9,52.1
E00046621,46.2,53.8
E00046633,42.1,57.9
E00046639,42.7,57.3
E00046642,49.6,50.4
E00047136,27.7,72.3
E00047137,32,68
E00047139,35.5,64.5
E00047144,29.7,70.3
E00047145,30,70
E00047146,26.1,73.9
E00047147,30,70
E00047148,29.4,70.6
E00047149,31.7,68.3
E00047150,27.9,72.1
E00047151,28.2,71.8
E00047152,25.9,74.1
E00047153,34.5,65.5
E00047154,28.4,71.6
E00047155,25.6,74.4
E00047177,33.8,66.2
E00047178,26.9,73.1
E00047179,48.9,51.1
E00047180,22.9,77.1
E00047181,25.8,74.2
E00047182,31.6,68.4
E00047183,25.7,74.3
E00047184,33.3,66.7
E00047185,19,81
E00047186,25.3,74.7
E00047187,29.4,70.6
E00047188,23.3,76.7
E00047189,27.6,72.4
E00047190,27.9,72.1
E00047191,26.7,73.3
E00047192,29.5,70.5
E00047193,33.6,66.4
E00047194,25.3,74.7
E00047195,45.7,54.3
E00047196,25,75
E00047198,37.9,62.1
E00047199,25.8,74.2
E00047200,25,75
E00047201,30.4,69.6
E00047202,24.4,75.6
E00047203,34.1,65.9
E00047204,32.6,67.4
E00047205,30.6,69.4
E00047206,34.1,65.9
E00047208,26.7,73.3
E00047209,29.2,70.8
E00047210,32.3,67.7
E00047211,30.2,69.8
E00047212,24,76
E00047213,33.3,66.7
E00047214,29,71
E00047215,26.6,73.4
E00047216,28.8,71.2
E00047217,38.2,61.8
E00047218,39.7,60.3
E00047219,29,71
E00047647,28.5,71.5
E00047648,36.6,63.4
E00047673,28.7,71.3
E00047676,21.2,78.8
E00047781,32.1,67.9
E00047839,34.2,65.8
E00047841,32.8,67.2
E00047842,28.8,71.2
E00047843,28.1,71.9
E00047844,24.6,75.4
E00047845,24.4,75.6
E00047846,23,77
E00047847,31.8,68.2
E00047848,34.1,65.9
E00047849,25.6,74.4
E00047850,30.9,69.1
E00047851,28.7,71.3
E00047852,35.5,64.5
E00047853,28.7,71.3
E00047854,25,75
E00047855,25.8,74.2
E00047856,25,75
E00047857,36.3,63.8
E00047966,29.6,70.4
E00047967,19.6,80.4
E00047968,23.6,76.4
E00047969,18.2,81.8
E00047970,26.9,73.1
E00047971,22.7,77.3
