areacd,disability_3a-001,disability_3a-002
E00045662,17.6,82.4
E00045663,28.6,71.4
E00045664,27.9,72.1
E00045665,29.1,70.9
E00045666,27.5,72.5
E00045667,20.7,79.3
E00045668,25.1,74.9
E00045670,24.2,75.8
E00045671,17.8,82.2
E00045672,12,88
E00045673,22.7,77.3
E00045674,30.7,69.3
E00045675,15.1,84.9
E00045676,11.1,88.9
E00045677,16.9,83.1
E00045678,16.4,83.6
E00045679,22,78
E00045680,21.4,78.6
E00045681,19.6,80.4
E00045682,17.1,82.9
E00045683,16,84
E00045684,22.1,77.9
E00045685,18.2,81.8
E00045686,26.3,73.7
E00045687,16.3,83.7
E00045688,12.8,87.2
E00045689,7.5,92.5
E00045690,15.1,84.9
E00045691,15.8,84.2
E00045692,32.2,67.8
E00045693,16.7,83.3
E00045694,17.7,82.3
E00045695,18,82
E00045696,21.4,78.6
E00045697,21.9,78.1
E00045698,17.5,82.5
E00045699,20,80
E00045700,18.3,81.7
E00045701,17.4,82.6
E00045702,18.6,81.4
E00045703,21.5,78.5
E00045705,18.5,81.5
E00045706,26.7,73.3
E00045708,19,81
E00045710,16,84
E00045711,20.2,79.8
E00045712,19.4,80.6
E00045713,25.3,74.7
E00045716,18.4,81.6
E00045718,13.8,86.2
E00045719,18,82
E00045720,29.8,70.2
E00045721,17.2,82.8
E00045722,14.8,85.2
E00045724,17.4,82.6
E00045726,12.6,87.4
E00045727,32.1,67.9
E00045728,16.8,83.2
E00045729,15.6,84.4
E00045731,17.7,82.3
E00045732,13.7,86.3
E00045734,15.1,84.9
E00045735,13.9,86.1
E00045736,28.6,71.4
E00045737,21.5,78.5
E00045739,21.9,78.1
E00045740,29.6,70.4
E00045741,16,84
E00045742,14.4,85.6
E00045743,14.7,85.3
E00045744,16.9,83.1
E00045745,22.9,77.1
E00046051,20.8,79.2
E00046052,16.5,83.5
E00046053,18.2,81.8
E00046056,18.8,81.2
E00046057,13.3,86.7
E00046058,16.6,83.4
E00046059,25.6,74.4
E00046060,16.4,83.6
E00046061,14.4,85.6
E00046062,14.6,85.4
E00046063,13.8,86.2
E00046064,17.1,82.9
E00046065,13.1,86.9
E00046066,22.2,77.8
E00046067,23.8,76.2
E00046068,22.9,77.1
E00046069,19,81
E00046070,21.9,78.1
E00046071,20.2,79.8
E00046073,15.8,84.2
E00046074,16.6,83.4
E00046075,18.7,81.3
E00046080,12.5,87.5
E00046082,24.5,75.5
E00046083,12,88
E00046085,18,82
E00046086,17.1,82.9
E00046087,14.1,85.9
E00046088,16.5,83.5
E00046089,15.8,84.2
E00046090,9.4,90.6
E00046093,10.4,89.6
E00046094,17.6,82.4
E00046095,14.9,85.1
E00046096,14.2,85.8
E00046097,12.7,87.3
E00046098,22.3,77.7
E00046099,15,85
E00046100,26.2,73.8
E00046101,22.7,77.3
E00046102,12.1,87.9
E00046103,12.8,87.2
E00046104,10.2,89.8
E00046105,12.3,87.7
E00046106,14.5,85.5
E00046107,18.5,81.5
E00046108,10.6,89.4
E00046109,27.2,72.8
E00046110,18.2,81.8
E00046111,13.2,86.8
E00046112,11.2,88.8
E00046113,11,89
E00046114,13.5,86.5
E00046115,11.1,88.9
E00046116,14.2,85.8
E00046117,13.4,86.6
E00046118,10.7,89.3
E00046119,14.6,85.4
E00046120,15.5,84.5
E00046121,16.2,83.8
E00046122,30.3,69.7
E00046124,26.9,73.1
E00046125,12.6,87.4
E00046126,22.4,77.6
E00046127,17,83
E00046128,23.2,76.8
E00046129,14.3,85.7
E00046130,18.7,81.3
E00046131,19.4,80.6
E00046132,28.8,71.2
E00046133,29.3,70.8
E00046134,36.1,63.9
E00046135,28.8,71.2
E00046136,25.3,74.7
E00046137,19.2,80.8
E00046138,20.2,79.8
E00046140,16.9,83.1
E00046141,24.9,75.1
E00046142,22.7,77.3
E00046143,21,79
E00046144,19.4,80.6
E00046145,14.4,85.6
E00046146,28.2,71.8
E00046147,27.1,72.9
E00046148,21.9,78.1
E00046149,16.9,83.1
E00046150,15.6,84.4
E00046151,39.4,60.6
E00046152,22.8,77.2
E00046153,20.7,79.3
E00046154,19.3,80.7
E00046155,23.3,76.7
E00046156,21,79
E00046157,20.6,79.4
E00046158,27.7,72.3
E00046159,31.2,68.8
E00046160,39.5,60.5
E00046161,29.8,70.2
E00046162,22.9,77.1
E00046163,24.1,75.9
E00046164,17.6,82.4
E00046166,22.2,77.8
E00046167,27.5,72.5
E00046168,26.3,73.7
E00046169,20.8,79.2
E00046170,18.2,81.8
E00046171,16.8,83.2
E00046172,26,74
E00046173,13,87
E00046174,42.1,57.9
E00046175,26.7,73.3
E00046176,18.2,81.8
E00046177,28.4,71.6
E00046178,23.3,76.7
E00046179,17.8,82.2
E00046180,27.4,72.6
E00046181,27.6,72.4
E00046182,28,72
E00046183,22.6,77.4
E00046184,20.9,79.1
E00046185,23.2,76.8
E00046186,19.3,80.7
E00046187,22.8,77.2
E00046188,12.6,87.4
E00046613,9.2,90.8
E00046621,13.4,86.6
E00046633,16,84
E00046639,9.2,90.8
E00046642,16.8,83.2
E00047136,30.5,69.5
E00047137,18.7,81.3
E00047139,15.1,84.9
E00047144,21.8,78.2
E00047145,18.9,81.1
E00047146,23.9,76.1
E00047147,19.5,80.5
E00047148,17.9,82.1
E00047149,27.3,72.7
E00047150,19.2,80.8
E00047151,19.4,80.6
E00047152,16.8,83.2
E00047153,19.8,80.2
E00047154,19.4,80.6
E00047155,14.9,85.1
E00047177,21.8,78.2
E00047178,22.3,77.7
E00047179,29,71
E00047180,23.8,76.2
E00047181,23.6,76.4
E00047182,16.8,83.2
E00047183,21.2,78.8
E00047184,34.8,65.2
E00047185,20.1,79.9
E00047186,24.2,75.8
E00047187,16.1,83.9
E00047188,29.1,70.9
E00047189,30.6,69.4
E00047190,25.6,74.4
E00047191,24.7,75.3
E00047192,26.8,73.2
E00047193,17.8,82.2
E00047194,19.7,80.3
E00047195,25.3,74.7
E00047196,19.1,80.9
E00047198,24.2,75.8
E00047199,20.1,79.9
E00047200,17.8,82.2
E00047201,21.6,78.4
E00047202,19.2,80.8
E00047203,31.1,68.9
E00047204,24.4,75.6
E00047205,21.3,78.7
E00047206,21.9,78.1
E00047208,21.4,78.6
E00047209,22.1,77.9
E00047210,22.6,77.4
E00047211,23,77
E00047212,31.7,68.3
E00047213,34.4,65.6
E00047214,19,81
E00047215,25,75
E00047216,26.1,73.9
E00047217,20.2,79.8
E00047218,22.9,77.1
E00047219,20.5,79.5
E00047647,20.8,79.2
E00047648,17.1,82.9
E00047673,17,83
E00047676,15.2,84.8
E00047781,15.2,84.8
E00047839,33.2,66.8
E00047841,20.4,79.6
E00047842,14.4,85.6
E00047843,12.6,87.4
E00047844,15.4,84.6
E00047845,17.1,82.9
E00047846,13,87
E00047847,16.1,83.9
E00047848,18.8,81.2
E00047849,12.8,87.2
E00047850,17.9,82.1
E00047851,25.2,74.8
E00047852,21.2,78.8
E00047853,12.9,87.1
E00047854,15.9,84.1
E00047855,16.8,83.2
E00047856,17.6,82.4
E00047857,27.2,72.8
E00047966,15.3,84.7
E00047967,21.9,78.1
E00047968,16,84
E00047969,17.8,82.2
E00047970,9.8,90.2
E00047971,15.3,84.7
E00047982,10.8,89.2
E00047983,12.1,87.9
E00047984,12.4,87.6
E00047987,13.1,86.9
E00047988,15,85
E00047989,12.7,87.3
E00047990,14.6,85.4
E00047991,13.7,86.3
E00047992,17.2,82.8
E00047993,14,86
E00047997,29.3,70.7
E00048001,16.8,83.2
E00048002,12.2,87.8
E00048005,10.7,89.3
E00048007,17.1,82.9
E00048010,13,87
E00048011,11.9,88.1
E00048016,15.9,84.1
E00048018,11.9,88.1
E00048019,13.5,86.5
E00048022,18,82
E00048028,15,85
E00048029,12,88
E00048030,12.9,87.1
E00048033,20.6,79.4
E00048035,13,87
E00048037,14.3,85.7
E00048039,15.3,84.7
E00048040,17,83
E00048041,11.9,88.1
E00048043,15,85
E00048044,16,84
E00048045,16.9,83.1
E00048047,14.9,85.1
E00048049,13,87
E00048050,16.3,83.7
E00048051,18.3,81.7
E00048052,15.2,84.8
E00048053,17.7,82.3
E00048188,28.2,71.8
E00048189,18.9,81.1
E00048191,12,88
E00048193,33.8,66.2
E00051153,22.6,77.4
E00051154,20.5,79.5
E00051155,11.9,88.1
E00051156,17.1,82.9
E00051157,18,82
E00051158,13,87
E00051159,18.1,81.9
E00051160,12.1,87.9
E00051161,15.2,84.8
E00051162,15.2,84.8
E00051163,11.3,88.7
E00051164,20.7,79.3
E00051165,16.8,83.2
E00051166,15.4,84.6
E00051167,15.5,84.5
E00051168,16.1,83.9
E00051169,11,89
E00051170,18.6,81.4
E00051171,14.3,85.7
E00051172,23.3,76.7
E00051174,15.8,84.2
E00051175,19.9,80.1
E00051176,15.6,84.4
E00051177,17.6,82.4
E00051178,30.3,69.7
E00051179,22.7,77.3
E00051180,12.7,87.3
E00051181,22.7,77.3
E00051182,27.2,72.8
E00051183,19,81
E00051184,14.4,85.6
E00051185,20.2,79.8
E00051186,16.7,83.3
E00051187,9.8,90.2
E00051188,14.1,85.9
E00051190,12.8,87.2
E00051295,21.6,78.4
E00051746,21.7,78.3
E00051748,29.7,70.3
E00175606,16.6,83.4
E00175609,22.5,77.5
E00175613,16.5,83.5
E00175641,21.6,78.4
E00175686,15.5,84.5
E00175688,19.1,80.9
E00175710,22.7,77.3
E00175721,14.6,85.4
E00175731,8.6,91.4
E00175744,22.2,77.8
E00175745,9.2,90.8
E00175746,10,90
E00175750,15.3,84.7
E00175754,21.2,78.8
E00175774,12.1,87.9
E00175784,19.4,80.6
E00186089,17.6,82.4
E00186110,9.3,90.7
E00186112,19.1,80.9
E00186117,9,91
E00186128,10.9,89.1
E00186131,8.1,91.9
E00186134,15.1,84.9
E00186137,14.5,85.5
E00186140,13.3,86.7
E00186144,12.3,87.7
E00186166,15.7,84.3
E00186196,27,73
E00186199,36.4,63.6
E00186200,9.2,90.8
E00186205,20.7,79.3
E00186212,8.9,91.1
E00186221,10.5,89.5
E00186224,17,83
E00186229,16.4,83.6
E00186230,12.8,87.2
E00186263,10.6,89.4
E00186273,14.9,85.1
E00186282,7.1,92.9
E00186286,7.1,92.9
E00186287,18.1,81.9
E00186289,17.8,82.2
E00186291,15.1,84.9
E00186300,16.8,83.2
